id,desc,title
135,マジックパック,マジックパック
136,ステージ準備,ステージ準備
137,おかえり,おかえり
138,スペシャルパック,スペシャルパック
139,割引月間パス,割引月間パス
140,祈願ガチャ,祈願ガチャ
142,心躍る音色,心躍る音色
143,雲の上の旅,雲の上の旅
144,赤ずきんの プレゼント,赤ずきんの\nプレゼント
141,幻想物語,幻想物語
145,バレンタイン 限定パック,バレンタイン\n限定パック
146,最上階 ファンド,最上階\nファンド
147,超お得 衣装パック,超お得\n衣装パック
148,超お得パック,超お得パック
149,助手オーディション,助手オーディション
150,カボチャ畑,カボチャ畑
151,彫刻刀補給,彫刻刀補給
152,弁当補給,弁当補給
153,ビスケット補給,ビスケット補給
154,学部試験補給,学部試験補給
156,七日ミッション,七日ミッション
157,超お得パック,初心者応援
155,旧校舎探索,旧校舎探索
158,韓國kakaopay（韓語專用）,韓國kakaopay（韓語專用）
159,月初め ダッシュ,月初め\nダッシュ
160,ブラックフライデー セール,ブラックフライデー\nセール
161,時の巡り合い,時の巡り合い
162,新入生の試練,新入生の試練
163,ボーナス交換,ボーナス交換
164,初購入パック,初購入パック
165,お得初心者 パック,お得初心者\nパック
166,ラブリー 漂流記,ラブリー\n漂流記
167,漂流者補給,漂流者補給
170,新年奉納,新年奉納
171,聖夜の人形屋,聖夜の人形屋
172,冬のログイン,冬のログイン
169,ブラックフライデー ショップ,ブラックフライデー\nショップ
168,新戦姫ガチャ,新戦姫ガチャ
173,幽夢勉強会,幽夢勉強会
174,チューリング強化＆衣装,チューリング強化＆衣装
175,魂器ヘルパー,魂器ヘルパー
176,初心者 ファンド,初心者\nファンド
177,初心者10連ガチャ,初心者10連ガチャ
178,ラッキー ボーナス,ラッキー\nボーナス
179,初心者ガチャ,初心者ガチャ
180,初心者限定 ガチャパック,初心者限定\nガチャパック
181,新年売店,新年売店
182,新春到来,新春到来
183,不等価交換,不等価交換
184,還元ボーナス,還元ボーナス
185,エンドレス バレンタイン,エンドレス\nバレンタイン
186,使い魔歓迎 大作戦,使い魔\n歓迎大作戦
187,使い魔の力 パック,使い魔の力\nパック
188,入学案内所の返礼,入学案内所の\n返礼
189,パペット パレード,パペット\nパレード
190,イースター パック,イースター\nパック
191,ボトルメール,ボトルメール
192,ボトメ限定パック,ボトメ限定パック
193,時間限定 委託クエスト,時間限定\n委託クエスト
195,ギフトコード,ギフトコード
196,「花火」 研究計画,「花火」\n研究計画
197,ぺペの修行の道,ぺペの\n修行の道
198,古城の埋蔵金,古城の埋蔵金
199,出席とるよ 全員集合,出席とるよ\n全員集合
202,新入生授業企画,新入生授業企画
203,授業企画パック,授業企画パック
204,授業研修,授業研修
205,珊瑚の枝集め,珊瑚の枝集め
206,タイム シークレット,タイム\nシークレット
207,時の痕跡を探そう,時の痕跡を探そう
208,ヤドリギに願いを,ヤドリギに願いを
209,魔力補給,魔力補給
210,オーダー メイド,オーダー\nメイド
211,異界補給,異界補給
212,探険準備,探険準備
213,探険チーム拡大,探険チーム拡大
214,異界探険,異界探険
215,カスタム補給,カスタム補給
216,新入生授業企画,新入生授業企画
217,授業企画パック,授業企画パック
218,授業研修,授業研修
219,カムバック キャンペーン,カムバック\nキャンペーン
221,危機一髪!?水晶玉パニック!,危機一髪!?\n水晶玉パニック!
224,4周年感謝パック1,4周年\n感謝パック
225,4周年感謝パック2,4周年\n感謝パック
226,ほろよい気分,ほろよい気分
227,コレクションルーム,コレクションルーム
228,人気戦姫総選挙,人気戦姫\n総選挙
229,星々の祝福,星々の祝福
230,サン＆ビーチ,サン＆ビーチ
231,サンドアート,サンドアート
232,水着交換,水着交換
233,サマーパック,サマーパック
234,深緑の探索者,深緑の探索者
239,魂器研究所,魂器研究所
240,ストーリー チャレンジ,ストーリー\nチャレンジ
241,カスタム補給,カスタム補給
242,アバターショップ キャンペーン,アバターショップ\nキャンペーン
235,アバター 限定ショップ,アバター\n限定ショップ
244,魂器限定交換,魂器限定交換
243,天使のお茶会,天使のお茶会
246,課外活動,課外活動
245,つかめ、海の幸！,つかめ、海の幸！
247,初心者 ファンド,初心者\nファンド
248,トリックオアトリート,トリック・オア・\nトリート！
249,ポーション作成,ポーション作成
250,ハロウィンパック,ハロウィンパック
254,祝福パック,祝福パック
251,秘境の財宝,秘境の財宝
252,財宝補給,財宝補給
253,物資調達,物資調達
255,イースター パック,イースター\nパック
257,クリスマス ログイン,クリスマス\nログイン
259,戦姫育成計画,戦姫育成計画
258,スロット ガチャ,スロット\nガチャ
261,割引月間パック,割引月間パック
262,割引週間パック,割引週間パック
263,割引月間パス,割引月間パス
264,割引ミニ月間パス,割引ミニ月間パス
265,割引お得特権パス,割引お得特権パス
266,割引デイリーお得パック,割引デイリーお得パック
267,割引月間パック,割引月間パック
268,割引週間パック,割引週間パック
269,割引デイリーお得パック,割引デイリーお得パック
260,ラッキーガチャ,ラッキー\nガチャ
270,サンタの訪問,サンタの訪問
271,聖誕祭の 交換会,聖誕祭の\n交換会
272,サンタからの 贈り物,サンタからの\n贈り物
273,ラッキーガチャ パック,ラッキーガチャ\nパック
276,超お得 衣装パック,超お得\n衣装パック
274,花火祭り,花火祭り
275,花火ボーナス,花火ボーナス
277,光輝の依頼,光輝の依頼
278,果てなき冒険,果てなき冒険
279,ラブリーの ドリームキャッスル,ドリーム\nキャッスル
280,セレモニー,セレモニー
281,進級テスト,進級テスト
282,お得パック,お得パック
283,輪投げゲーム,輪投げゲーム
284,実質無料!? 還元パック,実質無料!?\n還元パック
285,宝箱 チャレンジ,宝箱\nチャレンジ
286,ミステリー ルーレット,ミステリー\nルーレット
287,エイプリルフール パック,エイプリルフール\nパック
288,ガチャシミュ,ガチャシミュ
289,幻境パス,幻境パス
290,エッグ工場,エッグ工場
291,リレーパック,リレーパック
294,天灯祝い,天灯祝い
292,ロスト スペース,ロスト\nスペース
293,スペース 補給パック,スペース\n補給パック
83,星を描いて,星を描いて
295,星降る夜に,星降る夜に
296,星屑ギフト,星屑ギフト
297,星空パック,星空パック
298,幼き日々,幼き日々
299,駄菓子屋,駄菓子屋
303,幽夢天灯祭,幽夢天灯祭
300,グリード園,グリード園
301,異界挑戦,異界挑戦
302,グリードパック,グリードパック
307,パーティー ログイン,パーティー\nログイン
304,記念 パーティー,記念\nパーティー
305,祝いの楽曲,祝いの楽曲
306,ケーキ作り,ケーキ作り
308,風鈴祈願,風鈴祈願
309,砂浜で 宝探し,砂浜で\n宝探し
310,真夏の約束,真夏の約束
311,宝探し補給,宝探し補給
312,ヒトデ交換,ヒトデ交換
313,キューピット の祝福,キューピット\nの祝福
314,入学テスト,入学テスト
315,戦姫無料 再入学,戦姫無料\n再入学
316,盛夏の大放出,盛夏の大放出
317,月下の天灯祭,月下の天灯祭
318,海の家パック,海の家パック
319,星空 航海記録,星空\n航海記録
320,衣装特注 フェス,衣装特注\nフェス
321,衣装特注パック,衣装特注パック
322,星空 航海記録,星空\n航海記録
323,宝物殿,宝物殿
324,招待,招待
325,ゲーム機 修理大作戦,ゲーム機\n修理大作戦
326,アシちゃん ミッション,アシちゃん\nミッション
327,エナジー 供給パック,エナジー\n供給パック
328,サークル 対抗戦,サークル\n対抗戦
329,深海の秘宝,深海の秘宝
330,竜宮城の 宝物庫,竜宮城の\n宝物庫
