id,name,charge,currency,show_name,charge_ios,charge_ios_new
368,割引月間パック7,3680,￥,割引月間パック7,4800,4800
369,割引週間パック1,250,￥,割引週間パック1,320,320
370,割引週間パック2,610,￥,割引週間パック2,800,800
371,割引週間パック3,1220,￥,割引週間パック3,1600,1600
372,割引週間パック4,2440,￥,割引週間パック4,3200,3200
373,割引週間パック6,3680,￥,割引週間パック6,4800,4800
374,割引月間パック6,2440,￥,割引月間パック6,3200,3200
375,割引週間パック5,2440,￥,割引週間パック5,3200,3200
376,割引デイリーお得パック1,120,￥,割引デイリーお得パック1,160,160
377,割引デイリーお得パック2,120,￥,割引デイリーお得パック2,160,160
378,割引デイリーお得パック3,120,￥,割引デイリーお得パック3,160,160
379,割引デイリーお得パック4,120,￥,割引デイリーお得パック4,160,160
380,割引デイリーお得パック5,120,￥,割引デイリーお得パック5,160,160
381,割引デイリーお得パック6,120,￥,割引デイリーお得パック6,160,160
382,割引デイリーお得パック1,120,￥,割引デイリーお得パック1,160,160
383,割引デイリーお得パック2,120,￥,割引デイリーお得パック2,160,160
384,割引デイリーお得パック3,120,￥,割引デイリーお得パック3,160,160
385,割引デイリーお得パック4,120,￥,割引デイリーお得パック4,160,160
386,割引デイリーお得パック5,120,￥,割引デイリーお得パック5,160,160
387,割引デイリーお得パック6,120,￥,割引デイリーお得パック6,160,160
388,割引特権パス-精霊幻境,120,￥,割引特権パス-精霊幻境,160,160
389,割引特権パス-風紀検査,120,￥,割引特権パス-風紀検査,160,160
390,割引デイリーお得パック7,120,￥,割引デイリーお得パック7,160,160
391,割引デイリーお得パック7,120,￥,割引デイリーお得パック7,160,160
392,ラッキーガチャパック1,250,￥,ラッキーガチャパック1,320,320
393,ラッキーガチャパック2,610,￥,ラッキーガチャパック2,800,800
394,ラッキーガチャお得パック,1220,￥,ラッキーガチャお得パック,1600,1600
395,ラッキーガチャパック4,2440,￥,ラッキーガチャパック4,3200,3200
396,ラッキーガチャパック5,3680,￥,ラッキーガチャパック5,4800,4800
397,ラッキーガチャパック6,6100,￥,ラッキーガチャパック6,8000,8000
398,初心者限定ガチャパック,610,￥,初心者限定ガチャパック,800,800
399,初心者限定ガチャパック,2440,￥,初心者限定ガチャパック,3200,3200
400,初心者限定ガチャパック,3680,￥,初心者限定ガチャパック,4800,4800
401,超お得衣装パック1,250,￥,超お得衣装パック,320,320
402,超お得衣装パック2,3680,￥,超お得衣装パック,4800,4800
403,光輝の依頼プレゼント,1840,￥,光輝の依頼プレゼント,2400,2400
404,初心者10連ガチャ,2440,￥,初心者10連ガチャ,3200,3200
405,週間パック7,2440,￥,週間パック,3200,3200
406,月間パック8,6100,￥,月間パック,8000,8000
407,お得パック1,6100,￥,お得パック,8000,8000
408,お得パック2,6100,￥,お得パック,8000,8000
409,お得パック3,3680,￥,お得パック,4800,4800
410,お得パック4,1840,￥,お得パック,2400,2400
411,お得パック5,610,￥,お得パック,800,800
412,お得パック6,250,￥,お得パック,320,320
413,エイプリルフールパック1,610,￥,エイプリルフールパック,800,800
414,エイプリルフールパック2,3680,￥,エイプリルフールパック,4800,4800
415,エイプリルフールパック3,6100,￥,エイプリルフールパック,8000,8000
416,ガチャシミュパック1,250,￥,ガチャシミュパック1,320,320
417,ガチャシミュパック2,610,￥,ガチャシミュパック2,800,800
418,ガチャシミュパック3,1220,￥,ガチャシミュパック3,1600,1600
419,ガチャシミュパック4,3680,￥,ガチャシミュパック4,4800,4800
420,幻境パス,1220,￥,幻境パス,1600,1600
421,リレーパック1,250,￥,リレーパック1,320,320
422,リレーパック3,120,￥,リレーパック3,160,160
423,リレーパック4,1220,￥,リレーパック4,1600,1600
424,リレーパック6,120,￥,リレーパック6,160,160
425,リレーパック7,1220,￥,リレーパック7,1600,1600
426,リレーパック9,3680,￥,リレーパック9,4800,4800
427,スペース\n補給パック,3680,￥,スペース\n補給パック,4800,4800
428,最上階ファンド5,6100,￥,最上階ファンド5,8000,8000
429,天灯祝い1,6100,￥,天灯祝い1,8000,8000
430,天灯祝い2,3680,￥,天灯祝い2,4800,4800
431,天灯祝い4,610,￥,天灯祝い4,800,800
432,星屑ギフト1,6100,￥,星屑ギフト,8000,8000
433,星屑ギフト2,3680,￥,星屑ギフト,4800,4800
434,星空パック1,6100,￥,星空パック,8000,8000
435,星空パック2,3680,￥,星空パック,4800,4800
436,星空パック3,1220,￥,星空パック,1600,1600
437,星空パック4,610,￥,星空パック,800,800
438,スペシャルパック,1220,￥,スペシャルパック,1600,1600
439,グリードパック1,610,￥,グリードパック,800,800
440,グリードパック2,2440,￥,グリードパック,3200,3200
441,グリードパック3,3680,￥,グリードパック,4800,4800
442,グリードパック4,6100,￥,グリードパック,8000,8000
443,赤ずきんのプレゼント,3680,￥,赤ずきんのプレゼント,4800,4800
444,ログインパック1,120,￥,ログインパック1,160,160
445,ログインパック2,610,￥,ログインパック2,800,800
446,ログインパック3,250,￥,ログインパック3,320,320
447,ログインパック4,1220,￥,ログインパック4,1600,1600
448,幸運御守り,2440,￥,幸運御守り,3200,3200
449,幸運御守り1,6100,￥,幸運御守り,8000,8000
450,幸運御守り2,3680,￥,幸運御守り,4800,4800
451,幸運御守り3,1220,￥,幸運御守り,1600,1600
452,幸運御守り4,610,￥,幸運御守り,800,800
453,キューピットの祝福1,610,￥,キューピットの祝福,800,800
454,キューピットの祝福2,610,￥,キューピットの祝福,800,800
455,キューピットの祝福3,1220,￥,キューピットの祝福,1600,1600
456,真夏の招待状,1220,￥,真夏の招待状,1600,1600
457,宝探し補給1,6100,￥,宝探し補給,8000,8000
458,宝探し補給2,3680,￥,宝探し補給,4800,4800
459,宝探し補給3,1220,￥,宝探し補給,1600,1600
460,宝探し補給4,610,￥,宝探し補給,800,800
461,宝探し補給5,250,￥,宝探し補給,320,320
462,宝探し補給6,120,￥,宝探し補給,160,160
463,海の家パック,3680,￥,海の家パック,4800,4800
464,星空航海記録,1220,￥,星空航海記録,1600,1600
465,衣装特注パック1,610,￥,衣装特注パック1,800,800
466,衣装特注パック2,1220,￥,衣装特注パック2,1600,1600
467,衣装特注パック3,3680,￥,衣装特注パック3,4800,4800
468,星空航海記録,1220,￥,星空航海記録,1600,1600
469,衣装特注パック4,6100,￥,衣装特注パック4,8000,8000
470,天灯祝い3,2440,￥,天灯祝い3,3200,3200
471,エナジー供給パック1,250,￥,エナジー供給パック,320,320
472,エナジー供給パック2,610,￥,エナジー供給パック,800,800
473,エナジー供給パック3,2440,￥,エナジー供給パック,3200,3200
474,エナジー供給パック4,3680,￥,エナジー供給パック,4800,4800
475,深海の秘宝パック,3680,￥,深海の秘宝パック,4800,4800
476,エナジー供給パック5,6100,￥,エナジー供給パック,8000,8000
477,幻創大陸パス,1220,￥,幻創大陸パス,1600,1600
478,育成サポートパック1,250,￥,育成サポートパック1,320,320
479,ハロウィン貢献パック,120,￥,ハロウィン貢献パック1,160,160
480,大放出！スペシャルパック,1840,￥,大放出！スペシャルパック,2400,2400
481,大放出！ゴージャスパック,3680,￥,大放出！ゴージャスパック,4800,4800
482,育成サポートパック3,120,￥,育成サポートパック3,160,160
483,育成サポートパック4,1220,￥,育成サポートパック4,1600,1600
484,育成サポートパック6,120,￥,育成サポートパック6,160,160
