id,buff_id,plus_minus,name,sec
120,freeHarmLeft1,,心の燈火,標記効果。スタック不可。「心の燈火」を付与された敵が致命的なダメージを受け死亡回避効果を発動した時、HPは1しか残らない。
121,lianhuaHittedHeal,,泥の中の蓮,流血状態の敵から攻撃を受けた時、攻撃力がアップし、自身の失ったHPを回復する。
122,lianhuaBloodHurt,,開敷蓮華,流血効果を付与された時、追加で最大HP上限のダメージを受ける。
123,ailisheColor1,,原色（レッド）,速度を減少。
124,ailisheColor2,,原色（イエロー）,防御力を減少。
125,ailisheColor3,,原色（ブルー）,攻撃力を減少。
126,ailisheColor12,,染色・オレンジ,全ての被ダメージがアップ。
127,ailisheColor13,,染色・パープル,受ける治療効果とバリアが減少。
128,ailisheColor23,,染色・グリーン,全ての与ダメージが減少。
129,ailisheColor123,,色褪せ,アクティブスキルを発動できず、通常攻撃、追撃、カウンターができない。エネルギー、HP、バリア回復もできなくなり、全ての被ダメージがアップ。
130,ailisheRound3,,インスピレーション,拘束強化率と会心ダメージカットがアップ。
131,longnvDebuff,,呪いの骨,会心率とブロックを減少。
132,shareByHurt,,ドラゴンリーフ,ロランヴィアは所持者が受けるダメージを分担する。
133,longnvDead,,龍魂憑依,ロランヴィアの憑依特別効果。
134,ansunaToShield,,花鳥の烙印,アスナに与える全てのダメージが減少。アスナがダメージを受けた時、アスナはそのダメージを吸収してバリアに変換する。
135,ansunaDot,,蠱惑,継続ダメージがアップ。付与した時とターン開始時、所持者は自身の攻撃力分のダメージを受ける。
136,ningshi,,苦痛,受ける追加ダメージアップ。付与時とターン終了時に自身の攻撃によるダメージを受け、エネルギーが減少する。
137,shuairuo,,脆弱,受ける治療効果とバリア回復量が減少する。
138,deathLayerMark,,審判,3スタックで攻撃力を減少。5スタックで、毎ターン開始時に確率で気絶状態を付与。15スタックで、ターン終了時に相手を倒すことができる。
139,shield2,,甲殻,ダメージを1回無効化。
140,blind,,星の光,ブレイク、ブロック、拘束耐性が減少し、攻撃が50%の確率で敵に当たらない。
141,soulTear,,残光,攻撃後、自身が与えたダメージの一部のダメージを受ける。
142,soulSeal,,星空の矢,治療を受ける時、一部のHP回復効果は「星空の矢」が解除された後にHPを回復する。攻撃を受けた時、追加で自身の最大HP上限の固定ダメージを受ける。
143,bosaidongMark,,buff1,
144,hadisiEnergyGetRate,,buff1,
145,hadisiDebuff,,buff2,
146,zhousiTrueAtk,,buff2,
147,zhousiDot,,buff1,
