name,translation
FREE3,Free
SUMMON_X_TIME,Draw {1}
SUMMON_HELP_1,"1. Regular Capsules cost 1 Regular Capsule Coin and contain Girls from Star Level 1-5.|2. Advanced Capsules cost 1 Advanced Capsule Coin and contain Girls from Star Level 3-5.|3. BFF Capsules contain Girls from Star Level 2-5. BFF Capsules cost Hearts (players can have 1,000 Hearts max). |4. Collecting Advanced Capsules gives you 10 Capsule Coin Egg Energy. Any player at VIP 3 or above can open a golden egg, using 1000 energy. This will guarantee a random 5-star girl a BFF Capsule can provide.|5. Players can own 9,999 Adv. Capsule Coins at most.|6. Advanced Capsule odds are as follows: |3-star 78.42%%, 4-star 20%%, 5-star 1.58%%.|7. Advanced Capsule odds during the Girls X Capsule Points event are as follows: |3-star 77.84%%, 4-star 19%%, 5-star 3.16%%.|8. BFF Capsule odds: |2-star 32%%, 3-star 54%%, 4-star 13.2%%, 5-star 0.8%%.|9. Regular Capsule odds: 1-star 56%%, 2-star 34%%, 3-star 8.5%%, 4-star 1.45%%, 5-star 0.05%%."
SUMMON_HELP_2,"Advanced Capsule odds are as follows: |3-star 78.42%%, 4-star 20%%, 5-star 1.58%%.||Advanced Capsule odds during the Girls X Capsule Points event are as follows: |3-star 77.84%%, 4-star 19%%, 5-star 3.16%%.||BFF Capsule odds: |2-star 32%%, 3-star 54%%, 4-star 13.2%%, 5-star 0.8%%.|| Regular Capsule odds: 1-star 56%%, 2-star 34%%, 3-star 8.5%%, 4-star 1.45%%, 5-star 0.05%%."
SUMMON_HELP_3,Each Adv. Capsule draw can provide energy for the Golden Egg. You consume 1000 energy to open up a Golden Egg. This will guarantee a random 5-star girl a BFF Capsule can provide. You will need to reach VIP3 to open the Golden Egg.
NIUDANJI,Capsule
SURE_2,OK
LEV_UP_AWARD,Reward
LEV_UP_CLICK_TIPS,Tap anywhere to continue
MAIL_TIPS,No rewards to claim
DUNGEON_AUTO_DESC_1,Manual
DUNGEON_AUTO_DESC_2,Auto
PARTNER_DETAIL,Girl Details
SHENXUE,Graduate
SHENXUE_WINDOW,Graduate
FREE_NOW,Free
MARKET_WINDOW,Market
NEED_LEV,Player Lv.{1} Required
HANG_TEAM_EMPTY,Auto-Battle formation can't be empty
REFRESH_GAME,Please refresh the game...
TAVERN_WINDOW,Intern
GROUP_BUFF_DES,Gives aura benefits to deployed Girls
SETTING_UP_TAP_1,Settings
SETTING_UP_TAP_2,Info
SETTING_UP_TAP_3,Server
SETTING_UP_TAP_4,Social
SETTING_UP_WINDOW,Settings
MODIFY_PASSWORD_WINDOW,Change Password
CHANGE_LANGUAGE_WINDOW,Change Language
LOGIN_UP,Login
CHANGE_ACCOUNT,Switch
SETTING_UP_HELP,Help
SETTING_UP_NOTICE,Notice
SETTING_UP_MUSIC,Music
SETTING_UP_SOUND,Sound
SETTING_UP_LANGUAGE,Language
SETTING_UP_ACCOUNT,Account
SETTING_UP_USER_NAME,User Name
SETTING_UP_PASSWORD,Password
SETTING_UP_OLD_PASSWORD,Old Password
SETTING_UP_NEW_PASSWORD,New Password
SETTING_UP_CONFIRM_PASSWORD,Confirm Password
REGISTER,Link
SETTING_UP_SYSTEM,System
REGISTER_ACCOUNT,Register Account
SETTING_UP_FEEDBACK,Contact Us
FEEDBACK_TEXT_NONE,Required field
FEEDBACK_TEXT_OVER,200 character limit
FEEDBACK_TEXT_RECEIVED,Thank you for your feedback!
FEEDBACK_TEXT_INVALID,Message contains invalid characters
INVALID_CHARACTER,Contains invalid characters
AWARD_ITEM,Reward
NO_HANG_REWARD,There's no Loot to collect!
ALREADY_IN_FORMATION,This Girl is already deployed
NOTICE_TIPS,Update
BATTLE_SPEED_ERROR,Beat Stage 1-12 to unlock
BATTLE_SPEED_ERROR_TEST,Unlock 4x Speed after passing Chapter 2 or reaching VIP 1!
BATTLE_SKIP_ERROR,Requires Player Lv.30
SKIP_GACHA_ERROR,Requires player Lv.50 or VIP1
HAS_NO_EQUIP,You don't have this kind of Gear
DUNGEON_WINDOW,Patrol
GUIDE_CAMPAIGN_TIPS_1,Girls placed in the\n[c][d76500]Front[-][/c] will take\nmore damage!
GUIDE_CAMPAIGN_TIPS_2,Girls placed in the [c][d76500]Back[-][/c]\nwill deal more damage!
FUNC_OPEN_LEV,Unlocks at Level {1}!
LOADING_1,Searching For Best Server
LOADING_2,Verify Account
POINT_TO_START,Tap to Play
EDGE_OUT_NOTIFY,This account was logged into another device. Continue refresh?
FORGET_PASSWORD,Forgot PW
CANCEL,Cancel
SHENXUE_WINDOW_HELP,"1. Chose one Girl to increase the Star Level of and Girls to use as materials.|2. The chosen Girl will maintain her original level and Gear.|3. Sacrificed Girls will be converted into EXP Juice and Lunch Boxes. Equipped Gear will also be sent automatically to your Bag. |4. After increasing Star Level, the chosen Girl will have better stats and skill effects.|5. When a girl whose Intimacy is higher than 0 when Graduated, she will inherit the Intimacy.|6. You can set the ideal material Girls in Bulk Graduate feature."
TOWER_WINDOW_HELP,"1. You must hold at least one Permit to be allowed to enter a Test. Defeat will consume a single Permit. |2. You will get a new Permit every 30 minutes, and you can only hold 10 Permits at a time.|3. Difficulty increases at each floor. Defeating a Test Guardian awards more rewards. |4. Players will be ranked according to the Test level they reach."
DUNGEON_WINDOW_HELP,"1. Patrol will open for 48 hours and reopen again after 48 hours.|2. Player can choose up to 5 Girls to join the Patrol Team. The lineup can't be changed until the next Challenge round. (The Level, Gear setup, and Potential Selection of the Girls selected will also NOT be updated until the next Chellenge round)|3. Tap to check the enemies' information and manually choose 1 Girl to fight against the enemies.|4. Choose Quick Combat to skip the fight and directly view results. or choose Normal Combat to watch the fight and view results when the fight is over.|5. After the fight is over, Girl HP for both sides will be retained. Girls who run out of HP can't participate in fights any more.|6. Each fight lasts 15 rounds. The team who kills the enemy within 15 rounds will win. Fights that last more than 15 rounds count as losses.|7. Victory will lead to 1 of 3 results: gaining a Chest, meeting a Merchant, or gaining an item. Results are randomly generated after each fight.|8. Chest: contains Coins or Gems.|9. Merchant: a chance to buy items (tap “Skip” continue to the next fight). The merchandise they might provide is at random.|10. Items: divided into two categories -- Stationery and Rice Balls. Rice Balls can be used to heal your girls and Stationery can provide additional buffs. Each type of Stationery will no longer be obtained once you've acquired 20 of them.|11. Rice Balls can be saved (until the current Patrol ends). Tap the Rice Ball icon to use.|12. The Challenge ends after all Girls from the attack team run out of HP.|13. Patrol has 6 phases: Easy, Normal, Hard, Extreme, Fantasy and Nightmare. There are 100 stages for each phase. Passing the 100th stage will unlock the next phase challenge.|14. After you have passed 50 stages of each phase, you can Auto Smash past phases when Patrol opens the next time."
GET_WAY_EQUIP,Go {1}-{2}
PARTNER_LIST_FULL,Your Girls list is full. Increase your VIP level or purchase additional space. Do you want to purchase more space?
REST_TIME,Ending in:
ARENA,League
SCORE,Points
RANK,Rank
FIGHT2,Fight
FIGHT3,Fight
AWARD2,Reward
RECORD,Record
DEFFORMATION,Defense
DAILY_AWARD,Daily
SEASON_AWARD,Seasonal
NOW_RANK,Current Rank
TOP_RANK,Highest rank
NOW_AWARD,Current Reward:
ARENA_RANK_DESC1,Rewards sent at 9PM (UTC/GMT 0)
ARENA_RANK_DESC2,Rewards based on rank at end of season
BATTLE_RECORD,Battle Record
DAY_BEFORE,{1} days ago
HOUR_BEFORE,{1} hrs ago
MIN_BEFORE,{1} mins ago
SECOND_BEFORE,Seconds ago
SKIP_BATTLE2,Skip
CHOOSE_OPPONENT,Select Opponent
CHOOSE_OPPONENT_TIPS,Select the opponent you want to challenge:
MY_POWER,Power:
SCORE2,Score
VIP_TEXT01,Obtain
VIP_TEXT02,[c][FFF59F]VIP EXP[-][/c] to reach
VIP_TEXT03,Reload
VIP_TEXT04,Benefit
VIP_TEXT05,plus
VIP_TEXT06,Total
MONTH_CARD,Monthly|Pass
MINI_MONTH_CARD,Mini Pass
