id,name,brief,desc
930022,2星强森碎片,召唤英雄,凑齐10个碎片即可召唤该英雄
930023,2星黑石碎片,召唤英雄,凑齐10个碎片即可召唤该英雄
930024,2星拉雯碎片,召唤英雄,凑齐10个碎片即可召唤该英雄
930025,2星卓娅碎片,召唤英雄,凑齐10个碎片即可召唤该英雄
930026,2星蓝战士碎片,召唤英雄,凑齐10个碎片即可召唤该英雄
930027,2星树精碎片,召唤英雄,凑齐10个碎片即可召唤该英雄
930028,3星链锤碎片,召唤英雄,凑齐20个碎片即可召唤该英雄
930029,3星毒舌碎片,召唤英雄,凑齐20个碎片即可召唤该英雄
930030,3星雪莉碎片,召唤英雄,凑齐20个碎片即可召唤该英雄
930031,3星黑暗牧师碎片,召唤英雄,凑齐20个碎片即可召唤该英雄
930032,3星冰巨魔碎片,召唤英雄,凑齐20个碎片即可召唤该英雄
930033,3星雷吉碎片,召唤英雄,凑齐20个碎片即可召唤该英雄
930034,3星卡佛碎片,召唤英雄,凑齐20个碎片即可召唤该英雄
930035,3星泰拉的仆人碎片,召唤英雄,凑齐20个碎片即可召唤该英雄
930036,3星火拳碎片,召唤英雄,凑齐20个碎片即可召唤该英雄
930037,3星MK-05碎片,召唤英雄,凑齐20个碎片即可召唤该英雄
930038,3星深渊守卫碎片,召唤英雄,凑齐20个碎片即可召唤该英雄
930039,3星狂暴兽碎片,召唤英雄,凑齐20个碎片即可召唤该英雄
930040,3星魅魔碎片,召唤英雄,凑齐20个碎片即可召唤该英雄
930041,3星烈焰红唇碎片,召唤英雄,凑齐20个碎片即可召唤该英雄
930042,3星米尔科碎片,召唤英雄,凑齐20个碎片即可召唤该英雄
930043,3星希维尔碎片,召唤英雄,凑齐20个碎片即可召唤该英雄
930044,3星安多米尔碎片,召唤英雄,凑齐20个碎片即可召唤该英雄
930045,3星蓝萨满碎片,召唤英雄,凑齐20个碎片即可召唤该英雄
930046,3星弗雷碎片,召唤英雄,凑齐20个碎片即可召唤该英雄
930047,3星密林队长碎片,召唤英雄,凑齐20个碎片即可召唤该英雄
930048,3星阿斯布幽魂碎片,召唤英雄,凑齐20个碎片即可召唤该英雄
930049,3星圣童碎片,召唤英雄,凑齐20个碎片即可召唤该英雄
930050,4星暴躁的尸体碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930051,4星巴博碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930052,4星敛骨者碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930053,4星格伦碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930054,4星梦魇骑士碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930055,4星骸骨将军碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930056,4星时间法师碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930057,4星风暴战斧碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930058,4星罗伊碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930059,4星塞拉碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930060,4星烈酒碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930061,4星LM-02碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930062,4星罗格碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930063,4星毁灭者碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930064,4星坦纳碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930065,4星阿卡莎碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930066,4星雷蒙盖顿碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930067,4星阿勒里亚碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930068,4星风行者碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930069,4星酋长碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930070,4星树精长老碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930071,4星猎头者碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930072,4星泰勒碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930073,4星卡加斯碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930074,4星黑暗的方德拉碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930075,4星洛根碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930076,4星门徒碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930077,4星费根碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930078,5星卡尔玛碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930079,5星血刃碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930080,5星主宰者碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930081,5星鲁特兹碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930082,5星菲尔德碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930083,5星尸妖碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930084,5星巴德碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930085,5星卡姆斯碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930086,5星艾丹碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930087,5星沃尔特碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930088,5星艾米丽碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930089,5星奥玛斯碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930090,5星荣耀守卫碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930091,5星烈焰风暴碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930092,5星冰闪碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930093,5星布利碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930094,5星西格蒙德碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930095,5星幻影碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930096,5星美树碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930097,5星OD-01碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930098,5星斯克雷碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930099,5星丹特瑞安碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930100,5星玛格丽特碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930101,5星巴里亚碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930102,5星女王碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930103,5星巴洛克领主碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930104,5星巴顿国王碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930105,5星肥姆碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930106,5星古斯塔碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930107,5星克里姆碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930108,5星恶魔猎手碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930109,5星屠龙者碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930110,5星无面者碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930111,5星罗萨碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930112,5星星光碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930113,5星格鲁碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930114,5星埃德加碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930115,5星维萨碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930116,5星马拉萨碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930117,5星观心者碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930118,5星瓦拉斯基碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930119,5星黑暗阿辛多碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930120,5星奥沃碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930121,5星基尔克碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930122,5星阿斯莫德碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930123,5星米迦勒碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930125,4星兰姆碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930126,4星死誓碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930127,4星钢铁斑比碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930128,4星克里斯蒂安碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930129,4星诺玛碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930130,4星伊姆拉图斯碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930131,4星灰眼碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930132,4星泽基思碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930133,5星暴躁的尸体碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930134,5星巴博碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930135,5星时间法师碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930136,5星风暴战斧碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930137,5星罗格碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930138,5星毁灭者碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930139,5星风行者碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930140,5星酋长碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930141,5星黑暗的方德拉碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930142,5星洛根碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930143,5星门徒碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930144,5星费根碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930145,5星罗伊碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930146,5星塞拉碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930147,5星坦纳碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930148,5星树精长老碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930149,5星猎头者碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930150,5星敛骨者碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930151,5星骸骨将军碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930152,5星烈酒碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930153,5星雷蒙盖顿碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930154,5星格伦碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930155,5星梦魇骑士碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930156,5星LM-02碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930157,5星阿卡莎碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930158,5星阿勒里亚碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930159,5星泰勒碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930160,5星卡加斯碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930161,5星兰姆碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930162,5星死誓碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930163,5星钢铁斑比碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930164,5星克里斯蒂安碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930165,5星诺玛碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930166,5星伊姆拉图斯碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930167,5星灰眼碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930168,5星泽基思碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930169,5星不眠者碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930170,4星神圣之灵碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930171,4星黑暗之灵碎片,召唤英雄,凑齐30个碎片即可召唤该英雄
930172,5星神圣之灵碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930173,5星黑暗之灵碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
930174,5星达斯摩戈碎片,召唤英雄,凑齐50个碎片即可召唤该英雄
940001,4星英雄碎片,召唤英雄,凑齐30个碎片即可召唤4星英雄
940002,5星英雄碎片,召唤英雄,凑齐50个碎片即可召唤5星英雄
940003,3星英雄碎片,召唤英雄,凑齐20个碎片即可召唤3星英雄
940011,幽暗5星英雄碎片,召唤英雄,凑齐50个碎片即可召唤幽暗阵营的5星英雄
940012,堡垒5星英雄碎片,召唤英雄,凑齐50个碎片即可召唤堡垒阵营的5星英雄
940013,深渊5星英雄碎片,召唤英雄,凑齐50个碎片即可召唤深渊阵营的5星英雄
940014,森林5星英雄碎片,召唤英雄,凑齐50个碎片即可召唤森林阵营的5星英雄
940015,黑暗5星英雄碎片,召唤英雄,凑齐50个碎片即可召唤黑暗阵营的5星英雄
940016,光明5星英雄碎片,召唤英雄,凑齐50个碎片即可召唤光明阵营的5星英雄
940021,幽暗4星英雄碎片,召唤英雄,凑齐30个碎片即可召唤4星英雄
940022,堡垒4星英雄碎片,召唤英雄,凑齐30个碎片即可召唤4星英雄
940023,深渊4星英雄碎片,召唤英雄,凑齐30个碎片即可召唤4星英雄
940024,森林4星英雄碎片,召唤英雄,凑齐30个碎片即可召唤4星英雄
940025,黑暗4星英雄碎片,召唤英雄,凑齐30个碎片即可召唤4星英雄
940026,光明4星英雄碎片,召唤英雄,凑齐30个碎片即可召唤4星英雄
953001,紫色神器碎片,召唤神器,凑齐20个碎片即可召唤紫色神器
954001,绿色神器碎片,召唤神器,凑齐30个碎片即可召唤绿色神器
955001,红色神器碎片,召唤神器,凑齐50个碎片即可召唤红色神器
955099,红色神器专属碎片,召唤神器,凑齐50个碎片即可召唤红色专属神器
956001,橙色神器碎片,召唤神器,凑齐50个碎片即可召唤橙色神器
956099,橙色神器专属碎片,召唤神器,凑齐50个碎片即可召唤橙色专属神器
960001,皮肤万能碎片,皮肤合成,凑齐10个碎片可合成皮肤
1011,精铁匕首,武器,
2011,皮甲,装甲,
3011,铁质指环,饰品,
4011,铠靴,鞋子,
1012,优秀的精铁匕首,武器,
2012,优秀的皮甲,装甲,
3012,优秀的铁质指环,饰品,
4012,优秀的铠靴,鞋子,
1021,战剑,武器,
2021,板甲,装甲,
3021,骨质项链,饰品,
4021,魔法短靴,鞋子,
1022,优秀的战剑,武器,
2022,优秀的板甲,装甲,
3022,优秀的骨质项链,饰品,
4022,优秀的魔法短靴,鞋子,
1031,重斧,武器,
2031,君王胸甲,装甲,
3031,符文之戒,饰品,
4031,贤者之靴,鞋子,
1032,优秀的重斧,武器,
2032,优秀的君王胸甲,装甲,
3032,优秀的符文之戒,饰品,
4032,优秀的贤者之靴,鞋子,
1033,君王法杖,武器,
2033,生灵披风,装甲,
3033,珍珠项链,饰品,
4033,足靴,鞋子,
1041,神矛,武器,
2041,龙鳞铠甲,装甲,
3041,英勇勋章,饰品,
4041,旅者长靴,鞋子,
1042,优秀的神矛,武器,
2042,优秀的龙鳞铠甲,装甲,
3042,优秀的英勇勋章,饰品,
4042,优秀的旅者长靴,鞋子,
1043,勇气裂斧,武器,
2043,勇气铠甲,装甲,
3043,勇气勋章,饰品,
4043,勇气铠靴,鞋子,
1044,夜幕之刃,武器,
2044,夜幕胸甲,装甲,
3044,夜幕指环,饰品,
4044,夜幕长靴,鞋子,
1051,追猎者之弩,武器,
2051,追猎者胸甲,装甲,
3051,追猎者项链,饰品,
4051,追猎者短靴,鞋子,
1052,元素魔杖,武器,
2052,元素披风,装甲,
3052,元素护符,饰品,
4052,元素长靴,鞋子,
1053,预言法杖,武器,
2053,预言长袍,装甲,
3053,预言之戒,饰品,
4053,预言长靴,鞋子,
1054,守护者之刃,武器,
2054,守护者胸甲,装甲,
3054,守护者之心,饰品,
4054,守护者战靴,鞋子,
1061,屠魔之弓,武器,
2061,屠魔胸甲,装甲,
3061,屠魔之戒,饰品,
4061,屠魔之靴,鞋子,
1062,伊拉斯之杖,武器,
2062,伊拉斯披风,装甲,
3062,伊拉斯之戒,饰品,
4062,伊拉斯长靴,鞋子,
1063,天堂法杖,武器,
2063,天堂披风,装甲,
3063,天堂项链,饰品,
4063,天堂短靴,鞋子,
1064,无畏之剑,武器,
2064,无畏铠甲,装甲,
3064,无畏吊坠,饰品,
4064,无畏战靴,鞋子,
1065,荣光武士剑,武器,
2065,荣光战甲,装甲,
3065,荣光之戒,饰品,
4065,荣光战靴,鞋子,
1066,刺炎之鞭,武器,
2066,刺炎战甲,装甲,
3066,刺炎项链,饰品,
4066,刺炎战靴,鞋子,
5101,微光水晶,,
5102,微光水晶,,
5103,微光水晶,,
5104,微光水晶,,
5105,微光水晶,,
5106,微光水晶,,
5107,微光水晶,,
5108,微光水晶,,
5109,微光水晶,,
5110,微光水晶,,
5111,微光水晶,,
5112,微光水晶,,
5113,微光水晶,,
5114,微光水晶,,
5115,微光水晶,,
5116,微光水晶,,
5201,琥珀水晶,,
5202,琥珀水晶,,
5203,琥珀水晶,,
5204,琥珀水晶,,
5205,琥珀水晶,,
5206,琥珀水晶,,
5207,琥珀水晶,,
5208,琥珀水晶,,
5209,琥珀水晶,,
5210,琥珀水晶,,
5211,琥珀水晶,,
5212,琥珀水晶,,
5213,琥珀水晶,,
5214,琥珀水晶,,
5215,琥珀水晶,,
5216,琥珀水晶,,
5301,皇紫水晶,,
5302,皇紫水晶,,
5303,皇紫水晶,,
5304,皇紫水晶,,
5305,皇紫水晶,,
5306,皇紫水晶,,
5307,皇紫水晶,,
5308,皇紫水晶,,
5309,皇紫水晶,,
5310,皇紫水晶,,
5311,皇紫水晶,,
5312,皇紫水晶,,
5313,皇紫水晶,,
5314,皇紫水晶,,
5315,皇紫水晶,,
5316,皇紫水晶,,
5317,皇紫水晶,,
5318,皇紫水晶,,
5319,皇紫水晶,,
5320,皇紫水晶,,
5321,皇紫水晶,,
5322,皇紫水晶,,
5323,皇紫水晶,,
5324,皇紫水晶,,
5401,棱玉水晶,,
5402,棱玉水晶,,
5403,棱玉水晶,,
5404,棱玉水晶,,
5405,棱玉水晶,,
5406,棱玉水晶,,
5407,棱玉水晶,,
5408,棱玉水晶,,
5409,棱玉水晶,,
5410,棱玉水晶,,
5411,棱玉水晶,,
5412,棱玉水晶,,
5413,棱玉水晶,,
5414,棱玉水晶,,
5415,棱玉水晶,,
5416,棱玉水晶,,
5417,棱玉水晶,,
5418,棱玉水晶,,
5419,棱玉水晶,,
5420,棱玉水晶,,
5421,棱玉水晶,,
5422,棱玉水晶,,
5423,棱玉水晶,,
5424,棱玉水晶,,
5501,红玛瑙水晶,,
5502,红玛瑙水晶,,
5503,红玛瑙水晶,,
5504,红玛瑙水晶,,
5505,红玛瑙水晶,,
5506,红玛瑙水晶,,
5507,红玛瑙水晶,,
5508,红玛瑙水晶,,
5509,红玛瑙水晶,,
5510,红玛瑙水晶,,
5511,红玛瑙水晶,,
5512,红玛瑙水晶,,
5513,红玛瑙水晶,,
5514,红玛瑙水晶,,
5515,红玛瑙水晶,,
5516,红玛瑙水晶,,
5517,红玛瑙水晶,,
5518,红玛瑙水晶,,
5519,红玛瑙水晶,,
5520,红玛瑙水晶,,
5521,红玛瑙水晶,,
5522,红玛瑙水晶,,
5523,红玛瑙水晶,,
5524,红玛瑙水晶,,
5525,红玛瑙水晶,,
5526,红玛瑙水晶,,
5527,红玛瑙水晶,,
5528,红玛瑙水晶,,
5529,红玛瑙水晶,,
5530,红玛瑙水晶,,
5531,红玛瑙水晶,,
5532,红玛瑙水晶,,
5533,红玛瑙水晶,,
5534,红玛瑙水晶,,
5535,红玛瑙水晶,,
5536,红玛瑙水晶,,
5537,红玛瑙水晶,,
5538,红玛瑙水晶,,
5539,红玛瑙水晶,,
5540,红玛瑙水晶,,
5541,红玛瑙水晶,,
5542,红玛瑙水晶,,
5543,红玛瑙水晶,,
5544,红玛瑙水晶,,
5545,红玛瑙水晶,,
5546,红玛瑙水晶,,
5601,天界水晶,,
5602,天界水晶,,
5603,天界水晶,,
5604,天界水晶,,
5605,天界水晶,,
5606,天界水晶,,
5607,天界水晶,,
5608,天界水晶,,
5609,天界水晶,,
5610,天界水晶,,
5611,天界水晶,,
5612,天界水晶,,
5613,天界水晶,,
5614,天界水晶,,
5615,天界水晶,,
5616,天界水晶,,
5617,天界水晶,,
5618,天界水晶,,
5619,天界水晶,,
5620,天界水晶,,
5621,天界水晶,,
5622,天界水晶,,
5623,天界水晶,,
5624,天界水晶,,
5625,天界水晶,,
5626,天界水晶,,
5627,天界水晶,,
5628,天界水晶,,
5629,天界水晶,,
5630,天界水晶,,
5631,天界水晶,,
5632,天界水晶,,
5633,天界水晶,,
5634,天界水晶,,
5635,天界水晶,,
5636,天界水晶,,
5637,天界水晶,,
5638,天界水晶,,
5639,天界水晶,,
5640,天界水晶,,
6000,余辉,神器,
6001,影玉,神器,
6002,破影之击,神器,
6003,暗月之剑,神器,
6004,破魔之刃,神器,
6005,邪恶之书,神器,
6006,影玉,神器,
6007,破影之击,神器,
6008,暗月之剑,神器,
6009,破魔之刃,神器,
6010,邪恶之书,神器,
6011,影玉,神器,
6012,破影之击,神器,
6013,暗月之剑,神器,
6014,破魔之刃,神器,
6015,邪恶之书,神器,
6016,影玉,神器,
6017,破影之击,神器,
6018,暗月之剑,神器,
6019,破魔之刃,神器,
6020,邪恶之书,神器,
6021,龙玉,神器,
6022,狱犬之牙,神器,
6023,精灵之语,神器,
6024,贤者之书,神器,
6025,暗影祷言,神器,
6026,龙玉,神器,
6027,狱犬之牙,神器,
6028,精灵之语,神器,
6029,贤者之书,神器,
6030,暗影祷言,神器,
6031,龙玉,神器,
6032,狱犬之牙,神器,
6033,精灵之语,神器,
6034,贤者之书,神器,
6035,暗影祷言,神器,
6036,龙玉,神器,
6037,狱犬之牙,神器,
6038,精灵之语,神器,
6039,贤者之书,神器,
6040,暗影祷言,神器,
6041,深红之痕,神器,
6042,缚灵之纹,神器,
6043,苍穹之脊,神器,
6044,混沌魔石,神器,
6045,雪之奥义,神器,
6046,深红之痕,神器,
6047,缚灵之纹,神器,
6048,苍穹之脊,神器,
6049,混沌魔石,神器,
6050,雪之奥义,神器,
6051,深红之痕,神器,
6052,缚灵之纹,神器,
6053,苍穹之脊,神器,
6054,混沌魔石,神器,
6055,雪之奥义,神器,
6056,深红之痕,神器,
6057,缚灵之纹,神器,
6058,苍穹之脊,神器,
6059,混沌魔石,神器,
6060,雪之奥义,神器,
6061,深红之痕,神器,
6062,缚灵之纹,神器,
6063,苍穹之脊,神器,
6064,混沌魔石,神器,
6065,雪之奥义,神器,
6066,君王的野心,神器,
6067,命运十字,神器,
6068,御赐之剑,神器,
6069,时空裂痕,神器,
6070,神之恩典,神器,
6071,神行靴,神器,
6072,君王的野心,神器,
6073,命运十字,神器,
6074,御赐之剑,神器,
6075,时空裂痕,神器,
6076,神之恩典,神器,
6077,神行靴,神器,
6078,君王的野心,神器,
6079,命运十字,神器,
6080,御赐之剑,神器,
6081,时空裂痕,神器,
6082,神之恩典,神器,
6083,神行靴,神器,
6084,君王的野心,神器,
6085,命运十字,神器,
6086,御赐之剑,神器,
6087,时空裂痕,神器,
6088,神之恩典,神器,
6089,神行靴,神器,
6090,君王的野心,神器,
6091,命运十字,神器,
6092,御赐之剑,神器,
6093,时空裂痕,神器,
6094,神之恩典,神器,
6095,神行靴,神器,
6096,撒旦之心,神器,
6097,死亡之舞,神器,
6098,亡者的悲鸣,神器,
6099,月神的忧伤,神器,
6100,永恒之章,神器,
6101,旅行者之戒,神器,
6102,光之盾,神器,
6103,镜之链,神器,
6104,禁锢之灵,神器,
