name,translation
DAMAGE,輸出
HEAL,治療
FAIL_ADVICE,可以通過以下途徑讓自己變得更強
PUB_MISSION_FULL_HERO,任務所需要戰姬已滿！
BATTLE_TIPS_TITLE,陣營克制
BATTLE_TIPS_DESC1,阵营克制将造成额外 0.3伤害和增加0.3命中
BATTLE_TIPS_DESC2,點擊任意空白處或關閉按鈕關閉窗口
CAMPAIGN_WINDOW_HELP,1.战斗区域的各个地区由多个小关组成，通关普通模式后可解锁噩梦模式。|2.进入新的关卡后，会触发战斗事件，战斗胜利后可获取奖励。|3.完成战斗事件和队伍战斗力达到要求后，才能解锁下一关卡。|4.派遣更多的戰姬进行挂机可以增强队伍战斗力。|5.离线挂机最多持续8个小时，超过8个小时后不再获取收益。|6.挂机固定掉落为玩家经验、英魂、金币，越后面的关卡掉落数量越多。|7.挂机有几率掉落装备或者戰姬碎片。
CAMPAIGN_HANG_FORMATION_WINDOW,战姬出战
SHENXUE_SELECT_WINDOW,請選擇材料戰姬
NO_PARTNER,沒有該材料戰姬
PUB_SPEED_MISSION_1,鑽石不足，無法加速！
PUB_SPEED_MISSION_2,是否花費{1}鑽石來加速完成該任務？
COMPOSE_EQUIP_NO_MATERIAL,沒有足夠的材料裝備！
CAMPAIGN_REQUIRE,要求
CAMPAIGN_REQUIRE_1,需要玩家等級達到{1}級
CAMPAIGN_REQUIRE_2,掛機隊伍總戰鬥力達到{1}
CAMPAIGN_REQUIRE_3,需要完成上一關事件
CAMPAIGN_RANK_WINDOW,排行榜
PUT_IN,放入{1}個
REPLACE,替換
TRANSFORM,轉換
SAVE,保存
REMOVE,脫下
LOCK_NOW_ATTR,鎖定現在的屬性
UNKNOWN_TREASURE,未知的證書
REMOVE_ALL,脫妝
EQUIP_ALL,一鍵穿戴
USE,使用
REFRESH,刷新
PUB_MISSION_TIME,任務({1}/{2})將重置于
PUB_MISSION_NO_START,未開始
PUB_MISSION_COMPLETE,已完成
START,開始
PUB_SPEED_UP,加速
PUB_SPEED_FREE,免費
PUB_MISSION_COMPLETE2,完成
PUB_TICKET_NO_ENOUGH1,普通打工卷數量不足！
PUB_TICKET_NO_ENOUGH2,高級打工卷數量不足！
TAVERN_WINDOW_TIPS,打工幫助
ITEM_SUMMON,召喚
ITEM_SELL,出售
ITEM_DETAIL,詳情
ITEM_WAYS,掉落
HELP_WINDOW,幫助
PERSON_AVATAR_LIST,頭像列表
CLOSE_WINDOW_GUIDE,點擊任意空白處或關閉按鈕關閉窗口
PERSON_EDIT_NAME,修改名稱
PERSON_EDIT_TIPS1,請輸入您想修改的名字
PERSON_EDIT_TIPS2,4-16個字符
SURE,確定
PERSON_NO_CRYSTAL,您當前的鑽石不足！
PERSON_INFO,個人信息
ALTAR_WINDOW_HELP,"1.英雄進行分解可以得到英魂、英雄進階石、靈魂石碎片等材料。|2.英魂可用于提升英雄的等級。|3.英雄進階石可用于提升英雄的階級,英雄進階後可以提升屬性，解鎖強大的被動技能。|4.靈魂石碎片可用于在英雄商店購買強大的英雄。"
RIGHT_BLUE_BUTTON_1,小賣部
RIGHT_BLUE_BUTTON_2,販賣機
RIGHT_BLUE_BUTTON_3,上頂樓
RIGHT_BLUE_BUTTON_4,守衛學院
RIGHT_BLUE_BUTTON_5,日 常
RIGHT_BLUE_BUTTON_6,值 日
RIGHT_BLUE_BUTTON_7,升 學
RIGHT_BLUE_BUTTON_8,轉 學
RIGHT_BLUE_BUTTON_9,招 生
LV,Lv：
PERSON_NAME_SHORT,您輸入的名字太短！
PERSON_NAME_LONG,您輸入的名字太長！
PERSON_NAME_SUCCEED,名稱修改成功！
PERSON_NAME_FAIL,名稱已存在！
GET_ITEMS,獲得物品
PUB_MISSION_REFRESH_1,刷新需要消耗{1}鑽石，是否繼續?
PUB_MISSION_REFRESH_2,沒有可刷新任務！
PUB_MISSION_REFRESH_3,鑽石不足，無法刷新！
PUB_START_MISSION_1,英雄未滿足條件！
PUB_START_MISSION_2,需要{1}職業戰姬！
PUB_START_MISSION_3,需要{1}陣營戰姬！
PUB_START_MISSION_4,需要{1}星級戰姬！
PUB_START_MISSION_5,未滿足戰力要求！
PUB_START_MISSION_6,該戰姬已上陣！
PUB_LOCK_MISSION,已經開始的任務不能解鎖！
SKILL_UNLOCK_DESC,品階{1}解鎖
ATTR_UP,屬性提升
TOP_LEV_UP_TO,最高等級提升
TREASURE_NOT_OPEN,{1}級開啟
GET_FROM_STAGE,從關卡{1}開始掉落
HAS_NOT_EQUIP,還沒有裝備…
EQUIP_ON,穿上
NOT_ENOUGH_MANA,金幣不足！
NOT_ENOUGH_MAGIC_DUST,魔法之塵不足！
NOT_ENOUGH_CRYSTAL,鑽石不足！
NOT_ENOUGH_GRADE_STONE,進階石不足！
NOT_ENOUGH_EXP,經驗不足！
NOT_TOP_LEV,角色等級尚未滿級
UNEQUIP_ALL,脫妝
GAMBLE_DOOR_TIPS,需要玩家等級達到{1}級或玩家vip等级达到{2}级
GAMBLE_DOOR_TITLE,游戏厅
GAMBLE_BUY_ONE,1次
GAMBLE_BUY_TEN,10次
GAMBLE_SYSTEM_REFRESH_TIME,下次強制刷新
GAMBLE_COIN_NOT_ENOUGH,轉盤幣不足！
GAMBLE_VIP_NOT_ENOUGH,需要成为VIP{1}，是否购买钻石获得VIP积分？
CRYSTAL_NOT_ENOUGH,鑽石不足，是否到商店購買？
GAMBLE_BUY_TITLE,購買代幣
GAMBLE_ITEM_RATE,概率:{1}%%
GAMBLE_RECORD_ITEM,{1} 獲得 {2} x{3}
GAMBLE_RECORD_TITLE,中獎紀錄
BUY,購 買
GAMBLE_WINDOW_HELP,1.許願池每天24小時自動刷新一次，若手動刷新後，將重置許願池刷新時間。|2.在許願池可以消耗許願幣進行抽獎，有概率獲得英雄碎片、裝備、神器等道具。|3.抽獎一次將獲得10個幸運幣，可以在幸運商店使用幸運幣兌換英雄碎片、裝備等道具。|4.許願幣可以通過鑽石快速購買、在市場使用金幣或鑽石購買、購買活動禮包、特定活動領取等方式獲得。
GAMBLE_WOMAN_TALK_1,普通遊戲機說話1
GAMBLE_WOMAN_TALK_2,普通遊戲機說話2
GAMBLE_WOMAN_TALK_3,普通遊戲機說話3
GAMBLE_WOMAN_TALK_4,普通遊戲機說話4
GAMBLE_WOMAN_TALK_5,普通遊戲機說話5
GAMBLE_UP_WOMAN_TALK_1,高級遊戲機說話1
GAMBLE_UP_WOMAN_TALK_2,高級遊戲機說話2
GAMBLE_UP_WOMAN_TALK_3,高級遊戲機說話3
GAMBLE_UP_WOMAN_TALK_4,高級遊戲機說話4
GAMBLE_UP_WOMAN_TALK_5,高級遊戲機說話5
OPEN_SLOT_TIPS,花費{1}鑽石購買{2}個戰姬攜帶數量上限？
NOT_ENOUGH,{1}不足！
LOCK_PARTNER_TIPS,戰姬已經鎖定|戰姬在競技場陣容中|戰姬在冠軍試煉陣容中|戰姬在團隊競技場陣容中
ALTAR_DECOMPOSE_TIP,確定要分解4星以及4星以上的戰姬嗎？
ALTAR_HERO_NUM_TEXT,戰姬數量
ALTAR_SMART_TEXT,快速放入
ALTAR_FILTER_TEXT,篩 選
ALTAR_DECOMPOSE_TEXT,分 解
ALTAR_PREVIEW_TEXT,預 覽
ALTAR_DECOMPOSE_TIP2,至少保留一名戰姬
MAIL_AWAED_TEXT,獎勵
MAIL_SYSTEM_TEXT,系統郵件
MAIL_PLAYER_TEXT,玩家郵件
PARTNER_INFO_JOB,職業
PARTNER_INFO_GRADE,品階:
PROPHET_MANU1,招生辦
PROPHET_MANU2,交換生
PROPHET_TIP1,點擊選擇想要交換的戰姬
PROPHET_BTN_CANCEL,取 消
PROPHET_BTN_SAVE,保 存
PROPHET_BTN_REPLACE,  交 換
PROPHET_REPLACE_HELP,1.消耗先知的祝福，可以將英雄置換為同陣營，同星級的其他英雄。|2.對置換結果不滿意，可以通過取消保留原英雄。但消耗的先知的祝福不會返還。|3.被鎖定以及競技場上陣的英雄無法進行置換，只能置換4星和5星英雄，光暗陣營的英雄無法置換。|4.置換可以獲得創造法陣合成的5星英雄。|5.置換成功將原英雄的等級、階級、裝備、水晶、神器轉移至新英雄。|6.置換出的英雄可以查看其相關資訊，查看到的屬性為英雄1級時的屬性，僅供參考。
PROPHET_SUMMON_RULE_HELP,1.先知寶珠通過活動、酒館任務、以及市場購買獲得。|2.消耗1個先知寶珠對應的進行一次指定陣營的召喚。|3.通過先知之門有幾率獲得對應陣營的4星英雄，5星英雄（包含創造法陣合成的5星英雄），4星萬能碎片，5星萬能碎片。|4.每次召喚將額外產生一定數量的先知的祝福，該道具可用于英雄置換。
PROPHET_SUMMON_RATE_HELP,幽暗先知召喚各物品的獲得幾率為：4星碎片7%%、幽暗4星60%%、5星碎片24%%、幽暗5星9%%|堡壘先知召喚各物品的獲得幾率為：4星碎片7%%、堡壘4星60%%、5星碎片24%%、堡壘5星9%%|深淵先知召喚各物品的獲得幾率為：4星碎片7%%、深淵4星60%%、5星碎片24%%、深淵5星9%%|森林先知召喚各物品的獲得幾率為：4星碎片7%%、森林4星60%%、5星碎片24%%、森林5星9%%|暗影光明先知召喚各物品的獲得幾率為：暗影光明4星碎片40%%、暗影光明4星28%%、5星碎片28%%、暗影光明5星4%%
ATTR,屬性
DUNGEON_TITLE,{1} {2}
DUNGEON_HARD_1,簡單
DUNGEON_HARD_2,普通
DUNGEON_HARD_3,困難
DUNGEON_HARD_4,地獄
DUNGEON_MONSTER_PREVIEW,怪物預覽
DUNGEON_FIGHT,出 戰
DUNGEON_HERO_HAS_UP,戰姬已上陣！
DUNGEON_FULL_HERO,上陣戰姬已滿！
DUNGEON_START_ERROR,上陣戰姬為零，無法開始！
DUNGEON_SHOP,商 店
DUNGEON_SHOP_LEV_1,初級
DUNGEON_SHOP_LEV_2,中級
DUNGEON_SHOP_LEV_3,高級
DUNGEON_SHOP_DETAIL,{1}商人
DUNGEON_SHOP_TIPS_1,總計：
DUNGEON_SHOP_TIPS_2,沒有可購買的商品！
DUNGEON_HERO_TITLE,戰姬出戰
DUNGEON_SWEEP_CAMPAIGN,你已掃蕩副本！
DAILY_QUIZ_TITLE,日常測驗
DAILY_QUIZ_DETAIL_TITLE_1,金幣測驗
DAILY_QUIZ_DETAIL_TITLE_2,經驗測驗
DAILY_QUIZ_DETAIL_TITLE_3,戰姬測驗
DUNGEON_TIME_COUNT_END,結束倒計時：
DUNGEON_TIME_COUNT_START,開始倒計時：
NO_OPEN,未開啟
RANK_WINDOW,排名
TOWER_VIDEO_WINDOW,最佳通關
DAILY_MISSION,每日任務
REFRESH_TIME,刷新時間
GO,前往
PURCHASE_SUCCESS,購買成功
GROUP_1,妖 精
GROUP_2,人 類
GROUP_3,異 族
GROUP_4,幻 靈
GROUP_5,惡 魔
GROUP_6,天 使
GROUP_5_6,惡魔&天使
PROPHET_TREE_NOT_ENOUGH,招生簡章不足
PROPHET_BRANCH_NOT_ENOUGH,交換生檔案不足
DAILY_QUIZ_TIME_COUNT,倒計時：
DAILY_QUIZ_LEFT_COUNT,剩餘次數：
FIGHT,挑戰
AFTER_FREE,后免費
MAINWIN_RIGHT_1,福利
MAINWIN_RIGHT_2,挑戰
MAINWIN_RIGHT_3,測試
MAINWIN_RIGHT_4,任務
MAINWIN_RIGHT_5,教務
MAINWIN_RIGHT_6,競技
MAINWIN_TOP_1,變強
MAINWIN_TOP_2,成就
MAINWIN_TOP_3,郵件
MAINWIN_TOP_4,設置
MIDAS_WINDOW,點金手
ACHIEVEMENT,成 就
PUSH_HELP,在勾選了消息類別後，才會收到消息通知，消息類別包括：|1.掛機戰鬥：離線掛機。|2.扭蛋通知：高級扭蛋。|3.獎勵通知：日常獎勵和點金手等。|4.遊戲玩法：守護校園等。
