id,partner,unknown_3,name,desc,is_exskill,sub_skill,trigger,is_pass,is_unseal,is_cost_energy,is_add_energy,target1,rand1,effect1,effect1_add,no_crit1,no_miss1,no_act1,fx1,fx_hurt1,fx_hurt1_add,target2,rand2,effect2,no_crit2,not_miss2,fx_hurt2,target3,rand3,effect3,no_crit3,not_miss3,fx_hurt3,attr_pas,jump,jump_pos_xy,icon_id,level,sound,shake_screen,hero_pos_type,hero_pos_type_xy,shake_screen_time,black_screen,animation,skill_effect,target_no_effect
75301903,-1,-1,-1,,,0,2,1,,,,18,3,1026126,,,,,,,,5,,1423025|1582003,,,,,,,,,,,,,skill_icon_5301903,3,,,,,,,,,
5301904,-1,-1,-1,,,5301924,35,1,,,,18,3,1583001,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5301904,1,,,,,,,,,
5301924,-1,-1,,,,0,9,,,,,13,,1026116|1583001,,,,,,,,2,,1582001,,,,,,,,,,,,,,,,,,,,,,,
65302604,-1,-1,-1,,,65302624,35,1,,,,18,3,1583002,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5301904,2,,,,,,,,,
65302624,-1,-1,,,,0,9,,,,,13,,1026117|1583002,,,,,,,,2,,1582002,,,,,,,,,,,,,,,,,,,,,,,
65302614,-1,-1,-1,,,65306234,35,1,,,,18,3,1583003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5301904,3,,,,,,,,,
65306234,-1,-1,,,,0,9,,,,,13,,1026118|1583003,,,,,,,,2,,1582003,,,,,,,,,,,,,,,,,,,,,,,
75301904,-1,-1,-1,,,75301924,35,1,,,,18,3,1583003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5301904,3,,,,,,,,,
75301924,-1,-1,,,,0,9,,,,,13,,1026118|1583003,,,,,,,,2,,1582003,,,,,,,,,,,,,,,,,,,,,,,
753019011,-1,-1,-1,,1,0,3,0,,,,18,1,1581004,,,,,,2017|2018#2075|2076#2178|2179,,13,,1026119,,,,7,3,1582003,,,,,,,skill_icon_5301901,1,1193,,,,,#1,,,
753019012,-1,-1,-1,,1,0,3,0,,,,18,1,1581005,,,,,,2017|2018#2075|2076#2178|2179,,13,,1026120,,,,7,3,1582003,,,,,,,skill_icon_5301901,2,1193,,,,,#1,,,
753019013,-1,-1,-1,,1,0,3,0,,,,18,1,1581006,,,,,,2017|2018#2075|2076#2178|2179,,13,,1026121,,,,7,3,1582003,,,,,,,skill_icon_5301901,3,1193,,,,,#1,,,
753019014,-1,-1,-1,,1,0,3,0,,,,18,1,1581007,,,,,,2017|2018#2075|2076#2178|2179,,13,,1026122,,,,7,3,1582003,,,,,,,skill_icon_5301901,4,1193,,,,,#1,,,
753019015,-1,-1,-1,,1,0,3,0,,,,18,1,1581008,,,,,,2017|2018#2075|2076#2178|2179,,13,,1026123,,,,7,3,1582003,,,,,,,skill_icon_5301901,5,1193,,,,,#1,,,
753019021,-1,-1,-1,,1,0,28,1,,,,1,,1029252|1028686|1006074|1008250|1011207,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5301902,1,,,,,,,,,
753019022,-1,-1,-1,,1,0,28,1,,,,1,,1029252|1028686|1006075|1008250|1011207,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5301902,2,,,,,,,,,
753019023,-1,-1,-1,,1,0,28,1,,,,1,,1029252|1028686|1006076|1008250|1011207,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5301902,3,,,,,,,,,
753019024,-1,-1,-1,,1,0,28,1,,,,1,,1029252|1028686|1006077|1008250|1011207,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5301902,4,,,,,,,,,
753019025,-1,-1,-1,,1,0,28,1,,,,1,,1029253|1028687|1006078|1008250|1011207,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5301902,5,,,,,,,,,
753019031,-1,-1,-1,,1,0,2,1,,,,18,3,1026127,,,,,,,,5,,1423026|1582003,,,,,,,,,,,,,skill_icon_5301903,1,,,,,,,,,
753019032,-1,-1,-1,,1,0,2,1,,,,18,3,1026128,,,,,,,,5,,1423027|1582003,,,,,,,,,,,,,skill_icon_5301903,2,,,,,,,,,
753019033,-1,-1,-1,,1,0,2,1,,,,18,3,1026129,,,,,,,,5,,1423028|1582003,,,,,,,,,,,,,skill_icon_5301903,3,,,,,,,,,
753019034,-1,-1,-1,,1,0,2,1,,,,18,3,1026130,,,,,,,,5,,1423029|1582003,,,,,,,,,,,,,skill_icon_5301903,4,,,,,,,,,
753019035,-1,-1,-1,,1,0,2,1,,,,18,3,1026131,,,,,,,,5,,1423030|1582003,,,,,,,,,,,,,skill_icon_5301903,5,,,,,,,,,
753019041,-1,-1,-1,,1,753019141,35,1,,,,18,3,1583003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5301904,1,,,,,,,,,
753019141,-1,-1,,,,0,9,,,,,13,,1026119|1583003,,,,,,,,2,,1582003,,,,,,,,,,,,,,,,,,,,,,,
753019042,-1,-1,-1,,1,753019142,35,1,,,,18,3,1583003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5301904,2,,,,,,,,,
753019142,-1,-1,,,,0,9,,,,,13,,1026120|1583003,,,,,,,,2,,1582003,,,,,,,,,,,,,,,,,,,,,,,
753019043,-1,-1,-1,,1,753019143,35,1,,,,18,3,1583003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5301904,3,,,,,,,,,
753019143,-1,-1,,,,0,9,,,,,13,,1026121|1583003,,,,,,,,2,,1582003,,,,,,,,,,,,,,,,,,,,,,,
753019044,-1,-1,-1,,1,753019144,35,1,,,,18,3,1583003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5301904,4,,,,,,,,,
753019144,-1,-1,,,,0,9,,,,,13,,1026122|1583003,,,,,,,,2,,1582003,,,,,,,,,,,,,,,,,,,,,,,
753019045,-1,-1,-1,,1,753019175,35,1,,,,18,3,1583004,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5301904,5,,,,,,,,,
753019175,-1,-1,,,,0,9,,,,,13,,1026123|1583004,,,,,,,,2,,1582003,,,,,,,,,,,,,,,,,,,,,,,
75700200,-1,-1,-1,,,0,1,0,,,,12,,1019121,,,,,2036,2037#2135,,,,,,,,,,,,,,,,,skill_icon_0,,1194,,,,,,,,
757002101,-1,-1,-1,,,757002111,3,,,,,13,,10190131|1587001|1595001,,,,,,2038|2039|2040#2136,,,,,,,,,,,,,,,,,skill_icon_75700201,1,1195,,,,,#1,,,
757002111,-1,-1,,,,0,,1,1,2,1,126,,1191042,,,,,,2041|2042#2135,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002102,-1,-1,-1,,,757002112,3,,,,,13,,10190132|1587002|1595002,,,,,,2038|2039|2040#2136,,,,,,,,,,,,,,,,,skill_icon_75700201,2,1195,,,,,#1,,,
757002112,-1,-1,,,,0,,1,1,2,1,126,,1191043,,,,,,2041|2042#2135,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002103,-1,-1,-1,,,757002113,3,,,,,13,,10190133|1587003|1595003,,,,,,2038|2039|2040#2136,,,,,,,,,,,,,,,,,skill_icon_75700201,3,1195,,,,,#1,,,
757002113,-1,-1,,,,0,,1,1,2,1,126,,1191044,,,,,,2041|2042#2135,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002104,-1,-1,-1,,,757002114,3,,,,,13,,10190134|1587004|1595004,,,,,,2038|2039|2040#2136,,,,,,,,,,,,,,,,,skill_icon_75700201,4,1195,,,,,#1,,,
757002114,-1,-1,,,,0,,1,1,2,1,126,,1191045,,,,,,2041|2042#2135,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002105,-1,-1,-1,,,757002115,3,,,,,13,,10190135|1587005|1595005,,,,,,2038|2039|2040#2136,,,,,,,,,,,,,,,,,skill_icon_75700201,5,1195,,,,,#1,,,
757002115,-1,-1,,,,0,,1,1,2,1,126,,1191046,,,,,,2041|2042#2135,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002106,-1,-1,-1,,,757002116,3,,,,,13,,10190136|1587006|1595006,,,,,,2038|2039|2040#2136,,,,,,,,,,,,,,,,,skill_icon_75700201,6,1195,,,,,#1,,,
757002116,-1,-1,,,,0,,1,1,2,1,126,,1191047,,,,,,2041|2042#2135,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002107,-1,-1,-1,,,757002117,3,,,,,13,,10190137|1587007|1595007,,,,,,2038|2039|2040#2136,,,,,,,,,,,,,,,,,skill_icon_75700201,7,1195,,,,,#1,,,
757002117,-1,-1,,,,0,,1,1,2,1,126,,1191048,,,,,,2041|2042#2135,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002108,-1,-1,-1,,,757002118,3,,,,,13,,10190138|1587008|1595008,,,,,,2038|2039|2040#2136,,,,,,,,,,,,,,,,,skill_icon_75700201,8,1195,,,,,#1,,,
757002118,-1,-1,,,,0,,1,1,2,1,126,,1191049,,,,,,2041|2042#2135,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002109,-1,-1,-1,,,757002119,3,,,,,13,,10190139|1587009|1595009,,,,,,2038|2039|2040#2136,,,,,,,,,,,,,,,,,skill_icon_75700201,9,1195,,,,,#1,,,
757002119,-1,-1,,,,0,,1,1,2,1,126,,1191050,,,,,,2041|2042#2135,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002110,-1,-1,-1,,,757002120,3,,,,,13,,10190140|1587010|1595010,,,,,,2038|2039|2040#2136,,,,,,,,,,,,,,,,,skill_icon_75700201,10,1195,,,,,#1,,,
757002120,-1,-1,,,,0,,1,1,2,1,126,,1191051,,,,,,2041|2042#2135,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002201,-1,-1,-1,,,757002211|757002221,149,1,,,,65,,1588001,,,,,,,,,,,,,,,,,,,,,,,skill_icon_75700202,1,,,,,,,,,
757002211,-1,-1,,,,0,179,,,,,61,,1589001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002221,-1,-1,,,,0,6,,,,,27,,1590001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002202,-1,-1,-1,,,757002212|757002222,149,1,,,,65,,1588002,,,,,,,,,,,,,,,,,,,,,,,skill_icon_75700202,2,,,,,,,,,
757002212,-1,-1,,,,0,179,,,,,61,,1589002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002222,-1,-1,,,,0,6,,,,,27,,1590002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002203,-1,-1,-1,,,757002213|757002223,149,1,,,,65,,1588003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_75700202,3,,,,,,,,,
757002213,-1,-1,,,,0,179,,,,,61,,1589003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002223,-1,-1,,,,0,6,,,,,27,,1590003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002204,-1,-1,-1,,,757002214|757002224,149,1,,,,65,,1588004,,,,,,,,,,,,,,,,,,,,,,,skill_icon_75700202,4,,,,,,,,,
757002214,-1,-1,,,,0,179,,,,,61,,1589004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002224,-1,-1,,,,0,6,,,,,27,,1590004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002205,-1,-1,-1,,,757002215|757002225,149,1,,,,65,,1588005,,,,,,,,,,,,,,,,,,,,,,,skill_icon_75700202,5,,,,,,,,,
757002215,-1,-1,,,,0,179,,,,,61,,1589005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002225,-1,-1,,,,0,6,,,,,27,,1590005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002206,-1,-1,-1,,,757002216|757002226,149,1,,,,65,,1588006,,,,,,,,,,,,,,,,,,,,,,,skill_icon_75700202,6,,,,,,,,,
757002216,-1,-1,,,,0,179,,,,,61,,1589006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002226,-1,-1,,,,0,6,,,,,27,,1590006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002207,-1,-1,-1,,,757002217|757002227,149,1,,,,65,,1588007,,,,,,,,,,,,,,,,,,,,,,,skill_icon_75700202,7,,,,,,,,,
757002217,-1,-1,,,,0,179,,,,,61,,1589007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002227,-1,-1,,,,0,6,,,,,27,,1590007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002208,-1,-1,-1,,,757002218|757002228,149,1,,,,65,,1588008,,,,,,,,,,,,,,,,,,,,,,,skill_icon_75700202,8,,,,,,,,,
757002218,-1,-1,,,,0,179,,,,,61,,1589008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002228,-1,-1,,,,0,6,,,,,27,,1590008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002209,-1,-1,-1,,,757002219|757002229,149,1,,,,65,,1588009,,,,,,,,,,,,,,,,,,,,,,,skill_icon_75700202,9,,,,,,,,,
757002219,-1,-1,,,,0,179,,,,,61,,1589009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002229,-1,-1,,,,0,6,,,,,27,,1590009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002210,-1,-1,-1,,,757002220|757002230,149,1,,,,65,,1588010,,,,,,,,,,,,,,,,,,,,,,,skill_icon_75700202,10,,,,,,,,,
757002220,-1,-1,,,,0,179,,,,,61,,1589010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002230,-1,-1,,,,0,6,,,,,27,,1590010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002301,-1,-1,-1,,,757002311,175,1,,,1,13,,1596001,,1,,,,,,,,,,,,,,,,,,,,,skill_icon_75700203,1,,,,,,,,,
757002311,-1,-1,,,,0,106,1,,,1,13,,1596001,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002302,-1,-1,-1,,,757002312,175,1,,,1,13,,1596002,,1,,,,,,,,,,,,,,,,,,,,,skill_icon_75700203,2,,,,,,,,,
757002312,-1,-1,,,,0,106,1,,,1,13,,1596002,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002303,-1,-1,-1,,,757002313,175,1,,,1,13,,1596003,,1,,,,,,,,,,,,,,,,,,,,,skill_icon_75700203,3,,,,,,,,,
757002313,-1,-1,,,,0,106,1,,,1,13,,1596003,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002304,-1,-1,-1,,,757002314,175,1,,,1,13,,1596004,,1,,,,,,,,,,,,,,,,,,,,,skill_icon_75700203,4,,,,,,,,,
757002314,-1,-1,,,,0,106,1,,,1,13,,1596004,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002305,-1,-1,-1,,,757002315,175,1,,,1,13,,1596005,,1,,,,,,,,,,,,,,,,,,,,,skill_icon_75700203,5,,,,,,,,,
757002315,-1,-1,,,,0,106,1,,,1,13,,1596005,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002306,-1,-1,-1,,,757002316,175,1,,,1,13,,1596006,,1,,,,,,,,,,,,,,,,,,,,,skill_icon_75700203,6,,,,,,,,,
757002316,-1,-1,,,,0,106,1,,,1,13,,1596006,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002307,-1,-1,-1,,,757002317,175,1,,,1,13,,1596007,,1,,,,,,,,,,,,,,,,,,,,,skill_icon_75700203,7,,,,,,,,,
757002317,-1,-1,,,,0,106,1,,,1,13,,1596007,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002308,-1,-1,-1,,,757002318,175,1,,,1,13,,1596008,,1,,,,,,,,,,,,,,,,,,,,,skill_icon_75700203,8,,,,,,,,,
757002318,-1,-1,,,,0,106,1,,,1,13,,1596008,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002309,-1,-1,-1,,,757002319,175,1,,,1,13,,1596009,,1,,,,,,,,,,,,,,,,,,,,,skill_icon_75700203,9,,,,,,,,,
757002319,-1,-1,,,,0,106,1,,,1,13,,1596009,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002310,-1,-1,-1,,,757002320,175,1,,,1,13,,1596010,,1,,,,,,,,,,,,,,,,,,,,,skill_icon_75700203,10,,,,,,,,,
757002320,-1,-1,,,,0,106,1,,,1,13,,1596010,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002401,-1,-1,-1,,,757002421,42,1,,,,1,,1598001,,,,,,,,,,,,,,,,,,,,,,,skill_icon_75700204,1,,,,,,,,,
757002421,-1,-1,,,,0,132,1,,,,18,2,1588001|1589001|1590001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002402,-1,-1,-1,,,757002422,42,1,,,,1,,1598002,,,,,,,,,,,,,,,,,,,,,,,skill_icon_75700204,2,,,,,,,,,
757002422,-1,-1,,,,0,132,1,,,,18,2,1588002|1589002|1590002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002403,-1,-1,-1,,,757002423,42,1,,,,1,,1598003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_75700204,3,,,,,,,,,
757002423,-1,-1,,,,0,132,1,,,,18,2,1588003|1589003|1590003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002404,-1,-1,-1,,,757002424,42,1,,,,1,,1598004,,,,,,,,,,,,,,,,,,,,,,,skill_icon_75700204,4,,,,,,,,,
757002424,-1,-1,,,,0,132,1,,,,18,2,1588004|1589004|1590004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002405,-1,-1,-1,,,757002425,42,1,,,,1,,1598005,,,,,,,,,,,,,,,,,,,,,,,skill_icon_75700204,5,,,,,,,,,
757002425,-1,-1,,,,0,132,1,,,,18,2,1588005|1589005|1590005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002406,-1,-1,-1,,,757002426,42,1,,,,1,,1598006,,,,,,,,,,,,,,,,,,,,,,,skill_icon_75700204,6,,,,,,,,,
757002426,-1,-1,,,,0,132,1,,,,18,2,1588006|1589006|1590006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002407,-1,-1,-1,,,757002427,42,1,,,,1,,1598007,,,,,,,,,,,,,,,,,,,,,,,skill_icon_75700204,7,,,,,,,,,
757002427,-1,-1,,,,0,132,1,,,,18,2,1588007|1589007|1590007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002408,-1,-1,-1,,,757002428,42,1,,,,1,,1598008,,,,,,,,,,,,,,,,,,,,,,,skill_icon_75700204,8,,,,,,,,,
757002428,-1,-1,,,,0,132,1,,,,18,2,1588008|1589008|1590008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002409,-1,-1,-1,,,757002429,42,1,,,,1,,1598009,,,,,,,,,,,,,,,,,,,,,,,skill_icon_75700204,9,,,,,,,,,
757002429,-1,-1,,,,0,132,1,,,,18,2,1588009|1589009|1590009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757002410,-1,-1,-1,,,757002430,42,1,,,,1,,1598010,,,,,,,,,,,,,,,,,,,,,,,skill_icon_75700204,10,,,,,,,,,
757002430,-1,-1,,,,0,132,1,,,,18,2,1588010|1589010|1590010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5101900,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,,2064|2065#2121,,,,,,,,,,,,,,,,,,,1196,,,,,,,,
65102600,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,,2064|2065#2121,,,,,,,,,,,,,,,,,,,1196,,,,,,,,
75101900,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,,2064|2065#2121,,,,,,,,,,,,,,,,,,,1196,,,,,,,,
601,-1,-1,-1,,,0,1,1,,,,16,,10190159|1185064,,,,,,2064|2065#2121,,131,1,1603001,,,,,,,,,,,,,,,1196,,,,,,,,
602,-1,-1,-1,,,0,1,1,,,,16,,10190160|1185065,,,,,,2064|2065#2121,,131,1,1603002,,,,,,,,,,,,,,,1196,,,,,,,,
603,-1,-1,-1,,,0,1,1,,,,16,,10190161|1185066,,,,,,2064|2065#2121,,131,1,1603003,,,,,,,,,,,,,,,1196,,,,,,,,
604,-1,-1,-1,,,0,1,1,,,,16,,10190161|1185066,,,,,,2064|2065#2121,,131,1,1603004,,,,,,,,,,,,,,,1196,,,,,,,,
605,-1,-1,-1,,,0,1,1,,,,16,,10190161|1185066,,,,,,2064|2065#2121,,131,1,1603005,,,,,,,,,,,,,,,1196,,,,,,,,
606,-1,-1,-1,,,0,1,1,,,,16,,10190161|1185066,,,,,,2064|2065#2121,,131,1,1603006,,,,,,,,,,,,,,,1196,,,,,,,,
607,-1,-1,-1,,,0,1,1,,,,16,,10190161|1185066,,,,,,2064|2065#2121,,131,1,1603007,,,,,,,,,,,,,,,1196,,,,,,,,
608,-1,-1,-1,,,0,1,1,,,,16,,10190161|1185067,,,,,,2064|2065#2121,,131,1,1603008,,,,,,,,,,,,,,,1196,,,,,,,,
5101901,-1,-1,-1,,,0,3,,,,,17,,10190151|1026132,,,,,,2066|2067#2122|2123,,2,,1030339,,,,1,,1602001,,,,,,,skill_icon_5101901,1,1197,1,,,,1#1,,,
65102601,-1,-1,-1,,,0,3,,,,,17,,10190152|1026133,,,,,,2066|2067#2122|2123,,2,,1030340,,,,1,,1602002,,,,,,,skill_icon_5101901,2,1197,1,,,,1#1,,,
75101901,-1,-1,-1,,,0,3,,,,,17,,10190153|1026134,,,,,,2066|2067#2122|2123,,2,,1030341,,,,1,,1602003,,,,,,,skill_icon_5101901,3,1197,1,,,,1#1,,,
5101902,-1,-1,-1,,,0,28,1,,,,1,,1029270|1028707|1008259|1010075|1014131,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5101902,1,,,,,,,,,
65102602,-1,-1,-1,,,0,28,1,,,,1,,1029271|1028708|1008260|1010076|1014132,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5101902,2,,,,,,,,,
65102612,-1,-1,-1,,,0,28,1,,,,1,,1029272|1028709|1008261|1010077|1014133,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5101902,3,,,,,,,,,
