id,partner,unknown_3,name,desc,is_exskill,sub_skill,trigger,is_pass,is_unseal,is_cost_energy,is_add_energy,target1,rand1,effect1,effect1_add,no_crit1,no_miss1,no_act1,fx1,fx_hurt1,fx_hurt1_add,target2,rand2,effect2,no_crit2,not_miss2,fx_hurt2,target3,rand3,effect3,no_crit3,not_miss3,fx_hurt3,attr_pas,jump,jump_pos_xy,icon_id,level,sound,shake_screen,hero_pos_type,hero_pos_type_xy,shake_screen_time,black_screen,animation,skill_effect,target_no_effect
20210004,-1,-1,-1,-1,,0,28,1,1,,,2,,1154007,,,,,,,,,,,,,,,,,,,,,,,skill_icon_150,,,,,,,,,,
20210005,-1,-1,-1,-1,,0,28,1,1,,,2,,1154008,,,,,,,,,,,,,,,,,,,,,,,skill_icon_150,,,,,,,,,,
20210006,-1,-1,-1,-1,,0,28,1,1,,,2,,1153004,,,,,,,,,,,,,,,,,,,,,,,skill_icon_151,,,,,,,,,,
20210007,-1,-1,-1,-1,,0,28,1,1,,,2,,1153005,,,,,,,,,,,,,,,,,,,,,,,skill_icon_151,,,,,,,,,,
20210008,-1,-1,-1,-1,,0,28,1,1,,,2,,1153006,,,,,,,,,,,,,,,,,,,,,,,skill_icon_151,,,,,,,,,,
20210009,-1,-1,-1,-1,,0,28,1,1,,,2,,1153007,,,,,,,,,,,,,,,,,,,,,,,skill_icon_151,,,,,,,,,,
20210010,-1,-1,-1,-1,,0,28,1,1,,,2,,1153008,,,,,,,,,,,,,,,,,,,,,,,skill_icon_151,,,,,,,,,,
20210011,-1,-1,-1,-1,,0,28,1,1,,,2,,1156004,,,,,,,,,,,,,,,,,,,,,,,skill_icon_152,,,,,,,,,,
20210012,-1,-1,-1,-1,,0,28,1,1,,,2,,1156005,,,,,,,,,,,,,,,,,,,,,,,skill_icon_152,,,,,,,,,,
20210013,-1,-1,-1,-1,,0,28,1,1,,,2,,1156006,,,,,,,,,,,,,,,,,,,,,,,skill_icon_152,,,,,,,,,,
20210014,-1,-1,-1,-1,,0,28,1,1,,,2,,1156007,,,,,,,,,,,,,,,,,,,,,,,skill_icon_152,,,,,,,,,,
20210015,-1,-1,-1,-1,,0,28,1,1,,,2,,1156008,,,,,,,,,,,,,,,,,,,,,,,skill_icon_152,,,,,,,,,,
20210016,-1,-1,-1,-1,,0,28,1,1,,,2,,1155004,,,,,,,,,,,,,,,,,,,,,,,skill_icon_153,,,,,,,,,,
20210017,-1,-1,-1,-1,,0,28,1,1,,,2,,1155005,,,,,,,,,,,,,,,,,,,,,,,skill_icon_153,,,,,,,,,,
20210018,-1,-1,-1,-1,,0,28,1,1,,,2,,1155006,,,,,,,,,,,,,,,,,,,,,,,skill_icon_153,,,,,,,,,,
20210019,-1,-1,-1,-1,,0,28,1,1,,,2,,1155007,,,,,,,,,,,,,,,,,,,,,,,skill_icon_153,,,,,,,,,,
20210020,-1,-1,-1,-1,,0,28,1,1,,,2,,1155008,,,,,,,,,,,,,,,,,,,,,,,skill_icon_153,,,,,,,,,,
20210021,-1,-1,-1,-1,,0,28,1,1,,,2,,1158004,,,,,,,,,,,,,,,,,,,,,,,skill_icon_154,,,,,,,,,,
20210022,-1,-1,-1,-1,,0,28,1,1,,,2,,1158005,,,,,,,,,,,,,,,,,,,,,,,skill_icon_154,,,,,,,,,,
20210023,-1,-1,-1,-1,,0,28,1,1,,,2,,1158006,,,,,,,,,,,,,,,,,,,,,,,skill_icon_154,,,,,,,,,,
20210024,-1,-1,-1,-1,,0,28,1,1,,,2,,1158007,,,,,,,,,,,,,,,,,,,,,,,skill_icon_154,,,,,,,,,,
20210025,-1,-1,-1,-1,,0,28,1,1,,,2,,1158008,,,,,,,,,,,,,,,,,,,,,,,skill_icon_154,,,,,,,,,,
20210026,-1,-1,-1,-1,,0,28,1,1,,,2,,1157004,,,,,,,,,,,,,,,,,,,,,,,skill_icon_155,,,,,,,,,,
20210027,-1,-1,-1,-1,,0,28,1,1,,,2,,1157005,,,,,,,,,,,,,,,,,,,,,,,skill_icon_155,,,,,,,,,,
20210028,-1,-1,-1,-1,,0,28,1,1,,,2,,1157006,,,,,,,,,,,,,,,,,,,,,,,skill_icon_155,,,,,,,,,,
20210029,-1,-1,-1,-1,,0,28,1,1,,,2,,1157007,,,,,,,,,,,,,,,,,,,,,,,skill_icon_155,,,,,,,,,,
20210030,-1,-1,-1,-1,,0,28,1,1,,,2,,1157008,,,,,,,,,,,,,,,,,,,,,,,skill_icon_155,,,,,,,,,,
20210031,-1,-1,-1,-1,,0,28,1,1,,,2,,1028566,,,,,,,,,,,,,,,,,,,,,,,skill_icon_156,,,,,,,,,,
20210032,-1,-1,-1,-1,,0,28,1,1,,,2,,1028567,,,,,,,,,,,,,,,,,,,,,,,skill_icon_156,,,,,,,,,,
20210033,-1,-1,-1,-1,,0,28,1,1,,,2,,1028568,,,,,,,,,,,,,,,,,,,,,,,skill_icon_156,,,,,,,,,,
20210034,-1,-1,-1,-1,,0,28,1,1,,,2,,1028569,,,,,,,,,,,,,,,,,,,,,,,skill_icon_156,,,,,,,,,,
20210035,-1,-1,-1,-1,,0,28,1,1,,,2,,1029172,,,,,,,,,,,,,,,,,,,,,,,skill_icon_157,,,,,,,,,,
20210036,-1,-1,-1,-1,,0,28,1,1,,,2,,1029173,,,,,,,,,,,,,,,,,,,,,,,skill_icon_157,,,,,,,,,,
20210037,-1,-1,-1,-1,,0,28,1,1,,,2,,1029174,,,,,,,,,,,,,,,,,,,,,,,skill_icon_157,,,,,,,,,,
20210038,-1,-1,-1,-1,,0,28,1,1,,,2,,1029175,,,,,,,,,,,,,,,,,,,,,,,skill_icon_157,,,,,,,,,,
20210039,-1,-1,-1,-1,,0,28,1,1,,,2,,1329020,,,,,,,,,,,,,,,,,,,,,,,skill_icon_158,,,,,,,,,,
20210040,-1,-1,-1,-1,,0,28,1,1,,,2,,1329021,,,,,,,,,,,,,,,,,,,,,,,skill_icon_158,,,,,,,,,,
20210041,-1,-1,-1,-1,,0,28,1,1,,,2,,1329022,,,,,,,,,,,,,,,,,,,,,,,skill_icon_158,,,,,,,,,,
20210042,-1,-1,-1,-1,,0,28,1,1,,,2,,1329023|1406018,,,,,,,,,,,,,,,,,,,,,,,skill_icon_158,,,,,,,,,,
20210043,-1,-1,-1,-1,,0,28,1,1,,,5,,1030329,,,,,,,,,,,,,,,,,,,,,,,skill_icon_159,,,,,,,,,,
20210044,-1,-1,-1,-1,,0,28,1,1,,,5,,1030330,,,,,,,,,,,,,,,,,,,,,,,skill_icon_159,,,,,,,,,,
20210045,-1,-1,-1,-1,,0,28,1,1,,,5,,1030331,,,,,,,,,,,,,,,,,,,,,,,skill_icon_159,,,,,,,,,,
20210046,-1,-1,-1,-1,,0,28,1,1,,,5,,1030332|1014095,,,,,,,,,,,,,,,,,,,,,,,skill_icon_159,,,,,,,,,,
20210047,-1,-1,-1,-1,,0,28,1,1,,,5,,1030333|1014096,,,,,,,,,,,,,,,,,,,,,,,skill_icon_159,,,,,,,,,,
20210048,-1,-1,-1,-1,,0,28,1,1,,,6,,1028561,,,,,,,,,,,,,,,,,,,,,,,skill_icon_160,,,,,,,,,,
20210049,-1,-1,-1,-1,,0,28,1,1,,,6,,1028562,,,,,,,,,,,,,,,,,,,,,,,skill_icon_160,,,,,,,,,,
20210050,-1,-1,-1,-1,,0,28,1,1,,,6,,1028563,,,,,,,,,,,,,,,,,,,,,,,skill_icon_160,,,,,,,,,,
20210051,-1,-1,-1,-1,,0,28,1,1,,,6,,1028564|1006051,,,,,,,,,,,,,,,,,,,,,,,skill_icon_160,,,,,,,,,,
20210052,-1,-1,-1,-1,,0,28,1,1,,,6,,1028565|1006052,,,,,,,,,,,,,,,,,,,,,,,skill_icon_160,,,,,,,,,,
20210053,-1,-1,-1,-1,,0,28,1,1,,,2,,1008220,,,,,,,,,,,,,,,,,,,,,,,skill_icon_161,,,,,,,,,,
20210054,-1,-1,-1,-1,,0,28,1,1,,,2,,1008221,,,,,,,,,,,,,,,,,,,,,,,skill_icon_161,,,,,,,,,,
20210055,-1,-1,-1,-1,,0,28,1,1,,,2,,1008222,,,,,,,,,,,,,,,,,,,,,,,skill_icon_161,,,,,,,,,,
20210056,-1,-1,-1,-1,,0,28,1,1,,,2,,1008223|1268009,,,,,,,,,,,,,,,,,,,,,,,skill_icon_161,,,,,,,,,,
20210057,-1,-1,-1,-1,,0,28,1,1,,,2,,1139002,,,,,,,,,,,,,,,,,,,,,,,skill_icon_162,,,,,,,,,,
20210058,-1,-1,-1,-1,,0,28,1,1,,,2,,1139003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_162,,,,,,,,,,
20210059,-1,-1,-1,-1,,0,28,1,1,,,2,,1139004,,,,,,,,,,,,,,,,,,,,,,,skill_icon_162,,,,,,,,,,
20210060,-1,-1,-1,-1,,20210061,28,1,1,,,2,,1139005,,,,,,,,,,,,,,,,,,,,,,,skill_icon_162,,,,,,,,,,
20210061,-1,-1,,-1,,0,12,1,1,,,23,,1138002,,,,,,,,,,,,,,,,,,,,,,,skill_icon_162,,,,,,,,,,
20210062,-1,-1,-1,-1,,20210063,28,1,1,,,2,,1139006,,,,,,,,,,,,,,,,,,,,,,,skill_icon_162,,,,,,,,,,
20210063,-1,-1,,-1,,0,12,1,1,,,23,,1138003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_162,,,,,,,,,,
20210064,-1,-1,-1,-1,,0,28,1,1,,,2,,1005071,,,,,,,,,,,,,,,,,,,,,,,skill_icon_163,,,,,,,,,,
20210065,-1,-1,-1,-1,,0,28,1,1,,,2,,1005072,,,,,,,,,,,,,,,,,,,,,,,skill_icon_163,,,,,,,,,,
20210066,-1,-1,-1,-1,,0,28,1,1,,,2,,1005073,,,,,,,,,,,,,,,,,,,,,,,skill_icon_163,,,,,,,,,,
20210067,-1,-1,-1,-1,,20210068,28,1,1,,,2,,1005074,,,,,,,,,,,,,,,,,,,,,,,skill_icon_163,,,,,,,,,,
20210068,-1,-1,,-1,,0,3,1,1,,,1,,1187002,,,,,,,,,,,,,,,,,,,,,,,skill_icon_163,,,,,,,,,,
20210069,-1,-1,-1,-1,,20210070,28,1,1,,,2,,1005075,,,,,,,,,,,,,,,,,,,,,,,skill_icon_163,,,,,,,,,,
20210070,-1,-1,,-1,,0,3,1,1,,,1,,1187003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_163,,,,,,,,,,
20210071,-1,-1,-1,-1,,0,28,1,1,,,2,,1008224,,,,,,,,,,,,,,,,,,,,,,,skill_icon_164,,,,,,,,,,
20210072,-1,-1,-1,-1,,0,28,1,1,,,2,,1008225,,,,,,,,,,,,,,,,,,,,,,,skill_icon_164,,,,,,,,,,
20210073,-1,-1,-1,-1,,0,28,1,1,,,2,,1008226,,,,,,,,,,,,,,,,,,,,,,,skill_icon_164,,,,,,,,,,
20210074,-1,-1,-1,-1,,0,28,1,1,,,2,,1008227|1009269,,,,,,,,,,,,,,,,,,,,,,,skill_icon_164,,,,,,,,,,
20210075,-1,-1,-1,-1,,0,28,1,1,,,13,,1030334,,,,,,,,,,,,,,,,,,,,,,,skill_icon_165,,,,,,,,,,
20210076,-1,-1,-1,-1,,0,28,1,1,,,13,,1030335,,,,,,,,,,,,,,,,,,,,,,,skill_icon_165,,,,,,,,,,
20210077,-1,-1,-1,-1,,0,28,1,1,,,13,,1030336,,,,,,,,,,,,,,,,,,,,,,,skill_icon_165,,,,,,,,,,
20210078,-1,-1,-1,-1,,0,28,1,1,,,13,,1030337|1007062,,,,,,,,,,,,,,,,,,,,,,,skill_icon_165,,,,,,,,,,
20210079,-1,-1,-1,-1,,0,28,1,1,,,13,,1030338|1007063,,,,,,,,,,,,,,,,,,,,,,,skill_icon_165,,,,,,,,,,
20210080,-1,-1,-1,-1,,0,28,1,1,,,13,,1262005,,,,,,,,,,,,,,,,,,,,,,,skill_icon_166,,,,,,,,,,
20210081,-1,-1,-1,-1,,0,28,1,1,,,13,,1262006,,,,,,,,,,,,,,,,,,,,,,,skill_icon_166,,,,,,,,,,
20210082,-1,-1,-1,-1,,0,28,1,1,,,13,,1262007,,,,,,,,,,,,,,,,,,,,,,,skill_icon_166,,,,,,,,,,
20210083,-1,-1,-1,-1,,0,35,1,1,,,13,,1132003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_167,,,,,,,,,,
20210084,-1,-1,-1,-1,,0,35,1,1,,,13,,1132004,,,,,,,,,,,,,,,,,,,,,,,skill_icon_167,,,,,,,,,,
20210085,-1,-1,-1,-1,,0,35,1,1,,,13,,1132005,,,,,,,,,,,,,,,,,,,,,,,skill_icon_167,,,,,,,,,,
20210086,-1,-1,-1,-1,,0,35,1,1,,,13,,1132006,,,,,,,,,,,,,,,,,,,,,,,skill_icon_167,,,,,,,,,,
20210087,-1,-1,-1,-1,,0,35,1,1,,,13,,1132007,,,,,,,,,,,,,,,,,,,,,,,skill_icon_167,,,,,,,,,,
20210088,-1,-1,-1,-1,,0,28,1,1,,,2,,1056014|1057136|1058129,,,,,,,,,,,,,,,,,,,,,,,skill_icon_168,,,,,,,,,,
20210089,-1,-1,-1,-1,,0,28,1,1,,,2,,1056015|1057137|1058130,,,,,,,,,,,,,,,,,,,,,,,skill_icon_168,,,,,,,,,,
20210090,-1,-1,-1,-1,,0,28,1,1,,,2,,1056016|1057138|1058131,,,,,,,,,,,,,,,,,,,,,,,skill_icon_168,,,,,,,,,,
20210091,-1,-1,-1,-1,,0,35,1,1,,,18,1,1015167|1016118|1017239,,,,,,,,,,,,,,,,,,,,,,,skill_icon_169,,,,,,,,,,
20210092,-1,-1,-1,-1,,0,35,1,1,,,18,1,1015168|1016119|1017240,,,,,,,,,,,,,,,,,,,,,,,skill_icon_169,,,,,,,,,,
20210093,-1,-1,-1,-1,,0,35,1,1,,,18,1,1015169|1016120|1017241,,,,,,,,,,,,,,,,,,,,,,,skill_icon_169,,,,,,,,,,
20210094,-1,-1,-1,-1,,0,35,1,1,,,18,1,1015170|1016121|1017242,,,,,,,,,,,,,,,,,,,,,,,skill_icon_169,,,,,,,,,,
20210095,-1,-1,-1,-1,,0,35,1,1,,,18,1,1015171|1016122|1017243,,,,,,,,,,,,,,,,,,,,,,,skill_icon_169,,,,,,,,,,
20210096,-1,-1,-1,-1,,0,28,1,1,,,2,,1053013|1054013|1055013,,,,,,,,,,,,,,,,,,,,,,,skill_icon_170,,,,,,,,,,
20210097,-1,-1,-1,-1,,0,28,1,1,,,2,,1053014|1054014|1055014,,,,,,,,,,,,,,,,,,,,,,,skill_icon_170,,,,,,,,,,
20210098,-1,-1,-1,-1,,0,28,1,1,,,2,,1053015|1054015|1055015,,,,,,,,,,,,,,,,,,,,,,,skill_icon_170,,,,,,,,,,
20210099,-1,-1,-1,-1,,0,28,1,1,,,2,,1273003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_171,,,,,,,,,,
20210100,-1,-1,-1,-1,,0,28,1,1,,,2,,1273004,,,,,,,,,,,,,,,,,,,,,,,skill_icon_171,,,,,,,,,,
20210101,-1,-1,-1,-1,,0,28,1,1,,,2,,1273005,,,,,,,,,,,,,,,,,,,,,,,skill_icon_171,,,,,,,,,,
20210102,-1,-1,-1,-1,,0,28,1,1,,,2,,1273006,,,,,,,,,,,,,,,,,,,,,,,skill_icon_171,,,,,,,,,,
20210103,-1,-1,-1,-1,,0,28,1,1,,,2,,1273007,,,,,,,,,,,,,,,,,,,,,,,skill_icon_171,,,,,,,,,,
20210104,-1,-1,-1,-1,,0,28,1,1,,,2,,1270002,,,,,,,,,,,,,,,,,,,,,,,skill_icon_172,,,,,,,,,,
20210105,-1,-1,-1,-1,,0,28,1,1,,,2,,1270003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_172,,,,,,,,,,
20210106,-1,-1,-1,-1,,0,28,1,1,,,2,,1270004,,,,,,,,,,,,,,,,,,,,,,,skill_icon_172,,,,,,,,,,
20210107,-1,-1,-1,-1,,0,35,1,1,,,2,,1013175,,,,,,,,,,,,,,,,,,,,,,,skill_icon_173,,,,,,,,,,
20210108,-1,-1,-1,-1,,0,35,1,1,,,2,,1013176,,,,,,,,,,,,,,,,,,,,,,,skill_icon_173,,,,,,,,,,
20210109,-1,-1,-1,-1,,0,35,1,1,,,2,,1013177,,,,,,,,,,,,,,,,,,,,,,,skill_icon_173,,,,,,,,,,
20210110,-1,-1,-1,-1,,0,35,1,1,,,2,,1013178,,,,,,,,,,,,,,,,,,,,,,,skill_icon_173,,,,,,,,,,
20210111,-1,-1,-1,-1,,0,35,1,1,,,2,,1013179,,,,,,,,,,,,,,,,,,,,,,,skill_icon_173,,,,,,,,,,
20210112,-1,-1,-1,-1,,0,13,1,1,,,2,,1013180,,,,,,,,,,,,,,,,,,,,,,,skill_icon_174,,,,,,,,,,
20210113,-1,-1,-1,-1,,0,13,1,1,,,2,,1013181,,,,,,,,,,,,,,,,,,,,,,,skill_icon_174,,,,,,,,,,
20210114,-1,-1,-1,-1,,0,13,1,1,,,2,,1013182,,,,,,,,,,,,,,,,,,,,,,,skill_icon_174,,,,,,,,,,
6730101,-1,-1,-1,-1,,6730102,35,1,1,,,66,,1432001,,,,,,,,102,,1432002,,,,103,,1432003,,,,,,,,,,,,,,,,,
6730102,-1,-1,-1,-1,,0,127,1,1,,,66,,1432001,,,,,,,,102,,1432002,,,,103,,1432003,,,,,,,,,,,,,,,,,
6730201,-1,-1,-1,-1,,6730202,35,1,1,,,66,,1432004,,,,,,,,102,,1432005,,,,103,,1432006,,,,,,,,,,,,,,,,,
6730202,-1,-1,-1,-1,,0,127,1,1,,,66,,1432004,,,,,,,,102,,1432005,,,,103,,1432006,,,,,,,,,,,,,,,,,
6730301,-1,-1,-1,-1,,6730302,35,1,1,,,66,,1432007,,,,,,,,102,,1432008,,,,103,,1432009,,,,,,,,,,,,,,,,,
6730302,-1,-1,-1,-1,,0,127,1,1,,,66,,1432007,,,,,,,,102,,1432008,,,,103,,1432009,,,,,,,,,,,,,,,,,
6502101,-1,-1,-1,-1,,6502102|6502103,28,1,1,,,1,,1276010|1429001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502102,-1,-1,-1,-1,,0,44,1,1,,,1,,1023090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502103,-1,-1,-1,-1,,0,121,1,1,,,1,,1023090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502201,-1,-1,-1,-1,,6502202|6502203,28,1,1,,,1,,1276011|1429001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502202,-1,-1,-1,-1,,0,44,1,1,,,1,,1023091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502203,-1,-1,-1,-1,,0,121,1,1,,,1,,1023091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502301,-1,-1,-1,-1,,6502302|6502303,28,1,1,,,1,,1276012|1429001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502302,-1,-1,-1,-1,,0,44,1,1,,,1,,1023092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502303,-1,-1,-1,-1,,0,121,1,1,,,1,,1023092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6712101,-1,-1,-1,-1,,0,141,1,1,,,1,,1430001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6712201,-1,-1,-1,-1,,0,141,1,1,,,1,,1430002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6712301,-1,-1,-1,-1,,0,141,1,1,,,1,,1430003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6724101,-1,-1,-1,-1,,0,108,1,1,,,32,1,1014097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6724201,-1,-1,-1,-1,,0,108,1,1,,,32,1,1014098|1136054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6724301,-1,-1,-1,-1,,0,108,1,1,,,32,1,1014098|1136055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6736101,-1,-1,-1,-1,,0,9,1,1,,,1,,1032013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6736102,-1,-1,-1,-1,,0,107,1,1,,,1,,1431001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6736201,-1,-1,-1,-1,,0,9,1,1,,,1,,1032014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6736202,-1,-1,-1,-1,,0,107,1,1,,,1,,1431002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6736301,-1,-1,-1,-1,,0,9,1,1,,,1,,1032015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6736302,-1,-1,-1,-1,,0,107,1,1,,,1,,1431003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5401700,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,##1801,1575|1576#1703|1704#1802#1906|1907,,,,,,,,,,,,,,,0,,,,1157,,,,,,,,
65402400,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,##1801,1575|1576#1703|1704#1802#1906|1907,,,,,,,,,,,,,,,0,,,,1157,,,,,,,,
75401700,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,##1801,1575|1576#1703|1704#1802#1906|1907,,,,,,,,,,,,,,,0,,,,1157,,,,,,,,
534,-1,-1,-1,-1,,0,1,1,,,,18,3,1019873|1434001,,,,,##1801,1575|1576#1703|1704#1802#1906|1907,,1,,1023093,,,,,,,,,,,,,,,1157,,,,,,,,
535,-1,-1,-1,-1,,0,1,1,,,,18,3,1019874|1434002,,,,,##1801,1575|1576#1703|1704#1802#1906|1907,,1,,1023094,,,,,,,,,,,,,,,1157,,,,,,,,
536,-1,-1,-1,-1,,0,1,1,,,,18,3,1019875|1434003,,,,,##1801,1575|1576#1703|1704#1802#1906|1907,,1,,1023095,,,,,,,,,,,,,,,1157,,,,,,,,
5401701,-1,-1,-1,-1,,5401706,3,0,,1,2,18,1,1019876|1220002,,,,,,1577|1578|1579#1705|1706|1708#1803|1805#1908,,1,,1436001,,,,,,,,,,,,,skill_icon_5401701,,1155|1156,,,,,,,,
5401706,-1,-1,-1,,,0,,1,1,2,1,104,,1019902|1220002,,,,,,1577|1578|1579#1707#1804#1908,,,,,,,,,,,,,,,,,,,1156,,,,,,,,
65402401,-1,-1,-1,-1,,65402406,3,0,,1,2,18,1,1019877|1220003,,,,,,1577|1578|1579#1705|1706|1708#1803|1805#1908,,1,,1436002,,,,,,,,,,,,,skill_icon_5401701,,1155|1156,,,,,,,,
65402406,-1,-1,-1,,,0,,1,1,2,1,104,,1019903|1220003,,,,,,1577|1578|1579#1707#1804#1908,,,,,,,,,,,,,,,,,,,1156,,,,,,,,
75401701,-1,-1,-1,-1,,75401736,3,0,,1,2,18,1,1019878|1220004,,,,,,1577|1578|1579#1705|1706|1708#1803|1805#1908,,1,,1436003,,,,,,,,,,,,,skill_icon_5401701,,1155|1156,,,,,,,,
75401736,-1,-1,-1,,,0,,1,1,2,1,104,,1019904|1220004,,,,,,1577|1578|1579#1707#1804#1908,,,,,,,,,,,,,,,,,,,1156,,,,,,,,
