id,name,brief,desc,name1,type,type_config,qlt,group,is_economy,stack_limit,level,icon,light_effect,gift_id,is_auto_open,equip,pub_scroll_type,partner_cost,treasure_cost,get_ways,go_window,getway_item,dropbox_show,is_sell,sell_price,summon_id,show_in_bag,show_bag_type,filter_type,show_in_forge,skin_id,collection_id,para,avatar_frame_effect,effect_mask,dress_id,clear_act
6428,-1,-1,,-1,11,1003,6,,0,,1,artfact_78,,,,,,,,,,,,,1#900000,,1,4,,,,26028,,,,,
6429,-1,-1,,-1,11,1003,6,,0,,1,artfact_78,,,,,,,,,,,,,1#1000000,,1,4,,,,26028,,,,,
6430,-1,-1,,-1,11,1003,6,,0,,1,artfact_78,,,,,,,,,,,,,1#1100000,,1,4,,,,26028,,,,,
6431,-1,-1,,-1,11,1003,6,,0,,1,artfact_79,,,,,,,,,,,,,1#600000,,1,4,,,,26029,,,,,
6432,-1,-1,,-1,11,1003,6,,0,,1,artfact_79,,,,,,,,,,,,,1#700000,,1,4,,,,26029,,,,,
6433,-1,-1,,-1,11,1003,6,,0,,1,artfact_79,,,,,,,,,,,,,1#800000,,1,4,,,,26029,,,,,
6434,-1,-1,,-1,11,1003,6,,0,,1,artfact_79,,,,,,,,,,,,,1#900000,,1,4,,,,26029,,,,,
6435,-1,-1,,-1,11,1003,6,,0,,1,artfact_79,,,,,,,,,,,,,1#1000000,,1,4,,,,26029,,,,,
6436,-1,-1,,-1,11,1003,6,,0,,1,artfact_79,,,,,,,,,,,,,1#1100000,,1,4,,,,26029,,,,,
6437,-1,-1,,-1,11,1003,6,,0,,1,artfact_80,,,,,,,,,,,,,1#600000,,1,4,,,,26030,,,,,
6438,-1,-1,,-1,11,1003,6,,0,,1,artfact_80,,,,,,,,,,,,,1#700000,,1,4,,,,26030,,,,,
6439,-1,-1,,-1,11,1003,6,,0,,1,artfact_80,,,,,,,,,,,,,1#800000,,1,4,,,,26030,,,,,
6440,-1,-1,,-1,11,1003,6,,0,,1,artfact_80,,,,,,,,,,,,,1#900000,,1,4,,,,26030,,,,,
6441,-1,-1,,-1,11,1003,6,,0,,1,artfact_80,,,,,,,,,,,,,1#1000000,,1,4,,,,26030,,,,,
6442,-1,-1,,-1,11,1003,6,,0,,1,artfact_80,,,,,,,,,,,,,1#1100000,,1,4,,,,26030,,,,,
6443,-1,-1,,-1,11,1003,6,,0,,1,artfact_81,,,,,,,,,,,,,1#600000,,1,4,,,,26031,,,,,
6444,-1,-1,,-1,11,1003,6,,0,,1,artfact_81,,,,,,,,,,,,,1#700000,,1,4,,,,26031,,,,,
6445,-1,-1,,-1,11,1003,6,,0,,1,artfact_81,,,,,,,,,,,,,1#800000,,1,4,,,,26031,,,,,
6446,-1,-1,,-1,11,1003,6,,0,,1,artfact_81,,,,,,,,,,,,,1#900000,,1,4,,,,26031,,,,,
6447,-1,-1,,-1,11,1003,6,,0,,1,artfact_81,,,,,,,,,,,,,1#1000000,,1,4,,,,26031,,,,,
6448,-1,-1,,-1,11,1003,6,,0,,1,artfact_81,,,,,,,,,,,,,1#1100000,,1,4,,,,26031,,,,,
6449,-1,-1,,-1,11,1003,6,,0,,1,artfact_82,,,,,,,,,,,,,1#600000,,1,4,,,,26032,,,,,
6450,-1,-1,,-1,11,1003,6,,0,,1,artfact_82,,,,,,,,,,,,,1#700000,,1,4,,,,26032,,,,,
6451,-1,-1,,-1,11,1003,6,,0,,1,artfact_82,,,,,,,,,,,,,1#800000,,1,4,,,,26032,,,,,
6452,-1,-1,,-1,11,1003,6,,0,,1,artfact_82,,,,,,,,,,,,,1#900000,,1,4,,,,26032,,,,,
6453,-1,-1,,-1,11,1003,6,,0,,1,artfact_82,,,,,,,,,,,,,1#1000000,,1,4,,,,26032,,,,,
6454,-1,-1,,-1,11,1003,6,,0,,1,artfact_82,,,,,,,,,,,,,1#1100000,,1,4,,,,26032,,,,,
6455,-1,-1,,-1,11,1003,6,,0,,1,artfact_83,,,,,,,,,,,,,1#600000,,1,4,,,,26033,,,,,
6456,-1,-1,,-1,11,1003,6,,0,,1,artfact_83,,,,,,,,,,,,,1#700000,,1,4,,,,26033,,,,,
6457,-1,-1,,-1,11,1003,6,,0,,1,artfact_83,,,,,,,,,,,,,1#800000,,1,4,,,,26033,,,,,
6458,-1,-1,,-1,11,1003,6,,0,,1,artfact_83,,,,,,,,,,,,,1#900000,,1,4,,,,26033,,,,,
6459,-1,-1,,-1,11,1003,6,,0,,1,artfact_83,,,,,,,,,,,,,1#1000000,,1,4,,,,26033,,,,,
6460,-1,-1,,-1,11,1003,6,,0,,1,artfact_83,,,,,,,,,,,,,1#1100000,,1,4,,,,26033,,,,,
6461,-1,-1,,-1,11,1003,6,,0,,1,artfact_84,,,,,,,,,,,,,1#600000,,1,4,,1579824000,,26034,,,,,
6462,-1,-1,,-1,11,1003,6,,0,,1,artfact_84,,,,,,,,,,,,,1#700000,,1,4,,1579824000,,26034,,,,,
6463,-1,-1,,-1,11,1003,6,,0,,1,artfact_84,,,,,,,,,,,,,1#800000,,1,4,,1579824000,,26034,,,,,
6464,-1,-1,,-1,11,1003,6,,0,,1,artfact_84,,,,,,,,,,,,,1#900000,,1,4,,1579824000,,26034,,,,,
6465,-1,-1,,-1,11,1003,6,,0,,1,artfact_84,,,,,,,,,,,,,1#1000000,,1,4,,1579824000,,26034,,,,,
6466,-1,-1,,-1,11,1003,6,,0,,1,artfact_84,,,,,,,,,,,,,1#1100000,,1,4,,1579824000,,26034,,,,,
6467,-1,-1,,-1,11,1003,6,,0,,1,artfact_85,,,,,,,,,,,,,1#600000,,1,4,,1582243200,,26035,,,,,
6468,-1,-1,,-1,11,1003,6,,0,,1,artfact_85,,,,,,,,,,,,,1#700000,,1,4,,1582243200,,26035,,,,,
6469,-1,-1,,-1,11,1003,6,,0,,1,artfact_85,,,,,,,,,,,,,1#800000,,1,4,,1582243200,,26035,,,,,
6470,-1,-1,,-1,11,1003,6,,0,,1,artfact_85,,,,,,,,,,,,,1#900000,,1,4,,1582243200,,26035,,,,,
6471,-1,-1,,-1,11,1003,6,,0,,1,artfact_85,,,,,,,,,,,,,1#1000000,,1,4,,1582243200,,26035,,,,,
6472,-1,-1,,-1,11,1003,6,,0,,1,artfact_85,,,,,,,,,,,,,1#1100000,,1,4,,1582243200,,26035,,,,,
6473,-1,-1,,-1,11,1003,6,,0,,1,artfact_86,,,,,,,,,,,,,1#600000,,1,4,,,,26036,,,,,
6474,-1,-1,,-1,11,1003,6,,0,,1,artfact_86,,,,,,,,,,,,,1#700000,,1,4,,,,26036,,,,,
6475,-1,-1,,-1,11,1003,6,,0,,1,artfact_86,,,,,,,,,,,,,1#800000,,1,4,,,,26036,,,,,
6476,-1,-1,,-1,11,1003,6,,0,,1,artfact_86,,,,,,,,,,,,,1#900000,,1,4,,,,26036,,,,,
6477,-1,-1,,-1,11,1003,6,,0,,1,artfact_86,,,,,,,,,,,,,1#1000000,,1,4,,,,26036,,,,,
6478,-1,-1,,-1,11,1003,6,,0,,1,artfact_86,,,,,,,,,,,,,1#1100000,,1,4,,,,26036,,,,,
6479,-1,-1,,-1,11,1003,6,,0,,1,artfact_87,,,,,,,,,,,,,1#600000,,1,4,,,,26037,,,,,
6480,-1,-1,,-1,11,1003,6,,0,,1,artfact_87,,,,,,,,,,,,,1#700000,,1,4,,,,26037,,,,,
6481,-1,-1,,-1,11,1003,6,,0,,1,artfact_87,,,,,,,,,,,,,1#800000,,1,4,,,,26037,,,,,
6482,-1,-1,,-1,11,1003,6,,0,,1,artfact_87,,,,,,,,,,,,,1#900000,,1,4,,,,26037,,,,,
6483,-1,-1,,-1,11,1003,6,,0,,1,artfact_87,,,,,,,,,,,,,1#1000000,,1,4,,,,26037,,,,,
6484,-1,-1,,-1,11,1003,6,,0,,1,artfact_87,,,,,,,,,,,,,1#1100000,,1,4,,,,26037,,,,,
6485,-1,-1,,-1,11,1003,6,,0,,1,artfact_88,,,,,,,,,,,,,1#600000,,1,4,,,,26038,,,,,
6486,-1,-1,,-1,11,1003,6,,0,,1,artfact_88,,,,,,,,,,,,,1#700000,,1,4,,,,26038,,,,,
6487,-1,-1,,-1,11,1003,6,,0,,1,artfact_88,,,,,,,,,,,,,1#800000,,1,4,,,,26038,,,,,
6488,-1,-1,,-1,11,1003,6,,0,,1,artfact_88,,,,,,,,,,,,,1#900000,,1,4,,,,26038,,,,,
6489,-1,-1,,-1,11,1003,6,,0,,1,artfact_88,,,,,,,,,,,,,1#1000000,,1,4,,,,26038,,,,,
6490,-1,-1,,-1,11,1003,6,,0,,1,artfact_88,,,,,,,,,,,,,1#1100000,,1,4,,,,26038,,,,,
6491,-1,-1,,-1,11,1003,6,,0,,1,artfact_89,,,,,,,,,,,,,1#600000,,1,4,,,,26039,,,,,
6492,-1,-1,,-1,11,1003,6,,0,,1,artfact_89,,,,,,,,,,,,,1#700000,,1,4,,,,26039,,,,,
6493,-1,-1,,-1,11,1003,6,,0,,1,artfact_89,,,,,,,,,,,,,1#800000,,1,4,,,,26039,,,,,
6494,-1,-1,,-1,11,1003,6,,0,,1,artfact_89,,,,,,,,,,,,,1#900000,,1,4,,,,26039,,,,,
6495,-1,-1,,-1,11,1003,6,,0,,1,artfact_89,,,,,,,,,,,,,1#1000000,,1,4,,,,26039,,,,,
6496,-1,-1,,-1,11,1003,6,,0,,1,artfact_89,,,,,,,,,,,,,1#1100000,,1,4,,,,26039,,,,,
6497,-1,-1,,-1,11,1003,6,,0,,1,artfact_90,,,,,,,,,,,,,1#600000,,1,4,,,,26040,,,,,
6498,-1,-1,,-1,11,1003,6,,0,,1,artfact_90,,,,,,,,,,,,,1#700000,,1,4,,,,26040,,,,,
6499,-1,-1,,-1,11,1003,6,,0,,1,artfact_90,,,,,,,,,,,,,1#800000,,1,4,,,,26040,,,,,
6500,-1,-1,,-1,11,1003,6,,0,,1,artfact_90,,,,,,,,,,,,,1#900000,,1,4,,,,26040,,,,,
6501,-1,-1,,-1,11,1003,6,,0,,1,artfact_90,,,,,,,,,,,,,1#1000000,,1,4,,,,26040,,,,,
6502,-1,-1,,-1,11,1003,6,,0,,1,artfact_90,,,,,,,,,,,,,1#1100000,,1,4,,,,26040,,,,,
6503,-1,-1,,-1,11,1003,6,,0,,1,artfact_95,,,,,,,,,,,,,1#600000,,1,4,,,,26044,,,,,
6504,-1,-1,,-1,11,1003,6,,0,,1,artfact_95,,,,,,,,,,,,,1#700000,,1,4,,,,26044,,,,,
6505,-1,-1,,-1,11,1003,6,,0,,1,artfact_95,,,,,,,,,,,,,1#800000,,1,4,,,,26044,,,,,
6506,-1,-1,,-1,11,1003,6,,0,,1,artfact_95,,,,,,,,,,,,,1#900000,,1,4,,,,26044,,,,,
6507,-1,-1,,-1,11,1003,6,,0,,1,artfact_95,,,,,,,,,,,,,1#1000000,,1,4,,,,26044,,,,,
6508,-1,-1,,-1,11,1003,6,,0,,1,artfact_95,,,,,,,,,,,,,1#1100000,,1,4,,,,26044,,,,,
6509,-1,-1,,-1,11,1003,6,,0,,1,artfact_98,,,,,,,,,,,,,1#600000,,1,4,,,,26045,,,,,
6510,-1,-1,,-1,11,1003,6,,0,,1,artfact_98,,,,,,,,,,,,,1#700000,,1,4,,,,26045,,,,,
6511,-1,-1,,-1,11,1003,6,,0,,1,artfact_98,,,,,,,,,,,,,1#800000,,1,4,,,,26045,,,,,
6512,-1,-1,,-1,11,1003,6,,0,,1,artfact_98,,,,,,,,,,,,,1#900000,,1,4,,,,26045,,,,,
6513,-1,-1,,-1,11,1003,6,,0,,1,artfact_98,,,,,,,,,,,,,1#1000000,,1,4,,,,26045,,,,,
6514,-1,-1,,-1,11,1003,6,,0,,1,artfact_98,,,,,,,,,,,,,1#1100000,,1,4,,,,26045,,,,,
6515,-1,-1,,-1,11,1003,6,,0,,1,artfact_94,,,,,,,,,,,,,1#600000,,1,4,,,,26046,,,,,
6516,-1,-1,,-1,11,1003,6,,0,,1,artfact_94,,,,,,,,,,,,,1#700000,,1,4,,,,26046,,,,,
6517,-1,-1,,-1,11,1003,6,,0,,1,artfact_94,,,,,,,,,,,,,1#800000,,1,4,,,,26046,,,,,
6518,-1,-1,,-1,11,1003,6,,0,,1,artfact_94,,,,,,,,,,,,,1#900000,,1,4,,,,26046,,,,,
6519,-1,-1,,-1,11,1003,6,,0,,1,artfact_94,,,,,,,,,,,,,1#1000000,,1,4,,,,26046,,,,,
6520,-1,-1,,-1,11,1003,6,,0,,1,artfact_94,,,,,,,,,,,,,1#1100000,,1,4,,,,26046,,,,,
6521,-1,-1,,-1,11,1003,6,,0,,1,artfact_97,,,,,,,,,,,,,1#600000,,1,4,,,,26047,,,,,
6522,-1,-1,,-1,11,1003,6,,0,,1,artfact_97,,,,,,,,,,,,,1#700000,,1,4,,,,26047,,,,,
6523,-1,-1,,-1,11,1003,6,,0,,1,artfact_97,,,,,,,,,,,,,1#800000,,1,4,,,,26047,,,,,
6524,-1,-1,,-1,11,1003,6,,0,,1,artfact_97,,,,,,,,,,,,,1#900000,,1,4,,,,26047,,,,,
6525,-1,-1,,-1,11,1003,6,,0,,1,artfact_97,,,,,,,,,,,,,1#1000000,,1,4,,,,26047,,,,,
6526,-1,-1,,-1,11,1003,6,,0,,1,artfact_97,,,,,,,,,,,,,1#1100000,,1,4,,,,26047,,,,,
6527,-1,-1,,-1,11,1003,6,,0,,1,artfact_96,,,,,,,,,,,,,1#600000,,1,4,,,,26048,,,,,
6528,-1,-1,,-1,11,1003,6,,0,,1,artfact_96,,,,,,,,,,,,,1#700000,,1,4,,,,26048,,,,,
6529,-1,-1,,-1,11,1003,6,,0,,1,artfact_96,,,,,,,,,,,,,1#800000,,1,4,,,,26048,,,,,
6530,-1,-1,,-1,11,1003,6,,0,,1,artfact_96,,,,,,,,,,,,,1#900000,,1,4,,,,26048,,,,,
6531,-1,-1,,-1,11,1003,6,,0,,1,artfact_96,,,,,,,,,,,,,1#1000000,,1,4,,,,26048,,,,,
6532,-1,-1,,-1,11,1003,6,,0,,1,artfact_96,,,,,,,,,,,,,1#1100000,,1,4,,,,26048,,,,,
6533,-1,-1,,-1,11,1003,6,,0,,1,artfact_95,,,,,,,,,,,,,1#600000,,1,4,,,,26049,,,,,
6534,-1,-1,,-1,11,1003,6,,0,,1,artfact_95,,,,,,,,,,,,,1#700000,,1,4,,,,26049,,,,,
6535,-1,-1,,-1,11,1003,6,,0,,1,artfact_95,,,,,,,,,,,,,1#800000,,1,4,,,,26049,,,,,
6536,-1,-1,,-1,11,1003,6,,0,,1,artfact_95,,,,,,,,,,,,,1#900000,,1,4,,,,26049,,,,,
6537,-1,-1,,-1,11,1003,6,,0,,1,artfact_95,,,,,,,,,,,,,1#1000000,,1,4,,,,26049,,,,,
6538,-1,-1,,-1,11,1003,6,,0,,1,artfact_95,,,,,,,,,,,,,1#1100000,,1,4,,,,26049,,,,,
6539,-1,-1,,-1,11,1003,6,,0,,1,artfact_98,,,,,,,,,,,,,1#600000,,1,4,,,,26050,,,,,
6540,-1,-1,,-1,11,1003,6,,0,,1,artfact_98,,,,,,,,,,,,,1#700000,,1,4,,,,26050,,,,,
6541,-1,-1,,-1,11,1003,6,,0,,1,artfact_98,,,,,,,,,,,,,1#800000,,1,4,,,,26050,,,,,
6542,-1,-1,,-1,11,1003,6,,0,,1,artfact_98,,,,,,,,,,,,,1#900000,,1,4,,,,26050,,,,,
6543,-1,-1,,-1,11,1003,6,,0,,1,artfact_98,,,,,,,,,,,,,1#1000000,,1,4,,,,26050,,,,,
6544,-1,-1,,-1,11,1003,6,,0,,1,artfact_98,,,,,,,,,,,,,1#1100000,,1,4,,,,26050,,,,,
6545,-1,-1,,-1,11,1003,6,,0,,1,artfact_94,,,,,,,,,,,,,1#600000,,1,4,,,,26051,,,,,
6546,-1,-1,,-1,11,1003,6,,0,,1,artfact_94,,,,,,,,,,,,,1#700000,,1,4,,,,26051,,,,,
6547,-1,-1,,-1,11,1003,6,,0,,1,artfact_94,,,,,,,,,,,,,1#800000,,1,4,,,,26051,,,,,
6548,-1,-1,,-1,11,1003,6,,0,,1,artfact_94,,,,,,,,,,,,,1#900000,,1,4,,,,26051,,,,,
6549,-1,-1,,-1,11,1003,6,,0,,1,artfact_94,,,,,,,,,,,,,1#1000000,,1,4,,,,26051,,,,,
6550,-1,-1,,-1,11,1003,6,,0,,1,artfact_94,,,,,,,,,,,,,1#1100000,,1,4,,,,26051,,,,,
6551,-1,-1,,-1,11,1003,6,,0,,1,artfact_97,,,,,,,,,,,,,1#600000,,1,4,,,,26052,,,,,
6552,-1,-1,,-1,11,1003,6,,0,,1,artfact_97,,,,,,,,,,,,,1#700000,,1,4,,,,26052,,,,,
6553,-1,-1,,-1,11,1003,6,,0,,1,artfact_97,,,,,,,,,,,,,1#800000,,1,4,,,,26052,,,,,
6554,-1,-1,,-1,11,1003,6,,0,,1,artfact_97,,,,,,,,,,,,,1#900000,,1,4,,,,26052,,,,,
6555,-1,-1,,-1,11,1003,6,,0,,1,artfact_97,,,,,,,,,,,,,1#1000000,,1,4,,,,26052,,,,,
6556,-1,-1,,-1,11,1003,6,,0,,1,artfact_97,,,,,,,,,,,,,1#1100000,,1,4,,,,26052,,,,,
6557,-1,-1,,-1,11,1003,6,,0,,1,artfact_96,,,,,,,,,,,,,1#600000,,1,4,,,,26053,,,,,
6558,-1,-1,,-1,11,1003,6,,0,,1,artfact_96,,,,,,,,,,,,,1#700000,,1,4,,,,26053,,,,,
6559,-1,-1,,-1,11,1003,6,,0,,1,artfact_96,,,,,,,,,,,,,1#800000,,1,4,,,,26053,,,,,
6560,-1,-1,,-1,11,1003,6,,0,,1,artfact_96,,,,,,,,,,,,,1#900000,,1,4,,,,26053,,,,,
6561,-1,-1,,-1,11,1003,6,,0,,1,artfact_96,,,,,,,,,,,,,1#1000000,,1,4,,,,26053,,,,,
6562,-1,-1,,-1,11,1003,6,,0,,1,artfact_96,,,,,,,,,,,,,1#1100000,,1,4,,,,26053,,,,,
6563,-1,-1,,-1,11,1003,6,,0,,1,artfact_98,,,,,,,,,,,,,1#600000,,1,4,,,,26054,,,,,
6564,-1,-1,,-1,11,1003,6,,0,,1,artfact_98,,,,,,,,,,,,,1#700000,,1,4,,,,26054,,,,,
6565,-1,-1,,-1,11,1003,6,,0,,1,artfact_98,,,,,,,,,,,,,1#800000,,1,4,,,,26054,,,,,
6566,-1,-1,,-1,11,1003,6,,0,,1,artfact_98,,,,,,,,,,,,,1#900000,,1,4,,,,26054,,,,,
6567,-1,-1,,-1,11,1003,6,,0,,1,artfact_98,,,,,,,,,,,,,1#1000000,,1,4,,,,26054,,,,,
6568,-1,-1,,-1,11,1003,6,,0,,1,artfact_98,,,,,,,,,,,,,1#1100000,,1,4,,,,26054,,,,,
6569,-1,-1,,-1,11,1003,6,,0,,1,artfact_94,,,,,,,,,,,,,1#600000,,1,4,,,,26055,,,,,
6570,-1,-1,,-1,11,1003,6,,0,,1,artfact_94,,,,,,,,,,,,,1#700000,,1,4,,,,26055,,,,,
6571,-1,-1,,-1,11,1003,6,,0,,1,artfact_94,,,,,,,,,,,,,1#800000,,1,4,,,,26055,,,,,
6572,-1,-1,,-1,11,1003,6,,0,,1,artfact_94,,,,,,,,,,,,,1#900000,,1,4,,,,26055,,,,,
6573,-1,-1,,-1,11,1003,6,,0,,1,artfact_94,,,,,,,,,,,,,1#1000000,,1,4,,,,26055,,,,,
6574,-1,-1,,-1,11,1003,6,,0,,1,artfact_94,,,,,,,,,,,,,1#1100000,,1,4,,,,26055,,,,,
6575,-1,-1,,-1,11,1003,6,,0,,1,artfact_97,,,,,,,,,,,,,1#600000,,1,4,,,,26056,,,,,
6576,-1,-1,,-1,11,1003,6,,0,,1,artfact_97,,,,,,,,,,,,,1#700000,,1,4,,,,26056,,,,,
6577,-1,-1,,-1,11,1003,6,,0,,1,artfact_97,,,,,,,,,,,,,1#800000,,1,4,,,,26056,,,,,
6578,-1,-1,,-1,11,1003,6,,0,,1,artfact_97,,,,,,,,,,,,,1#900000,,1,4,,,,26056,,,,,
6579,-1,-1,,-1,11,1003,6,,0,,1,artfact_97,,,,,,,,,,,,,1#1000000,,1,4,,,,26056,,,,,
6580,-1,-1,,-1,11,1003,6,,0,,1,artfact_97,,,,,,,,,,,,,1#1100000,,1,4,,,,26056,,,,,
6581,-1,-1,,-1,11,1003,6,,0,,1,artfact_96,,,,,,,,,,,,,1#600000,,1,4,,,,26057,,,,,
6582,-1,-1,,-1,11,1003,6,,0,,1,artfact_96,,,,,,,,,,,,,1#700000,,1,4,,,,26057,,,,,
6583,-1,-1,,-1,11,1003,6,,0,,1,artfact_96,,,,,,,,,,,,,1#800000,,1,4,,,,26057,,,,,
6584,-1,-1,,-1,11,1003,6,,0,,1,artfact_96,,,,,,,,,,,,,1#900000,,1,4,,,,26057,,,,,
6585,-1,-1,,-1,11,1003,6,,0,,1,artfact_96,,,,,,,,,,,,,1#1000000,,1,4,,,,26057,,,,,
6586,-1,-1,,-1,11,1003,6,,0,,1,artfact_96,,,,,,,,,,,,,1#1100000,,1,4,,,,26057,,,,,
6587,-1,-1,,-1,11,1003,6,,0,,1,artfact_95,,,,,,,,,,,,,1#600000,,1,4,,,,26058,,,,,
6588,-1,-1,,-1,11,1003,6,,0,,1,artfact_95,,,,,,,,,,,,,1#700000,,1,4,,,,26058,,,,,
6589,-1,-1,,-1,11,1003,6,,0,,1,artfact_95,,,,,,,,,,,,,1#800000,,1,4,,,,26058,,,,,
6590,-1,-1,,-1,11,1003,6,,0,,1,artfact_95,,,,,,,,,,,,,1#900000,,1,4,,,,26058,,,,,
6591,-1,-1,,-1,11,1003,6,,0,,1,artfact_95,,,,,,,,,,,,,1#1000000,,1,4,,,,26058,,,,,
6592,-1,-1,,-1,11,1003,6,,0,,1,artfact_95,,,,,,,,,,,,,1#1100000,,1,4,,,,26058,,,,,
6593,-1,-1,,-1,11,1003,6,,0,,1,artfact_98,,,,,,,,,,,,,1#600000,,1,4,,,,26059,,,,,
6594,-1,-1,,-1,11,1003,6,,0,,1,artfact_98,,,,,,,,,,,,,1#700000,,1,4,,,,26059,,,,,
6595,-1,-1,,-1,11,1003,6,,0,,1,artfact_98,,,,,,,,,,,,,1#800000,,1,4,,,,26059,,,,,
6596,-1,-1,,-1,11,1003,6,,0,,1,artfact_98,,,,,,,,,,,,,1#900000,,1,4,,,,26059,,,,,
6597,-1,-1,,-1,11,1003,6,,0,,1,artfact_98,,,,,,,,,,,,,1#1000000,,1,4,,,,26059,,,,,
6598,-1,-1,,-1,11,1003,6,,0,,1,artfact_98,,,,,,,,,,,,,1#1100000,,1,4,,,,26059,,,,,
6599,-1,-1,,-1,11,1003,6,,0,,1,artfact_94,,,,,,,,,,,,,1#600000,,1,4,,,,26060,,,,,
6600,-1,-1,,-1,11,1003,6,,0,,1,artfact_94,,,,,,,,,,,,,1#700000,,1,4,,,,26060,,,,,
6601,-1,-1,,-1,11,1003,6,,0,,1,artfact_94,,,,,,,,,,,,,1#800000,,1,4,,,,26060,,,,,
6602,-1,-1,,-1,11,1003,6,,0,,1,artfact_94,,,,,,,,,,,,,1#900000,,1,4,,,,26060,,,,,
6603,-1,-1,,-1,11,1003,6,,0,,1,artfact_94,,,,,,,,,,,,,1#1000000,,1,4,,,,26060,,,,,
6604,-1,-1,,-1,11,1003,6,,0,,1,artfact_94,,,,,,,,,,,,,1#1100000,,1,4,,,,26060,,,,,
6605,-1,-1,,-1,11,1003,6,,0,,1,artfact_97,,,,,,,,,,,,,1#600000,,1,4,,,,26061,,,,,
6606,-1,-1,,-1,11,1003,6,,0,,1,artfact_97,,,,,,,,,,,,,1#700000,,1,4,,,,26061,,,,,
6607,-1,-1,,-1,11,1003,6,,0,,1,artfact_97,,,,,,,,,,,,,1#800000,,1,4,,,,26061,,,,,
