id,partner_link,skin,name,lv,grade,hp,atk,hpP,atkP,armP,spdP,energy_ex,hit,miss,crit,unCrit,critTime,unfree,free,allDmgRate,allHarmDec,sklP,decDmg,brk,trueAtk,is_boss,lv_show,scale,is_player_use,skill,equip_6,exskill,is_real_boss
7009218,756002,,-1,430,10,8568000,337456,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009219,754010,,-1,430,10,7752000,499934,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009220,753010,,-1,430,10,7180800,328082,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009221,751011,,-1,430,10,7344000,412446,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009222,754009,,-1,430,10,7180800,328082,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009223,754005,,-1,430,10,8568000,337456,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009224,751009,,-1,430,10,8568000,337456,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009225,751003,,-1,430,10,8568000,337456,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009226,756004,,-1,430,10,7752000,499934,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009227,756001,,-1,430,10,7180800,328082,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009228,755004,,-1,430,10,7752000,499934,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009229,752011,,-1,430,10,7344000,412446,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009230,755001,,-1,430,10,7344000,412446,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009231,755002,,-1,430,10,8568000,337456,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009232,753001,,-1,430,10,7344000,412446,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009233,753006,,-1,430,10,6201600,276887,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009234,755004,,-1,430,10,6201600,276887,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009235,754010,,-1,430,10,6201600,276887,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009236,752004,,-1,430,10,6201600,276887,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009237,752010,,-1,430,10,6854400,186899,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009238,752005,,-1,430,10,5809920,207665,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009239,751007,,-1,430,10,6201600,276887,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009240,654015,,-1,430,6,6201600,276887,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009241,756004,,-1,430,10,6201600,276887,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009242,751003,,-1,430,10,6854400,186899,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009243,753004,,-1,430,10,5809920,207665,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009244,751006,,-1,430,10,5809920,207665,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009245,754005,,-1,430,10,6854400,186899,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009246,755002,,-1,430,10,6854400,186899,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009247,752011,,-1,430,10,5875200,228432,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009248,754009,,-1,430,10,5744640,181707,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009249,754005,,-1,430,10,4284000,124599,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009250,756004,,-1,430,10,3876000,184591,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009251,752011,,-1,430,10,3672000,152288,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009252,755002,,-1,430,10,4284000,124599,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009253,753010,,-1,430,10,3590400,121138,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009254,755005,,-1,430,10,3672000,152288,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009255,751011,,-1,430,10,3672000,152288,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009256,751004,,-1,430,10,3672000,152288,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009257,756003,,-1,430,10,3631200,138443,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009258,752007,,-1,430,10,3590400,121138,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009259,751009,,-1,430,10,4284000,124599,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009260,751007,,-1,430,10,3876000,184591,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009261,756005,,-1,430,10,3590400,121138,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009262,754003,,-1,430,10,3876000,184591,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009263,754007,,-1,430,10,3590400,121138,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009264,752003,,-1,430,10,3672000,152288,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009265,753001,,-1,430,10,3672000,152288,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009266,755001,,-1,430,10,3672000,152288,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009267,752004,,-1,430,10,3876000,184591,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009268,752002,,-1,430,10,3631200,138443,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009269,752005,,-1,430,10,3631200,138443,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009270,756001,,-1,430,10,3590400,121138,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009271,754010,,-1,430,10,3876000,184591,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009272,751002,,-1,430,10,3876000,184591,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009273,753004,,-1,430,10,3631200,138443,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009274,751005,,-1,430,10,3590400,121138,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009275,754009,,-1,430,10,3590400,121138,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009276,751006,,-1,430,10,3631200,138443,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009277,753006,,-1,430,10,3876000,184591,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009278,751010,,-1,430,10,3631200,138443,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009279,756002,,-1,430,10,4284000,124599,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,430,,,,,,
7009280,753002,,-1,440,10,7775040,397448,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009281,751006,,-1,440,10,7775040,397448,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009282,753006,,-1,440,10,8299200,529930,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009283,752005,,-1,440,10,7775040,397448,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009284,756002,,-1,440,10,9172800,357703,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009285,754010,,-1,440,10,8299200,529930,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009286,753010,,-1,440,10,7687680,347767,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009287,751011,,-1,440,10,7862400,437193,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009288,754009,,-1,440,10,7687680,347767,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009289,754005,,-1,440,10,9172800,357703,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009290,751009,,-1,440,10,9172800,357703,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009291,751003,,-1,440,10,9172800,357703,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009292,756004,,-1,440,10,8299200,529930,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009293,756001,,-1,440,10,7687680,347767,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009294,755004,,-1,440,10,8299200,529930,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009295,752011,,-1,440,10,7862400,437193,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009296,755001,,-1,440,10,7862400,437193,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009297,755002,,-1,440,10,9172800,357703,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009298,753001,,-1,440,10,7862400,437193,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009299,753006,,-1,440,10,6639360,293500,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009300,755004,,-1,440,10,6639360,293500,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009301,754010,,-1,440,10,6639360,293500,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009302,752004,,-1,440,10,6639360,293500,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009303,752010,,-1,440,10,7338240,198112,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009304,752005,,-1,440,10,6220032,220125,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009305,751007,,-1,440,10,6639360,293500,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009306,654015,,-1,440,6,6639360,293500,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009307,756004,,-1,440,10,6639360,293500,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009308,751003,,-1,440,10,7338240,198112,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009309,753004,,-1,440,10,6220032,220125,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009310,751006,,-1,440,10,6220032,220125,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009311,754005,,-1,440,10,7338240,198112,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009312,755002,,-1,440,10,7338240,198112,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009313,752011,,-1,440,10,6289920,242137,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009314,754009,,-1,440,10,6150144,192609,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009315,754005,,-1,440,10,4586400,132075,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009316,756004,,-1,440,10,4149600,195667,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009317,752011,,-1,440,10,3931200,161425,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009318,755002,,-1,440,10,4586400,132075,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009319,753010,,-1,440,10,3843840,128406,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009320,755005,,-1,440,10,3931200,161425,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009321,751011,,-1,440,10,3931200,161425,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009322,751004,,-1,440,10,3931200,161425,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009323,756003,,-1,440,10,3887520,146750,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009324,752007,,-1,440,10,3843840,128406,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009325,751009,,-1,440,10,4586400,132075,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009326,751007,,-1,440,10,4149600,195667,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009327,756005,,-1,440,10,3843840,128406,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009328,754003,,-1,440,10,4149600,195667,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009329,754007,,-1,440,10,3843840,128406,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009330,752003,,-1,440,10,3931200,161425,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009331,753001,,-1,440,10,3931200,161425,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009332,755001,,-1,440,10,3931200,161425,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009333,752004,,-1,440,10,4149600,195667,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009334,752002,,-1,440,10,3887520,146750,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009335,752005,,-1,440,10,3887520,146750,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009336,756001,,-1,440,10,3843840,128406,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009337,754010,,-1,440,10,4149600,195667,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009338,751002,,-1,440,10,4149600,195667,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009339,753004,,-1,440,10,3887520,146750,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009340,751005,,-1,440,10,3843840,128406,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009341,754009,,-1,440,10,3843840,128406,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009342,751006,,-1,440,10,3887520,146750,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009343,753006,,-1,440,10,4149600,195667,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009344,751010,,-1,440,10,3887520,146750,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009345,756002,,-1,440,10,4586400,132075,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,440,,,,,,
7009346,751009,,-1,450,10,10080000,429244,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009347,751003,,-1,450,10,10080000,429244,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009348,751012,,-1,450,10,10080000,429244,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009349,752010,,-1,450,10,10080000,429244,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009350,752011,,-1,450,10,8640000,524631,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009351,752012,,-1,450,10,9120000,635916,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009352,753004,,-1,450,10,8544000,476937,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009353,754004,,-1,450,10,8640000,524631,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009354,754009,,-1,450,10,8448000,417320,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009355,754005,,-1,450,10,10080000,429244,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009356,754011,,-1,450,10,8544000,476937,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009357,754012,,-1,450,10,8640000,524631,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009358,755001,,-1,450,10,8640000,524631,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009359,755006,,-1,450,10,10080000,429244,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009360,655012,,-1,450,6,8448000,417320,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009361,756006,,-1,450,10,8640000,524631,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009362,751012,,-1,450,10,8064000,237735,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009363,753004,,-1,450,10,6835200,264150,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009364,752010,,-1,450,10,8064000,237735,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009365,752012,,-1,450,10,7296000,352200,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009366,752014,,-1,450,10,6835200,264150,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009367,754009,,-1,450,10,6758400,231131,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009368,752011,,-1,450,10,6912000,290565,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009369,754005,,-1,450,10,8064000,237735,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009370,755001,,-1,450,10,6912000,290565,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009371,755006,,-1,450,10,8064000,237735,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009372,756006,,-1,450,10,6912000,290565,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009373,756002,,-1,450,10,8064000,237735,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009374,756001,,-1,450,10,6758400,231131,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009375,752013,,-1,450,10,6912000,290565,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009376,752007,,-1,450,10,6758400,231131,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009377,754011,,-1,450,10,6835200,264150,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009378,655012,,-1,450,6,6758400,231131,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009379,754004,,-1,450,10,4320000,193710,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009380,753004,,-1,450,10,4272000,176100,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009381,751002,,-1,450,10,4560000,234800,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009382,754011,,-1,450,10,4272000,176100,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009383,754012,,-1,450,10,4320000,193710,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009384,756003,,-1,450,10,4272000,176100,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009385,756006,,-1,450,10,4320000,193710,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009386,754001,,-1,450,10,4272000,176100,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009387,755006,,-1,450,10,5040000,158490,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
7009388,655012,,-1,450,6,4224000,154087,6.82,6.3,1,1,,1100,850,0,0,0,0,300,0,0,0,0,0,0,,450,,,,,,
