id,type,buff,num,round,prob,fx_hurt1
1004134,1004,spd,20,0,1,
1004135,1004,spd,40,0,1,
1004136,1004,spd,60,0,1,
1004137,1004,spd,20,0,1,
1004138,1004,spd,40,0,1,
1004139,1004,spd,60,0,1,
1004140,1004,spd,8,99,1,
1004141,1004,spd,8,99,1,
1004142,1004,spd,8,99,1,
1004143,1004,spd,8,99,1,
1004144,1004,spd,20,99,1,
1004145,1004,spd,30,99,1,
1004146,1004,spd,40,99,1,
1004147,1004,spd,20,0,1,
1004148,1004,spd,40,0,1,
1004149,1004,spd,60,0,1,
1004150,1004,spd,20,0,1,
1004151,1004,spd,40,0,1,
1004152,1004,spd,60,0,1,
1004153,1004,spd,-2,2,1,
1004154,1004,spd,-4,2,1,
1004155,1004,spd,-6,2,1,
1004156,1004,spd,-8,2,1,
1004157,1004,spd,-10,2,1,
1004158,1004,spd,5,2,1,
1004159,1004,spd,10,2,1,
1004160,1004,spd,20,0,1,
1004161,1004,spd,40,0,1,
1004162,1004,spd,60,0,1,
1004163,1004,spd,10,2,1,
1004164,1004,spd,20,2,1,
1004165,1004,spd,30,2,1,
1004166,1004,spd,35,2,1,
1004167,1004,spd,35,2,1,
1004168,1004,spd,40,3,1,
1004169,1004,spd,10,0,1,
1004170,1004,spd,20,0,1,
1004171,1004,spd,30,0,1,
1004172,1004,spd,20,0,1,
1004173,1004,spd,40,0,1,
1004174,1004,spd,60,0,1,
1004175,1004,spd,60,0,1,
1004176,1004,spd,60,0,1,
1004177,1004,spd,65,0,1,
1004178,1004,spd,65,0,1,
1004179,1004,spd,70,0,1,
1004180,1004,spd,32,0,1,
1004181,1004,spd,34,0,1,
1004182,1004,spd,36,0,1,
1004183,1004,spd,38,0,1,
1004184,1004,spd,40,0,1,
1004185,1004,spd,10,0,1,
1004186,1004,spd,20,0,1,
1004187,1004,spd,30,0,1,
1004188,1004,spd,2,5,1,
1004189,1004,spd,4,5,1,
1004190,1004,spd,6,5,1,
1004191,1004,spd,8,5,1,
1004192,1004,spd,10,5,1,
1004193,1004,spd,12,5,1,
1004194,1004,spd,14,5,1,
1004195,1004,spd,16,5,1,
1004196,1004,spd,18,5,1,
1004197,1004,spd,20,5,1,
1004198,1004,spd,20,0,1,
1004199,1004,spd,40,0,1,
1004200,1004,spd,60,0,1,
1004201,1004,spd,62,0,1,
1004202,1004,spd,64,0,1,
1004203,1004,spd,66,0,1,
1004204,1004,spd,68,0,1,
1004205,1004,spd,70,0,1,
1004206,1004,spd,20,1,1,
1004207,1004,spd,20,1,0.66,
1004208,1004,spd,20,1,0.33,
1004209,1004,spd,40,1,1,
1004210,1004,spd,40,1,0.66,
1004211,1004,spd,40,1,0.33,
1004212,1004,spd,60,1,1,
1004213,1004,spd,60,1,0.66,
1004214,1004,spd,60,1,0.33,
1004215,1004,spd,20,99,1,
1004216,1004,spd,40,99,1,
1004217,1004,spd,60,99,1,
1004218,1004,spd,62,99,1,
1004219,1004,spd,64,99,1,
1004220,1004,spd,66,99,1,
1004221,1004,spd,68,99,1,
1004222,1004,spd,70,99,1,
1004223,1004,spd,30,1,1,
1004224,1004,spd,60,1,1,
1004225,1004,spd,20,0,1,
1004226,1004,spd,40,0,1,
1004227,1004,spd,60,0,1,
1004228,1004,spd,62,0,1,
1004229,1004,spd,64,0,1,
1004230,1004,spd,66,0,1,
1004231,1004,spd,68,0,1,
1004232,1004,spd,70,0,1,
1004233,1004,spd,10,2,1,
1004234,1004,spd,40,0,1,
1004235,1004,spd,60,0,1,
1004236,1004,spd,80,0,1,
1004237,1004,spd,82,0,1,
1004238,1004,spd,84,0,1,
1004239,1004,spd,86,0,1,
1004240,1004,spd,88,0,1,
1004241,1004,spd,90,0,1,
1004242,1004,spd,20,0,1,
1004243,1004,spd,40,0,1,
1004244,1004,spd,60,0,1,
1004245,1004,spd,62,0,1,
1004246,1004,spd,64,0,1,
1004247,1004,spd,66,0,1,
1004248,1004,spd,68,0,1,
1004249,1004,spd,70,0,1,
1004250,1004,spd,20,0,1,
1004251,1004,spd,30,0,1,
1004252,1004,spd,40,0,1,
1004253,1004,spd,42,0,1,
1004254,1004,spd,44,0,1,
1004255,1004,spd,46,0,1,
1004256,1004,spd,48,0,1,
1004257,1004,spd,50,0,1,
1004258,1004,spd,30,0,1,
1004259,1004,spd,40,0,1,
1004260,1004,spd,50,0,1,
1004261,1004,spd,52,0,1,
1004262,1004,spd,54,0,1,
1004263,1004,spd,56,0,1,
1004264,1004,spd,58,0,1,
1004265,1004,spd,60,0,1,
1004266,1004,spd,20,0,1,
1004267,1004,spd,30,0,1,
1004268,1004,spd,40,0,1,
1004269,1004,spd,42,0,1,
1004270,1004,spd,44,0,1,
1004271,1004,spd,46,0,1,
1004272,1004,spd,48,0,1,
1004273,1004,spd,50,0,1,
1004274,1004,spd,0.6,99,1,
1004275,1004,spd,20,0,1,
1004276,1004,spd,40,0,1,
1004277,1004,spd,60,0,1,
1004278,1004,spd,62,0,1,
1004279,1004,spd,64,0,1,
1004280,1004,spd,66,0,1,
1004281,1004,spd,68,0,1,
1004282,1004,spd,70,0,1,
1004283,1004,spd,0,0,0,
1004284,1004,spd,40,99,1,
1004285,1004,spd,60,99,1,
1004286,1004,spd,80,99,1,
1004287,1004,spd,50,3,1,
1004288,1004,spd,60,3,1,
1004289,1004,spd,70,3,1,
1004290,1004,spd,40,99,1,
1004291,1004,spd,60,99,1,
1004292,1004,spd,80,99,1,
1004293,1004,spd,40,99,1,
1004294,1004,spd,60,99,1,
1004295,1004,spd,80,99,1,
1004296,1004,spd,5,3,1,
1004297,1004,spd,10,3,1,
1004298,1004,spd,20,3,1,
1004299,1004,spd,22,3,1,
1004300,1004,spd,24,3,1,
1004301,1004,spd,26,3,1,
1004302,1004,spd,28,3,1,
1004303,1004,spd,30,3,1,
1005001,1005,sklP,1000,0,1,
1005002,1005,sklP,250,0,1,
1005003,1005,sklP,375,0,1,
1005004,1005,sklP,500,0,1,
1005005,1005,sklP,600,0,1,
1005006,1005,sklP,625,0,1,
1005007,1005,sklP,750,0,1,
1005008,1005,sklP,875,0,1,
1005009,1005,sklP,950,0,1,
1005010,1005,sklP,200,99,1,
1005011,1005,sklP,175,99,1,
1005012,1005,sklP,200,99,1,
1005013,1005,sklP,219,99,1,
1005014,1005,sklP,220,99,1,
1005015,1005,sklP,240,99,1,
1005016,1005,sklP,250,99,1,
1005017,1005,sklP,260,99,1,
1005018,1005,sklP,300,99,1,
1005019,1005,sklP,350,99,1,
1005020,1005,sklP,400,99,1,
1005021,1005,sklP,100,99,1,
1005022,1005,sklP,150,99,1,
1005023,1005,sklP,219,2,1,
1005024,1005,sklP,-250,2,1,
1005025,1005,sklP,350,2,1,
1005026,1005,sklP,-350,2,1,
1005027,1005,sklP,110,3,1,
1005028,1005,sklP,120,3,1,
1005029,1005,sklP,150,3,1,
1005030,1005,sklP,-150,3,1,
1005031,1005,sklP,-188,3,1,
1005032,1005,sklP,200,3,1,
1005033,1005,sklP,250,3,1,
1005034,1005,sklP,-250,3,1,
1005035,1005,sklP,300,3,1,
1005036,1005,sklP,350,3,1,
1005037,1005,sklP,400,3,1,
1005038,1005,sklP,60,3,1,
1005039,1005,sklP,70,3,1,
1005040,1005,sklP,125,99,1,
1005041,1005,sklP,300,99,1,
1005042,1005,sklP,500,99,1,
1005043,1005,sklP,10,0,1,
1005044,1005,sklP,1020,0,1,
1005045,1005,sklP,1080,0,1,
1005046,1005,sklP,1080,0,1,
1005047,1005,sklP,1100,0,1,
1005048,1005,sklP,10,99,1,
1005049,1005,sklP,205,99,1,
1005050,1005,sklP,210,99,1,
1005051,1005,sklP,215,99,1,
1005052,1005,sklP,220,99,1,
1005053,1005,sklP,225,99,1,
1005054,1005,sklP,300,99,1,
1005055,1005,sklP,310,99,1,
1005056,1005,sklP,310,99,1,
1005057,1005,sklP,320,99,1,
1005058,1005,sklP,330,99,1,
1005059,1005,sklP,950,0,1,
1005060,1005,sklP,990,0,1,
1005061,1005,sklP,990,0,1,
1005062,1005,sklP,1030,0,1,
1005063,1005,sklP,1050,0,1,
1005064,1005,sklP,70,99,1,
1005065,1005,sklP,70,99,1,
1005066,1005,sklP,70,99,1,
1005067,1005,sklP,70,99,1,
1005068,1005,sklP,300,0,1,
1005069,1005,sklP,500,0,1,
1005070,1005,sklP,700,0,1,
1005071,1005,sklP,10,0,1,
1005072,1005,sklP,20,0,1,
1005073,1005,sklP,30,0,1,
1005074,1005,sklP,40,0,1,
1005075,1005,sklP,50,0,1,
1005076,1005,sklP,600,99,1,
1005077,1005,sklP,900,99,1,
1005078,1005,sklP,1200,99,1,
1005079,1005,sklP,1000,99,1,
1005080,1005,sklP,50,99,1,
1005081,1005,sklP,100,99,1,
1005082,1005,sklP,150,99,1,
1005083,1005,sklP,200,99,1,
1005084,1005,sklP,250,99,1,
1005085,1005,sklP,300,99,1,
1005086,1005,sklP,350,99,1,
1005087,1005,sklP,400,99,1,
1005088,1005,sklP,200,99,1,
1005089,1005,sklP,300,99,1,
1005090,1005,sklP,500,99,1,
1005091,1005,sklP,520,99,1,
1005092,1005,sklP,540,99,1,
1005093,1005,sklP,560,99,1,
1005094,1005,sklP,580,99,1,
1005095,1005,sklP,600,99,1,
1006001,1006,hit,200,0,1,
1006002,1006,hit,300,0,1,
1006003,1006,hit,400,0,1,
1006004,1006,hit,500,0,1,
1006005,1006,hit,600,0,1,
1006006,1006,hit,700,0,1,
1006007,1006,hit,900,0,1,
1006008,1006,hit,300,2,1,
1006009,1006,hit,500,2,1,
1006010,1006,hit,-280,3,0.25,
1006011,1006,hit,-400,3,0.35,
1006012,1006,hit,-400,3,1,
1006013,1006,hit,600,3,1,
1006014,1006,hit,240,0,1,
1006015,1006,hit,360,0,1,
1006016,1006,hit,1000,0,1,
1006017,1006,hit,300,3,1,
1006018,1006,hit,400,3,1,
1006019,1006,hit,500,3,1,
1006020,1006,hit,800,0,1,
1006021,1006,hit,300,0,1,
1006022,1006,hit,2000,0,1,
1006023,1006,hit,-400,0,1,
1006024,1006,hit,-440,3,1,
1006025,1006,hit,200,0,1,
1006026,1006,hit,300,0,1,
1006027,1006,hit,600,0,1,
1006028,1006,hit,400,0,1,
1006029,1006,hit,440,0,1,
1006030,1006,hit,440,0,1,
1006031,1006,hit,450,0,1,
1006032,1006,hit,460,0,1,
1006033,1006,hit,400,0,1,
1006034,1006,hit,600,0,1,
1006035,1006,hit,1000,0,1,
1006036,1006,hit,180,99,1,
1006037,1006,hit,180,99,1,
1006038,1006,hit,180,99,1,
1006039,1006,hit,180,99,1,
1006040,1006,hit,600,3,1,
1006041,1006,hit,40,6,1,
1006042,1006,hit,80,6,1,
1006043,1006,hit,120,6,1,
1006044,1006,hit,160,6,1,
1006045,1006,hit,200,6,1,
1006046,1006,hit,60,4,1,
1006047,1006,hit,120,4,1,
1006048,1006,hit,180,4,1,
1006049,1006,hit,240,4,1,
1006050,1006,hit,300,4,1,
1006051,1006,hit,40,99,1,
1006052,1006,hit,100,99,1,
1006053,1006,hit,-40,2,1,
1006054,1006,hit,-80,2,1,
1006055,1006,hit,-200,2,1,
1006056,1006,hit,-100,2,1,
1006057,1006,hit,-200,2,1,
1006058,1006,hit,-300,2,1,
1006059,1006,hit,1200,0,1,
1006060,1006,hit,400,0,1,
1006061,1006,hit,600,0,1,
1006062,1006,hit,1000,0,1,
1006063,1006,hit,1020,0,1,
1006064,1006,hit,1040,0,1,
1006065,1006,hit,1060,0,1,
1006066,1006,hit,1080,0,1,
1006067,1006,hit,1100,0,1,
1006068,1006,hit,160,2,1,
1006069,1006,hit,240,2,1,
1006070,1006,hit,400,2,1,
1006071,1006,hit,400,0,1,
1006072,1006,hit,600,0,1,
1006073,1006,hit,800,0,1,
1006074,1006,hit,820,0,1,
1006075,1006,hit,840,0,1,
1006076,1006,hit,860,0,1,
1006077,1006,hit,880,0,1,
1006078,1006,hit,900,0,1,
1006079,1006,hit,240,3,1,
1006080,1006,hit,480,3,1,
1006081,1006,hit,720,3,1,
1006082,1006,hit,400,2,1,
1006083,1006,hit,-160,3,1,
1006084,1006,hit,-200,3,1,
1006085,1006,hit,-700,3,1,
1006086,1006,hit,-760,3,1,
1006087,1006,hit,-820,3,1,
1006088,1006,hit,-880,3,1,
1006089,1006,hit,-940,3,1,
1006090,1006,hit,-1000,3,1,
1006091,1006,hit,-200,3,1,
1006092,1006,hit,-300,3,1,
1006093,1006,hit,-600,3,1,
1006094,1006,hit,-640,3,1,
1006095,1006,hit,-680,3,1,
1006096,1006,hit,-720,3,1,
1006097,1006,hit,-760,3,1,
1006098,1006,hit,-800,3,1,
1006099,1006,hit,100,3,1,
1006100,1006,hit,200,3,1,
1006101,1006,hit,400,3,1,
1007001,1007,miss,200,0,1,
1007002,1007,miss,2000,0,1,
1007003,1007,miss,300,0,1,
1007004,1007,miss,400,0,1,
1007005,1007,miss,500,0,1,
1007006,1007,miss,100,99,1,
1007007,1007,miss,120,99,1,
1007008,1007,miss,-200,2,1,
1007009,1007,miss,300,2,1,
1007010,1007,miss,-300,2,1,
1007011,1007,miss,100,0,1,
1007012,1007,miss,-200,3,1,
1007013,1007,miss,-300,3,1,
1007014,1007,miss,-400,3,1,
1007015,1007,miss,2000,99,1,
1007016,1007,miss,600,0,1,
1007017,1007,miss,700,0,1,
1007018,1007,miss,800,0,1,
1007019,1007,miss,140,99,1,
1007020,1007,miss,200,99,1,
1007021,1007,miss,600,0,1,
1007022,1007,miss,1000,0,1,
1007023,1007,miss,1400,0,1,
1007024,1007,miss,-200,3,1,
1007025,1007,miss,-400,3,1,
1007026,1007,miss,-600,3,1,
1007027,1007,miss,900,0,1,
1007028,1007,miss,1200,0,1,
1007029,1007,miss,400,0,1,
1007030,1007,miss,600,0,1,
1007031,1007,miss,600,0,1,
1007032,1007,miss,-400,0,1,
1007033,1007,miss,-440,3,1,
1007034,1007,miss,220,99,1,
1007035,1007,miss,220,99,1,
1007036,1007,miss,230,99,1,
1007037,1007,miss,230,99,1,
1007038,1007,miss,240,99,1,
1007039,1007,miss,740,0,1,
1007040,1007,miss,740,0,1,
1007041,1007,miss,750,0,1,
1007042,1007,miss,750,0,1,
1007043,1007,miss,760,0,1,
1007044,1007,miss,400,3,1,
1007045,1007,miss,500,3,1,
1007046,1007,miss,120,99,1,
1007047,1007,miss,120,99,1,
1007048,1007,miss,120,99,1,
1007049,1007,miss,120,99,1,
1007050,1007,miss,600,3,1,
1007051,1007,miss,-40,2,1,
1007052,1007,miss,-80,2,1,
1007053,1007,miss,-120,2,1,
1007054,1007,miss,-160,2,1,
1007055,1007,miss,-200,2,1,
1007056,1007,miss,1000,1,1,
1007057,1007,miss,1000,1,1,
1007058,1007,miss,2000,1,1,
1007059,1007,miss,3000,1,1,
1007060,1007,miss,4000,1,1,
1007061,1007,miss,5000,1,1,
1007062,1007,miss,-40,99,1,
1007063,1007,miss,-100,99,1,
1007064,1007,miss,400,0,1,
1007065,1007,miss,800,0,1,
1007066,1007,miss,1200,0,1,
1007067,1007,miss,200,3,1,
1007068,1007,miss,300,3,1,
1007069,1007,miss,400,3,1,
1007070,1007,miss,200,0,1,
1007071,1007,miss,400,0,1,
1007072,1007,miss,600,0,1,
1007073,1007,miss,620,0,1,
1007074,1007,miss,640,0,1,
1007075,1007,miss,660,0,1,
1007076,1007,miss,680,0,1,
1007077,1007,miss,700,0,1,
1007078,1007,miss,-400,2,1,
1007079,1007,miss,300,2,1,
1007080,1007,miss,400,3,1,
1007081,1007,miss,500,3,1,
1007082,1007,miss,1000,3,1,
1007083,1007,miss,1040,3,1,
1007084,1007,miss,1080,3,1,
1007085,1007,miss,1120,3,1,
1007086,1007,miss,1160,3,1,
1007087,1007,miss,1200,3,1,
1007088,1007,miss,400,99,1,
1007089,1007,miss,600,99,1,
1007090,1007,miss,1000,99,1,
1007091,1007,miss,1040,99,1,
1007092,1007,miss,1080,99,1,
1007093,1007,miss,1120,99,1,
1007094,1007,miss,1160,99,1,
1007095,1007,miss,1200,99,1,
1008001,1008,crit,200,0,1,
1008002,1008,crit,2000,0,1,
1008003,1008,crit,300,0,1,
1008004,1008,crit,400,0,1,
1008005,1008,crit,440,0,1,
1008006,1008,crit,480,0,1,
1008007,1008,crit,500,0,1,
1008008,1008,crit,600,0,1,
1008009,1008,crit,700,0,1,
1008010,1008,crit,800,0,1,
1008011,1008,crit,-100,99,1,
1008012,1008,crit,160,99,1,
1008013,1008,crit,200,99,1,
1008014,1008,crit,-200,99,1,
1008015,1008,crit,220,99,1,
1008016,1008,crit,280,99,1,
1008017,1008,crit,300,99,1,
1008018,1008,crit,400,99,1,
1008019,1008,crit,-200,2,1,
1008020,1008,crit,-250,2,1,
1008021,1008,crit,300,2,1,
1008022,1008,crit,-400,2,1,
1008023,1008,crit,-600,2,1,
1008024,1008,crit,600,2,1,
1008025,1008,crit,-200,3,0.3,
1008026,1008,crit,-200,3,0.8,
1008027,1008,crit,-300,3,0.8,
1008028,1008,crit,100,3,1,
1008029,1008,crit,-100,3,1,
1008030,1008,crit,160,3,1,
1008031,1008,crit,-180,3,1,
1008032,1008,crit,200,3,1,
1008033,1008,crit,-200,3,1,
1008034,1008,crit,220,3,1,
1008035,1008,crit,240,3,1,
1008036,1008,crit,300,3,1,
1008037,1008,crit,-300,3,1,
1008038,1008,crit,-340,3,1,
1008039,1008,crit,360,3,1,
1008040,1008,crit,-360,3,1,
1008041,1008,crit,400,3,1,
1008042,1008,crit,450,3,1,
1008043,1008,crit,480,3,1,
1008044,1008,crit,-480,3,1,
1008045,1008,crit,-500,3,1,
1008046,1008,crit,600,3,1,
1008047,1008,crit,800,3,1,
1008048,1008,crit,300,4,1,
1008049,1008,crit,-300,4,1,
1008050,1008,crit,400,4,1,
1008051,1008,crit,-400,4,1,
1008052,1008,crit,1200,99,1,
1008053,1008,crit,240,99,1,
1008054,1008,crit,280,99,1,
1008055,1008,crit,400,99,1,
1008056,1008,crit,500,99,1,
1008057,1008,crit,600,99,1,
1008058,1008,crit,900,99,1,
1008059,1008,crit,100,0,1,
1008060,1008,crit,40,0,1,
1008061,1008,crit,100,3,1,
1008062,1008,crit,150,3,1,
1008063,1008,crit,200,3,1,
1008064,1008,crit,250,3,1,
1008065,1008,crit,300,3,1,
1008066,1008,crit,350,3,1,
1008067,1008,crit,400,3,1,
1008068,1008,crit,450,3,1,
1008069,1008,crit,500,99,1,
1008070,1008,crit,300,4,1,
1008071,1008,crit,1500,2,1,
1008072,1008,crit,200,0,1,
1008073,1008,crit,400,0,1,
1008074,1008,crit,700,0,1,
1008075,1008,crit,-20,3,1,
1008076,1008,crit,-40,3,1,
1008077,1008,crit,-60,3,1,
1008078,1008,crit,-80,3,1,
1008079,1008,crit,-100,3,1,
1008080,1008,crit,-120,3,1,
1008081,1008,crit,-140,3,1,
1008082,1008,crit,-160,3,1,
1008083,1008,crit,-180,3,1,
1008084,1008,crit,-200,3,1,
1008085,1008,crit,-220,3,1,
1008086,1008,crit,-240,3,1,
1008087,1008,crit,-260,3,1,
1008088,1008,crit,-280,3,1,
1008089,1008,crit,-300,3,1,
1008090,1008,crit,-320,3,1,
1008091,1008,crit,-340,3,1,
1008092,1008,crit,-360,3,1,
1008093,1008,crit,-380,3,1,
1008094,1008,crit,-400,3,1,
1008095,1008,crit,-420,3,1,
1008096,1008,crit,-440,3,1,
1008097,1008,crit,-460,3,1,
1008098,1008,crit,-480,3,1,
1008099,1008,crit,-500,3,1,
1008100,1008,crit,-520,3,1,
1008101,1008,crit,-540,3,1,
1008102,1008,crit,-560,3,1,
1008103,1008,crit,-580,3,1,
1008104,1008,crit,-600,3,1,
1008105,1008,crit,500,3,1,
1008106,1008,crit,20,2,1,
1008107,1008,crit,60,2,1,
1008108,1008,crit,100,2,1,
1008109,1008,crit,400,0,1,
1008110,1008,crit,440,0,1,
1008111,1008,crit,440,0,1,
1008112,1008,crit,450,0,1,
1008113,1008,crit,460,0,1,
1008114,1008,crit,700,0,1,
1008115,1008,crit,740,0,1,
1008116,1008,crit,740,0,1,
1008117,1008,crit,750,0,1,
1008118,1008,crit,760,0,1,
1008119,1008,crit,600,0,1,
1008120,1008,crit,640,0,1,
1008121,1008,crit,640,0,1,
1008122,1008,crit,650,0,1,
1008123,1008,crit,660,0,1,
1008124,1008,crit,10,99,1,
1008125,1008,crit,280,3,1,
1008126,1008,crit,420,99,1,
1008127,1008,crit,420,99,1,
1008128,1008,crit,440,99,1,
1008129,1008,crit,440,99,1,
1008130,1008,crit,460,99,1,
1008131,1008,crit,400,0,1,
1008132,1008,crit,440,0,1,
1008133,1008,crit,440,0,1,
1008134,1008,crit,450,0,1,
1008135,1008,crit,460,0,1,
1008136,1008,crit,1300,99,1,
1008137,1008,crit,660,3,1,
1008138,1008,crit,620,3,1,
1008139,1008,crit,630,3,1,
1008140,1008,crit,640,3,1,
1008141,1008,crit,650,3,1,
1008142,1008,crit,660,3,1,
1008143,1008,crit,440,99,1,
1008144,1008,crit,440,99,1,
1008145,1008,crit,440,99,1,
1008146,1008,crit,460,99,1,
1008147,1008,crit,460,99,1,
1008148,1008,crit,-320,3,0.8,
1008149,1008,crit,-320,3,0.8,
1008150,1008,crit,-340,3,0.8,
1008151,1008,crit,-340,3,0.8,
1008152,1008,crit,-340,3,0.85,
1008153,1008,crit,-620,2,1,
1008154,1008,crit,-620,2,1,
1008155,1008,crit,-640,2,1,
1008156,1008,crit,-640,2,1,
1008157,1008,crit,-660,2,1,
1008158,1008,crit,200,2,1,
1008159,1008,crit,500,2,1,
1008160,1008,crit,1000,2,1,
1008161,1008,crit,280,99,1,
1008162,1008,crit,300,99,1,
1008163,1008,crit,300,99,1,
1008164,1008,crit,320,99,1,
1008165,1008,crit,340,99,1,
1008166,1008,crit,400,3,1,
1008167,1008,crit,440,3,1,
1008168,1008,crit,440,99,1,
1008169,1008,crit,-380,3,1,
1008170,1008,crit,-390,3,1,
1008171,1008,crit,-400,3,1,
1008172,1008,crit,-410,3,1,
1008173,1008,crit,-420,3,1,
1008174,1008,crit,-560,3,1,
1008175,1008,crit,-400,4,1,
1008176,1008,crit,-420,4,1,
1008177,1008,crit,-420,4,1,
1008178,1008,crit,-430,4,1,
1008179,1008,crit,-440,4,1,
1008180,1008,crit,420,4,1,
1008181,1008,crit,420,4,1,
1008182,1008,crit,430,4,1,
1008183,1008,crit,430,4,1,
1008184,1008,crit,440,4,1,
1008185,1008,crit,300,0,1,
1008186,1008,crit,400,0,1,
1008187,1008,crit,600,0,1,
1008188,1008,crit,1000,3,1,
1008189,1008,crit,400,3,1,
1008190,1008,crit,300,0,1,
1008191,1008,crit,500,0,1,
1008192,1008,crit,700,0,1,
1008193,1008,crit,300,0,1,
1008194,1008,crit,500,0,1,
1008195,1008,crit,700,0,1,
1008196,1008,crit,700,0,1,
1008197,1008,crit,740,0,1,
1008198,1008,crit,740,0,1,
1008199,1008,crit,750,0,1,
1008200,1008,crit,760,0,1,
1008201,1008,crit,70,99,1,
1008202,1008,crit,70,99,1,
1008203,1008,crit,70,99,1,
1008204,1008,crit,70,99,1,
1008205,1008,crit,600,3,1,
1008206,1008,crit,400,2,1,
1008207,1008,crit,600,2,1,
1008208,1008,crit,1000,2,1,
