id,name,brief,desc,name1,type,type_config,qlt,group,is_economy,stack_limit,level,icon,light_effect,gift_id,is_auto_open,equip,pub_scroll_type,partner_cost,treasure_cost,get_ways,go_window,getway_item,dropbox_show,is_sell,sell_price,summon_id,show_in_bag,show_bag_type,filter_type,show_in_forge,skin_id,collection_id,para,avatar_frame_effect,effect_mask,dress_id,clear_act,jobGiftBoxID,is_change_border,sort_forward
541002,-1,,,-1,13,1002,,,0,,,icon_10,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
541003,-1,,,-1,13,1002,,,0,,,icon_11,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
541004,-1,,,-1,13,1002,,,0,,,icon_12,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
541005,-1,,,-1,13,1002,,,0,,,icon_13,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
541006,-1,,,-1,13,1002,,,0,,,icon_14,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
541007,-1,,,-1,13,1002,,,0,,,icon_15,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
541008,-1,,,-1,13,1002,,,0,,,icon_16,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
542001,-1,,,-1,13,1002,,,0,,,icon_17,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
542002,-1,,,-1,13,1002,,,0,,,icon_18,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
542003,-1,,,-1,13,1002,,,0,,,icon_19,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
542004,-1,,,-1,13,1002,,,0,,,icon_20,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
542005,-1,,,-1,13,1002,,,0,,,icon_21,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
542006,-1,,,-1,13,1002,,,0,,,icon_22,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
542007,-1,,,-1,13,1002,,,0,,,icon_23,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
542008,-1,,,-1,13,1002,,,0,,,icon_24,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
543001,-1,,,-1,13,1002,,,0,,,icon_1,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
543002,-1,,,-1,13,1002,,,0,,,icon_2,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
543003,-1,,,-1,13,1002,,,0,,,icon_3,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
543004,-1,,,-1,13,1002,,,0,,,icon_4,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
543005,-1,,,-1,13,1002,,,0,,,icon_5,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
543006,-1,,,-1,13,1002,,,0,,,icon_6,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
543007,-1,,,-1,13,1002,,,0,,,icon_7,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
543008,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
544001,-1,,,-1,13,1002,,,0,,,icon_9,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
544002,-1,,,-1,13,1002,,,0,,,icon_10,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
544003,-1,,,-1,13,1002,,,0,,,icon_11,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
544004,-1,,,-1,13,1002,,,0,,,icon_12,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
544005,-1,,,-1,13,1002,,,0,,,icon_13,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
544006,-1,,,-1,13,1002,,,0,,,icon_14,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
544007,-1,,,-1,13,1002,,,0,,,icon_15,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
544008,-1,,,-1,13,1002,,,0,,,icon_16,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
545001,-1,,,-1,13,1002,,,0,,,icon_17,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
545002,-1,,,-1,13,1002,,,0,,,icon_18,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
545003,-1,,,-1,13,1002,,,0,,,icon_19,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
546001,-1,,,-1,13,1002,,,0,,,icon_20,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
546002,-1,,,-1,13,1002,,,0,,,icon_21,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
546003,-1,,,-1,13,1002,,,0,,,icon_22,,,,,,,,30|8,,,,,,,0,,,,,,,,,,,,,
651001,-1,,,-1,13,1002,,,0,,,icon_23,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
651002,-1,,,-1,13,1002,,,0,,,icon_24,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
651003,-1,,,-1,13,1002,,,0,,,icon_1,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
651004,-1,,,-1,13,1002,,,0,,,icon_2,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
651005,-1,,,-1,13,1002,,,0,,,icon_3,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
651006,-1,,,-1,13,1002,,,0,,,icon_4,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
651007,-1,,,-1,13,1002,,,0,,,icon_5,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
651008,-1,,,-1,13,1002,,,0,,,icon_6,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
651009,-1,,,-1,13,1002,,,0,,,icon_7,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
651010,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
651011,-1,,,-1,13,1002,,,0,,,icon_9,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
651012,-1,,,-1,13,1002,,,0,,,icon_10,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
651013,-1,,,-1,13,1002,,,0,,,icon_11,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
651014,-1,,,-1,13,1002,,,0,,,icon_12,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
651015,-1,,,-1,13,1002,,,0,,,icon_13,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
651016,-1,,,-1,13,1002,,,0,,,icon_14,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
651017,-1,,,-1,13,1002,,,0,,,icon_15,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
651018,-1,,,-1,13,1002,,,0,,,icon_15,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
651019,-1,,,-1,13,1002,,,0,,,icon_4,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
651020,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
651021,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
651022,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
651023,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
651024,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
651025,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
652001,-1,,,-1,13,1002,,,0,,,icon_16,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
652002,-1,,,-1,13,1002,,,0,,,icon_17,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
652003,-1,,,-1,13,1002,,,0,,,icon_18,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
652004,-1,,,-1,13,1002,,,0,,,icon_19,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
652005,-1,,,-1,13,1002,,,0,,,icon_20,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
652006,-1,,,-1,13,1002,,,0,,,icon_21,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
652007,-1,,,-1,13,1002,,,0,,,icon_22,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
652008,-1,,,-1,13,1002,,,0,,,icon_23,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
652009,-1,,,-1,13,1002,,,0,,,icon_24,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
652010,-1,,,-1,13,1002,,,0,,,icon_1,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
652011,-1,,,-1,13,1002,,,0,,,icon_2,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
652012,-1,,,-1,13,1002,,,0,,,icon_3,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
652013,-1,,,-1,13,1002,,,0,,,icon_4,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
652014,-1,,,-1,13,1002,,,0,,,icon_5,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
652015,-1,,,-1,13,1002,,,0,,,icon_6,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
652016,-1,,,-1,13,1002,,,0,,,icon_7,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
652017,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
652018,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
652019,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
652020,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
652021,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
652022,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
652023,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
652024,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
652025,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
652026,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
653001,-1,,,-1,13,1002,,,0,,,icon_9,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
653002,-1,,,-1,13,1002,,,0,,,icon_10,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
653003,-1,,,-1,13,1002,,,0,,,icon_11,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
653004,-1,,,-1,13,1002,,,0,,,icon_12,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
653005,-1,,,-1,13,1002,,,0,,,icon_13,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
653006,-1,,,-1,13,1002,,,0,,,icon_14,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
653011,-1,,,-1,13,1002,,,0,,,icon_15,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
653012,-1,,,-1,13,1002,,,0,,,icon_16,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
653013,-1,,,-1,13,1002,,,0,,,icon_17,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
653014,-1,,,-1,13,1002,,,0,,,icon_18,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
653015,-1,,,-1,13,1002,,,0,,,icon_19,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
653016,-1,,,-1,13,1002,,,0,,,icon_20,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
653017,-1,,,-1,13,1002,,,0,,,icon_21,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
653018,-1,,,-1,13,1002,,,0,,,icon_21,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
653019,-1,,,-1,13,1002,,,0,,,icon_4,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
653020,-1,,,-1,13,1002,,,0,,,icon_4,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
653021,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
653022,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
653023,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
653024,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
653025,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
653026,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
654011,-1,,,-1,13,1002,,,0,,,icon_22,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
654012,-1,,,-1,13,1002,,,0,,,icon_23,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
654013,-1,,,-1,13,1002,,,0,,,icon_24,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
654014,-1,,,-1,13,1002,,,0,,,icon_1,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
654015,-1,,,-1,13,1002,,,0,,,icon_2,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
654016,-1,,,-1,13,1002,,,0,,,icon_3,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
654017,-1,,,-1,13,1002,,,0,,,icon_4,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
654018,-1,,,-1,13,1002,,,0,,,icon_4,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
654019,-1,,,-1,13,1002,,,0,,,icon_4,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
654020,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
654021,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
654022,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
654023,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
654024,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
654025,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
655011,-1,,,-1,13,1002,,,0,,,icon_5,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
655012,-1,,,-1,13,1002,,,0,,,icon_6,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
655013,-1,,,-1,13,1002,,,0,,,icon_7,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
655014,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
655015,-1,,,-1,13,1002,,,0,,,icon_9,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
655016,-1,,,-1,13,1002,,,0,,,icon_4,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
655017,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
655018,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
655019,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
655020,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
655021,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
656011,-1,,,-1,13,1002,,,0,,,icon_9,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
656012,-1,,,-1,13,1002,,,0,,,icon_10,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
656013,-1,,,-1,13,1002,,,0,,,icon_11,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
656014,-1,,,-1,13,1002,,,0,,,icon_12,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
656015,-1,,,-1,13,1002,,,0,,,icon_12,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
656016,-1,,,-1,13,1002,,,0,,,icon_4,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
656017,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
656018,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
656019,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
656020,-1,,,-1,13,1002,,,0,,,icon_8,,,,,,,,30,,,,,,,0,,,,,,,,,,,,,
561001,-1,,,-1,13,1002,,,0,,,icon_12,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
562001,-1,,,-1,13,1002,,,0,,,icon_12,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
563001,-1,,,-1,13,1002,,,0,,,icon_12,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
564001,-1,,,-1,13,1002,,,0,,,icon_12,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
565001,-1,,,-1,13,1002,,,0,,,icon_12,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
566001,-1,,,-1,13,1002,,,0,,,icon_12,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
661001,-1,,,-1,13,1002,,,0,,,icon_12,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
662001,-1,,,-1,13,1002,,,0,,,icon_12,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
663001,-1,,,-1,13,1002,,,0,,,icon_12,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
664001,-1,,,-1,13,1002,,,0,,,icon_12,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
665001,-1,,,-1,13,1002,,,0,,,icon_12,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
666001,-1,,,-1,13,1002,,,0,,,icon_12,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
761001,-1,,,-1,13,1002,,,0,,,icon_12,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
762001,-1,,,-1,13,1002,,,0,,,icon_12,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
763001,-1,,,-1,13,1002,,,0,,,icon_12,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
764001,-1,,,-1,13,1002,,,0,,,icon_12,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
765001,-1,,,-1,13,1002,,,0,,,icon_12,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
766001,-1,,,-1,13,1002,,,0,,,icon_12,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
751001,-1,,,-1,13,1002,,,0,,,icon_13,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
751002,-1,,,-1,13,1002,,,0,,,icon_14,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
751003,-1,,,-1,13,1002,,,0,,,icon_15,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
751004,-1,,,-1,13,1002,,,0,,,icon_16,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
751005,-1,,,-1,13,1002,,,0,,,icon_17,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
751006,-1,,,-1,13,1002,,,0,,,icon_18,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
751007,-1,,,-1,13,1002,,,0,,,icon_19,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
751008,-1,,,-1,13,1002,,,0,,,icon_20,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
