id,partner,unknown_3,name,desc,is_exskill,sub_skill,trigger,is_pass,is_unseal,is_cost_energy,is_add_energy,target1,rand1,effect1,effect1_add,no_crit1,no_miss1,no_act1,fx1,fx_hurt1,fx_hurt1_add,target2,rand2,effect2,no_crit2,not_miss2,fx_hurt2,target3,rand3,effect3,no_crit3,not_miss3,fx_hurt3,attr_pas,jump,jump_pos_xy,icon_id,level,sound,shake_screen,hero_pos_type,hero_pos_type_xy,shake_screen_time,black_screen,animation,skill_effect,target_no_effect
75101430,-1,-1,-1,,,0,0,0,,2,1,61,,1019716|1337002,,,,,,1234#1234#1672#1234#1890|1891,,,,,,,,,,,,,,,,,skill_icon_0,,1120,,,,,,,,
75101431,-1,-1,-1,,,0,0,0,,2,1,61,,1019717|1337003,,,,,,1234#1234#1672#1234#1890|1891,,,,,,,,,,,,,,,,,skill_icon_0,,1120,,,,,,,,
751014021,-1,-1,,,1,75101458,28,1,,,,1,,1028227|1029056|1010064|1008187,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5101402,1,,,,,,,,,
751014022,-1,-1,,,1,75101459,28,1,,,,1,,1028228|1029057|1010064|1008187,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5101402,2,,,,,,,,,
751014023,-1,-1,,,1,75101460,28,1,,,,1,,1028229|1029058|1010064|1008187,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5101402,3,,,,,,,,,
751014024,-1,-1,,,1,75101461,28,1,,,,1,,1028230|1029059|1010064|1008187,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5101402,4,,,,,,,,,
751014025,-1,-1,,,1,75101462,28,1,,,,1,,1028231|1029060|1010064|1008187,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5101402,5,,,,,,,,,
75101458,-1,-1,,,,0,126,1,,,,72,,1185033|1034025|1026110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75101459,-1,-1,,,,0,126,1,,,,72,,1185034|1034025|1026110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75101460,-1,-1,,,,0,126,1,,,,72,,1185035|1034025|1026110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75101461,-1,-1,,,,0,126,1,,,,72,,1185036|1034025|1026110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75101462,-1,-1,,,,0,126,1,,,,72,,1185037|1034025|1026110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751014031,-1,-1,-1,,1,75101432|75101411|75101415|75101463,35,1,,,,46,1,1341000,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5101403,1,,,,,,,,,
751014032,-1,-1,-1,,1,75101433|75101411|75101415|75101463,35,1,,,,46,1,1341000,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5101403,2,,,,,,,,,
751014033,-1,-1,-1,,1,75101434|75101411|75101415|75101463,35,1,,,,46,1,1341000,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5101403,3,,,,,,,,,
751014034,-1,-1,-1,,1,75101435|75101411|75101415|75101463,35,1,,,,46,1,1341000,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5101403,4,,,,,,,,,
751014035,-1,-1,-1,,1,75101436|75101411|75101415|75101464,35,1,,,,46,1,1341000,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5101403,5,,,,,,,,,
75101432,-1,-1,-1,-1,,0,28,1,,,,1,,1064238,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75101433,-1,-1,-1,-1,,0,28,1,,,,1,,1064239,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75101434,-1,-1,-1,-1,,0,28,1,,,,1,,1064240,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75101435,-1,-1,-1,-1,,0,28,1,,,,1,,1064241,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75101436,-1,-1,-1,-1,,0,28,1,,,,1,,1064242,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
472,-1,-1,-1,-1,,0,1,1,,,2,72,,1019718|1337002,,,,,1237#1325#1673#1739#,1232#1323#1669|1670#1737#1885|1886,,1,,1336036,,,,,,,,,,,,,,,1121,,,,,,,,
473,-1,-1,-1,-1,,0,1,1,,,2,72,,1019719|1337002,,,,,1237#1325#1673#1739#,1232#1323#1669|1670#1737#1885|1886,,1,,1336037,,,,,,,,,,,,,,,1121,,,,,,,,
474,-1,-1,-1,-1,,0,1,1,,,2,72,,1019720|1337002,,,,,1237#1325#1673#1739#,1232#1323#1669|1670#1737#1885|1886,,1,,1336038,,,,,,,,,,,,,,,1121,,,,,,,,
475,-1,-1,-1,-1,,0,1,1,,,2,72,,1019721|1337002,,,,,1237#1325#1673#1739#,1232#1323#1669|1670#1737#1885|1886,,1,,1336039,,,,,,,,,,,,,,,1121,,,,,,,,
476,-1,-1,-1,-1,,0,1,1,,,2,72,,1019722|1337003,,,,,1237#1325#1673#1739#,1232#1323#1669|1670#1737#1885|1886,,1,,1336040,,,,,,,,,,,,,,,1121,,,,,,,,
75101437,-1,-1,,-1,,0,0,1,,,1,65,,1019718|1337002,,,,,,1234#1234#1672#1234#1890|1891,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75101438,-1,-1,,-1,,0,0,1,,,1,65,,1019719|1337002,,,,,,1234#1234#1672#1234#1890|1891,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75101439,-1,-1,,-1,,0,0,1,,,1,65,,1019720|1337002,,,,,,1234#1234#1672#1234#1890|1891,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75101440,-1,-1,,-1,,0,0,1,,,1,65,,1019721|1337002,,,,,,1234#1234#1672#1234#1890|1891,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75101441,-1,-1,,-1,,0,0,1,,,1,65,,1019722|1337003,,,,,,1234#1234#1672#1234#1890|1891,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
751014041,-1,-1,-1,,1,75101447|75101442|75101452,35,1,,,,1,,1342000,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5101404,1,,,,,,1#1#1#1#1,,,
751014042,-1,-1,-1,,1,75101448|75101443|75101453,35,1,,,,1,,1342000,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5101404,2,,,,,,1#1#1#1#1,,,
751014043,-1,-1,-1,,1,75101449|75101444|75101454,35,1,,,,1,,1342000,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5101404,3,,,,,,1#1#1#1#1,,,
751014044,-1,-1,-1,,1,75101450|75101445|75101455,35,1,,,,1,,1342000,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5101404,4,,,,,,1#1#1#1#1,,,
751014045,-1,-1,-1,,1,75101451|75101446|75101456,35,1,,,,1,,1342000,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5101404,5,,,,,,1#1#1#1#1,,,
75101464,-1,-1,-1,,,0,127,1,,,,72,,1337003|1337003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75101442,-1,-1,-1,,,0,106,1,,,,1,,1342000|1343003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75101443,-1,-1,-1,,,0,106,1,,,,1,,1342000|1343004,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75101444,-1,-1,-1,,,0,106,1,,,,1,,1342000|1343005,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75101445,-1,-1,-1,,,0,106,1,,,,1,,1342000|1343006,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75101446,-1,-1,-1,,,0,106,1,,,,1,,1342000|1343007,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75101447,-1,-1,-1,,,0,43,1,,,,1,,1346003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75101448,-1,-1,-1,,,0,43,1,,,,1,,1346004,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75101449,-1,-1,-1,,,0,43,1,,,,1,,1346005,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75101450,-1,-1,-1,,,0,43,1,,,,1,,1346006,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75101451,-1,-1,-1,,,0,43,1,,,,1,,1346007,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75101452,-1,-1,-1,,,0,11,1,,,,1,,1346003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75101453,-1,-1,-1,,,0,11,1,,,,1,,1346004,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75101454,-1,-1,-1,,,0,11,1,,,,1,,1346005,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75101455,-1,-1,-1,,,0,11,1,,,,1,,1346006,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75101456,-1,-1,-1,,,0,11,1,,,,1,,1346007,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
101010,-1,-1,-1,-1,,0,28,1,1,,,1,,1347001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101020,-1,-1,-1,-1,,0,28,1,1,,,1,,1029002|1028001,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
101040,-1,-1,-1,-1,,0,35,1,1,,,1,,1013016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101060,-1,-1,-1,-1,,0,3,1,1,,,74,,1004132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101080,-1,-1,-1,-1,,0,3,1,1,,,75,,1008188|1009231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101100,-1,-1,-1,-1,,0,28,1,1,,,2,,1004005,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
201060,-1,-1,-1,-1,,0,3,1,1,,,76,1,1004133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201080,-1,-1,-1,-1,,0,3,1,1,,,75,,1348001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301060,-1,-1,-1,-1,,0,101,1,1,,,3,,1023020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301080,-1,-1,-1,-1,,0,101,1,1,,,3,,1262003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401060,-1,-1,-1,-1,,0,28,1,1,,,1,,1349001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401080,-1,-1,-1,-1,,0,3,1,1,,,18,2,1208006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501060,-1,-1,-1,-1,,0,28,1,1,,,1,,1349001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501080,-1,-1,-1,-1,,0,3,1,1,,,75,,1223058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601060,-1,-1,-1,-1,,0,3,1,1,,,18,2,1013002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601080,-1,-1,-1,-1,,0,3,1,1,,,74,,1030328|1268003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701060,-1,-1,-1,-1,,0,3,1,1,,,7,2,1013001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701080,-1,-1,-1,-1,,0,3,1,1,,,7,4,1011140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801060,-1,-1,-1,-1,,0,28,1,1,,,1,,1350001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801080,-1,-1,-1,-1,,0,3,1,1,,,75,,1028495|1008189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901060,-1,-1,-1,-1,,0,3,1,1,,,75,,1023001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901080,-1,-1,-1,-1,,0,3,1,1,,,74,,1250002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5301500,-1,-1,-1,-1,,0,1,0,,,,12,,1019723,,,,,#1301#1471#1516,1263#1300#1467|1468#1517,,,,,,,,,,,,,,,,,skill_icon_0,,1133,,,,,,,,
65302200,-1,-1,-1,-1,,0,1,0,,,,12,,1019723,,,,,#1301#1471#1516,1267#1300#1467|1468#1517,,,,,,,,,,,,,,,,,skill_icon_0,,1133,,,,,,,,
75301500,-1,-1,-1,-1,,0,1,0,,,,12,,1019723,,,,,#1301#1471#1516,1269#1300#1467|1468#1517,,,,,,,,,,,,,,,,,skill_icon_0,,1133,,,,,,,,
477,-1,-1,-1,-1,,0,1,1,,,,18,3,1019727|1355004,,,,,#1301#1471#1516,1263#1300#1467|1468#1517,,,,,,,,,,,,,,,,,,,1133,,,,,,,,
478,-1,-1,-1,-1,,0,1,1,,,,18,3,1019728|1355005,,,,,#1301#1471#1516,1267#1300#1467|1468#1517,,,,,,,,,,,,,,,,,,,1133,,,,,,,,
479,-1,-1,-1,-1,,0,1,1,,,,18,3,1019729|1355006,,,,,#1301#1471#1516,1267#1300#1467|1468#1517,,,,,,,,,,,,,,,,,,,1133,,,,,,,,
480,-1,-1,-1,-1,,0,1,1,,,,18,3,1019729|1355006,,,,,#1301#1471#1516,1269#1300#1467|1468#1517,,,,,,,,,,,,,,,,,,,1133,,,,,,,,
5301501,-1,-1,-1,-1,,0,1,0,,,,18,4,1019724|1355001|1356001,,,,,,1264|1265#1302#1469|1470#1518|1519|1520,,,,,,,,,,,,,,,,,skill_icon_5301501,,1134,,,,,###1,,,
65302201,-1,-1,-1,-1,,0,1,0,,,,18,4,1019725|1355002|1356002,,,,,,1268|1265#1302#1469|1470#1518|1519|1520,,,,,,,,,,,,,,,,,skill_icon_5301501,,1134,,,,,###1,,,
75301501,-1,-1,-1,-1,,0,1,0,,,,18,4,1019726|1355003|1356003,,,,,,1270|1265#1302#1469|1470#1518|1519|1520,,,,,,,,,,,,,,,,,skill_icon_5301501,,1134,,,,,###1,,,
5301502,-1,-1,-1,-1,,0,28,1,,,,1,,1029127|1028496|1008190|1011141|1004134,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5301502,,1134,,,,,,,,
65302202,-1,-1,-1,-1,,0,28,1,,,,1,,1029128|1028497|1008191|1011142|1004135,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5301502,2,,,,,,,,,
65302212,-1,-1,-1,-1,,0,28,1,,,,1,,1029129|1028498|1008192|1011143|1004136,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5301502,3,,,,,,,,,
75301502,-1,-1,-1,-1,,0,28,1,,,,1,,1029129|1028498|1008192|1011143|1004136,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5301502,3,,,,,,,,,
5301503,-1,-1,-1,-1,,0,28,1,,,,1,,1064243,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5301503,,,,,,,,,,
65302203,-1,-1,-1,-1,,0,28,1,,,,1,,1064244,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5301503,2,,,,,,,,,
65302213,-1,-1,-1,-1,,0,28,1,,,,1,,1064245,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5301503,3,,,,,,,,,
75301503,-1,-1,-1,-1,,0,28,1,,,,1,,1064246,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5301503,3,,,,,,,,,
5301504,-1,-1,-1,-1,,0,115,1,,,,78,1,1357001,,,,,,1266,,,,,,,,,,,,,,,,,skill_icon_5301504,,,,,,,,,,
65302204,-1,-1,-1,-1,,0,115,1,,,,78,1,1357002,,,,,,1266,,,,,,,,,,,,,,,,,skill_icon_5301504,2,,,,,,,,,
65302214,-1,-1,-1,-1,,0,115,1,,,,78,1,1357003,,,,,,1266,,,,,,,,,,,,,,,,,skill_icon_5301504,3,,,,,,,,,
75301504,-1,-1,-1,-1,,0,115,1,,,,78,1,1357003,,,,,,1266,,,,,,,,,,,,,,,,,skill_icon_5301504,3,,,,,,,,,
753015011,-1,-1,-1,-1,1,0,1,0,,,,18,4,1019730|1355007|1356004,,,,,,1270|1265#1302#1469|1470#1518|1519|1520,,,,,,,,,,,,,,,,,skill_icon_5301501,1,1134,,,,,###1,,,
753015012,-1,-1,-1,-1,1,0,1,0,,,,18,4,1019731|1355008|1356005,,,,,,1270|1265#1302#1469|1470#1518|1519|1520,,,,,,,,,,,,,,,,,skill_icon_5301501,2,1134,,,,,###1,,,
753015013,-1,-1,-1,-1,1,0,1,0,,,,18,4,1019732|1355009|1356006,,,,,,1270|1265#1302#1469|1470#1518|1519|1520,,,,,,,,,,,,,,,,,skill_icon_5301501,3,1134,,,,,###1,,,
753015014,-1,-1,-1,-1,1,0,1,0,,,,18,4,1019733|1355010|1356007,,,,,,1270|1265#1302#1469|1470#1518|1519|1520,,,,,,,,,,,,,,,,,skill_icon_5301501,4,1134,,,,,###1,,,
753015015,-1,-1,-1,-1,1,0,1,0,,,,18,4,1019734|1355011|1356008,,,,,,1270|1265#1302#1469|1470#1518|1519|1520,,,,,,,,,,,,,,,,,skill_icon_5301501,5,1134,,,,,###1,,,
753015021,-1,-1,-1,-1,1,0,28,1,,,,1,,1029071|1028408|1008192|1011143|1004136,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5301502,1,,,,,,,,,
753015022,-1,-1,-1,-1,1,0,28,1,,,,1,,1029072|1028409|1008192|1011143|1004136,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5301502,2,,,,,,,,,
753015023,-1,-1,-1,-1,1,0,28,1,,,,1,,1029073|1028410|1008192|1011143|1004136,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5301502,3,,,,,,,,,
753015024,-1,-1,-1,-1,1,0,28,1,,,,1,,1029074|1028411|1008192|1011143|1004136,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5301502,4,,,,,,,,,
753015025,-1,-1,-1,-1,1,0,28,1,,,,1,,1029075|1028412|1008192|1011143|1004136,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5301502,5,,,,,,,,,
753015031,-1,-1,-1,-1,1,0,28,1,,,,1,,1064247,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5301503,1,,,,,,,,,
753015032,-1,-1,-1,-1,1,0,28,1,,,,1,,1064248,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5301503,2,,,,,,,,,
753015033,-1,-1,-1,-1,1,0,28,1,,,,1,,1064249,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5301503,3,,,,,,,,,
753015034,-1,-1,-1,-1,1,0,28,1,,,,1,,1064250,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5301503,4,,,,,,,,,
753015035,-1,-1,-1,-1,1,0,28,1,,,,1,,1064251,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5301503,5,,,,,,,,,
481,-1,-1,-1,-1,,0,1,1,,,,18,3,1019735|1355012,,,,,#1301#1471#1516,1269#1300#1467|1468#1517,,,,,,,,,,,,,,,,,,,1133,,,,,,,,
482,-1,-1,-1,-1,,0,1,1,,,,18,3,1019736|1355013,,,,,#1301#1471#1516,1269#1300#1467|1468#1517,,,,,,,,,,,,,,,,,,,1133,,,,,,,,
483,-1,-1,-1,-1,,0,1,1,,,,18,3,1019737|1355014,,,,,#1301#1471#1516,1269#1300#1467|1468#1517,,,,,,,,,,,,,,,,,,,1133,,,,,,,,
484,-1,-1,-1,-1,,0,1,1,,,,18,3,1019738|1355015,,,,,#1301#1471#1516,1269#1300#1467|1468#1517,,,,,,,,,,,,,,,,,,,1133,,,,,,,,
485,-1,-1,-1,-1,,0,1,1,,,,18,3,1019739|1355016,,,,,#1301#1471#1516,1269#1300#1467|1468#1517,,,,,,,,,,,,,,,,,,,1133,,,,,,,,
753015041,-1,-1,-1,-1,1,75301505,115,1,,,,78,1,1357003,,,,,,1266,,,,,,,,,,,,,,,,,skill_icon_5301504,1,,,,,,,,,
753015042,-1,-1,-1,-1,1,75301506,115,1,,,,78,1,1357003,,,,,,1266,,,,,,,,,,,,,,,,,skill_icon_5301504,2,,,,,,,,,
753015043,-1,-1,-1,-1,1,75301507,115,1,,,,78,1,1357003,,,,,,1266,,,,,,,,,,,,,,,,,skill_icon_5301504,3,,,,,,,,,
753015044,-1,-1,-1,-1,1,75301508,115,1,,,,78,1,1357003,,,,,,1266,,,,,,,,,,,,,,,,,skill_icon_5301504,4,,,,,,,,,
753015045,-1,-1,-1,-1,1,75301509,115,1,,,,78,1,1357004,,,,,,1266,,,,,,,,,,,,,,,,,skill_icon_5301504,5,,,,,,,,,
75301505,-1,-1,-1,-1,,0,42,1,,,,1,,1160008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75301506,-1,-1,-1,-1,,0,42,1,,,,1,,1160009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75301507,-1,-1,-1,-1,,0,42,1,,,,1,,1160010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75301508,-1,-1,-1,-1,,0,42,1,,,,1,,1160011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75301509,-1,-1,-1,-1,,0,42,1,,,,1,,1160012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5101500,-1,-1,-1,-1,,0,1,0,,,,12,,1019740,,,,,#1349#1397,1293#1350#1395#1734,,79,,1359001|1034026,,,,,,,,,,,,,skill_icon_0,,1135,,,,,,,,
65102200,-1,-1,-1,-1,,0,1,0,,,,12,,1019740,,,,,#1349#1397,1293#1350#1395#1734,,79,,1359001|1034027,,,,,,,,,,,,,skill_icon_0,,1135,,,,,,,,
75101500,-1,-1,-1,-1,,0,1,0,,,,12,,1019740,,,,,#1349#1397,1293#1350#1395#1734,,79,,1359001|1034028,,,,,,,,,,,,,skill_icon_0,,1135,,,,,,,,
486,-1,-1,-1,-1,,5101507,1,1,,,,14,,1358004,,,,,#1349#1397,1293#1350#1395#1734,,,,,,,,,,,,,,,,,,,1135,,,,,,,,
487,-1,-1,-1,-1,,5101508,1,1,,,,14,,1358005,,,,,#1349#1397,1293#1350#1395#1734,,,,,,,,,,,,,,,,,,,1135,,,,,,,,
488,-1,-1,-1,-1,,5101509,1,1,,,,14,,1358006,,,,,#1349#1397,1293#1350#1395#1734,,,,,,,,,,,,,,,,,,,1135,,,,,,,,
489,-1,-1,-1,-1,,5101510,1,1,,,,14,,1358006,,,,,#1349#1397,1293#1350#1395#1734,,,,,,,,,,,,,,,,,,,1135,,,,,,,,
5101507,-1,-1,-1,,,0,1,1,,,1,79,,1359001|1034026,,,,,,,,14,,1360001,,,,,,,,,,,,,,,,,,,,,,,
5101508,-1,-1,-1,,,0,1,1,,,1,79,,1359001|1034027,,,,,,,,14,,1360001,,,,,,,,,,,,,,,,,,,,,,,
5101509,-1,-1,-1,,,0,1,1,,,1,79,,1359001|1034028,,,,,,,,14,,1360001,,,,,,,,,,,,,,,,,,,,,,,
5101510,-1,-1,-1,,,0,1,1,,,1,79,,1359001|1034028,,,,,,,,14,,1360001,,,,,,,,,,,,,,,,,,,,,,,
5101501,-1,-1,-1,-1,,5101511,1,0,,,,14,,1358001|1185019,,,,,,1294#1351|1352#1396#1735|1736,,,,,,,,,,,,,,,,,skill_icon_5101501,,1136,,,,,1#1##1,,,
65102201,-1,-1,-1,-1,,5101512,1,0,,,,14,,1358002|1185020,,,,,,1294#1351|1352#1396#1735|1736,,,,,,,,,,,,,,,,,skill_icon_5101501,,1136,,,,,1#1##1,,,
75101501,-1,-1,-1,-1,,5101513,1,0,,,,14,,1358003|1185021,,,,,,1294#1351|1352#1396#1735|1736,,,,,,,,,,,,,,,,,skill_icon_5101501,,1136,,,,,1#1##1,,,
5101511,-1,-1,-1,,,0,1,0,,,1,79,,1359001|1034026,,,,,,,,14,,1360001,,,,,,,,,,,,,,,,,,,,,,,
5101512,-1,-1,-1,,,0,1,0,,,1,79,,1359001|1034027,,,,,,,,14,,1360001,,,,,,,,,,,,,,,,,,,,,,,
5101513,-1,-1,-1,,,0,1,0,,,1,79,,1359001|1034028,,,,,,,,14,,1360001,,,,,,,,,,,,,,,,,,,,,,,
5101502,-1,-1,-1,-1,,0,28,1,,,,1,,1028499|1008193|1009232|1004137|1011144,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5101502,,,,,,,,,,
65102202,-1,-1,-1,-1,,0,28,1,,,,1,,1028500|1008194|1009233|1004138|1011145,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5101502,2,,,,,,,,,
65102212,-1,-1,-1,-1,,0,28,1,,,,1,,1028501|1008195|1009234|1004139|1011146,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5101502,3,,,,,,,,,
75101502,-1,-1,-1,-1,,0,28,1,,,,1,,1028501|1008195|1009234|1004139|1011146,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5101502,3,,,,,,,,,
5101503,-1,-1,-1,-1,,5101505|5101506,53,1,,,,61,,1361001,,,,,,,,65,,1361001,,,,,,,,,,,,,skill_icon_5101503,,,,,,,,,,
