id,res,length,loops,is_play_self,delay,type,desc,volume,destroy,pause_bg,is_ogg
1111.0,battle_sound_web/sound_weila_buff,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1112.0,battle_sound_web/sound_xifeng_attack,2.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1113.0,battle_sound_web/sound_xifeng_skill,5.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1114.0,battle_sound_web/sound_apate_attack,2.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1115.0,battle_sound_web/sound_apate_skill,7.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1116.0,battle_sound_web/sound_apate_buff_hurt,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1117.0,battle_sound_web/sound_apate_revival,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1118.0,battle_sound_web/sound_yunmu_attack,1.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1119.0,battle_sound_web/sound_yunmu_skill,4.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1120.0,sound_fanhexin_persue_mp3,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1121.0,battle_sound_web/sound_fanhexin_attack,2.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1122.0,battle_sound_web/sound_fanhexin_skill,5.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1123.0,battle_sound_web/apate_pidu01_attack,3.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1124.0,battle_sound_web/apate_pifu01_skill,8.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1125.0,battle_sound_web/apate_pifu01_buff_hurt,3.0,1.0,,0.0,1.0,,30.0,1.0,,
1126.0,battle_sound_web/apate_pifu01_revival_hurt-001,3.0,1.0,,0.0,1.0,,30.0,1.0,,
1127.0,battle_sound_web/apate_pifu01_revival_hurt-002,3.0,1.0,,0.0,1.0,,30.0,1.0,,
1128.0,battle_sound_web/luxun_pifu03_attack,3.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1129.0,battle_sound_web/luxun_pifu03_skill,3.0,1.0,,0.0,1.0,,30.0,1.0,,
1130.0,battle_sound_web/luxun_pifu03_skill_bag,3.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1131.0,battle_sound_web/lvmeng_pifu03_attack,2.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1132.0,battle_sound_web/lvmeng_pifu03_skill,4.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1133.0,battle_sound_web/sound_pipiluo_attack,1.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1134.0,battle_sound_web/sound_pipiluo_skill,9.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1135.0,battle_sound_web/sound_anyue_attack,2.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1136.0,battle_sound_web/sound_anyue_skill,4.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1137.0,battle_sound_web/sound_hujisheng_attack,1.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1138.0,battle_sound_web/sound_hujisheng_skill,3.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1139.0,battle_sound_web/sound_teleisha_attack,2.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1140.0,battle_sound_web/sound_teleisha_skill,4.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1141.0,battle_sound_web/sound_houyi_skill,6.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1142.0,battle_sound_web/sound_houyi_skill_hurt,3.0,1.0,,0.0,1.0,,30.0,1.0,,
1143.0,battle_sound_web/sound_houyi_attack,3.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1144.0,battle_sound_web/sound_feisina_attack,2.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1145.0,battle_sound_web/sound_feisina_skill,3.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1146.0,battle_sound_web/sound_kaixi_attack,1.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1147.0,battle_sound_web/sound_kaixi_skill,2.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1148.0,battle_sound_web/sound_daianna_attack,2.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1149.0,battle_sound_web/sound_daianna_skill,4.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1150.0,battle_sound_web/sound_monika_attack,1.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1151.0,battle_sound_web/sound_monika_skill,3.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1152.0,battle_sound_web/sound_monika_skill_hurt,2.0,1.0,,0.0,1.0,,30.0,1.0,,
1153.0,battle_sound_web/sound_monika_attack,2.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1154.0,battle_sound_web/sound_monika_skill,3.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1155.0,battle_sound_web/sound_nuolisi_skill,2.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1156.0,battle_sound_web/sound_nuolisi_skill_hit,1.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1157.0,battle_sound_web/sound_nuolisi_attack,1.0,1.0,0.0,0.9,1.0,,30.0,1.0,,
1158.0,battle_sound_web/sound_nuolisi_buff01,1.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1159.0,battle_sound_web/sound_nuolisi_buff02,3.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1160.0,battle_sound_web/sound_nuolisi_buff03,1.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1161.0,battle_sound_web/sound_luobi_attack,2.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1162.0,battle_sound_web/sound_luobi_skill,4.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1163.0,battle_sound_web/sound_shuangbeng_attack,2.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1164.0,battle_sound_web/sound_shuangbeng_skill,4.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1165.0,battle_sound_web/sound_kawenbodi_attack,2.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1166.0,battle_sound_web/sound_kawenbodi_skill,5.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1167.0,battle_sound_web/sound_maya_attack,3.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1168.0,battle_sound_web/sound_maya_skill,5.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1169.0,battle_sound_web/sound_heermosi_attack,1.0,1.0,1.0,0.0,1.0,,30.0,1.0,,1.0
1170.0,battle_sound_web/sound_heermosi_skill,4.0,1.0,1.0,0.0,1.0,,30.0,1.0,,1.0
1171.0,battle_sound_web/sound_spdegula_attack,2.0,1.0,1.0,0.0,1.0,,50.0,1.0,,1.0
1172.0,battle_sound_web/sound_spdegula_skill,5.0,1.0,1.0,0.0,1.0,,50.0,1.0,,1.0
1173.0,battle_sound_web/sound_xigema_attack,2.0,1.0,1.0,0.0,1.0,,50.0,1.0,,1.0
1174.0,battle_sound_web/sound_xigema_skill,5.0,1.0,1.0,0.0,1.0,,50.0,1.0,,1.0
1175.0,battle_sound_web/sound_qianhezi_attack,1.0,1.0,1.0,0.0,1.0,,50.0,1.0,,1.0
1176.0,battle_sound_web/sound_qianhezi_skill,5.0,1.0,1.0,0.0,1.0,,50.0,1.0,,1.0
1177.0,battle_sound_web/sound_seaboss_attack1,1.0,1.0,1.0,0.0,1.0,,50.0,1.0,,1.0
1178.0,battle_sound_web/sound_seaboss_attack2,2.0,1.0,1.0,0.0,1.0,,50.0,1.0,,1.0
1179.0,battle_sound_web/sound_seaboss_skill,3.0,1.0,1.0,0.0,1.0,,50.0,1.0,,1.0
1180.0,battle_sound_web/sound_spzhugeliang_attack,3.0,1.0,1.0,0.0,1.0,,50.0,1.0,,1.0
1181.0,battle_sound_web/sound_spzhugeliang_skill,3.0,1.0,1.0,0.0,1.0,,50.0,1.0,,1.0
1182.0,battle_sound_web/sound_xierkedi_attack,2.0,1.0,1.0,0.0,1.0,,80.0,1.0,,1.0
1183.0,battle_sound_web/sound_xierkedi_skill,4.0,1.0,1.0,0.0,1.0,,80.0,1.0,,1.0
1184.0,battle_sound_web/sound_xierkedi_passive,3.0,1.0,1.0,0.0,1.0,,80.0,1.0,,1.0
1185.0,battle_sound_web/sound_yifu_attack,2.0,1.0,1.0,0.0,1.0,,50.0,1.0,,1.0
1186.0,battle_sound_web/sound_yifu_skill,2.0,1.0,1.0,0.0,1.0,,50.0,1.0,,1.0
1187.0,battle_sound_web/sound_yifu_hurt03,2.0,1.0,1.0,0.0,1.0,,50.0,1.0,,1.0
2001.0,ui_sound_web/campaign_bg_music,30.0,0.0,,0.0,2.0,-1.0,100.0,0.0,,
2002.0,ui_sound/battle_bg_music_1,21.0,0.0,,0.0,2.0,-1.0,30.0,0.0,,
2003.0,ui_sound_web/campaign_bg_music,30.0,0.0,,0.0,2.0,-1.0,100.0,0.0,,
2004.0,ui_sound_web/bell_ring,10.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2005.0,ui_sound_web/old_home_bg_music,56.0,0.0,,0.0,2.0,-1.0,28.0,0.0,,
2006.0,ui_sound/tab_button,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2007.0,ui_sound/hero_equip_on,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2008.0,ui_sound/ui_close_window,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2009.0,ui_sound_web/ui_switch_page,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2010.0,ui_sound_web/ui_tips,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2011.0,ui_sound_web/hero_combine_equip,1.0,1.0,,0.0,1.0,-1.0,100.0,1.0,,
2012.0,ui_sound_web/hero_equip_off,1.0,1.0,,0.0,1.0,-1.0,100.0,1.0,,
2013.0,ui_sound/hero_equip_on,1.0,1.0,,0.0,1.0,-1.0,100.0,1.0,,
2014.0,hero_upgrade_mp3,,1.0,,0.0,1.0,-1.0,100.0,1.0,,
2015.0,ui_sound_web/hero_upstart,2.0,1.0,,0.0,1.0,-1.0,100.0,1.0,,
2016.0,hero_upskill_mp3,,1.0,,0.0,1.0,-1.0,100.0,1.0,,
2017.0,ui_sound_web/hero_combine_equip,1.0,1.0,,0.0,1.0,-1.0,100.0,1.0,,
2018.0,ui_sound_web/train_level_up,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2019.0,train_exp_max,,1.0,,0.0,1.0,-1.0,100.0,1.0,,
2020.0,ui_sound_web/battle_win,2.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2021.0,ui_sound_web/battle_lose,3.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2022.0,ui_sound_web/battle_card_reward,1.0,1.0,,0.0,1.0,-1.0,100.0,1.0,,
2023.0,ui_sound_web/fight_start_button,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2024.0,ui_sound_web/train_exp_up,2.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2025.0,ui_sound_web/map_unlock,1.0,1.0,,0.0,1.0,-1.0,100.0,1.0,,
2026.0,ui_sound_web/team_upgrade,2.0,1.0,,0.0,1.0,-1.0,100.0,1.0,,
2027.0,,,1.0,,0.0,1.0,-1.0,100.0,1.0,,
2028.0,ui_sound_web/shop_sell,1.0,1.0,,0.0,1.0,-1.0,100.0,1.0,,
2029.0,ui_sound_web/casino_1,8.0,1.0,,0.0,1.0,-1.0,100.0,1.0,,
2030.0,ui_sound_web/casino_10,4.0,1.0,,0.0,1.0,-1.0,100.0,1.0,,
2031.0,ui_sound_web/casino_get_common,1.0,1.0,,0.0,1.0,-1.0,100.0,1.0,,
2032.0,ui_sound_web/casino_get_nb,1.0,1.0,,0.0,1.0,-1.0,100.0,1.0,,
2033.0,ui_sound_web/tree_move,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2034.0,ui_sound_web/egg_machine_start,3.0,1.0,,0.3,1.0,-1.0,100.0,0.0,,
2035.0,ui_sound_web/down_egg_open,1.0,1.0,,0.2,1.0,-1.0,100.0,0.0,,
2036.0,ui_sound_web/up_egg_open,1.0,1.0,,0.9,1.0,-1.0,100.0,0.0,,
2037.0,ui_sound_web/girl_select,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2038.0,ui_sound_web/girl_cancel,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2039.0,ui_sound_web/girl_resolve,1.0,1.0,,0.0,1.0,-1.0,100.0,1.0,,
2040.0,ui_sound_web/girl_enrol,1.0,1.0,,0.0,1.0,-1.0,100.0,1.0,,
2041.0,ui_sound_web/girl_convert_get,1.0,1.0,,0.0,1.0,-1.0,100.0,1.0,,
2042.0,ui_sound_web/girl_convert_start,1.0,1.0,,0.0,1.0,-1.0,100.0,1.0,,
2043.0,ui_sound_web/girl_compose,2.0,1.0,,0.0,1.0,-1.0,100.0,1.0,,
2044.0,ui_sound_web/gain_window_sound,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2045.0,ui_sound_web/egg_get_common,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2046.0,ui_sound_web/egg_star_1,2.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2047.0,ui_sound_web/casino_get_common,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2048.0,ui_sound_web/casino_get_nb,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2049.0,ui_sound_web/battle_card_reward,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2050.0,ui_sound_web/egg_bomb,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2051.0,ui_sound_web/kaixue_tiemen_effect,4.0,1.0,,0.0,1.0,-1.0,100.0,1.0,0.8,
2052.0,ui_sound_web/keyboard_1,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2053.0,ui_sound_web/keyboard_2,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2054.0,ui_sound_web/keyboard_3,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2055.0,ui_sound_web/keyboard_4,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2056.0,ui_sound_web/keyboard_5,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2057.0,ui_sound_web/keyboard_6,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2058.0,ui_sound_web/keyboard_7,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2059.0,ui_sound_web/keyboard_8,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2060.0,ui_sound_web/keyboard_9,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2061.0,ui_sound_web/drift_rotate,2.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2062.0,ui_sound_web/drift_smoke,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2063.0,ui_sound_web/camera_cut,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2064.0,ui_sound_web/paper_unfold,4.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,
2101.0,ui_sound/ui_click,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,1.0
2102.0,ui_sound/ui_slidedown_submenu,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,1.0
2103.0,ui_sound/ui_click_reward_float1,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,1.0
2104.0,ui_sound/ui_click_reward_float2,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,1.0
2105.0,ui_sound/ui_click_reward_float3,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,1.0
2106.0,ui_sound/ui_click_reward_expand,4.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,1.0
2107.0,ui_sound/ui_click_reward_expand_object,1.0,1.0,,0.0,1.0,-1.0,100.0,0.0,,1.0
