id,type,buff,num,round,prob
1007061,1007,miss,5000,1.0,1.0
1007062,1007,miss,-40,99.0,1.0
1007063,1007,miss,-100,99.0,1.0
1007064,1007,miss,400,0.0,1.0
1007065,1007,miss,800,0.0,1.0
1007066,1007,miss,1200,0.0,1.0
1008001,1008,crit,200,0.0,1.0
1008002,1008,crit,2000,0.0,1.0
1008003,1008,crit,300,0.0,1.0
1008004,1008,crit,400,0.0,1.0
1008005,1008,crit,440,0.0,1.0
1008006,1008,crit,480,0.0,1.0
1008007,1008,crit,500,0.0,1.0
1008008,1008,crit,600,0.0,1.0
1008009,1008,crit,700,0.0,1.0
1008010,1008,crit,800,0.0,1.0
1008011,1008,crit,-100,99.0,1.0
1008012,1008,crit,160,99.0,1.0
1008013,1008,crit,200,99.0,1.0
1008014,1008,crit,-200,99.0,1.0
1008015,1008,crit,220,99.0,1.0
1008016,1008,crit,280,99.0,1.0
1008017,1008,crit,300,99.0,1.0
1008018,1008,crit,400,99.0,1.0
1008019,1008,crit,-200,2.0,1.0
1008020,1008,crit,-250,2.0,1.0
1008021,1008,crit,300,2.0,1.0
1008022,1008,crit,-400,2.0,1.0
1008023,1008,crit,-600,2.0,1.0
1008024,1008,crit,600,2.0,1.0
1008025,1008,crit,-200,3.0,0.3
1008026,1008,crit,-200,3.0,0.8
1008027,1008,crit,-300,3.0,0.8
1008028,1008,crit,100,3.0,1.0
1008029,1008,crit,-100,3.0,1.0
1008030,1008,crit,160,3.0,1.0
1008031,1008,crit,-180,3.0,1.0
1008032,1008,crit,200,3.0,1.0
1008033,1008,crit,-200,3.0,1.0
1008034,1008,crit,220,3.0,1.0
1008035,1008,crit,240,3.0,1.0
1008036,1008,crit,300,3.0,1.0
1008037,1008,crit,-300,3.0,1.0
1008038,1008,crit,-340,3.0,1.0
1008039,1008,crit,360,3.0,1.0
1008040,1008,crit,-360,3.0,1.0
1008041,1008,crit,400,3.0,1.0
1008042,1008,crit,450,3.0,1.0
1008043,1008,crit,480,3.0,1.0
1008044,1008,crit,-480,3.0,1.0
1008045,1008,crit,-500,3.0,1.0
1008046,1008,crit,600,3.0,1.0
1008047,1008,crit,800,3.0,1.0
1008048,1008,crit,300,4.0,1.0
1008049,1008,crit,-300,4.0,1.0
1008050,1008,crit,400,4.0,1.0
1008051,1008,crit,-400,4.0,1.0
1008052,1008,crit,1200,99.0,1.0
1008053,1008,crit,240,99.0,1.0
1008054,1008,crit,280,99.0,1.0
1008055,1008,crit,400,99.0,1.0
1008056,1008,crit,500,99.0,1.0
1008057,1008,crit,600,99.0,1.0
1008058,1008,crit,900,99.0,1.0
1008059,1008,crit,100,0.0,1.0
1008060,1008,crit,40,0.0,1.0
1008061,1008,crit,100,3.0,1.0
1008062,1008,crit,150,3.0,1.0
1008063,1008,crit,200,3.0,1.0
1008064,1008,crit,250,3.0,1.0
1008065,1008,crit,300,3.0,1.0
1008066,1008,crit,350,3.0,1.0
1008067,1008,crit,400,3.0,1.0
1008068,1008,crit,450,3.0,1.0
1008069,1008,crit,500,99.0,1.0
1008070,1008,crit,300,4.0,1.0
1008071,1008,crit,1500,2.0,1.0
1008072,1008,crit,200,0.0,1.0
1008073,1008,crit,400,0.0,1.0
1008074,1008,crit,700,0.0,1.0
1008075,1008,crit,-20,3.0,1.0
1008076,1008,crit,-40,3.0,1.0
1008077,1008,crit,-60,3.0,1.0
1008078,1008,crit,-80,3.0,1.0
1008079,1008,crit,-100,3.0,1.0
1008080,1008,crit,-120,3.0,1.0
1008081,1008,crit,-140,3.0,1.0
1008082,1008,crit,-160,3.0,1.0
1008083,1008,crit,-180,3.0,1.0
1008084,1008,crit,-200,3.0,1.0
1008085,1008,crit,-220,3.0,1.0
1008086,1008,crit,-240,3.0,1.0
1008087,1008,crit,-260,3.0,1.0
1008088,1008,crit,-280,3.0,1.0
1008089,1008,crit,-300,3.0,1.0
1008090,1008,crit,-320,3.0,1.0
1008091,1008,crit,-340,3.0,1.0
1008092,1008,crit,-360,3.0,1.0
1008093,1008,crit,-380,3.0,1.0
1008094,1008,crit,-400,3.0,1.0
1008095,1008,crit,-420,3.0,1.0
1008096,1008,crit,-440,3.0,1.0
1008097,1008,crit,-460,3.0,1.0
1008098,1008,crit,-480,3.0,1.0
1008099,1008,crit,-500,3.0,1.0
1008100,1008,crit,-520,3.0,1.0
1008101,1008,crit,-540,3.0,1.0
1008102,1008,crit,-560,3.0,1.0
1008103,1008,crit,-580,3.0,1.0
1008104,1008,crit,-600,3.0,1.0
1008105,1008,crit,500,3.0,1.0
1008106,1008,crit,20,2.0,1.0
1008107,1008,crit,60,2.0,1.0
1008108,1008,crit,100,2.0,1.0
1008109,1008,crit,400,0.0,1.0
1008110,1008,crit,440,0.0,1.0
1008111,1008,crit,440,0.0,1.0
1008112,1008,crit,450,0.0,1.0
1008113,1008,crit,460,0.0,1.0
1008114,1008,crit,700,0.0,1.0
1008115,1008,crit,740,0.0,1.0
1008116,1008,crit,740,0.0,1.0
1008117,1008,crit,750,0.0,1.0
1008118,1008,crit,760,0.0,1.0
1008119,1008,crit,600,0.0,1.0
1008120,1008,crit,640,0.0,1.0
1008121,1008,crit,640,0.0,1.0
1008122,1008,crit,650,0.0,1.0
1008123,1008,crit,660,0.0,1.0
1008124,1008,crit,10,99.0,1.0
1008125,1008,crit,280,3.0,1.0
1008126,1008,crit,420,99.0,1.0
1008127,1008,crit,420,99.0,1.0
1008128,1008,crit,440,99.0,1.0
1008129,1008,crit,440,99.0,1.0
1008130,1008,crit,460,99.0,1.0
1008131,1008,crit,400,0.0,1.0
1008132,1008,crit,440,0.0,1.0
1008133,1008,crit,440,0.0,1.0
1008134,1008,crit,450,0.0,1.0
1008135,1008,crit,460,0.0,1.0
1008136,1008,crit,1300,99.0,1.0
1008137,1008,crit,660,3.0,1.0
1008138,1008,crit,620,3.0,1.0
1008139,1008,crit,630,3.0,1.0
1008140,1008,crit,640,3.0,1.0
1008141,1008,crit,650,3.0,1.0
1008142,1008,crit,660,3.0,1.0
1008143,1008,crit,440,99.0,1.0
1008144,1008,crit,440,99.0,1.0
1008145,1008,crit,440,99.0,1.0
1008146,1008,crit,460,99.0,1.0
1008147,1008,crit,460,99.0,1.0
1008148,1008,crit,-320,3.0,0.8
1008149,1008,crit,-320,3.0,0.8
1008150,1008,crit,-340,3.0,0.8
1008151,1008,crit,-340,3.0,0.8
1008152,1008,crit,-340,3.0,0.85
1008153,1008,crit,-620,2.0,1.0
1008154,1008,crit,-620,2.0,1.0
1008155,1008,crit,-640,2.0,1.0
1008156,1008,crit,-640,2.0,1.0
1008157,1008,crit,-660,2.0,1.0
1008158,1008,crit,200,2.0,1.0
1008159,1008,crit,500,2.0,1.0
1008160,1008,crit,1000,2.0,1.0
1008161,1008,crit,280,99.0,1.0
1008162,1008,crit,300,99.0,1.0
1008163,1008,crit,300,99.0,1.0
1008164,1008,crit,320,99.0,1.0
1008165,1008,crit,340,99.0,1.0
1008166,1008,crit,400,3.0,1.0
1008167,1008,crit,440,3.0,1.0
1008168,1008,crit,440,99.0,1.0
1008169,1008,crit,-380,3.0,1.0
1008170,1008,crit,-390,3.0,1.0
1008171,1008,crit,-400,3.0,1.0
1008172,1008,crit,-410,3.0,1.0
1008173,1008,crit,-420,3.0,1.0
1008174,1008,crit,-560,3.0,1.0
1008175,1008,crit,-400,4.0,1.0
1008176,1008,crit,-420,4.0,1.0
1008177,1008,crit,-420,4.0,1.0
1008178,1008,crit,-430,4.0,1.0
1008179,1008,crit,-440,4.0,1.0
1008180,1008,crit,420,4.0,1.0
1008181,1008,crit,420,4.0,1.0
1008182,1008,crit,430,4.0,1.0
1008183,1008,crit,430,4.0,1.0
1008184,1008,crit,440,4.0,1.0
1008185,1008,crit,300,0.0,1.0
1008186,1008,crit,400,0.0,1.0
1008187,1008,crit,600,0.0,1.0
1008188,1008,crit,1000,3.0,1.0
1008189,1008,crit,400,3.0,1.0
1008190,1008,crit,300,0.0,1.0
1008191,1008,crit,500,0.0,1.0
1008192,1008,crit,700,0.0,1.0
1008193,1008,crit,300,0.0,1.0
1008194,1008,crit,500,0.0,1.0
1008195,1008,crit,700,0.0,1.0
1008196,1008,crit,700,0.0,1.0
1008197,1008,crit,740,0.0,1.0
1008198,1008,crit,740,0.0,1.0
1008199,1008,crit,750,0.0,1.0
1008200,1008,crit,760,0.0,1.0
1008201,1008,crit,70,99.0,1.0
1008202,1008,crit,70,99.0,1.0
1008203,1008,crit,70,99.0,1.0
1008204,1008,crit,70,99.0,1.0
1008205,1008,crit,600,3.0,1.0
1008206,1008,crit,400,2.0,1.0
1008207,1008,crit,600,2.0,1.0
1008208,1008,crit,1000,2.0,1.0
1008209,1008,crit,1100,2.0,1.0
1008210,1008,crit,100,2.0,1.0
1008211,1008,crit,140,2.0,1.0
1008212,1008,crit,200,2.0,1.0
1008213,1008,crit,240,2.0,1.0
1008214,1008,crit,200,0.0,1.0
1008215,1008,crit,400,0.0,1.0
1008216,1008,crit,600,0.0,1.0
1008217,1008,crit,620,0.0,1.0
1008218,1008,crit,640,0.0,1.0
1008219,1008,crit,660,0.0,1.0
1008220,1008,crit,20,99.0,1.0
1008221,1008,crit,40,99.0,1.0
1008222,1008,crit,60,99.0,1.0
1008223,1008,crit,100,99.0,1.0
1008224,1008,crit,20,99.0,1.0
1008225,1008,crit,40,99.0,1.0
1008226,1008,crit,60,99.0,1.0
1008227,1008,crit,100,99.0,1.0
1008228,1008,crit,200,99.0,1.0
1008229,1008,crit,400,99.0,1.0
1008230,1008,crit,600,99.0,1.0
1008231,1008,crit,200,0.0,1.0
1008232,1008,crit,400,0.0,1.0
