id,name,brief,desc,name1,type,type_config,qlt,group,is_economy,stack_limit,level,icon,light_effect,gift_id,is_auto_open,equip,pub_scroll_type,partner_cost,treasure_cost,get_ways,go_window,getway_item,dropbox_show,is_sell,sell_price,summon_id,show_in_bag,show_bag_type,filter_type,show_in_forge,skin_id,collection_id,para,avatar_frame_effect,effect_mask,dress_id,clear_act,jobGiftBoxID,is_change_border,sort_forward,is_soul_equip_box
31,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,9999.0,1.0,icon_31,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,
32,-1,-1.0,-1.0,-1,1.0,,6.0,,0.0,9999.0,1.0,icon_32,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
33,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,9999.0,1.0,icon_33,,,,,,,,2|3,37.0,,,,,,1.0,2.0,1.0,,,,,,,,,,,,
34,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,9999.0,1.0,icon_34,,,,,,,,43|2|3|14,5.0,,,,,,1.0,2.0,1.0,,,,,,,,,,,,
35,-1,-1.0,-1.0,-1,1.0,1001.0,4.0,,0.0,9999.0,1.0,icon_35,,,,,,,,1|2|3|14,23.0,,,,,,1.0,2.0,1.0,,,,,,,,,,,,
36,-1,-1.0,-1.0,-1,1.0,1001.0,5.0,,0.0,9999.0,1.0,icon_36,,,,,,,,2|3|24,38.0,,,,,,1.0,2.0,1.0,,,,,,,,,,,,
37,-1,-1.0,-1.0,-1,1.0,,2.0,,0.0,,1.0,icon_37,,,,,,,,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,
38,-1,-1.0,-1.0,-1,1.0,,2.0,,0.0,,1.0,icon_38,,,,,,,,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,
39,-1,-1.0,-1.0,-1,1.0,,2.0,,0.0,,1.0,icon_39,,,,,,,,,,,,1.0,1#30000,,1.0,2.0,2.0,,,,,,,,,,,,
40,-1,-1.0,-1.0,-1,1.0,,2.0,,0.0,,1.0,icon_40,,,,,,,,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,
41,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_41,,,,,,,,,,,,1.0,1#200000,,1.0,2.0,2.0,,,,,,,,,,,,
42,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_42,,,,,,,,,,,,1.0,1#250000,,1.0,2.0,2.0,,,,,,,,,,,,
43,-1,-1.0,-1.0,-1,14.0,,5.0,,0.0,,1.0,icon_43,,30001.0,,,,,,6|88,,,,,,,1.0,6.0,1.0,,,,,,,,,,,,
44,-1,-1.0,-1.0,-1,1.0,,4.0,,0.0,,1.0,icon_44,,,,,,,,113,72.0,,,,,,1.0,2.0,1.0,,,,,,,,,,,,
45,-1,-1.0,-1.0,-1,23.0,1002.0,6.0,,0.0,,1.0,icon_45,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,
46,-1,-1.0,-1.0,-1,1.0,,2.0,,0.0,,1.0,icon_46,,,,,,,,,,,,1.0,1#15000,,1.0,2.0,2.0,,,,,,,,,,,,
47,-1,-1.0,-1.0,-1,1.0,1001.0,6.0,,0.0,9999.0,1.0,icon_47,,,,,,,,46|151|67|47,85.0,,,,,,1.0,2.0,1.0,,,,,,,,,,,,
48,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_48,,,,,,,,,,,,1.0,1#15000,,1.0,2.0,2.0,,,,,,,,,,,,
49,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_49,,,,,,,,,,,,1.0,1#30000,,1.0,2.0,2.0,,,,,,,,,,,,
50,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_50,,,,,,,,,,,,1.0,1#15000,,1.0,2.0,2.0,,,,,,,,,,,,
51,-1,-1.0,-1.0,-1,1.0,,2.0,,0.0,,1.0,icon_51,,,,,,,,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,
52,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_52,,,,,,,,,,,,1.0,1#100000,,1.0,2.0,2.0,,,,,,,,,,,,
53,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_53,,,,,,,,,,,,1.0,1#20000,,1.0,2.0,2.0,,,,,,,,,,,,
54,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_54,,,,,,,,,,,,1.0,1#250000,,1.0,2.0,2.0,,,,,,,,,,,,
55,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_55,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
56,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_56,,,,,,,,,,,,1.0,1#20000,,1.0,2.0,2.0,,,,,,,,,,,,
57,-1,-1.0,-1.0,-1,1.0,,5.0,,0.0,,1.0,icon_57,,,,,,,,35|45|60|101|253|175|61|154,,69|3|6|9|38|12|67|112,,,1#25000,,1.0,2.0,2.0,,,,,,,,,,,,
58,-1,-1.0,-1.0,-1,1.0,,5.0,,0.0,,1.0,icon_58,,,,,,,,176,176.0,68,,,1#25000,,1.0,2.0,2.0,,,,,,,,,,,,
59,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_59,,,,,,,,,,,,1.0,1#15000,,1.0,2.0,2.0,,,,,,,,,,,,
60,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_60,,,,,,,,,,,,1.0,1#15000,,1.0,2.0,2.0,,,,,,,,,,,,
61,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_61,,,,,,,,,,,,1.0,1#100000,,1.0,2.0,2.0,,,,,,,,,,,,
62,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_62,,,,,,,,,,,,1.0,1#15000,,1.0,2.0,2.0,,,,,,,,,,,,
63,-1,-1.0,-1.0,-1,1.0,,4.0,,0.0,,1.0,icon_63,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
64,-1,-1.0,-1.0,-1,1.0,,4.0,,0.0,,1.0,icon_64,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
65,-1,-1.0,-1.0,-1,1.0,,5.0,,0.0,,1.0,icon_65,,,,,,,,91,62.0,,,,,,1.0,2.0,1.0,,,,,,,,,,,,
66,-1,-1.0,-1.0,-1,1.0,,5.0,,0.0,,1.0,icon_66,,,,,,,,91,62.0,,,,,,1.0,2.0,1.0,,,,,,,,,,,,
67,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,,icon_67,,,,,,,,,,,,1.0,1#20000,,1.0,2.0,2.0,,,,,,,,,,,,
68,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_68,,,,,,,,,,,,1.0,1#15000,,1.0,2.0,2.0,,,,,,,,,,,,
69,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_69,,,,,,,,6|88,73.0,,,,,,1.0,2.0,1.0,,,,,,,,,,,,
70,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_70,,,,,,,,,,,,1.0,1#20000,,1.0,2.0,2.0,,,,,,,,,,,,
71,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_71,,,,,,,,,,,,1.0,1#20000,,1.0,2.0,2.0,,,,,,,,,,,,
72,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_72,,,,,,,,,,,,1.0,1#15000,,1.0,2.0,2.0,,,,,,,,,,,,
73,-1,-1.0,-1.0,,1.0,1001.0,5.0,,0.0,,1.0,icon_73,,,,,,,,56|57,74.0,,,,,,1.0,2.0,1.0,,,,,,,,,,,,
74,-1,-1.0,-1.0,-1,1.0,1001.0,5.0,,0.0,,1.0,icon_74,,,,,,,,56|58|88,82.0,,,,,,1.0,2.0,1.0,,,,,,,,,,,,
75,-1,-1.0,-1.0,,1.0,1001.0,5.0,,0.0,,1.0,icon_75,,,,,,,,56,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,
76,-1,-1.0,-1.0,,1.0,,3.0,,0.0,,1.0,icon_76,,,,,,,,,,,,1.0,1#20000,,1.0,2.0,2.0,,,,,,,,,,,,
77,-1,,,,1.0,,5.0,,0.0,,1.0,icon_77,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
78,-1,-1.0,-1.0,-1,1.0,,2.0,,0.0,,1.0,icon_78,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
79,-1,-1.0,-1.0,-1,1.0,,2.0,,0.0,,1.0,icon_78,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
80,-1,-1.0,-1.0,-1,1.0,,2.0,,0.0,,1.0,icon_78,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
81,-1,-1.0,-1.0,-1,14.0,,5.0,,0.0,,1.0,icon_81,,30002.0,,,,,,,,,,,,,1.0,6.0,1.0,,,,,,,,,,,,
82,-1,-1.0,-1.0,-1,14.0,,5.0,,0.0,,1.0,icon_82,,30003.0,,,,,,,,,,,,,1.0,6.0,1.0,,,,,,,,,,,,
83,-1,-1.0,-1.0,,1.0,,3.0,,0.0,,1.0,icon_83,,,,,,,,,,,,1.0,1#15000,,1.0,2.0,2.0,,,,,,,,,,,,
84,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_84,,,,,,,,,,,,1.0,1#80000,,1.0,2.0,2.0,,,,,,,,,,,,
85,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_85,,,,,,,,,,,,1.0,1#20000,,1.0,2.0,2.0,,,,,,,,,,,,
86,-1,-1.0,,-1,1.0,,5.0,,0.0,,1.0,icon_86,,30004.0,,,,,,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,
87,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_87,,,,,,,,,,,,1.0,1#15000,,1.0,2.0,2.0,,,,,,,,,,,,
88,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_88,,,,,,,,,,,,1.0,1#20000,,1.0,2.0,2.0,,,,,,,,,,,,
89,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_89,,,,,,,,,,,,1.0,1#15000,,1.0,2.0,2.0,,,,,,,,,,,,
90,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_90,,,,,,,,,,,,1.0,1#5000,,1.0,2.0,2.0,,,,,,,,,,,,
91,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_91,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
92,-1,-1.0,-1.0,-1,1.0,,5.0,,0.0,,1.0,icon_92,,,,,,,,,,,,1.0,1#800000,,1.0,2.0,2.0,,,,,,,,,,,,
93,-1,-1.0,-1.0,-1,1.0,,5.0,,0.0,,1.0,icon_93,,,,,,,,67,84.0,,,,,,1.0,2.0,2.0,,,,,,,,,,,,
94,-1,-1.0,,-1,26.0,,1.0,,0.0,,1.0,icon_94,,,,,,,,,,,,,,,1.0,2.0,2.0,,,60001.0,,,,,,,,,
95,-1,-1.0,,-1,26.0,,1.0,,0.0,,1.0,icon_95,,,,,,,,,,,,,,,1.0,2.0,2.0,,,60002.0,,,,,,,,,
96,-1,-1.0,,-1,1.0,,3.0,,0.0,,1.0,icon_96,,,,,,,,,,,,1.0,1#15000,,1.0,2.0,2.0,,,,,,,,,,,,
97,-1,-1.0,-1.0,-1,1.0,,2.0,,0.0,,1.0,icon_97,,,,,,,,45|60,,,,1.0,1#35000,,1.0,2.0,2.0,,,,,,,,,,,,
98,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_98,,,,,,,,,,,,,1#50000,,1.0,2.0,2.0,,,,,,,,,,,,
99,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_99,,,,,,,,,,,,,1#300000,,1.0,2.0,2.0,,,,,,,,,,,,
100,-1,-1.0,,-1,1.0,,5.0,,0.0,,1.0,icon_100,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
101,-1,-1.0,,-1,1.0,,5.0,,0.0,,1.0,icon_101,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
102,-1,-1.0,,-1,1.0,,5.0,,0.0,,1.0,icon_102,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
103,-1,-1.0,,-1,1.0,,5.0,,0.0,,1.0,icon_103,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
104,-1,-1.0,,-1,1.0,,5.0,,0.0,,1.0,icon_104,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
105,-1,-1.0,,-1,1.0,,5.0,,0.0,,1.0,icon_105,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
106,-1,-1.0,,-1,1.0,,5.0,,0.0,,1.0,icon_106,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
107,-1,-1.0,,-1,1.0,,5.0,,0.0,,1.0,icon_107,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
108,-1,-1.0,,-1,1.0,,3.0,,0.0,,1.0,icon_108,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
109,-1,-1.0,-1.0,-1,1.0,,4.0,,0.0,,1.0,icon_181,,,,,,,,,,,,,1#40000,,1.0,2.0,2.0,,,,,,,,,,,,
110,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_110,,,,,,,,68,,,,,1#15000,,1.0,2.0,2.0,,,,,,,,,,,,
111,-1,-1.0,-1.0,,1.0,,3.0,,0.0,,1.0,icon_111,,,,,,,,,,,,1.0,1#400000,,1.0,2.0,2.0,,,,,,,,,,,,
112,-1,-1.0,-1.0,-1,24.0,,5.0,,0.0,,1.0,icon_112,,,,,,,,,,,,,,,1.0,6.0,1.0,,,,24.0,,,,,,,,
113,-1,-1.0,-1.0,-1,24.0,,5.0,,0.0,,1.0,icon_113,,,,,,,,,,,,,,,1.0,6.0,1.0,,,,24.0,,,,,,,,
114,-1,-1.0,,-1,1.0,1001.0,5.0,,0.0,,1.0,icon_114,,,,,,,,,83.0,,,,1#15000,,1.0,2.0,2.0,,,,,,,,,,,,
115,-1,-1.0,-1.0,-1,24.0,,5.0,,0.0,,1.0,icon_112,,,,,,,,,,,,,,,1.0,6.0,1.0,,,,8.0,,,,,,,,
116,-1,-1.0,-1.0,-1,24.0,,5.0,,0.0,,1.0,icon_113,,,,,,,,,,,,,,,1.0,6.0,1.0,,,,8.0,,,,,,,,
117,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_117,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
118,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_118,,,,,,,,,,,,1.0,1#20000,,1.0,2.0,2.0,,,,,,,,,,,,
119,-1,-1.0,-1.0,-1,1.0,,5.0,,0.0,,1.0,icon_119,,,,,,,,,76.0,,,,,,1.0,2.0,2.0,,,,,,,,,,,,
120,-1,-1.0,-1.0,-1,1.0,,5.0,,0.0,,1.0,icon_120,,,,,,,,,75.0,,,,,,1.0,2.0,2.0,,,,,,,,,,,,
121,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,-1,-1.0,-1.0,-1,1.0,,4.0,,0.0,,1.0,icon_123,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
124,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_124,,,,,,,,,,,,1.0,1#15000,,1.0,2.0,2.0,,,,,,,,,,,,
125,-1,-1.0,-1.0,-1,27.0,,5.0,,0.0,,1.0,icon_43,,,,,,,,6,,,,,,,1.0,6.0,2.0,,,,,,,,,,,,
126,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_126,,,,,,,,,,,,1.0,1#15000,,1.0,2.0,2.0,,,,,,,,,,,,
127,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_127,,,,,,,,,,,,1.0,1#50000,,1.0,2.0,2.0,,,,,,,,,,,,
128,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_128,,,,,,,,,,,,1.0,1#15000,,1.0,2.0,2.0,,,,,,,,,,,,
129,-1,-1.0,-1.0,,1.0,,5.0,,0.0,,1.0,icon_129,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
130,-1,-1.0,-1.0,,1.0,,3.0,,0.0,,1.0,icon_130,,,,,,,,,,,,1.0,1#15000,,1.0,2.0,2.0,,,,,,,,,,,,
131,-1,-1.0,-1.0,,1.0,,5.0,,0.0,,1.0,icon_131,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
132,-1,-1.0,-1.0,,1.0,,5.0,,0.0,,1.0,icon_132,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
133,-1,-1.0,-1.0,-1,27.0,,5.0,,0.0,,1.0,icon_133,,,,,,,,,,,,,,,1.0,6.0,2.0,,,,,,,,,,,,
134,-1,-1.0,-1.0,-1,1.0,,5.0,,0.0,,1.0,icon_134,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
135,-1,-1.0,-1.0,-1,14.0,,5.0,,0.0,,1.0,icon_135,,30005.0,,,,,,,,,,,,,1.0,6.0,1.0,,,,,,,,,,,,
136,-1,-1.0,,-1,1.0,,1.0,,0.0,,1.0,icon_136,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
137,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_137,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
138,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_138,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
139,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_139,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
140,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_140,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
141,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_141,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
142,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_142,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
143,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_143,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
144,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_144,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
145,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_145,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
146,-1,-1.0,-1.0,-1,1.0,,5.0,,0.0,,1.0,icon_146,,,,,,,,,89.0,,,,1#500000,,1.0,2.0,2.0,,,,,,,,,,,,
147,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_147,,,,,,,,,,,,1.0,1#15000,,1.0,2.0,2.0,,,,,,,,,,,,
148,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_148,,,,,,,,45|59|61|96,,,,,1#500000,,1.0,2.0,2.0,,,,,,,,,,,,
149,-1,-1.0,-1.0,-1,14.0,,6.0,,0.0,,1.0,icon_149,,30006.0,,,,,,,,,,,,,1.0,6.0,1.0,,,,,,,,,1.0,,1.0,
150,-1,-1.0,-1.0,-1,14.0,,6.0,,0.0,,1.0,icon_150,,30007.0,,,,,,,,,,,,,1.0,6.0,1.0,,,,,,,,,1.0,,1.0,
151,-1,-1.0,-1.0,-1,14.0,,6.0,,0.0,,1.0,icon_151,,30008.0,,,,,,,,,,,,,1.0,6.0,1.0,,,,,,,,,1.0,,1.0,
152,-1,-1.0,-1.0,-1,14.0,,6.0,,0.0,,1.0,icon_152,,30009.0,,,,,,,,,,,,,1.0,6.0,1.0,,,,,,,,,1.0,,1.0,
153,-1,-1.0,-1.0,-1,14.0,,6.0,,0.0,,1.0,icon_153,,30010.0,,,,,,,,,,,,,1.0,6.0,1.0,,,,,,,,,1.0,,1.0,
154,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_154,,,,,,,,,,,,1.0,1#20000,,1.0,2.0,2.0,,,,,,,,,,,,
155,-1,-1.0,-1.0,,1.0,,3.0,,0.0,,1.0,icon_155,,,,,,,,,,,,1.0,1#20000,,1.0,2.0,2.0,,,,,,,,,,,,
156,-1,-1.0,-1.0,-1,1.0,,2.0,,0.0,,1.0,icon_156,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
157,-1,-1.0,-1.0,-1,1.0,,2.0,,0.0,,1.0,icon_156,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
158,-1,-1.0,-1.0,-1,1.0,,2.0,,0.0,,1.0,icon_156,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
159,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_159,,,,,,,,,,,,1.0,1#20000,,1.0,2.0,2.0,,,,,,,,,,,,
160,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_160,,,,,,,,,,,,1.0,1#15000,,1.0,2.0,2.0,,,,,,,,,,,,
161,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_161,,,,,,,,,,,,1.0,1#50000,,1.0,2.0,2.0,,,,,,,,,,,,
162,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_162,,,,,,,,,,,,1.0,1#15000,,1.0,2.0,2.0,,,,,,,,,,,,
163,-1,-1.0,-1.0,-1,1.0,,5.0,,0.0,,1.0,icon_163,,,,,,,,,,,,1.0,1#15000,,1.0,2.0,2.0,,,,,,,,,,,,
164,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_164,,,,,,,,,,,,1.0,1#20000,,1.0,2.0,2.0,,,,,,,,,,,,
165,-1,-1.0,-1.0,-1,1.0,,3.0,,0.0,,1.0,icon_165,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
166,-1,-1.0,,-1,1.0,,2.0,,0.0,,1.0,icon_166,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
