id,event_name,desc
28,Tägliches Ereignis·Segen|Tägliches Ereignis·Segen,Erhöht Angriff deiner Mädchen der Feen-Fraktion um 18%|Erhöht HP deiner Mädchen um 18%
29,Tägliches Ereignis·Segen|Tägliches Ereignis·Segen,Erhöht Angriff deiner Mädchen der Feen-Fraktion um 18%|Erhöht HP deiner Mädchen um 18%
30,Tägliches Ereignis·Segen,Erhöht Angriff deiner Mädchen der Menschen-Fraktion um 18%
31,Tägliches Ereignis·Segen|Tägliches Ereignis·Segen,Erhöht Angriff deiner Mädchen der Dämonen- und Engel-Fraktion um 18%|Erhöht HP deiner Mädchen um 18%
32,Tägliches Ereignis·Segen|Tägliches Ereignis·Segen,Erhöht Angriff deiner Mädchen der Dämonen- und Engel-Fraktion um 18%|Erhöht HP deiner Mädchen um 18%
33,Tägliches Ereignis·Segen|Tägliches Ereignis·Segen,Erhöht Angriff deiner Mädchen der Dämonen- und Engel-Fraktion um 18%|Erhöht HP deiner Mädchen um 18%
34,Tägliches Ereignis·Segen|Tägliches Ereignis·Segen,Erhöht Angriff deiner Mädchen der Dämonen- und Engel-Fraktion um 18%|Erhöht HP deiner Mädchen um 18%
35,Tägliches Ereignis·Segen|Tägliches Ereignis·Segen,Erhöht Angriff deiner Mädchen der Dämonen- und Engel-Fraktion um 18%|Erhöht HP deiner Mädchen um 18%
36,Tägliches Ereignis·Segen,Erhöht Angriff deiner Mädchen der Monster-Fraktion um 18%
37,Tägliches Ereignis·Segen|Tägliches Ereignis·Segen,Erhöht Angriff deiner Mädchen der Geister-Fraktion um 18%|Erhöht HP deiner Mädchen um 18%
38,Tägliches Ereignis·Segen|Tägliches Ereignis·Segen,Erhöht Angriff deiner Mädchen der Geister-Fraktion um 18%|Erhöht HP deiner Mädchen um 18%
39,Tägliches Ereignis·Segen|Tägliches Ereignis·Segen,Erhöht Angriff deiner Mädchen der Geister-Fraktion um 18%|Erhöht HP deiner Mädchen um 18%
40,Tägliches Ereignis·Segen|Tägliches Ereignis·Segen,Erhöht Angriff deiner Mädchen der Geister-Fraktion um 18%|Erhöht HP deiner Mädchen um 18%
41,Tägliches Ereignis·Segen|Tägliches Ereignis·Segen,Erhöht Angriff deiner Mädchen der Geister-Fraktion um 18%|Erhöht HP deiner Mädchen um 18%
42,Tägliches Ereignis·Segen,Erhöht Angriff deiner Mädchen der Feen-Fraktion um 18%
43,Tägliches Ereignis·Segen|Tägliches Ereignis·Segen,Erhöht Angriff deiner Mädchen der Menschen-Fraktion um 18%|Erhöht HP deiner Mädchen um 18%
44,Tägliches Ereignis·Segen|Tägliches Ereignis·Segen,Erhöht Angriff deiner Mädchen der Menschen-Fraktion um 18%|Erhöht HP deiner Mädchen um 18%
45,Tägliches Ereignis·Segen|Tägliches Ereignis·Segen,Erhöht Angriff deiner Mädchen der Menschen-Fraktion um 18%|Erhöht HP deiner Mädchen um 18%
46,Tägliches Ereignis·Segen|Tägliches Ereignis·Segen,Erhöht Angriff deiner Mädchen der Menschen-Fraktion um 18%|Erhöht HP deiner Mädchen um 18%
47,Tägliches Ereignis·Segen|Tägliches Ereignis·Segen,Erhöht Angriff deiner Mädchen der Menschen-Fraktion um 18%|Erhöht HP deiner Mädchen um 18%
48,Tägliches Ereignis·Segen,Erhöht Angriff deiner Mädchen der Dämonen- und Engel-Fraktion um 18%
49,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「Wald 58」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Monster-Fraktion um 18%
50,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「Burg 48」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Monster-Fraktion um 18%
51,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「Stadt 13」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Monster-Fraktion um 18%
52,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「See 19」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Monster-Fraktion um 18%
53,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「Haus 42」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Monster-Fraktion um 18%
54,Tägliches Ereignis·Segen,Erhöht Angriff deiner Mädchen der Geister-Fraktion um 18%
55,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「Wald 26」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Feen-Fraktion um 18%
56,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「Burg 60」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Feen-Fraktion um 18%
57,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「Stadt 04」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Feen-Fraktion um 18%
58,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「See 40」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Feen-Fraktion um 18%
59,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「Haus 16」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Feen-Fraktion um 18%
60,Tägliches Ereignis·Segen,Erhöht Angriff deiner Mädchen der Menschen-Fraktion um 18%
61,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「Wald 32」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Geister-Fraktion um 18%
62,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「Burg 39」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Geister-Fraktion um 18%
63,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「Stadt 08」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Geister-Fraktion um 18%
64,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「See 30」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Geister-Fraktion um 18%
65,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「Haus 29」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Geister-Fraktion um 18%
66,Tägliches Ereignis·Segen,Erhöht Angriff deiner Mädchen der Monster-Fraktion um 18%
67,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「Wald 12」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Menschen-Fraktion um 18%
68,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「Burg 09」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Menschen-Fraktion um 18%
69,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「Stadt 31」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Menschen-Fraktion um 18%
70,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「See 46」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Menschen-Fraktion um 18%
71,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「Haus 13」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Menschen-Fraktion um 18%
72,Tägliches Ereignis·Segen|Tägliches Ereignis·Sprung,Erhöht Angriff deiner Mädchen der Feen-Fraktion um 18%|Die Herausforderung in「Sturm 47」wurde automatisch abgeschlossen
73,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「Wald 24」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Monster-Fraktion um 18%
74,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「Burg 22」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Monster-Fraktion um 18%
75,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「Stadt 18」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Monster-Fraktion um 18%
76,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「See 52」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Monster-Fraktion um 18%
77,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「Haus 25」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Monster-Fraktion um 18%
78,Tägliches Ereignis·Segen,Erhöht Angriff deiner Mädchen um 18%
79,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「Wald 16」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Feen-Fraktion um 18%
80,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「Burg 15」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Feen-Fraktion um 18%
81,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「Stadt 25」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Feen-Fraktion um 18%
82,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「See 42」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Feen-Fraktion um 18%
83,Tägliches Ereignis·Rückblick|Tägliches Ereignis·Segen,Die Herausforderung in「Haus 44」wurde zurückgesetzt|Erhöht Angriff deiner Mädchen der Feen-Fraktion um 18%
84,Tägliches Ereignis·Segen,Erhöht Angriff deiner Mädchen um 18%
