id,title,desc
20603,Kleidungsladen-3,Welches Kleidungsstück passt besser zu Fencer?
20701,Katzencafé-1,Was solltest du tun?
20702,Katzencafé-2,Welche Katze wählst du?
20703,Katzencafé-3,"Bist du sicher, dass du eine Mitgliedschaft kaufen willst?"
20801,Englischer Salon-1,Wo willst du sitzen?
20802,Englischer Salon-2,Welches Desserts wählst du?
20803,Englischer Salon-3,Wie antwortest du?
20901,Blumenladen-1,Was tust du auf die Ablehnung von Fencer hin?
20902,Blumenladen-2,Was tust du in Bezug auf die Blumen des fremden Mädchens?
20903,Blumenladen-3,"Es ist selten, dass Fencer sich für etwas interessiert. Rate mal, welche Blume sie gern mag."
21001,Ruhiges Plätzchen-1,Wie solltest du antworten?
21002,Ruhiges Plätzchen-2,Was solltest du tun?
21003,Ruhiges Plätzchen-3,"Anders als sonst, ist Fencer diesmal sehr gesprächig. Wie antwortest du?"
21101,Liebesapfelstand-1,Nach diesen Worten herrscht ein peinliches Schweigen. Wie löst du es?
21102,Liebesapfelstand-2,"Wie beschreibst du den Geschmack, nachdem du einmal angebissen hast?"
21103,Liebesapfelstand-3,An Fencers Mund klebt roter Zuckerguss. Sagst du es ihr?
21201,Feuerwerksfest-1,Wie solltest du antworten?
21202,Feuerwerksfest-2,Was solltest du tun?
21203,Feuerwerksfest-3,Wo solltet ihr zum Feuerwerk gucken hingehen?
21301,Takoyaki-1,Welchen Takoyaki-Geschmack wählst du?
21302,Takoyaki-2,Willst du deinen eigenen Geschmack kreieren?
21303,Takoyaki-3,Es gibt nur noch einen Takoyaki. Was tust du?
21401,Crushed Eis-Stand-1,Was tust du?
21402,Crushed Eis-Stand-2,Welches Geschmack wählst du?
21403,Crushed Eis-Stand-3,Was tust du?
21501,Ringe-Spiel-1,Fencer scheint sehr am Ringe-Spiel interessiert zu sein. Was tust du?
21502,Ringe-Spiel-2,Es scheint Fencer hatte beim Ringe-Spiel keinen Erfolg. Was tust du?
21503,Ringe-Spiel-3,Fencer scheint dir den kleinen Bären schenken zu wollen. Was tust du?
30101,Seegespräch-1,Wie solltest du antworten?
30102,Seegespräch-2,Es werden bestimmt noch mehr Mücken kommen. Was tust du?
30103,Seegespräch-3,Wie antwortest du?
30201,Bootsfahrt-1,Was macht KongMing nur? Willst du ihr folgen und mal schauen?
30202,Bootsfahrt-2,Jetzt hälst du das Ruder. In welche Richtung soll es gehen?
30203,Bootsfahrt-3,Was tust du in einem so entspannten Moment?
30301,Picknick-1,Wo willst du Picknicken?
30302,Picknick-2,Welches Dessert schmeckt am Besten?
30303,Picknick-3,Willst du KongMing helfen aufzuräumen?
30401,Drachen fliegen lassen-1,Das Wetter scheint derzeit nicht zum Drachen fliegen lassen geeignet zu sein. Was tust du?
30402,Drachen fliegen lassen-2,Welches Drachen wählst du?
30403,Drachen fliegen lassen-3,KongMing scheint Probleme beim Drachen steigen lassen zu haben. Wie hilfst du ihr?
30501,Schach-1,"Willst du erlauben, dass KongMing am Schachspiel teilnimmt?"
30502,Schach-2,KongMing scheint dich um Hilfe zu bitten. Was tust du?
30503,Schach-3,Was tust du auf die Einladung der Schulmädchen hin?
30601,Fächerladen-1,Willst du die Verkäuferin irgendwas zu KongMing fragen?
30602,Fächerladen-2,Welches Fächer wählst du?
30603,Fächerladen-3,Willst du Fächer-Zubehör kaufen?
30701,Ruhiges Plätzchen-1,Wie solltest du antworten?
30702,Ruhiges Plätzchen-2,Was solltest du tun?
30703,Ruhiges Plätzchen-3,Wie solltest du antworten?
30801,Katzencafé-1,"Was tust du, wenn du mit der Kellnerin, die du vom letzten Mal kennst, konfrontiert bist?"
30802,Katzencafé-2,Welche Katze wählst du?
30803,Katzencafé-3,Willst du die Katzenservicezeit verlängern?
30901,Buchladen-1,Wie solltest du antworten?
30902,Buchladen-2,Welches Buch wählst du?
30903,Buchladen-3,"Was tust du, wenn KongMing im Buchladen einschläft?"
31001,Videospielgeschäft-1,Was tust du auf KongMings Bitte hin?
31002,Videospielgeschäft-2,Wie antwortest du?
31003,Videospielgeschäft-3,Wer sollte das Los ziehen?
31101,Rafting-1,Willst du KongMing helfen einen Badeanzug für das Rafting auszusuchen?
31102,Rafting-2,KongMing scheint wegen den turbulelten Strömungen ein bisschen ängstlich zu sein. Was tust du?
31103,Rafting-3,"KongMing scheint ein bisschen unentschlossen zu sein, ob sie im Wasser spielen will. Was tust du?"
31201,Achterbahn-1,KongMing will plötzlich die Tauben füttern. Was tust du?
31202,Achterbahn-2,Was tust du?
31203,Achterbahn-3,Willst du ein Souvenirfoto kaufen?
31301,Autoscooter-1,Was wählst du?
31302,Autoscooter-2,Welche Strategie wählst du?
31303,Autoscooter-3,"Was tust du auf KongMings Bitte hin, selber den Autoscooter fahren zu dürfen?"
31401,Ruheplatz-1,Welchen Snack wählst du?
31402,Ruheplatz-2,Was tust du?
31403,Ruheplatz-3,Du wurdest mit KongMing vom Schulmädchen entdeckt. Was tust du?
31501,Fisch-Wettkampf-1,"Noch bevor du die Gruppe erreicht hast, spürst du eine starke Strömung. Was tust du?"
31502,Fisch-Wettkampf-2,Wer nimmt am Angel-Spiel teil?
31503,Fisch-Wettkampf-3,Wie beruhigst du sie?
40001,Abenteuer-1,Im Eingang des Ladens erscheint Jemand bekanntes.
40002,Abenteuer-2,Esau und Jakob verkaufen Ballons
40003,Abenteuer-3,Die Läden an der Straßenecke haben gerade ein Event bei dem man ihre Produkte umsonst kosten kann.
40004,Abenteuer-4,Du kommst an eine Straßenkreuzung die du noch nie gesehen hast.
40005,Abenteuer-5,Du findest ein Buch in einer Ecke des Gartens.
40006,Abenteuer-6,Du triffst auf eine Katze.
40007,Abenteuer-7,Die kleinen Läden verkaufen Haarreifen mit verschiedenen Tierohren.
40008,Abenteuer-8,Es gibt drei Brotdosen auf dem Tisch
40009,Abenteuer-9,Bunny läd dich zu einem Spiel ein.
40010,Abenteuer-10,Auf der Theaterbühne führt Jemand etwas vor.
40011,Abenteuer-11,"Als du aus dem Haus gehst, triffst du plötzlich auf einen kleinen Hund."
40012,Abenteuer-12,Du willst Blumen für eine Blumenkorb haben.
40013,Abenteuer-13,"Du hast ein Feuerzeug vergessen, als du zum Barbecue gegangen bist."
40014,Abenteuer-14,Die Verkäuferin im Buchladen hat ein paar Bücher heruntergesetzt.
40015,Abenteuer-15,Der Kleidungsladen hat gerade die neuen Modelle der Saison herausgegeben.
40016,Abenteuer-16,Du fühlst dich plötzlich durstig währung du auf der Straße unterwegs bist
40017,Abenteuer-17,"Du willst arbeiten, um mehr Date Kapital zu erhalten"
40018,Abenteuer-18,"Nach dem Spielen merkst du, dass du hungrig bist. Welches Restaurant wählst du?"
40019,Abenteuer-19,Du bist vom Schulmädchen eingeladen worden einen Film zu schauen. Welchen Film schaust du?
40020,Abenteuer-20,Du hast das Gefühl dein Lebensstil ist nicht gesund genug und fängst an ins Fitnessstudio zu gehen.
40021,Abenteuer-21,"Weil du viel Gold hast, entscheidest du dich für eine Investition."
100001,Verzwickte Liebe-1,Wen lädst du zum Kaffee ein?
100002,Verzwickte Liebe-2,Welchen Kaffee bestellst du?
100003,Verzwickte Liebe-3,Neben wem sitzt du?
100004,Verzwickte Liebe-4,Mit wem teilst du dir einen Schirm?
100005,Verzwickte Liebe-5,"Mit wem verabredest du dich, um zusammen einen Film zu sehen?"
100006,Verzwickte Liebe-6,Mit wem sitzt du zusammen im Kino?
100007,Verzwickte Liebe-7,Wem schenkst du die frischen Blumen?
100008,Verzwickte Liebe-8,Vom wem willst du unterrichtet werden?
100009,Verzwickte Liebe-9,Über das Schicksal mit wem willst du die Kristallkugel befragen?
