id,fort_name,fort_name2,name,description,skill
15,Leila·\nGiftiger Pfeil,Leila·Giftiger Pfeil,Kampf in den Hügeln (2),"Leila kämpft mit aller Kraft, ihre Augen lodern feuerrot, doch um sie herum fallen immer mehr ihrer Teammitglieder durch die Angriffe der Chaos-Truppen. Leila beisst die Zähne zusammen und schwingt weiter ihre silberne Waffe, unterstützt von dem Gedanken an die Worte ihres Master, der einzigen Person der sie vertraut ""Halte die Linie"".",
16,Leila·\nGiftiger Pfeil,Leila·Giftiger Pfeil,Kampf in den Hügeln (3),"Der Kampf mit dem Legionsoffizier war der letzte, Leilas Gedanken waren überwältigt von dem Drang zu töten und Blut zu sehen und sie begann wahllos zu tören. Bis ""sie"" mit Verstärkung kam.",
17,Leila·\nGiftiger Pfeil,Leila·Giftiger Pfeil,Falle!,"6 Tage nach der Schlacht bei Yartta erhielt das ""Alpha"" Regiment die Anordnung die letzte Verteidigungslinie des Chaos anzugreifen und diesen 100 Jährigen Krieg ein für alle Mal zu beenden. Als sie jedoch zur Basis der Chaos-Truppen gelangen, gibt es jedoch keinen Gegenangriff.",
18,Leila·\nGiftiger Pfeil,Leila·Giftiger Pfeil,Vorratscamp,"Als Leila zur Versorgungsbasis gelangt, ist diese bereits komplett von den Chaos-Truppen zerstört. Während sie Chaos-Soldaten zerstört versucht sie gleichzeitig die wenigen glücklichen Überlebenden zu retten. Mit großer Mühe erfährt sie schließlich von einem der Überlebenden über den Verbleib des Kommandanten.",
19,Leila·\nGiftiger Pfeil,Leila·Giftiger Pfeil,Ausgelöscht,"Als sie zum Regiment ""Alpha"" gelangen finden sie nur noch verbrannte Erde. Jegliches Zeichen von Leben ist von Asche und Rauch bedeckt.",
20,Leila·\nGiftiger Pfeil,Leila·Giftiger Pfeil,Eine besondere Reise,"Leila wird übermannt von Erinnerungen und Selbstbeschuldigungen, sowie dem Hass gegenüber den Chaos-Truppen.",
21,Iron Fist·\nTagebuch,Iron Fist·Tagebuch,Ewiger Albtraum,"Der Rauch wurde von den Flammen beleuchtet, Funken flogen in einer scheinbar heftigen Schlacht. Mit dem Zischen eines fliegenden Pfeils und dem Schock der Klinge erschien eine ziemlich verschwommene schwarze Person vor Iron Fist...",
22,Iron Fist·\nTagebuch,Iron Fist·Tagebuch,Die Operation,"Unter der weißen Decke standen zwei verschwommene Gestalten vor ihr. Iron Fist atmete langsam und schwach und hörte nur das ""Beep-Beep"" -Geräusch, das von den Überwachungsgeräten zu kommen schien. Sie merkte ziemlich schnell, dass sie operiert wurde.",
23,Iron Fist·\nTagebuch,Iron Fist·Tagebuch,Ihr Name.... KongMing,"Iron Fist saß schon seit einiger Zeit im Dunkeln, ohne ein einziges Wort gesagt zu haben. Ihre einzige Möglichkeit, mit den Ärzten und Krankenschwestern zusammenzuarbeiten, bestand darin, Protokoll zu führen. Nur eine sehr kleine Person war vor ein paar Tagen gekommen, hatte ein paar Worte gesagt und war genauso schnell gegangen...",
24,Iron Fist·\nTagebuch,Iron Fist·Tagebuch,Tage mit Senpai,"Um sich von der Dunkelheit des Krankenzimmers abzuwenden, war das Fenster jetzt offen und die Sonnenstrahlen drangen ebenfalls in den Raum ein. Im Raum befanden sich kleine Dekorationen wie Blumen und Gemälde. Ohne die medizinische Ausrüstung und die Krankenhausangestellten hätte sie gedacht, sie sei in ihrem gemütlichen Zuhause.",
25,Iron Fist·\nTagebuch,Iron Fist·Tagebuch,Nach dem Aufwachen,"Iron Fist schlief und sie war sich nicht sicher, ob der Grund, warum sie nicht aufwachen konnte, die betäubenden Drogen oder ihr innerer Widerstand waren, aber sie wusste, dass sie nicht aufwachen konnte. Sie träumte und hatte einen sehr langen Traum...",
26,Iron Fist·\nTagebuch,Iron Fist·Tagebuch,Rehabilitationstraining,"Auf dem Dach der Schule bewegen sich zwei agile Gestalten, von Zeit zu Zeit klingt ein Geräusch oder scheint ein Lichtstrahl herüber. Um sich an seinen neuen Arm zu gewöhnen, begann Iron Fist im Geheimen zu trainieren.",
27,Iron Fist·\nTagebuch,Iron Fist·Tagebuch,Abschlusstraining! Abschied,"Das Spezialtraining war sehr effektiv. Das letzte Training kam und Iron Fist begriff, dass KongMing nicht für immer bei ihr bleiben konnte. Es war Zeit sich zu verabschieden.",
28,Iron Fist·\nTagebuch,Iron Fist·Tagebuch,Abendessen für einen,"Im nächsten Schuljahr fing Iron Fist an an der Yume Akademie zu lernen. Obwohl sie immer noch Albträume hatte, hatte sie meistens wegen der umsichtigen Fürsorge der Senioren keine Angst mehr.",
29,Iron Fist·\nTagebuch,Iron Fist·Tagebuch,Wiedervereinigung,In der Nacht lag das Schlafzimmer fast komplett im Dunkeln. Nur einige Lichter in den Ecken warfen Lichtschimmer. Iron Fist wurde plötzlich von einem tiefen Heulen geweckt. Auf der Hut vor dem unbekannten Feind lehnt sie sich näher ans Licht. Im Lichtstrahl sieht sie eine sowohl bekannte als auch fremde Gestalt…,
30,Iron Fist·\nTagebuch,Iron Fist·Tagebuch,Der Abschied,Im vom Kampf zerstörten Schlafzimmer fällt Iron Fist in Ohnmacht zu Boden. Ihr Körper ist mit Blut befleckt. An ihrer Prothese blinkt das Warnlicht und es erklingt eine monotones Piepen…,
31,Hottie·Leave\nNo Girl Behind,Hottie·Leave No Girl Behind,Nachholklausuren Tag,"Das Schulfest der Yume Akademie ist ein wichtiger Tag, aber nicht alle können ihn gleich genießen. Wie zum Beispiel, die Schüler, die nicht so herausragend in ihren schulischen Leistungen sind und die Nachholprüfungen ablegen müssen.",
32,Hottie·Leave\nNo Girl Behind,Hottie·Leave No Girl Behind,Campuslehrer,"Die für die Nachholprüfungen verantwortliche Lehrerin maschiert auf den schwarzen Nebel zu. Sie hofft, dass ihre Schüler nicht durch irgendeinen Zwischenfall von ihren wichtigen Nachholprüfungen abgehalten werden.",
33,Hottie·Leave\nNo Girl Behind,Hottie·Leave No Girl Behind,Disziplinarkomitee Camp,"Auch an den Verkaufsständen des Campus hat sich der schwarze Nebel noch nicht aufgelöst. Das Disziplinarkomitee Mitglied hat bereits eine Quarantäne-Zone eingerichtet, um sich den vom Chaos-Infizierten zu widersetzen. Hottie, die nur schwer bist dorthin vorgedrungen war, erblickte in der Gruppe der Disziplinarkomitee Mitglieder plötzlich eine bekannte Gestalt.",
34,Hottie·Leave\nNo Girl Behind,Hottie·Leave No Girl Behind,Kreisel,"Auch mit der Hilfe der Disziplinarkomitee Mitglieder ist es schwer sich im gefährlichen, vom Chaos verwüsteten Bereich des Campus fortzubewegen. Aber die Lehrerin, die es entschieden hat wird sich nicht so schnell zurückschrecken.",
35,Hottie·Leave\nNo Girl Behind,Hottie·Leave No Girl Behind,D.E.F. Kommando,Das Rettungsteam versucht allen Fallen auszuweichen wärhend sie sich langsam durch das Kampfzentrum des Campuses bewegen. Hottie findet sich nach dem ersten Kampf plötzlich von den anderes des Rettungsteams isoliert und von den Chaos-Truppen umzingelt…,
36,Hottie·Leave\nNo Girl Behind,Hottie·Leave No Girl Behind,Schlachtfeld-Überquerung,"Die Lehrerin, der ihr Leben riskierte, um ihre Schüler zu retten, führt den Angriff des Diziplinarkomitees in Richtung der roten Zone. Die Informationen, die Hottie von einem versteckten Schüler auf dem Weg erhalten hatte, bewiesen, dass Hotties Vorhersage korrekt war. Die Schülerin, die kurz vor davor ist ihre Prüfung zu verpassen, steht direkt vor ihr.",
37,Hottie·Leave\nNo Girl Behind,Hottie·Leave No Girl Behind,Heftiger Kampf,"Als sie das Mädchen unter den anderen Schülern und den Infizierten erkannte, beschleunigte sie ihren Schritt und berechnete schnell die Zeit, um zu sehen, ob der Schüler zu spät kommen würde oder nicht. Diesen zufolge kann die Schülerin weiterhin an der Prüfung teilnehmen!",
38,Hottie·Leave\nNo Girl Behind,Hottie·Leave No Girl Behind,Chaos Zone,"Die Kameraden, die Jade umgaben, wurden nacheinander gefangen genommen, aber das Schlimmste war, dass sie sich schnell den feindlichen Linien anschlossen, während sie von einem lila Nebel bedeckt waren...",
39,Hottie·Leave\nNo Girl Behind,Hottie·Leave No Girl Behind,Durchbruch,"Der Weg zurück zum Klassenzimmer ist weit, aber mit der starken Lehrerin an ihrer Seite, hat Jade bald keine Angst mehr und der Weg scheint ihr gar nicht so lang. Motiviert durch ihre Lehrerin hofft sie bald die Blockade zu durchbrechen und die Prüfung nachholen zu können, die sie fast verpasst hätte.",
40,Hottie·Leave\nNo Girl Behind,Hottie·Leave No Girl Behind,Nachholklausur,"Am Ende konnten alle Schüler die Prüfung schreiben und die Mühe der Lehrerin war nicht umsonst gewesen. Aber für die Schüler ist eine Prüfung noch lange nicht das Ende, weil es weitere Prüfungen geben wird.",
41,KongMing·\nGeheimnis,KongMing·Geheimnis,Der Brief,"Auch wenn Iron Fist Senpai und Michaela erfolgreich geholfen hatte war sie doch bedrückt, dass sie von KongMing angegriffen worden war. Als sie entschlossen hatte KongMing vom Chaos zurück zu holen erinnerte sie sich an einen Satz…",
42,KongMing·\nGeheimnis,KongMing·Geheimnis,Investigationsreport über die Chaos Kreaturen (Teil 1),"Der Ausbruch des Chaos war kein Zufall. Um keine Informationen zu verlieren, aber die Krankheit in ihrer Gänze zu verstehen, glaubte KongMing, dass es es wert war ein Risiko einzugehen.,",
43,KongMing·\nGeheimnis,KongMing·Geheimnis,Investigationsreport über die Chaos Kreaturen (Teil 2),Um mehr herauszufinden verbringt KongMing immer mehr Zeit mit den Infizierten bis das Chaos auch auf sie einen Einfluss hat…In der Dunkelheit nähert sich KongMing eine gleichermaßen bekannte als auch fremde Gestalt…,
44,KongMing·\nGeheimnis,KongMing·Geheimnis,An Iron Fist (Teil I),"Als KongMing merkt in welcher Situation sie sich selber befindet, denkt sie das Schulmädchen, dass sie immer besonders betreut hat und will ihr einen Brief hinterlassen, damit diese verhindern kann, dass die Situation auf dem Campus noch schlimmer wird.",
45,KongMing·\nGeheimnis,KongMing·Geheimnis,An Iron Fist (Teil II),"Nachdem sie einen Punkt nach dem anderen, auf den sie aufpassen soll und mögliche Lösungsvorschläge aufgeschrieben hat, vergaß die mutige und selbstbewusste Seniorin nicht ihre unsichere und weniger selbstbewusste Schülerin aufzumuntern und ihr zu versprechen, dass sie sich wiedersehen würden.",
46,KongMing·\nGeheimnis,KongMing·Geheimnis,Nachricht,"Die Lage verbessert sich Schritt für Schritt. Nicht nur die Schulmädchen arbeiten zusammen, sondern auch alle Gruppen des Campus, die vorher verfeindet waren, vereinen ihre Kräfte unter der Bedrohung der Chaos-Invasion.",
47,KongMing·\nGeheimnis,KongMing·Geheimnis,An Saphira (Teil I),Der Letter beginnt mir der Beschreibung ihres ersten Treffens. Vielleicht können manche Gedanken und Gefühle nur geschrieben übermittelt werden.,
48,KongMing·\nGeheimnis,KongMing·Geheimnis,An Saphira (Teil II),"Auch wenn manche Sachen gar nicht aufwendig erklärt werden müssen, will KongMing nicht, dass ihre Freundin etwas missversteht. Auch fühlt sie sich für manche Ding ein bisschen schuldig und erklärt deshalb alles ausführlich in ihrem Brief.",
49,KongMing·\nGeheimnis,KongMing·Geheimnis,Epilog: Der finale Kontakt,"Der Brief und das Paket sind bereits erfolgreich verschickt, aber KongMing hat das Gefühl noch mehr Nachrichten hinterlassen zu wollen, doch eine weiße Gestalt steht bereits vor ihr…",
50,KongMing·\nGeheimnis,KongMing·Geheimnis,Registrierung,"Der geheime Bericht ist verschlüsselt und nur eine sehr familiäre Person kann ihn lesen. KongMing glaubt fest daran, dass diese vertraute Person sicher alles verstehen kann.",
51,Aquaris·\nDie Gefährtin,Aquaris·Die Gefährtin,An diesem Tag,"An diesem Tag war Senpai verschwunden und die Chaos-Kreaturen kamen. Alle an der Yume Akademie waren in Gefahr, auch Aquaris war keine Ausnahme.",
52,Aquaris·\nDie Gefährtin,Aquaris·Die Gefährtin,Situation,Mit den Chaos-Kreaturen auf dem Campus kann man jederzeit auf den Feind stoßen. Wenn man nicht aufpasst verwandelt man sich sogar selber in diesen lila Feind. Aus diesem Grund ist es wichtig zu jeder Zeit kampfbereit zu sein.,
53,Aquaris·\nDie Gefährtin,Aquaris·Die Gefährtin,Hoffnung,"Aquaris und die anderen sehen kein Ende der Schlacht in Sicht, aber die Hoffnung in ihren Herzen lässt sich mutig weiter kämpfen.",
54,Aquaris·\nDie Gefährtin,Aquaris·Die Gefährtin,Vor dem Rückschlag,"Weil sie etwas wichtiges hörte, wollte Aquaris, auf die man sich normalerweise nicht sonderlich verlassen konnte, freiwillig an die Frontlinie zum kämpfen. Damit waren aber die anderen nicht einverstanden…",
55,Aquaris·\nDie Gefährtin,Aquaris·Die Gefährtin,Der Wille,"Weil meine Kraft nicht stark genug ist, kann ich nur den anderen beim Kämpfen zuschauen? Fragte sich die enttäuscht Aquaris als sie die Gruppe verließ…",
56,Aquaris·\nDie Gefährtin,Aquaris·Die Gefährtin,Ich muss dort sein,"Man kann nicht sein ganzes Leben unter dem Schutzschirm anderer leben. Manche Sachen muss man einfach selber ausprobieren, um das Ergebnis zu wissen! Das junge Mädchen wurde rot im Gesicht als sie den anderen ihre Gedanken mitteilte.",
57,Aquaris·\nDie Gefährtin,Aquaris·Die Gefährtin,Nach vorne,"Knospe führt die anderen durch den Garten. Wenn sie, die mit den Pflanzen sehr vertraut war den Weg gezeigt hätte, hätte Aquaris nicht gewusst, dass es so viele Geheimwege auf dem Campus gab.",
58,Aquaris·\nDie Gefährtin,Aquaris·Die Gefährtin,Die größte Distanz der Welt,"Auch wenn es sehr schwer war sich von Chaos infizierten zu nähern, ging Aquaris weiter auf sie zu und ging das Risiko ein jederzeit angegriffen zu werden und sagte etwas zu ihrer Mitschülerin, die sie nicht wiedererkannte.",
59,Aquaris·\nDie Gefährtin,Aquaris·Die Gefährtin,Spezielles Training,"Nur wenn man mehr als die anderen übt, kann eine kleine und schwache Person eine starke besiegen. Sie erinnerte sich noch sehr lebhaft an diese Sache von ihrem eigenen Training.",
60,Aquaris·\nDie Gefährtin,Aquaris·Die Gefährtin,Offensive,"Als sie sich daran erinnert, trifft Aquaris den Entschluss dem Feind mit all ihren Kräften entgegenzutreten. Sie war sich sicher, dass sie aus eigener Kraft die Mädchen vor ihrem Ende bewahren konnte.",
61,Hexa·Gerechtig-\nkeitsbringer,Hexa·Gerechtigkeitsbringer,Gerechtigkeitsregen,"Es war unklar seit wann, doch an der Yume Akademie erschienen immer wieder vom Chaos infizierte Schüler, die andere anriffen. Historias Glück schien heute nicht besonders gut. Ohne sich dessen bewusst zu sein, war sie von einer großen Gruppe vom Chaos-Infizierter umzingelt worden und sah keinen Fluchtweg mehr.",
62,Hexa·Gerechtig-\nkeitsbringer,Hexa·Gerechtigkeitsbringer,Hilferuf,"Die Maschinerie des Mädchens schien kaputt zu sein und es viel zu Boden, ohne Anzeichen, dass es jemals wieder aufstehen könnte. Historia sah die technische Ausrüstung des Mädchens und ihr viel plötzlich etwas ein. Sie nahm das Mädchen hoch und trug es zum Technik-Club.",
63,Hexa·Gerechtig-\nkeitsbringer,Hexa·Gerechtigkeitsbringer,Labor,"Als KongMing, die Leiterin des Technik-Clubs, Historia und die bewusstlose Hexa sieht, entschließt sie sich das geheime Labor zu öffnen, um das Problem zu lösen.",
64,Hexa·Gerechtig-\nkeitsbringer,Hexa·Gerechtigkeitsbringer,Hexa?,Hexa liegt ruhig auf der Laborliege. Die Ausrüstung ihres Körpers passt wunderbar zu der um sie herum im Labor als wären sie ursprünglich eins gewesen.,
65,Hexa·Gerechtig-\nkeitsbringer,Hexa·Gerechtigkeitsbringer,Diagnose,Nach der Diagnose haben Historia und KongMing auf diesen Unfall eine andere Sichtweise…,
66,Hexa·Gerechtig-\nkeitsbringer,Hexa·Gerechtigkeitsbringer,Die Wahrheit,Die mystische Krankheit schien mit den Chaos in Verbindung zu stehen. Der Grund dafür war aber noch unbekannt. Historia aber glaubt das dies eine Verschwörung von Jemandem sein könnte…,
67,Hexa·Gerechtig-\nkeitsbringer,Hexa·Gerechtigkeitsbringer,Der Weg,"Historia ist eine wichtige Person auf dem Campus und hat noch etwas zu tun. Nachdem sie Hexa und die Suche nach der Warhheit KongMing überlassen hat, geht sie wieder ihren Weges.",
68,Hexa·Gerechtig-\nkeitsbringer,Hexa·Gerechtigkeitsbringer,Erinnerungsfragment,"Als die vom Hilfsinstrument übertragenen Daten schließlich erfolgreich analysiert waren, ist KongMing schockierte von dem was sie auf dem Bildschirm sieht.",
69,Hexa·Gerechtig-\nkeitsbringer,Hexa·Gerechtigkeitsbringer,Traum,Hexa hatte einen sehr langen Traum. Obwohl alles im Traum sehr trivial war hatte sie doch das Gefühl von jeder der Sachen zumindest einen Teil wirklich erlebt zu haben…,
70,Hexa·Gerechtig-\nkeitsbringer,Hexa·Gerechtigkeitsbringer,Epiloge,Hexa fing an ihre Vergangenheit zu bezweifeln aber niemand sonst im Ruheraum konnte ihr Antworten geben.,
71,Fenek·Die Mystik,Fenek·Die Mystik,S.O.S von Libraria,"Die Geschichte ereignete sich bei Gründung der Yume Akademie. Die Schuldirektorin zu dieser Zeit erhielt die Nachricht eines lange nicht gesehen Freundes, der sie um Hilfe bat.",
72,Fenek·Die Mystik,Fenek·Die Mystik,Rendevous,"Als Anastasia die Bibliothek betrat, sah sie wie Fenek von Monstern angegriffen wurde. Sie war zwar nicht sicher warum ihre starke Freundin von so schwachen Monstern angegeriffen werden konnte, doch sie kam ihr eilends zu Hilfe.",
73,Fenek·Die Mystik,Fenek·Die Mystik,Ziel festlegen,Als Anastasia die Quelle dieser Buchgeister registrierte entschloss sie mit Fenek zusammen zu kämpfen und sich ein Stockwerk nach dem anderen nach oben zu kämpfen.,
74,Fenek·Die Mystik,Fenek·Die Mystik,Aufräumen,"Die beiden kämpfen sich im inneren ein Stockwerk nach dem anderen nach oben. Aber als Anastasia die Unordnung der Bibliothek bemerkt, verlangt sie von Fenek diese aufzuräumen sobald dieser Kampf beendet ist.",
75,Fenek·Die Mystik,Fenek·Die Mystik,Wahrnehmung,"Obwohl normale Menschen das leise Flüstern der Buchgeister nicht hören, merkt Fenek, dass Anastasia, wegen ihrer Wahrnehmung den Streit der Buchgeister hören kann…",
76,Fenek·Die Mystik,Fenek·Die Mystik,Einsamkeit,"Anastasia macht sich ein bisschen Sorgen über Feneks Wissensdurst, aber merkt dann das diese vor allem aus Einsamkeit so viel liest.",
77,Fenek·Die Mystik,Fenek·Die Mystik,Schatten aus der Vergangenheit,"Als Fenek über ihre Traurigkeit spricht überkommen sie ihre Gefühle und sie bemerkt nicht die sich nähernde Gefahr. Zum Glück ist Anastasia zur Stelle, um sie zu retten.",
78,Fenek·Die Mystik,Fenek·Die Mystik,Oberste Etage,Das oberste Geschoss der Bibliothek ist ein einziges Labyrinth. Anastasia und Fenek nehmen es dort mit dem stärksten der Buchgeister auf.,
79,Fenek·Die Mystik,Fenek·Die Mystik,Gefahr,"Der letzte Buchgeist ist ungewöhnlich stark. Anastasia, die die Gefahr spürt, will ihn komplett zerstören, doch Fenek ist entschieden dagegen. Stattdessen will sie den Buchgeist selber bezwingen.",
80,Fenek·Die Mystik,Fenek·Die Mystik,Feneks Forschung,Der Kampf mit den Buchgeistern ist endlich zuende und Anastasia entdeckt woran Fenek forschte——Dem Stein der Weisen,
81,Turin·Die\nErste Aufseherin,Turin·Die Erste Aufseherin,Neustart,"In einem der menschenlosen Keller der Yume Akademie versucht sich ein System wiederzustarten. Es misslingt immer und immer wieder, doch es gibt nicht auf.",
82,Turin·Die\nErste Aufseherin,Turin·Die Erste Aufseherin,Passowort: Phönix,"Als das System nach einem Grund für den Absturz sucht, findet es in den Aufzeichnungen beim immer und immer wieder versuchten Neustart endlich ein Ergebnis——Kampf, Yume-Truppen, Phönix...",
83,Turin·Die\nErste Aufseherin,Turin·Die Erste Aufseherin,Passwort: Chaos Krieg,Die Motivation von Phönix ist endlich verstanden: Die Warnung dieses Körpers über die totale Vernichtung der Vereinigten Streitkräfte...,
84,Turin·Die\nErste Aufseherin,Turin·Die Erste Aufseherin,Passwort: Yume Gründung,"Passwort:...\nWarnung, Personal der Vereinigten Streitkräfte entdeckt.…\nAbnormaler Faktor entdeckt: Paradox…",
85,Turin·Die\nErste Aufseherin,Turin·Die Erste Aufseherin,Passwort: Kratos,"Die Quelle unnormalen Faktors hieß ""Emotion""——Kratos…\nSie zeigt schon früh abnormales Verhalten, aber Turin konnte am Anfang nicht verstehen was sie meinte.",
86,Turin·Die\nErste Aufseherin,Turin·Die Erste Aufseherin,"Passwort: ""Herz""","AI wird immer die passenste Entscheidung treffen, aber diese kann kalt und grausam sein. Aber Turin entwickelte ohne es zu wissen ein ""Ich""-Gefühl…",
87,Turin·Die\nErste Aufseherin,Turin·Die Erste Aufseherin,Passwort: Hauptordner,"Nach einer langen Suche findet das Mädchen endlich den Ordner den sie gesucht hat. Erstaunt stellt sie fest, dass das Datum des Ordners mit der jetzigen Systemzeit 100 Jahre Unterschied aufweist.",
88,Turin·Die\nErste Aufseherin,Turin·Die Erste Aufseherin,"Gebrochenes ""Herz""","Das ramponierte System ist nicht in der Lage das Mädchen weiter zu unterstützen, aber sie findet dennoch, dass diese Reise nicht umsonst war. Ihr Schicksal aktzeptierend schließt sie ihre Augen…",
89,Turin·Die\nErste Aufseherin,Turin·Die Erste Aufseherin,Wiedergeburt,[Neustart abgeschlossen]\nDas Mädchen erwacht wieder in einem dunklen Raum. Endlich hat sie das Ende erreicht und beginnt eine neue Reise.,
90,Turin·Die\nErste Aufseherin,Turin·Die Erste Aufseherin,"Neustart, Neustart, Neustart","
Neustart——Neustart fehlgeschlagen
Neustart——Neustart fehlgeschlagen
——Neustart——Neustart
…
Sie versucht es immer und immer wieder und ignoriert die Warnung des Systems, weil sie diesmal ein klares Ziel hat.",
91,Esau&Jacob·\nDas Schicksal,Esau&Jacob·Das Schicksal,Flucht,Seit dem Vorfall vor drei Jahren wir der Körper der kleinen Schwester Jakob immer schwächer.\nUm dem Chaos zu entkommen flieht Esau mit Jakob. \nAber auf ihrer Reise werden sie immer wieder von den Chaos-Soldaten angegriffen…,
92,Esau&Jacob·\nDas Schicksal,Esau&Jacob·Das Schicksal,Rettung,Die beiden werden von einem Überraschungsangriff der Chaos-Soldaten konfrontiert. Esau setzt alle ihre Kräfte ein.\nGerade als sie nicht mehr weiter wissen treffen sie auf die Truppen der Yume…,
93,Esau&Jacob·\nDas Schicksal,Esau&Jacob·Das Schicksal,Gefangen,Sie werden von einem extrem großen Feindestrupp angegriffen. \nIn dem Durcheinander werden Esau und Jakob von den feindlichen Truppen getrennt…,
94,Esau&Jacob·\nDas Schicksal,Esau&Jacob·Das Schicksal,Gegenangriff,"Esau die aus ihrem Koma erwacht erfährt, dass ihre Schwester nicht gerettet werden konnte.\nNachdem sie dies mit der Walküre Anastasia besprochen hat, tritt Esau in ihren Trupp gegen das Chaos ein.",
95,Esau&Jacob·\nDas Schicksal,Esau&Jacob·Das Schicksal,Konfrontation,"Das Böse, das in Jakob lauert, zeigte endlich seine Reißzähne. \nEsau, die, um ihre Schwester zu retten, tief in den Wald vorgedrungen ist, muss eine schwere Entscheidung treffen…",
96,Esau&Jacob·\nDas Schicksal,Esau&Jacob·Das Schicksal,Fortsetzung,"
Im 98. Jahr des Chaos treten die Truppen der Yume gegen das Chaos in einer finalen Schlacht an.
Esau und Jakob sind Walküren der Yume geworden.
Aber sie haben die Tatsache, dass das Chaos in Jakob gärt geheim gehalten.
Als der Kampf sich nähert wird plötzlich das Camp angegriffen.",
