id,name,dialog,click_dialog1,click_dialog2,click_dialog3,click_dialog4,click_dialog5,battle_dialog,skill_dialog,cv_name,love_gift_dialog1,love_gift_dialog2,love_gift_dialog3,vow_dialog,login_dialog,lvlup_dialog,gradeup_dialog,shengxue_dialog,awake_dialog,equip_dialog1,equip_dialog2,hangteam_dialog,house_set_dialog,house_dialog,idle_dialog,dagong_dialog,daily_mission_dialog,new_stage_dialog,victory_dialog,failed_dialog,love_point_dialog1,love_point_dialog2,love_point_dialog3,love_point_dialog4
53001,Priesterin,Guten Morgen Senpai. Ich habe dir letztes Mal ein Buch gegeben. Hast du es gelesen?,Ich akzeptiere keine Schüler. Ein einfaches und sorgloses Leben ist das beste~,Das Leben ist kurz~Genieße den Moment,"Der erste Schritt zum Wissen besteht darin, zuzugeben, dass wir nichts wissen.",Dämonen zu töten ist einfach~Du musst mir nicht danken~,Nichts steht über dem Kreislauf des Lebens~Das Leben wird immer Vorrang vor dem Tod haben.,Ein bisschen mühsam.,Der Kreislauf der Wiedergeburt.,Suyama Emiri,Kannst du mich auch nicht verstehen?,Ich bin dir so dankbar~,Dieses Geschenk... Danke... Endlich kennst du mein inneres Dao...,"Ich habe beschlossen, an deiner Seite zu bleiben. Akzeptierst du?","Nachdem ich dich gesehen habe, fürchte ich, dass mein Tag ruiniert ist...",Power Booster!,Stärken in Schwächen verwandeln.,Lass der Natur ihren Lauf.,Die natürliche Balance behalten.,"Lass mich ausprobieren, wie es funktioniert.",Ich werde es mit großer Vorsicht verwenden.,Das Böse soll niemals siegen!,Das ist genug für mich.,"Senpai, lange nicht gesehen~",Es ist nicht leicht inneren Frieden zu finden~,"Es ist Zeit für die Arbeit, ich lasse dich dann mal in Ruhe.",Du solltest deine verdienten Belohnungen einsammeln.,"Ich will auch alles für den Campus geben, lass mich diesmal für Senpai die Krise lösen.","Das Böse zu besiegen ist mein Job, dafür musst du dich nicht bedanken.","Es ist meine Schuld, dass ich die Anweisungen nicht erfüllen konnte.",填充,填充,填充,填充
53002,Alice,In der Vergangenheit waren meine Handlungen durch meine Emotionen begrenzt. Ab heute werde ich dir gehorchen.,Ich werde all deinen Anweisungen befolgen.,"Das Gesetz? Können wir wirklich so einfach beurteilen, was gut und was schlecht ist?",Ich folge nur Befehlen.,Die Vorzüge und Nachteile werden von unseren Nachkommen kommentiert.,Ich werde dich in deinen Träumen verschwinden lassen. Dies ist mein letzter Akt der Nächstenliebe.,Im Namen des Mondlichts.,Eine Wahl entscheidet über das Ergebnis!,Sugiyama Riho,Das bist nicht du? Ist etwas passiert?,Vielen Dank für dein Geschenk~,Du hast meinen Gedanken bestätigt... Und mein Gefühl?,"Durch deine Existenz muss ich mir außer um Kampf und Maschinen keine Gedanken um irgendwas machen. Wir haben noch viel Zeit und ich hoffe, dass wir immer so glücklich bleiben werden!",Hey! Was kann ich für dich tun?,"Nur wenn man unaufhörlich besser wird, kann man verhindern vom Leben überholt zu werden!",Nach dem bisschen ist mein Limit noch nicht erreicht!,Ich würde niemals meine Ausrüstung wegen dem Lernen zurücklassen.,"Wenn ich noch mehr Wissen hätte, hätten meine Drohnen vermutlich noch mehr Funktionen~",Nur eine passende Ausrüstung kann mir im Kampf helfen.,"Hast du noch mehr Taler, die helfen meine Drohne zu kontrollieren?",Order erhalten!,Wieviel Uhr ist es? Ist es nicht bereits Schlafenszeit?,"Ich hätte nicht gedacht, dass meine Drohnen im Wohnheimzimmer so nützlich sind!",Wie kannst du so schnell einschlafen? Du hast mir noch nicht mal selber den Befehl zum schlafen gegeben~,"Arbeiten muss ganz schön anstrengend sein. Wie wäre es, wenn ich diesmal für dich arbeite?","Was ist mit den Belohnungen, wenn du sie nicht brauchst, kann ich sie dann mitnehmen, um meine Drohnen zu optimieren?","Senpai, die Chaos Kreaturen, ich warte auf deine Befehle!",Das war wirklich einfach!,"Mission kann nicht durchgeführt werden, zieht euch zurück.",填充,填充,填充,填充
53003,Nia,"Das ist keine Puppe. Diejenigen, die uns voneinander trennen wollen, werden von meinem Liebling getötet. Oder?","Liebling~Kannst du mich hören? Du weißt, ich habe an dich gedacht.",Auf diese Weise können wir immer zusammen sein~Wir können nie getrennt sein~,Du wirst dafür noch bezahlen!,"Liebling, du bist immer so schön.",Ich werde dich überall finden. Auch am anderen Ende der Welt.,Liebling~Willst du aufstehen?,Verwandle dich in meine Puppe~,Kobayashi Yū,Willst du mich damit bestechen?,"Ja, du bist der Beste, Liebling~",Haha~das ist ein tolles Geschenk~Was denkst du Liebling?,"Ich habe Liebling gefragt, ihr gefällt es auch sehr... sie scheint auch dich sehr zu mögen, deshalb vergiss nicht auch in Zukunft Zeit mit ihr zu verbringen!","Oh, mein Liebling wird von Tag zu Tag schöner!","Liebling, meine Stärke hat zugenommen!",Das ist noch nicht genug!,"Liebling, warte noch ein bisschen, dann habe ich die Macht, dich zurückzuholen!","Ich habe schon lange nicht mehr mit ihr geredet, aber diesesmal werde ich mir Zeit nehmen, um mit ihr zu reden.",Ist dies neue Kleidung für Liebling?,"Ich benötige diese neue Ausrüstung, um eine größere Hilfe zu sein~","Warte, ich komme mit Liebling zu dir!","Liebling, das ist unser neues Zuhause~","Senpai, endlich bist du gekommen. Liebling hat so lange gewartet!","Hör auf so zu tun, als wärest du auch eine Puppe.","Schnell, geh zur Arbeit!","Liebling, die heutigen Aufgabenbelohnungen warten auch dich, vergiss nicht sie einzusammeln!","Warte, nimm mich mit. Wer weiß ob es irgendwelche Hinweise zu Liebling gibt.","Liebling, wir sind die Besten!","Denk ja nicht, dass das das Ende war!",填充,填充,填充,填充
53004,Puppe,"Ein neuer Master? Für mich ändert sich nichts, weil ich nur ein Spielzeug bin...",Spielzeuge müssen nicht reflektieren oder fühlen.,"Verzweiflung... Traurigkeit... Diese Puppen fühlen es nicht. Aber ich werde mich erinnern, was ich getan habe...",Glück? Was ist das? Bedeutet Lächeln und Lachen Glück?,Deine Gerechtigkeit wird nicht alle retten.,Mein Herz schlägt... ich lebe...,Ich zeige dir den Schmerz von Spielzeug!,Werde ein Spielzeug!,Toyosaki Aki,Ich brauche es nicht...,Ist es für mich... Wirklich...?,Ich habe... meinen eigenen Willen... mein eigenes Hobby? Das ist der... Der Anfang? Vielen Dank.,"Ich werde die Schnüre, die meine Aktionen kontrollieren, durchschneiden, aber die Schnüre, die uns verbinden werden bis in alle Ewigkeit bleiben~",Du schon wieder... Was machst du heute hier?,Ist ein Schluck genug?,Alles essen? Wie du wünscht.,"Neues Wohnheimszimmer, neue Freunde? Also eigentlich... brauch ich das nicht...","Ich verstehe, das ist dafür da, um ein besseres Werkzeug herzustellen...",Ausrüstung gewechselt.,Ist das... für mich?,Bitte... gib es mir. Du wirst es nicht bereuen.,Die Zimmerdekoration ist mir egal.,"Senpai, was machst du schon wieder hier?","Willst du schauen, wer es schafft sich länger nicht zu bewegen? Ich sage dir, ich verliere nicht!","Senpai, du hast die Arbeit noch nicht beendet!",Vergiss nicht deine Aufgabenbelohnungen einzusammeln!,Wie kann die Schule dich noch weniger als mich interessieren?!,Kommt dieses Gefühl vom Sieg?,Natürlich gefällt es mir nicht zu verlieren.,填充,填充,填充,填充
53005,Odanna,"Ich bin die Dämonenkönigin! Ich kann nicht schwach sein, richtig? Soll ich dich beschützen? Hahaha, überlassen es mir. Ich werde alle deine Feinde vernichten!",Der Honnoji-Tempel? Buddha kann dich nicht retten.,Ich bin die Dämonenkönigin des sechsten Himmels. Hast du Angst? Keine Gnade für dich! Selbst wenn du dich hinkniest und mich anbettelst.,Hideyoshi! Ah! Wo ist der Affe hin gelaufen?,Oh! Frauenkleider... Sie sind faszinierend... Klauen wir ein paar...,Verschwinde von hier! Verräter! Ich war aufrichtig mit dir. Ich hätte das nie von dir erwartet... Ah...,"Ich schicke dich dahin zurück, wo du herkommst!",Zieh das Schwert. Töte!,Park Romi,Was ist das... Nie zuvor gesehen. Das fasse ich nicht an...,"Oh, bittest du um meinen Schutz?","Emm, das ist sehr interessant, ich werde dir für das Geschenk danken.","Dieses Kleid fühlt sich wie Zuhause an, wo die Kirschblüten in voller Blüte stehen~Glaub mir. Du könntest dein Leben mit der Suche danach verbringen... Und es wäre kein vergeudetes Leben sein.","Wenn du mich fragst, zögere ich ein wenig, Hallo zu sagen.","So ein kleines Getränk, kann so viel Energie geben, das ist wirklich lustig~",Die Kraft fließt durch meine Adern.,"Hahaha, lass mich sehen, welches Geheimnis du versteckst!",Ich regiere mit Stärke!,Mein Rohr ist keine Dekoration!,"Dieses Design ist sehr besonders, kann ich es zerlegen, um zu sehen wie es funktioniert?",Los! Folge meinem Rythmus~,Du solltest dich gut ausruhen.,Du wirst doch wohl nicht schon wieder im falschen Zimmer sein?,"Wirklich selten, er ist nicht hier...","Auch wenn es ein Teilzeitjob ist, solltest du vollen Einsatz zeigen!","Da du die Aufgaben abgeschlossen hast, hast du dir die Belohnungen verdient.",Es gibt viel Wissenswertes über die Akademie.,Die Schwachen schlecht zu behandeln wird kein gutes Ende für dich nehmen!,Bleib stehen! Ich kann es nicht ertragen zu verlieren!,填充,填充,填充,填充
53006,Silvia,"Beseitige die Dunkelheit dieser Welt. Das ist mein Schicksal. Ich werde nicht über deine Arbeit sprechen, also hoffe ich, dass du meine nicht störst.",Ich werde die ganze Dunkelheit dieser Welt vernichten.,"Licht und Dunkelheit sind verbunden. Ist es wirklich gut, die Dunkelheit zu zerstören?",Ich habe die Schreie meiner Feinde gehört. Auch sie haben ihre Güte nicht verloren. Aber... ich kann nichts machen.,"Ich bin nicht sicher, ob es möglich ist, die Dunkelheit dieser Welt loszuwerden.","Du glaubst an etwas nicht wahr? Ich wünsche, ich könnte an etwas so glauben wie du es tust. Eventuell könnte ich dann ein normales Leben führen.",Zerstören wir die Dunkelheit!,Verschwinde!,Saitou Chiwa,Ich habe dir nichts zu sagen...,In diesem Fall akzeptiere ich es.,"Dieses Geschenk passt zu mir, danke für deine sorgfältige Auswahl des wunderbaren Geschenks.","Ich zweifel viele Sachen an, aber dir vertraue ich bereits.",Grüße mich nicht. Deine Anwesenheit lässt mich zittern.,Dieses Produkt hat Zusatzstoffe.,"Das Essen ist für die Energiezufuhr, ich verstehe.","Du musst mir das nicht erklären, ich verstehe das schon.","Da ich mich schon entschieden habe, kann ich nur noch diesem Weg folgen.",Hilfssystem gestartet.,Waffen Kontrollsystem funktioniert normal.,Wem soll ich diesmal hier treffen?,"Na, dann lass uns ein wenig ausruhen.","Hallo, Senpai.",Auch du wirst müde?,Bist du schon fertig mit der Arbeit?,"Es ist gut, dass du die Aufgaben beendet hast, aber vergiss nicht deine Belohnungen einzusammeln.",Wird uns die Dunkelheit erneut umgeben?,Chaos und Dunkelheit sind beides Kräfte die überschätzt werden!,"Sie haben geschummelt, nächstes Mal werden wir das nicht zulassen!",填充,填充,填充,填充
53007,Turin,"Du da! Ich bin Turin, die mächtige! Verbeuge dich vor mir, Mensch!... Warte wirklich? Es ist seltsam, wenn ich so rede? Aber Dracula sagte, dass man so handeln sollte, um populär zu werden...","Ich verstehe die ""Atmosphäre"" nicht sehr gut, aber ich kann versuchen zu erraten, was los ist!","Hmmm, die gleichen Emotionen in einer Situation bedeuten etwas anders in einer anderen Situationen... Menschliche Emotionen sind schwer zu deuten...","Wie fühlt es sich an, ""glücklich"" zu sein? Du lächelst immer, wenn du Mädchen siehst. Heißt das, dass du ""glücklich"" bist, sie zu sehen?","Menschen weinen, wenn sie glücklich sind, wenn sie traurig sind, wenn sie wütend sind... Sind Tränen daher ein Beweis für menschliche Gefühle?","Du siehst glücklich aus, hast du ein hübsches Mädchen gesehen? Findest du das schön...? Denke mal darüber nach, wie man die Schönheit eines Menschen definiert?","Turin, Bericht!",Nimm das! Ein Schlag der mächtigsten künstlichen Intelligenz!,Minase Inori,"Oh je, was ist das für ein Ding?! Ich muss das aus meinem Gedächtnis löschen...",Jaaa~ein Geschenk!,"Turin springt hin und her, wenn sie ein Geschenk sieht! Bedeutet das, dass Turin aufgeregt ist?","Alles, was du jetzt sagst, wird in meinen Systemen aufgezeichnet. Leugne niemals, was du gesagt hast, sonst übertrage ich es an die gesamte Akademie!",Guten MORGEN!,Die Getränke der Menschen schmecken gar nicht mal schlecht~,Turin wird immer der stärkste AI sein! Hahaha~,"Wenn es irgendetwas gibt, was du nicht kannst, kannst du mich fragen~Egal ob der Lehrer es uns beigebracht hat oder nicht, ich kann alles!",[Systemoptimierung abgeschlossen],Ich glaub es ist Zeit meine Software zu aktualisieren~,Du gibts mit schon wieder eine neue Software? Danke!,Wo wollen wir heute einen Ausflug hin machen?,"Lass mich mal heimlich schauen, ob es im Zimmer irgendetwas wertvolles gibt~","Du bist zurück~Ist das Buch, das unter dem Bett versteckt ist, deins?","Du bist “müde” oder? Das ist so wie, wenn ich keine Energie bekomme oder? Ich kann dich gut verstehen~","Es ist Zeit für die Arbeit, AI wird das doch wohl nicht falsch in Erinnerung haben~","Du solltest deine Belohnungen einsammeln~das hast du schon oft vergessen, oder? Aber mach dir keine Sorgen! Ich werde dich immer daran erinnern!",In letzer Zeit sind die Schulkontrollen deutlich mehr als normalerweise~Ob wohl etwas passiert ist~,Ihr habt euch den falschen Gegner ausgesucht~,"Wartet nur bis mein System aktualisiert ist, dann werde ich euch eine Lektion erteilen!",填充,填充,填充,填充
53008,Toyo,"Verrat ist unverzeihlich! Aber diejenigen, die anderen nicht vertrauen können, können keine Könige sein. Master, ich stehe hinter dir!","Es ist wichtig, positiv zu bleiben. Ansonsten können weder das Genie noch der Mächtige aus tiefstem Herzen lachen.","Wie Tau erscheinen, wie Tau verschwinden - so ist mein Leben. Sogar Osakas Pracht ist ein Traum im Traum. ""","Da ich schon spät angefangen habe, sollte ich besser schneller laufen, niemand wird mich fangen können.","Wie können wir große Dinge erreichen, wenn wir zögern, an den kleinen zu arbeiten?","Wir haben beschlossen, unser Bestes bis zum Ende zu geben!",Bist du bereit für einen Kampf?,Kombi Angriff!,Kayano Ai,Wendest du dich gegen mich?,Danke.,Ich mag es sehr~Danke~,"Neben dem Training gibt es noch viele Orte an die ich reisen will und viele Dinge, die ich erleben will. Ich hoffe, dass du bei allem an meiner Seite bist.","Wenn du erfolgreich sein willst, musst du an dir arbeiten!",Nichts ist so gut wie ein Getränk nach dem Training!,Unterschätze mich lieber nicht!,"Wenn du fleißig trainierst, kannst du dir unendlich viele Möglichkeiten im Leben schafffen!",Das ist erst ein Anfang. Nach der Hälfte aufzuhören ist nicht mein Stil!,"Treffe Sicherheitsmaßnahmen, damit du beim Training nicht verletzt wirst!",Willst du mit mir zusammen trainieren?,"Ein richtiger Kampf ist eine gute Möglichkeit, um zu üben!","Ein großes Zimmer, kann man hier noch ein paar Trainingsgeräte reinstellen?","Senpai, bist du hier um eine Trainingszeit auszumachen?",Hör auf so faul zu sein! Steh auf und trainiere!,Du musst deine Arbeit noch zu Ende bringen!,"Belohnungen sind ein wichtiges Geschenk, für die Erledigungen deiner Aufgaben~","Ein neuer Kampf, gib alles!",Den Feind zu unterschätzen ist der größte Grund zu verlieren.,Tut mir leid. Nächtes Mal werde ich nicht verlieren!,填充,填充,填充,填充
53009,Zoro,"Diese Klinge trennt den Kopf vom Haupt schneller als man Blinzeln kann. Du bist der erste, der dieser Klinge trotzt!","Wenn du anderen zu sehr vertraust, wirst du nur dich selbst verletzen.",Was können wir durch Moral erreichen? Fühlen wir uns damit besser?,"Verstrickt in Formalitäten, gebunden an das säkulare Leben... Ah, was für eine Langeweile.","Sprechen kann jeder! Doch das Gesprochene umzusetzen, das kann nicht jeder!","Geboren in dieser Welt, ich wünschte, ich hätte kein Bedauern.",Versuche es wenn du dich traust?,Die Schlacht beginnt!,Takeuchi Junko,Das passt mir nicht~,Danke sehr! Ich dachte nicht das auch Mörder beschenkt werden! Hahah!,"Danke, dass du meine Ungereimtheit tolerierst. Jetzt kann ich deine Liebe spüren~","Heißt das, dass wir eine Bündnis schmieden? Natürlich will ich. Mit dir gibt es nichts, was ich nicht schaffen könnte!",Ha! Erfolgreicher Überraschungsangriff! Sie waren auch dieses Mal nicht bereit~,Ich kann alles zerschneiden!,"Nur wenn du deine Limits überschritten hast, ist es ein Kampf!",Eine größere Bühne bedeutet noch bessere Möglichkeiten~,Entwickel eine starke Grundlage und die Möglichkeiten werden von ganz allein kommen.,"Haha, ist das ein neues Messer?","Taktik ist nur ein Hilfsmittel, Ausrüstung ist die wirkliche Kraft!","Es ist Zeit, Angriff!",Von heute ist das hier mein großer Palast!,"Senpai bist du heute gekommen, um etwas wichtiges zu verhandeln?",Ist das die Ruhe vor dem Sturm?,"Die Versorgung einer Armee sollte sicher gestellt werden, bevor die Armee mobilisiert wird!",Die Belohnungen einzusammeln ist sehr wichtig~,In letzter Zeit ist der Campus nicht besonders sicher. Sei vorsichtig Senpai~,Das ist der erste Schritt meiner Eroberung!,"Wir haben verloren, es ist Zeit sich zurück zu ziehen.",填充,填充,填充,填充
53010,Hexa,"Die Waffen in beiden Händen repräsentieren die Vergangenheit und die Zukunft. Ob in der Vergangenheit oder in der Zukunft, ich werde bis zum Ende standhaft bleiben.",Ich glaube an Gerechtigkeit... Was ist daran falsch? Also was soll ich tun?,"Ich werde dich gut belohnen, aber was soll ich tun, wenn du gegen die Gerechtigkeit verstößt?","Niemand kann mich kontrollieren, daran glaube ich.","Im Leben haben wir nur eine Chance, aus einer Niederlage zu lernen.","Die Waffe in meiner rechten Hand verfolgt die Vergangenheit. Was meine linke Hand betrifft, so gestaltet sie die Zukunft.",Soll ich meine Klinge oder mein Gewehr benutzen?,Lasst uns die Feinde vernichten!,Hirota Yuumi,Bist du für mich oder bist du gegen mich?,"Aus eigenem Willen, danke.",Du behandelst mich sehr gut... Danke~Ich werde immer an deiner Seite bleiben!,"Ich habe mich noch nie so gefühlt. Das Glück ist so sanft und berauschend, es fühlt sich fast surreal an. Vielen Dank, dass du mir dieses Gefühl näher gebracht hast.",Und schon wieder begegnen wir uns~,Dieses Getränk schmeckt gar nicht schlecht.,"Mein Körper fühlt sich anders an, ich weiß nicht was das bedeuten soll, aber meine Kraft hat zugenommen.","Ich werde meinem Willen stets treu bleiben, vertrau mir.","Ich habe das Gefühl meine Kraft hat zugenommen. Kannst du ein bisschen mit mir üben, wenn es dir nichts ausmacht?",Ein Visionsfinder? Das passt zu mir.,Und schon wieder eine neue Ausrüstung? Bin ich doch wohl nicht dein Versuchskaninchen für Ausrüstungen!,Ich werde jegliche Bedrohungen beseitigen!,"Es ist bald Zeit zum Schlafen, was machst du noch hier Senapi?","Ich habe ein großes Zimmer, willst du es dir mal anschauen?",Der einzige der auch tagsüber schlafen kann ist Senpai...,Es ist Zeit für die Arbeit.,"Wenn du deine Belohnungen nicht bald einsammelst, werden sie verloren gehen.","Chaos Kreaturen? Schnell, lass uns nachschauen gehen!",Unser Sieg ist garantiert! Ich werde nicht aufgeben!,"Das ist ein taktischer Rückzug! Wenn wir die Situation analysiert haben, kommen wir zurück!",填充,填充,填充,填充
53011,Maska,"Oh! Also bist du derjenige, der sich um uns kümmern wird? Ich bin Maska und das ist Bruno. Schön dich kennenzulernen!","Haha, möchtest du Bruno streicheln? Er ist sehr wählerisch mit seinem Essen~","Hast du Bruno gesehen? Es ist der Diener, der mir immer und überall folgt. Nein, er ist kein Hund! Er ist ein DIENER!","Unterschätze Bruno nicht, er ist kein normaler Hund. Er ist ein Diener, der bereits viele Herausforderungen des Lebens gemeistert hat!","Die Diener, die aus dem Nichts kamen? Sie sind alle sehr nett, ich hoffe, ihr werdet Freunde~","Komm her! Es ist Essenszeit! Äh... Senpai. Diese Kekse sind nicht für Menschen, sie sind für Diener!","Bruno, lass uns gehen~","Bruno, beiße sie!",Kanno Mai,"Hey! Wenn du das nochmal machst, werde ich Bruno bitten, dich zu beißen!",Bruno braucht das nicht. Aber trotzdem danke~,Hast du das für uns gewählt? Dankeschön du bist wirklich ein guter Mensch!,Bruno ist der zweit wichtigste in meinem Leben. Ab heute wirst du der dritt wichtigste sein~,"Komm, Bruno! Sag Hallo zu Senpai!",Bruno sagt Danke~,"Ich bin stärker geworden, Bruno auch!","Ich werde mich nächstes Semester noch mehr anstrengen, da ich so viel Unterstützung bekomme!","Wenn die Diener sich entwickeln, verändert sich auch ihr Aussehen. Schon mal gesehen?","Bruno, brauchst du auch eine Rüstung?","Diesen Monat sind die Forschungskosten erneut gestiegen, zum Glück ist Senpai hier~","Bruno, konzentrier dich, die Feinde sind jeden Moment da.","Bruno, lauf nicht wild durch die Gegend. Dein Platz ist dort!","Senpai, schmeckt der blaue Keks gut?","Ah~schläfst du schon? Aber natürlich so lange wie du mit Bruno gespielt hast, bin ich nicht weiter überrascht~","Bruno, ich habe eine Aufgaben für dich, beobachte Senpai während seiner Arbeit!","Schnell hol deine Belohnungen, Bruno wartet noch darauf, dass ich ihm etwas zu Essen kaufe~","Senpai! Bruno ist in die Menge gerannt. Es scheint etwas passiert zu sein, lass uns schnell nachschauen~",Bruno ist der beste Diener!,"Bruno, spare deine Kräfte, wir ziehen uns erstmal zurück!",填充,填充,填充,填充
54001,Amazone,"Ich rede nicht gern viel, aber ich werde alles tun, um dich zu beschützen.",Es ist laut. Ruhe. Ich kann mich nicht konzentrieren,Ruhe! Ah! Die Vögel singen...,"Wenn du nicht konsequent trainierst, wirst du auch nicht stärker werden.",Bogenschützen für 8 Stunden. Lass keine Sekunde nach!,Geh mir aus dem Weg! Dein Name steht nicht auf meiner Schwarzen-Liste!,Ich zeige dir was ich gelernt habe!,Ziele... Feuer!,Kobashi Satomi,Es wäre besser wenn du schnell verschwindest!,Akzeptiert.,Du bist eigentlich ein guter Mensch~ich nehme es an~,Ich bin von Cupids Pfeil getroffen worden. Ich kann ihm nicht wiederstehen und muss deinen Antrag gezwungenermaßen annehmen.,"Hmm. Sei so nett, stell dich mit dem Apfel auf dem Kopf vor die Zielscheibe!","Nur wenn du dich beim Training konzentrierst, wird es erfolgreich sein.","Wenn es etwas zu besprechen gibt, sollten wir das jetzt tun. Ich muss gleich wieder trainieren.","Nur die Umgebung wird im neuen Jahr ein wenig anders sein, mein Lerneifer wird kein bisschen weniger werden.","Nur wenn der Geist im Gleichgewicht ist, wird man treffen.","Eine Waffe muss gar nicht so sonderlich stark sein, aber praktisch zu benutzen.","Wenn du mich fragst, ist die Ausrüstung fürs Zielen nicht so sonderlich hilfreich.",Feind entdeckt! Mein Bogen ist bereits gespannt!,"Wenn dieses Zimmer noch ein bisschen größer wäre, könnte es als Übungsplatz genutzt werden.","Sei vorsichtig, wenn du ins Zimmer kommst, Senpai. Nicht, dass du von den Pfeilen an der Tür verletzt wirst.","Du schläfst schon? Aber auch in Ordnung, dann kann ich ungestört trainieren.","Senpai, schnell geh zur Arbeit, ich muss auch mit meinen täglichen Übungen anfangen.","Ich soll dich daran erinnern, dass du deine Belohnungen nicht vergessen sollst.","Das ist kein großes Problem, lass mich das regeln.",Dieser Sieg ist für mich ein Kinderspiel.,"Diesmal habe ich nicht getroffen, aber glaube nicht, dass mir das nochmal passiert.",填充,填充,填充,填充
54002,Knospe,Aya! Hallo! Magst du diese Blume? Ich hoffe du magst sie. Lass uns Freunde sein.,Heute ist wirklich ein toller Tag!,"Ob Wind oder Regen, meine Blumen schützen mich besser als Regenschirme!",Kämpfen ist nervig. Es ist nicht gut für meine Blumen...,Was gibt es zu verstehen? Lass sie fliegen und du wirst keine Sorgen mehr haben!,"Ich höre dir nicht mehr zu! Ich bin sicher, du lügst mich an!",Du hast darum gebeten!,Geh und flieg weg!,Haruse Natsumi,Nicht das~,Wie kannst du es wagen... Ein Geschenk? Vielen Dank!,"Magst du auch Blumen? Alle, die Blumen züchten, haben ein gutes Herz!","Mach dir keine Sorgen, ich werde ab heute auch gut auf dich aufpassen, genauso wie ich auf die Pflanzen aufpasse~",Willst du nicht in meinen Garten kommen? Es ist Blütezeit!,Ich werde groß und stark werden~,"Die Blumen, die du mit großer Vorsicht pflegst, werden eines Tages ihre Blüten entfalten!",Ich werde keine Schwäche beim Lernen zeigen.,"Gießt die Blumen, auch heute müssen wir wieder gut auf die Blumen aufpassen~","Diese Blume ist eine Waffe, aber auch ein Freund!",Ich werde sie gut nutzen und nicht kaputt machen~,"Lass mich schauen, wo wir heute Unkraut entfernen müssen.","Achja~wie wäre es mit ein paar Blumentöpfen als Dekoration, wie fändest du das?",Hallo Senpai~Warum bist du heute gekommen?,"Ah, Senpai hör auf hier zu schlafen, ich bin gut darin Pflanzen zu pflegen aber dafür nicht gut darin mich um Menschen zu kümmern...","Arbeitest du heute? Wie wäre es, wenn wir zusammen ins Gartencenter fahren und die Blumen pfelgen?","Meine Aufgabe ist es heute im kleinen Garten die Blumen zu gießen. Senpai, bist du schon mit deinen Aufgaben fertig?","Dieser Lärm...! Wieder ein Alarm im kleinen Garten, lass uns schnell nachschauen!","Ihr habt verloren, also hört auf meine Blumen zu zerstören!","Tut mir leid, ich habe nicht gut auf euch aufgepasst.",填充,填充,填充,填充
54003,Himoto,"Jumps neueste Ausgabe des Monatsmagazins! Ich will es sehen! Master, kauf es für mich! Ich werde es später wieder gut machen.","Vergiss mir nicht, Cola, Chips und Instantnudeln vom Supermarkt mit zu bringen.",Dieses Bett ist wirklich sehr bequem~,"Snacks, Cola und Spiele! Yeahhh~","Ah! Wenn wir alle Snacks aufessen, wird der Master da nicht böse?",Lass uns heute etwas Verrücktes tun!,STÖRE MICH NICHT! SIEHST DU NICHT DAS ICH ZOCKE!,Das ist~meine Welt!,Yuuki Aoi,Es ist nicht unangenehm!,"Stört mich nicht, wenn ich schwimme~WAS? Ein Geschenk?",Das ist es~Du kennst mich so gut~,"Mit dir zusammen sein? Es wird sich nicht viel zu jetzt ändern, natürlich sage ich ja~","Master, wollen wir zusammen spielen gehen? Es fehlt genau eine Person～",An Stärke zuzunehmen ist also so leicht~,"Kann ich noch eine Tüte Chips essen, gibt es noch welche?~",Ich kann nun die Bewegungen des Wassers besser kontrollieren!,Ich kann schneller schwimmen!,Was ist das? Kann ich noch größere Blubberblasen daraus pusten?,Diese Wasserblase ist meine stärkste Verteidigungsausrüstung!,"Es wäre super, wenn der Kampf ein Kinderspiel wäre~",Gibt es Wasserbetten im Wohnheim? Da schlafe ich bequemer drauf!,"Master, hast du Kartoffelchips mit einer neuen Geschmacksrichtung?","Haha, Master, hast du endliche entdeckt wie bequem es ist, beweglos im Bett zu liegen?",Arbeit ist die Garantie bequem zu leben! Aber natürlich gehst du arbeiten und ich genieße~,"Vergiss die Tasche, die an dich geschickt wurde, nicht.","Ah, was ist denn nun schon wieder auf dem Campus passiert? Echt nervig...",Ich hab mich noch nicht mal richtig angestrengt und ihr seid schon am Ende?,"Ich kann nicht mehr, einfach zu müde.",填充,填充,填充,填充
