id,name,charge,currency,show_name,charge_ios,charge_ios_new
100,Tagespaket 2,1.09,€,Tagespaket,1.19,1.19
101,Tagespaket 3,2.29,€,Tagespaket,2.49,2.49
102,Tagespaket 4,2.29,€,Tagespaket,2.49,2.49
103,Tagespaket 5,2.29,€,Tagespaket,2.49,2.49
104,Tagespaket 6,2.29,€,Tagespaket,2.49,2.49
105,Einschulungspaket,10.99,€,Einschulungspaket,11.99,11.99
106,Buch der Weisheit,10.99,€,Buch der Weisheit,11.99,11.99
107,Buch der Zauber 2,10.99,€,Buch der Zauber 2,11.99,11.99
108,Buch der Zauber 1,21.99,€,Buch der Zauber 1,23.99,23.99
109,1250 Dias Paket,16.99,€,Dias Paket,17.99,17.99
110,Herzkristalle-Paket,10.99,€,Herzkristalle-Paket,11.99,11.99
120,SP Energiekarte,10.99,€,SP Energiekarte,11.99,11.99
121,Buch der Weisheit,10.99,€,Buch der Weisheit,11.99,11.99
122,Buch der Zauber 2,10.99,€,Buch der Zauber 2,11.99,11.99
123,Buch der Zauber 1,21.99,€,Buch der Zauber 1,23.99,23.99
125,Glückspaket 1,2.29,€,Glückspaket,2.49,2.49
126,Glückspaket 2,54.99,€,Glückspaket,59.99,59.99
127,Buchheiligtum-Vorteilskarte,2.29,€,Buchheiligtum-Vorteilskarte,2.49,2.49
128,Patrouillen Vorteilskarte,2.29,€,Patrouillen Vorteilskarte,2.49,2.49
129,Soda-Paket,5.49,€,Soda-Pakete,5.99,5.99
130,Zauberbox 1,54.99,€,Zauberbox 1,59.99,59.99
131,Zauberbox 2,32.99,€,Zauberbox 2,35.99,35.99
132,Zauberbox 3,10.99,€,Zauberbox 3,11.99,11.99
133,Zauberbox 4,2.29,€,Zauberbox 4,2.49,2.49
134,Zauberbox 5,1.09,€,Zauberbox 5,1.19,1.19
135,Besondere Mädchenbox 1,32.99,€,Besondere Mädchenbox 1,35.99,35.99
136,Besondere Mädchenbox 2,54.99,€,Besondere Mädchenbox 2,59.99,59.99
137,Ermäßigte Monatskarte,2.29,€,Ermäßigte Monatskarte,2.49,2.49
138,Rotkäppchen-Paket,16.99,€,Rotkäppchen-Paket,17.99,17.99
139,Limitiertes Paket zum Valentinstag 1,5.49,€,Limitiertes Paket zum Valentinstag 1,5.99,5.99
140,Krystals Mirakel 1,5.49,€,Krystals Mirakel 1,5.99,5.99
141,Testfonds,5.49,€,Testfonds,5.99,5.99
142,Testfonds 2,10.99,€,Testfonds 2,11.99,11.99
143,Testfonds 3,21.99,€,Testfonds 3,23.99,23.99
144,Kostümpaket 1,2.29,€,Kostümpaket,2.49,2.49
145,Kostümpaket 2,32.99,€,Kostümpaket,35.99,35.99
146,Glückspaket 1,2.29,€,Glückspaket,2.49,2.49
147,Glückspaket 2,54.99,€,Glückspaket,59.99,59.99
148,Neulingspaket 1,1.09,€,Neulingspaket 1,1.19,1.19
149,Neulingspaket 2,1.09,€,Neulingspaket 2,1.19,1.19
150,Neulingspaket 3,5.49,€,Neulingspaket 3,5.99,5.99
151,Neulingspaket 1,1.09,€,Neulingspaket 1,1.19,1.19
152,Neulingspaket 2,2.29,€,Neulingspaket 2,2.49,2.49
153,Neulingspaket 3,5.49,€,Neulingspaket 3,5.99,5.99
154,Neulingspaket 1,1.09,€,Neulingspaket 1,1.19,1.19
155,Neulingspaket 2,2.29,€,Neulingspaket 2,2.49,2.49
156,Neulingspaket 3,10.99,€,Neulingspaket 3,11.99,11.99
157,Neulingspaket 1,1.09,€,Neulingspaket 1,1.19,1.19
158,Neulingspaket 2,2.29,€,Neulingspaket 2,2.49,2.49
159,Neulingspaket 3,10.99,€,Neulingspaket 3,11.99,11.99
160,Neulingspaket 1,1.09,€,Neulingspaket 1,1.19,1.19
161,Neulingspaket 2,2.29,€,Neulingspaket 2,2.49,2.49
162,Neulingspaket 3,10.99,€,Neulingspaket 3,11.99,11.99
163,Neulingspaket 1,1.09,€,Neulingspaket 1,1.19,1.19
164,Neulingspaket 2,5.49,€,Neulingspaket 2,5.99,5.99
165,Neulingspaket 3,21.99,€,Neulingspaket 3,23.99,23.99
166,Neulingspaket 1,1.09,€,Neulingspaket 1,1.19,1.19
167,Neulingspaket 2,10.99,€,Neulingspaket 2,11.99,11.99
168,Neulingspaket 3,21.99,€,Neulingspaket 3,23.99,23.99
177,Black Friday Sonderangebot 1,32.99,€,Black Friday Sonderangebot 1,35.99,35.99
178,Black Friday Sonderangebot 2,54.99,€,Black Friday Sonderangebot 2,59.99,59.99
179,Monatsanfangspaket 1,5.49,€,Monatsanfangspaket 1,5.99,5.99
180,Monatsanfangspaket 2,16.99,€,Monatsanfangspaket 2,17.99,17.99
181,Monatsanfangspaket 3,21.99,€,Monatsanfangspaket 3,23.99,23.99
182,Monatsanfangspaket 4,32.99,€,Monatsanfangspaket 4,35.99,35.99
183,Monatsanfangspaket 5,54.99,€,Monatsanfangspaket 5,59.99,59.99
184,Anfängerpaket,1.09,€,Anfängerpaket,1.19,1.19
185,Reiseversorgung,32.99,€,Reiseversorgung,35.99,35.99
186,40X Boni,16.99,€,40X Boni,17.99,17.99
187,Personalisiertes Paket für Turin,2.29,€,Personalisiertes Paket für Turin,2.49,2.49
188,Personalisiertes Paket für Turin,5.49,€,Personalisiertes Paket für Turin,5.99,5.99
189,Antiquitätswachstumspaket,21.99,€,Antiquitätswachstumspaket,23.99,23.99
190,Neulingsfonds,10.99,€,Neulingsfonds,11.99,11.99
191,Premiumzüge für Anfänger,2.29,€,Premiumzüge für Anfänger,2.49,2.49
192,Premiumzüge für Anfänger,5.49,€,Premiumzüge für Anfänger,5.99,5.99
193,Premiumzüge für Anfänger,10.99,€,Premiumzüge für Anfänger,11.99,11.99
194,Lotto Glücksboni,21.99,€,Lotto Glücksboni,23.99,23.99
195,Kapselpaket für Anfänger,5.49,€,Kapselpaket für Anfänger,5.99,5.99
196,Kapselpaket für Anfänger,21.99,€,Kapselpaket für Anfänger,23.99,23.99
197,Kapselpaket für Anfänger,32.99,€,Kapselpaket für Anfänger,35.99,35.99
198,Tagespaket 7,2.29,€,Tagespaket,2.49,2.49
199,Monatspaket 9,54.99,€,Monatspaket,59.99,59.99
200,Wochenpaket 5,54.99,€,Wochenpaket,59.99,59.99
201,Wochenpaket 6,54.99,€,Wochenpaket,59.99,59.99
202,Krystals Mirakel 2,21.99,€,Krystals Mirakel 2,23.99,23.99
203,Krystals Mirakel 3,54.99,€,Krystals Mirakel 3,59.99,59.99
204,Diener-Wachstumspaket 1,2.29,€,Diener-Wachstumspaket 1,2.49,2.49
205,Diener-Wachstumspaket 2,5.49,€,Diener-Wachstumspaket 2,5.99,5.99
206,Diener-Wachstumspaket 3,21.99,€,Diener-Wachstumspaket 3,23.99,23.99
207,Diener-Wachstumspaket 4,32.99,€,Diener-Wachstumspaket 4,35.99,35.99
208,Diener-Wachstumspaket 5,54.99,€,Diener-Wachstumspaket 5,59.99,59.99
209,Paket zu Ostern 1,21.99,€,Paket zu Ostern 1,23.99,23.99
210,Paket zu Ostern 2,54.99,€,Paket zu Ostern 2,59.99,59.99
211,Paket zur Flaschenpost 1,54.99,€,Paket zur Flaschenpost 1,59.99,59.99
212,Paket zur Flaschenpost 2,32.99,€,Paket zur Flaschenpost 2,35.99,35.99
213,Paket zur Flaschenpost 3,21.99,€,Paket zur Flaschenpost 3,23.99,23.99
214,Limitiertes Paket für Mitglieder Lv.10,1.09,€,Limitiertes Paket für Mitglieder Lv.10,1.19,1.19
215,Limitiertes Paket für Mitglieder Lv.11,1.09,€,Limitiertes Paket für Mitglieder Lv.11,1.19,1.19
216,Limitiertes Paket für Mitglieder Lv.12,1.09,€,Limitiertes Paket für Mitglieder Lv.12,1.19,1.19
217,Limitiertes Paket für Mitglieder Lv.13,1.09,€,Limitiertes Paket für Mitglieder Lv.13,1.19,1.19
218,Limitiertes Paket für Mitglieder Lv.14,1.09,€,Limitiertes Paket für Mitglieder Lv.14,1.19,1.19
219,Limitiertes Paket für Mitglieder Lv.15,1.09,€,Limitiertes Paket für Mitglieder Lv.15,1.19,1.19
220,Limitiertes Paket für Mitglieder Lv.16,1.09,€,Limitiertes Paket für Mitglieder Lv.16,1.19,1.19
221,Limitiertes Paket für Mitglieder Lv.17,1.09,€,Limitiertes Paket für Mitglieder Lv.17,1.19,1.19
222,Limitiertes Paket für Mitglieder Lv.18,1.09,€,Limitiertes Paket für Mitglieder Lv.18,1.19,1.19
223,Limitiertes Paket für Mitglieder Lv.19,1.09,€,Limitiertes Paket für Mitglieder Lv.19,1.19,1.19
224,Limitiertes Paket für Mitglieder Lv.20,1.09,€,Limitiertes Paket für Mitglieder Lv.20,1.19,1.19
225,Limitiertes Paket für Mitglieder Lv.21,1.09,€,Limitiertes Paket für Mitglieder Lv.21,1.19,1.19
226,Limitiertes Paket für Mitglieder Lv.22,1.09,€,Limitiertes Paket für Mitglieder Lv.22,1.19,1.19
227,Limitiertes Paket für Mitglieder Lv.23,1.09,€,Limitiertes Paket für Mitglieder Lv.23,1.19,1.19
228,Limitiertes Paket für Mitglieder Lv.24,1.09,€,Limitiertes Paket für Mitglieder Lv.24,1.19,1.19
229,Limitiertes Paket für Mitglieder Lv.25,1.09,€,Limitiertes Paket für Mitglieder Lv.25,1.19,1.19
230,Limitiertes Paket für Mitglieder Lv.26,1.09,€,Limitiertes Paket für Mitglieder Lv.26,1.19,1.19
231,Limitiertes Paket für Mitglieder Lv.27,1.09,€,Limitiertes Paket für Mitglieder Lv.27,1.19,1.19
232,Limitiertes Paket für Mitglieder Lv.28,1.09,€,Limitiertes Paket für Mitglieder Lv.28,1.19,1.19
233,Limitiertes Paket für Mitglieder Lv.29,1.09,€,Limitiertes Paket für Mitglieder Lv.29,1.19,1.19
234,Limitiertes Paket für Mitglieder Lv.30,1.09,€,Limitiertes Paket für Mitglieder Lv.30,1.19,1.19
235,Limitiertes Paket für Gilde Lv.10,32.99,€,Limitiertes Paket für Gilde Lv.10,35.99,35.99
236,Limitiertes Paket für Gilde Lv.11,32.99,€,Limitiertes Paket für Gilde Lv.11,35.99,35.99
237,Limitiertes Paket für Gilde Lv.12,32.99,€,Limitiertes Paket für Gilde Lv.12,35.99,35.99
238,Limitiertes Paket für Gilde Lv.13,32.99,€,Limitiertes Paket für Gilde Lv.13,35.99,35.99
239,Limitiertes Paket für Gilde Lv.14,32.99,€,Limitiertes Paket für Gilde Lv.14,35.99,35.99
240,Limitiertes Paket für Gilde Lv.15,32.99,€,Limitiertes Paket für Gilde Lv.15,35.99,35.99
241,Limitiertes Paket für Gilde Lv.16,32.99,€,Limitiertes Paket für Gilde Lv.16,35.99,35.99
242,Limitiertes Paket für Gilde Lv.17,32.99,€,Limitiertes Paket für Gilde Lv.17,35.99,35.99
243,Limitiertes Paket für Gilde Lv.18,32.99,€,Limitiertes Paket für Gilde Lv.18,35.99,35.99
244,Limitiertes Paket für Gilde Lv.19,32.99,€,Limitiertes Paket für Gilde Lv.19,35.99,35.99
245,Limitiertes Paket für Gilde Lv.20,32.99,€,Limitiertes Paket für Gilde Lv.20,35.99,35.99
246,Limitiertes Paket für Gilde Lv.21,32.99,€,Limitiertes Paket für Gilde Lv.21,35.99,35.99
247,Limitiertes Paket für Gilde Lv.22,32.99,€,Limitiertes Paket für Gilde Lv.22,35.99,35.99
248,Limitiertes Paket für Gilde Lv.23,32.99,€,Limitiertes Paket für Gilde Lv.23,35.99,35.99
249,Limitiertes Paket für Gilde Lv.24,32.99,€,Limitiertes Paket für Gilde Lv.24,35.99,35.99
250,Limitiertes Paket für Gilde Lv.25,32.99,€,Limitiertes Paket für Gilde Lv.25,35.99,35.99
251,Limitiertes Paket für Gilde Lv.26,32.99,€,Limitiertes Paket für Gilde Lv.26,35.99,35.99
252,Limitiertes Paket für Gilde Lv.27,32.99,€,Limitiertes Paket für Gilde Lv.27,35.99,35.99
253,Limitiertes Paket für Gilde Lv.28,32.99,€,Limitiertes Paket für Gilde Lv.28,35.99,35.99
254,Limitiertes Paket für Gilde Lv.29,32.99,€,Limitiertes Paket für Gilde Lv.29,35.99,35.99
255,Limitiertes Paket für Gilde Lv.30,32.99,€,Limitiertes Paket für Gilde Lv.30,35.99,35.99
256,Limitiertes Paket für Mitglieder Lv.4,1.09,€,Limitiertes Paket für Mitglieder Lv.4,1.19,1.19
257,Limitiertes Paket für Mitglieder Lv.5,1.09,€,Limitiertes Paket für Mitglieder Lv.5,1.19,1.19
258,Limitiertes Paket für Mitglieder Lv.6,1.09,€,Limitiertes Paket für Mitglieder Lv.6,1.19,1.19
259,Limitiertes Paket für Mitglieder Lv.7,1.09,€,Limitiertes Paket für Mitglieder Lv.7,1.19,1.19
260,Limitiertes Paket für Mitglieder Lv.8,1.09,€,Limitiertes Paket für Mitglieder Lv.8,1.19,1.19
261,Limitiertes Paket für Mitglieder Lv.9,1.09,€,Limitiertes Paket für Mitglieder Lv.9,1.19,1.19
262,Limitiertes Paket für Gilde Lv.4,32.99,€,Limitiertes Paket für Gilde Lv.4,35.99,35.99
263,Limitiertes Paket für Gilde Lv.5,32.99,€,Limitiertes Paket für Gilde Lv.5,35.99,35.99
264,Limitiertes Paket für Gilde Lv.6,32.99,€,Limitiertes Paket für Gilde Lv.6,35.99,35.99
265,Limitiertes Paket für Gilde Lv.7,32.99,€,Limitiertes Paket für Gilde Lv.7,35.99,35.99
266,Limitiertes Paket für Gilde Lv.8,32.99,€,Limitiertes Paket für Gilde Lv.8,35.99,35.99
267,Limitiertes Paket für Gilde Lv.9,32.99,€,Limitiertes Paket für Gilde Lv.9,35.99,35.99
268,Kursplan-Paket 1,2.29,€,Kursplan-Paket 1,2.49,2.49
269,Kursplan-Paket 2,2.29,€,Kursplan-Paket 2,2.49,2.49
270,Kursplan-Paket 3,5.49,€,Kursplan-Paket 3,5.99,5.99
271,Kursplan-Paket 4,10.99,€,Kursplan-Paket 4,11.99,11.99
275,Tagespaket 7,2.29,€,Tagespaket,2.49,2.49
276,Magische Reserven 1,21.99,€,Magische Reserven,23.99,23.99
277,Magische Reserven 2,54.99,€,Magische Reserven,59.99,59.99
278,Magische Reserven 3,54.99,€,Magische Reserven,59.99,59.99
279,Personalisiertes Paket 1,54.99,€,Personalisiertes Paket,59.99,59.99
280,Personalisiertes Paket 2,10.99,€,Personalisiertes Paket,11.99,11.99
281,Personalisiertes Paket 3,5.49,€,Personalisiertes Paket,5.99,5.99
282,Monatskarte,5.49,€,Monatskarte - Erstkaufrabatt,5.99,5.99
283,Mini Monatskarte,1.09,€,Mini Monatskarte - Erstkaufrabatt,1.19,1.19
284,Testfonds 4,32.99,€,Testfonds 4,35.99,35.99
285,Sondernachschub (empfohlen),10.99,€,Sondernachschub (empfohlen),11.99,11.99
286,Sondernachschub 1,2.29,€,Sondernachschub 1,2.49,2.49
287,Sondernachschub 2,21.99,€,Sondernachschub 2,23.99,23.99
288,Sondernachschub 3,32.99,€,Sondernachschub 3,35.99,35.99
289,Sondernachschub 4,54.99,€,Sondernachschub 4,59.99,59.99
290,Sondernachschub 5,74.99,€,Sondernachschub 5,84.99,94.99
293,Kursplan-Paket 1,1.09,€,Kursplan-Paket 1,1.19,1.19
294,Kursplan-Paket 2,2.29,€,Kursplan-Paket 2,2.49,2.49
295,Kursplan-Paket 3,5.49,€,Kursplan-Paket 3,5.99,5.99
296,Kursplan-Paket 4,10.99,€,Kursplan-Paket 4,11.99,11.99
297,Limitiertes Gildenpaket,21.99,€,Limitiertes Gildenpaket,23.99,23.99
299,Rückkehrer-Wachstumspaket 1,21.99,€,Rückkehrer-Wachstumspaket 1,23.99,23.99
300,Rückkehrer-Wachstumspaket 2,32.99,€,Rückkehrer-Wachstumspaket 2,35.99,35.99
301,Paket zur Rückkehrer-Hilfe,21.99,€,Paket zur Rückkehrer-Hilfe,23.99,23.99
302,Rückkehrer-Monatskarte,2.29,€,Rückkehrer-Monatskarte,2.49,2.49
303,Rückkehrer-Monatsthema,1.09,€,Rückkehrer-Monatsthema,1.19,1.19
304,Paket zum 5. Jubiläum,5.49,€,Paket zum 5. Jubiläum,5.99,5.99
305,Paket zum 5. Jubiläum,10.99,€,Paket zum 5. Jubiläum,11.99,11.99
306,Sommerpaket 1,16.99,€,Sommerpaket,17.99,17.99
307,Sommerpaket 2,54.99,€,Sommerpaket,59.99,59.99
308,Sommerpaket 3,32.99,€,Sommerpaket,35.99,35.99
309,Sommerpaket 4,10.99,€,Sommerpaket,11.99,11.99
310,Sommerpaket 5,2.29,€,Sommerpaket,2.49,2.49
311,Sommerpaket 6,1.09,€,Sommerpaket,1.19,1.19
312,Limitiertes Outfit-Paket 1,2.29,€,Limitiertes Outfit-Paket 1,2.49,2.49
313,Limitiertes Outfit-Paket 2,5.49,€,Limitiertes Outfit-Paket 2,5.99,5.99
314,Limitiertes Outfit-Paket 3,10.99,€,Limitiertes Outfit-Paket 3,11.99,11.99
315,Limitiertes Outfit-Paket 4,32.99,€,Limitiertes Outfit-Paket 4,35.99,35.99
316,Limitiertes Outfit-Paket 5,54.99,€,Limitiertes Outfit-Paket 5,59.99,59.99
317,Rotkäppchens Geschenk,5.49,€,Rotkäppchens Geschenk,5.99,5.99
318,Rotkäppchens Geschenk,10.99,€,Rotkäppchens Geschenk,11.99,11.99
319,Bonuspaket zur Teestunde,10.99,€,Bonuspaket zur Teestunde,11.99,11.99
320,Premiumzüge für Anfänger,10.99,€,Premiumzüge für Anfänger,11.99,11.99
321,Neulingsfonds,10.99,€,Neulingsfonds,11.99,11.99
322,Paket zu Halloween 1,16.99,€,Paket zu Halloween 1,17.99,17.99
323,Paket zu Halloween 2,32.99,€,Paket zu Halloween 2,35.99,35.99
324,Paket zu Halloween 3,74.99,€,Paket zu Halloween 3,84.99,84.99
326,Wunschpaket 1,10.99,€,Wunschpaket 1,11.99,11.99
327,Wunschpaket 2,54.99,€,Wunschpaket 2,59.99,59.99
328,Reiseproviant 1,2.29,€,Reiseproviant 1,2.49,2.49
329,Reiseproviant 2,5.49,€,Reiseproviant 2,5.99,5.99
330,Reiseproviant 3,21.99,€,Reiseproviant 3,23.99,23.99
331,Reiseproviant 4,32.99,€,Reiseproviant 4,35.99,35.99
332,Reiseproviant 5,54.99,€,Reiseproviant 5,59.99,59.99
333,Reiseproviant 6,54.99,€,Reiseproviant 6,59.99,59.99
334,Paket zu Thanksgiving 1,1.09,€,Paket zu Thanksgiving 1,1.19,1.19
335,Paket zu Thanksgiving 2,5.49,€,Paket zu Thanksgiving 2,5.99,5.99
336,Paket zu Thanksgiving 3,32.99,€,Paket zu Thanksgiving 3,35.99,35.99
337,Adventspaket 1,1.09,€,Adventspaket 1,1.19,1.19
338,Adventspaket 2,1.09,€,Adventspaket 2,1.19,1.19
339,Adventspaket 3,1.09,€,Adventspaket 3,1.19,1.19
340,Adventspaket 4,5.49,€,Adventspaket 4,5.99,5.99
341,Adventspaket 5,1.09,€,Adventspaket 5,1.19,1.19
342,Adventspaket 6,1.09,€,Adventspaket 6,1.19,1.19
343,Adventspaket 7,1.09,€,Adventspaket 7,1.19,1.19
344,Adventspaket 8,5.49,€,Adventspaket 8,5.99,5.99
345,Paket zum Spielautomaten 1,5.49,€,Paket zum Spielautomaten 1,5.99,5.99
346,Premium Ausbildungspaket,21.99,€,Premium Ausbildungspaket,23.99,23.99
347,Paket zum Spielautomaten 2,10.99,€,Paket zum Spielautomaten 2,11.99,11.99
348,Monatspaket mit Rabatt 1,1.09,€,Monatspaket mit Rabatt 1,1.19,1.19
349,Monatspaket mit Rabatt 2,2.29,€,Monatspaket mit Rabatt 2,2.49,2.49
350,Monatspaket mit Rabatt 3,10.99,€,Monatspaket mit Rabatt 3,11.99,11.99
351,Monatspaket mit Rabatt 4,10.99,€,Monatspaket mit Rabatt 4,11.99,11.99
352,Monatspaket mit Rabatt 5,21.99,€,Monatspaket mit Rabatt 5,23.99,23.99
353,Monatspaket mit Rabatt 7,32.99,€,Monatspaket mit Rabatt 7,35.99,35.99
354,Wochenpaket mit Rabatt 1,2.29,€,Wochenpaket mit Rabatt 1,2.49,2.49
355,Wochenpaket mit Rabatt 2,5.49,€,Wochenpaket mit Rabatt 2,5.99,5.99
356,Wochenpaket mit Rabatt 3,10.99,€,Wochenpaket mit Rabatt 3,11.99,11.99
357,Wochenpaket mit Rabatt 4,21.99,€,Wochenpaket mit Rabatt 4,23.99,23.99
358,Wochenpaket mit Rabatt 5,21.99,€,Wochenpaket mit Rabatt 5,23.99,23.99
359,Wochenpaket mit Rabatt 6,32.99,€,Wochenpaket mit Rabatt 6,35.99,35.99
360,Monatskarte mit Rabatt,5.49,€,Monatskarte mit Rabatt,5.99,5.99
361,Mini Monatskarte mit Rabatt,1.09,€,Mini Monatskarte mit Rabatt,1.19,1.19
362,Monatspaket mit Rabatt 1,1.09,€,Monatspaket mit Rabatt 1,1.19,1.19
363,Monatspaket mit Rabatt 2,2.29,€,Monatspaket mit Rabatt 2,2.49,2.49
364,Monatspaket mit Rabatt 3,10.99,€,Monatspaket mit Rabatt 3,11.99,11.99
365,Monatspaket mit Rabatt 4,10.99,€,Monatspaket mit Rabatt 4,11.99,11.99
