id,desc,mask_icon,icon_offset,mask_icon_h5,icon_offset_h5
50,,buttoncrop_1,0|0,,
51,狗狗又惹到了蜜蜂，我们去救救狗狗~,buttoncrop_2,0|0,buttoncrop_2_h5,0|-4
52,,buttoncrop_26_h5,0|0,,
53,,buttoncrop_6,0|0,,
54,,buttoncrop_5,0|0,,
55,終於可以繼續去冒險啦。學長~點擊這裡可以去\n下一個冒險區域喔~,buttoncrop_20,-16|0,,
56,,,,,
57,這裡可領取掛機戰利品，時間越長戰利品越多喔~,buttoncrop_21,0|2,,
58,讓我們開始新的戰鬥吧~,buttoncrop_17,0|0,,
59,點擊戰姬頭像，選擇出戰的戰姬囉~,buttoncrop_3,0|0,,
60,[c][d76500]拖曳[-][/c]頭像可以交換位置喔~,buttoncrop_22,0|-62,,
61,,buttoncrop_5,0|0,,
62,,,,,
63,哇！又有新的戰利品了~\n點擊領取吧~,buttoncrop_21,0|2,,
64,開心~\n又可以去新的區域啦~,buttoncrop_20,-16|0,,
65,,,,,
66,哇~學長真棒！不過學長要記得定時來領取掛機戰利品喔，掛機[c][d76500]12小時[-][/c]後就無法獲得更多的戰利品了呢~,,,,
67,[c][d76500]首頁[-][/c]好像發生了好事情\n學長我們去看看吧~,buttoncrop_1,0|0,,
68,點擊[c][d76500]入學活動[-][/c]去領取[c][d76500]在線獎勵[-][/c]吧~,buttoncrop_15,0|0,buttoncrop_14_h5,0|0
69,在這裡領取[c][d76500]在線獎勵[-][/c]哦~,buttoncrop_35,0|0,,
70,,buttoncrop_1,0|0,,
71,點擊[c][d76500]趣味活動[-][/c]去領取每日[c][d76500]簽到[-][/c]獎勵吧~,buttoncrop_15,0|0,buttoncrop_15_h5,4|2
72,,buttoncrop_36,1|1,,
73,[c][d76500]首頁[-][/c]還有好東西喔~,buttoncrop_1,0|0,,
74,快來看看[c][d76500]校園[-][/c]裡有些什麼[c][d76500]福利[-][/c]吧~,buttoncrop_8,-1|-1,buttoncrop_8_h5,-1|-1
75,快去學園里最熱鬧的[c][d76500]商店街[-][/c]逛逛吧~,buttoncrop_16,0|1,,
76,街上的[c][d76500]福利社[-][/c]裡可是有很多好康的喔~,buttoncrop_30,-14|-1,,
77,哇！居然有[c][d76500]高級扭蛋幣[-][/c]\n學長快購買吧~,buttoncrop_24,0|60,,
78,,,,,
79,,,,,
80,快來試試[c][d76500]代幣[-][/c]扭蛋吧~,buttoncrop_1,0|0,,
81,[c][d76500]高級扭蛋幣[-][/c]可以進行一次高級扭蛋喔！試試吧~,buttoncrop_6,0|1,,
82,,,,,
83,啊呀糟了糟了！快來不及了~,buttoncrop_1,0|0,,
84,學長聽見汪汪汪的求救聲了嗎？\n真是讓人不省心的狗狗！,buttoncrop_2,0|0,buttoncrop_2_h5,0|-4
85,快去救救狗狗吧~,buttoncrop_26_h5,0|0,,
86,,buttoncrop_6,0|0,,
87,,buttoncrop_5,0|0,,
88,,buttoncrop_17,0|0,,
89,,buttoncrop_3,0|0,,
90,,,,,
91,,buttoncrop_8,-1|-1,buttoncrop_8_h5,-1|-1
92,,,,,
93,,,,,
94,,buttoncrop_26,0|0,buttoncrop_26_h5,0|0
95,,,,,
96,,buttoncrop_27,0|0,buttoncrop_27_h5,0|0
97,,,,,
98,,,,,
99,來~點擊[c][d76500]社團[-][/c]按鈕，創建或加入一個社團吧~,,,,
100,,,,,
101,,buttoncrop_27,0|0,buttoncrop_27_h5,0|0
102,,,,,
103,,,,,
104,,buttoncrop_8,-1|-1,buttoncrop_8_h5,-1|-1
105,,,,,
106,,,,,
107,,buttoncrop_8,-1|-1,buttoncrop_8_h5,-1|-1
108,,,,,
109,,,,,
110,,buttoncrop_26,0|0,buttoncrop_26_h5,0|0
111,,,,,
112,,buttoncrop_27,-1|-1,buttoncrop_27_h5,0|0
113,,,,,
114,,,,,
115,,,,,
116,,buttoncrop_27,-1|-1,buttoncrop_27_h5,0|0
117,,,,,
118,,,,,
119,來~點擊[c][d76500]社團[-][/c]按鈕，創建或加入一個社團吧~,,,,
120,哇哦，學長，你身具鴻運，看來你一定就是傳說中的“天命之子”了。,buttoncrop_26,0|0,,
121,正巧遇上社團招新的契機，不如學長來建立一個自己的社團吧，作為“天命之子”，首次建立社團是免費的哦！,,,,
122,誒嘿，獲得了戰姬碎片欸\n快來戰姬介面裡[c][d76500]合成[-][/c]戰姬吧~,buttoncrop_27,-1|-1,buttoncrop_27_h5,0|0
123,學長，[c][d76500]碎片合成[-][/c]的入口在這裡啦~,buttoncrop_38,0|6,,
124,,,,,
125,,buttoncrop_27,0|0,buttoncrop_27_h5,0|0
126,,,,,
127,,old_school_guide_mask,0|0,,
129,學長看~這是[c][d76500]校外遠足[-][/c]的入口,buttoncrop_26,0|0,buttoncrop_26_h5,0|0
130,先去大本營看看吧！,travel_guide_1,18|32,travel_guide_1,18|32
131,點擊角色槽位！,,,,
132,放入戰姬會獲得對應屬性的增強！~,,,,
133,升級大本營可以解鎖更多槽位！~,,,,
135,我們去麵包坊看看吧,travel_guide_2,-3|-8,travel_guide_2,-3|-8
136,在產出建築中放入戰姬可以提高收益！~,travel_guide_3,0|0,travel_guide_3,0|0
138,升級麵包坊可以解鎖更多槽位！~,,,,
140,其他建築會產出不同的材料，點擊[c][d76500]一鍵領取[-][/c]吧！~,,,,
141,點擊這裡，參加探險獲得各種獎勵吧！~,travel_guide_4,0|5,travel_guide_4,0|5
143,,buttoncrop_8,-1|-1,buttoncrop_8_h5,-1|-1
144,,,,,
145,這裡是個性裝扮功能的入口，學長可在此查看或修改自己的個性裝扮~,,,,
146,,,,,
147,,buttoncrop_27,0|0,buttoncrop_27_h5,0|0
148,,,,,
149,,,,,
150,,buttoncrop_8,-1|-1,buttoncrop_8_h5,-1|-1
151,,,,,
152,,,,,
153,,,,,
154,,buttoncrop_27,0|0,buttoncrop_27_h5,0|0
155,,,,,
157,,buttoncrop_37,0|0,buttoncrop_37,0|0
158,,,,,
159,,buttoncrop_26,0|0,buttoncrop_26_h5,0|0
160,,,,,
161,,buttoncrop_8,-1|-1,buttoncrop_8_h5,-1|-1
162,選擇課外實踐，開始關卡挑戰吧~,,,,
163,,,,,
164,,buttoncrop_27,0|0,buttoncrop_27_h5,0|0
165,,,,,
166,這裡是編隊預設的入口，學長可在此設置新的編隊~,,,,
167,,,,,
168,,buttoncrop_26,0|0,buttoncrop_26_h5,
169,,,,,
170,,buttoncrop_26,0|0,buttoncrop_26_h5,0|0
171,這裡是星際之旅的入口~,,,,
172,,,,,
173,,buttoncrop_15,0|0,buttoncrop_15_h5,4|2
174,點擊這裡，打開月度活動,,,,
175,選擇課外實踐，開始關卡挑戰吧~,,,,
176,,,,,
177,,buttoncrop_27,0|0,buttoncrop_27_h5,0|0
