id,buff_id,plus_minus,name,sec
91,kawenMark,,蝶毒,提高受到該效果施加者的暴擊機率和暴擊傷害，施加者受到被蝶毒影響的敵人攻擊時，前排隊友將為其平均分擔受到的傷害。
92,mayaBuffResist,,厄咒,持有者被施加屬性增益效果時觸發，觸發後每層厄咒抵消1層屬性增益並造成一定量的攻擊傷害，觸發後移除對應層數的厄咒。
93,mayaHpLoseSeal,,混沌傷痕,每層混沌傷痕會腐蝕持有者一定百分比的生命上限以及減少部分受治療量，被腐蝕的生命無法被治療效果恢復。
94,snowWindMix,,飛雪,提高受傷回能效果、受治療量和全傷害減免。
95,hpShield,,屏障,抵擋受到的傷害，當屏障值為0時屏障消失；屏障值上限不超過擁有者自身最大生命的100%。
96,degulaDebuff,,眷屬術,擁有“眷屬術”狀態的戰姬在回合結束時會受到一次自身生命上限的傷害，戰姬攻擊附著的時候會額外附加一次自身生命上限的傷害，並且造成的一部分傷害會為原初·德古拉會恢復生命。
97,degulaCount,,血蝙蝠,增加眷屬術造成的最終傷害。
98,hpShieldFromHeal,,防禦魔方,每當自身恢復生命時，每層防禦魔方可以使自身同時獲得部分生命恢復量的屏障。
99,xigemaPower,,矩陣增幅,增加免控率和精準。
100,hpShieldRecover,,風清氣朗,每回合結束時恢復一定生命以及等量的屏障，屏障抵擋任意傷害的效果提升。
101,getLight|addGetLight,,貝勒努斯之痕,疊加到2層時，清空當前層數，觸發貝勒努斯之光2回合
102,wulieerSeal,,貝勒努斯之光,控制效果，封印目標戰姬，被封印的戰姬無法觸發被動技能，持有者在失去該效果時，受到一定傷害（最高不超過烏列爾攻擊力的1500%）。
103,fullEnergyHurt,,音符印記,在能量達到100及以上時觸發，每有1點能量都會受到一定傷害，並清空目標所有能量，觸發後音符印記消失。
104,qianheziHeal,,鶴羽,受到的所有傷害增加，攻擊降低；受到治療時，鶴羽施加者方生命量最低的戰姬會恢復等量的生命，鶴羽持有者方生命最低的戰姬會受到等量的傷害，每回合最多觸發10次。
105,qianheziDec,,天照,免疫接下來受到的2次任意傷害（免疫2次傷害後移除或被同名效果覆蓋重置），並且在天照消失時或者重置時獲得與抵擋傷害量等量的屏障
106,spzglHitted,,逆勢,受到普攻或技能傷害時，額外受到一定傷害，並有機率被眩暈。觸發後消失。
107,spzglAllHarm,,順勢,按照攻擊力提升持有者的全傷害輸出。
108,dotMaxHp,,水毒,釋放時和回合結束時，對目標造成生命上限一定百分比的傷害。若傷害低於施加者攻擊的50%，則直接造成施加者50%的攻擊傷害。
109,hypoxia,,窒息,受治療量降低50%，能量獲取效果降低50%，受到的持續傷害增加100%。
110,xierkediDot,,彌霧,降低持有者對希爾柯蒂的所有傷害，並且每回合受到傷害。
111,xierkediPower,,星邃,希爾柯蒂增加一定的攻擊、暴擊和精準，並且必定閃避敵方隨機目標技能的傷害與效果。
112,xingmang,,星芒密語,增加攻擊、精準和神聖傷害。
113,lockTarget,,鎖定,普通攻擊和主動技能會優先選擇被自身鎖定的目標。
114,yifuMark,,犬嗅,用於增強伊芙的主動技能。
115,hpShieldEndToHeal,,犬障,當自身屏障消失時，恢復自身生命，觸發後犬障消失。
116,qiubiteMark,,心音,強化邱比特的治療效果。移除心音時，獲得屏障。
117,qiubitePower,,心守,受到邱比特自身技能造成的治療效果時，溢出的治療量將轉化為屏障。擁有屏障時，增加最終傷害、全傷害減免、攻擊。
118,plmxsThorns,,逆芒,減少受到的傷害，並反彈受到的傷害（無法減少和反彈受到的固定傷害）。
119,plmxsDebuff,,幽火,降低受治療量、能量回復效果、格擋。
120,freeHarmLeft1,,鏈火錘心,印記，不可疊加。持有者受到致命傷害並觸發免死效果時，只會保留1點血量。
121,lianhuaHittedHeal,,不染塵泥,受到帶有流血狀態目標的攻擊時，提高攻擊，並恢復已損失生命值。
122,lianhuaBloodHurt,,燦若芙蓉,被施加流血效果時，會額外受到最大生命的傷害。
123,ailisheColor1,,原色·紅,降低速度。
124,ailisheColor2,,原色·黃,降低護甲。
125,ailisheColor3,,原色·藍,降低攻擊。
126,ailisheColor12,,染色·橙,受到的全傷害增加。
127,ailisheColor13,,染色·紫,受到的治療以及屏障降低。
128,ailisheColor23,,染色·綠,造成的全傷害降低。
129,ailisheColor123,,褪色,無法釋放主動技能，無法進行普通攻擊、追擊或反擊，無法恢復能量、生命和屏障，受到的全傷害增加。
130,ailisheRound3,,靈感,增加增控率和暴擊傷害減免。
131,longnvDebuff,,咒之骨,降低暴擊和格擋。
132,shareByHurt,,龍銜葉,羅蘭維亞會為持有者分攤受到的傷害。
133,longnvDead,,龍魂附身,羅蘭維亞的附身特效。
134,ansunaToShield,,雀紋烙印,對安蘇娜造成的所有傷害降低，對安蘇娜造成傷害時，安蘇娜會吸收傷害轉化為屏障。
135,ansunaDot,,魅惑,受到的持續傷害增加，在施加和回合開始時造成持有者攻擊的傷害。
136,ningshi,,苦痛,受到的額外傷害增加，在施加和回合結束時受到自身攻擊的傷害，並且能量減少。
137,shuairuo,,衰弱,受治療量降低，屏障恢復量降低。
138,deathLayerMark,,審判,達到3層時，攻擊力降低；達到5層時，每回合開始機率進入眩暈狀態；達到15層時，回合結束，立即死亡。
139,shield2,,蟹殼,免疫一次傷害。
140,blind,,星源烈光,精準、格擋、免控率降低，攻擊時有50%機率無法命中敵人。
141,soulTear,,利箭餘光,攻擊後，自身受到自己造成的部分傷害。
142,soulSeal,,星空之箭,受到治療時，有部分生命回復效果在星空之箭移除時生效；受到攻擊時，額外損失自身最大生命的固定傷害。
143,bosaidongMark,,buff1,
144,hadisiEnergyGetRate,,buff1,
145,hadisiDebuff,,buff2,
146,zhousiTrueAtk,,buff2,
147,zhousiDot,,buff1,
