name,translation
TAVERN_WINDOW_TIPS,1.在指定的時間內執行戰姬任務能獲得豐厚的獎勵。一個戰姬不能執行多個打工任務。|2.每日可完成的自動刷新任務有數量限制，提升VIP等級和購買小月卡可提高任務總數上限。|3.刷新可重置當前所有未開始執行的任務，每天定時自動刷新1次，你也可以透過花費鑽石刷新。|4.刷新後，使用任務卷軸增加的任務也會被重置。|5.花費鑽石可以加速完成正在執行中的任務。|6.各星打工任務刷新的機率如下：|1星任務25.6%%、2星任務27%%、3星任務23.2%%、4星任務15%%、5星任務8%%、6星任務1%%、7星任務0.2%%。|7.使用基礎打工任務卷軸，會獲得1-4星打工任務，各星打工任務的概率如下：|1星任務20%%、2星任務27%%、3星任務35%%、4星任務18%%。|使用高級打工任務卷軸，會獲得4-7星打工任務，各星打工任務的概率如下：|4星任務56%%、5星任務35%%、6星任務7%%、7星任務2%%。|8.學長可擁有基礎打工卷軸和高級打工卷軸的上限都為999。
ITEM_SUMMON,召喚
ITEM_SELL,出售
ITEM_DETAIL,詳情
ITEM_WAYS,掉落
HELP_WINDOW,幫 助
PERSON_AVATAR_LIST,選擇
CLOSE_WINDOW_GUIDE,點擊任意空白處或右上角按鈕關閉窗口
PERSON_EDIT_NAME,修改名稱
PERSON_EDIT_TIPS1,請輸入您想修改的名稱
PERSON_EDIT_TIPS2,2-6個文字 或 4-12個字母
SURE,確定
PERSON_NO_CRYSTAL,您當前的鑽石不足！
PERSON_INFO,個人資訊
ALTAR_WINDOW_HELP,"1.戰姬進行轉學可得到經驗飲料、便當、同學錄等材料。|2.經驗飲料可用於提升戰姬的等級。|3.便當可用於提升戰姬的階級,戰姬進階後可以提升屬性，解鎖強大的被動技能。|4.同學錄可用於在轉學商店兌換強大的戰姬。|5.透過一鍵轉學，可以選擇各陣營3星戰姬轉學數量，進行一鍵轉學。|6.一鍵轉學會為學長自動保留20個隱蹤、神威、風見、曇華和4個修羅、辰星陣營的3星戰姬。"
RIGHT_BLUE_BUTTON_1,福利社
RIGHT_BLUE_BUTTON_2,販賣機
RIGHT_BLUE_BUTTON_3,上頂樓
RIGHT_BLUE_BUTTON_4,守護校園
RIGHT_BLUE_BUTTON_5,日 常
RIGHT_BLUE_BUTTON_6,打 工
RIGHT_BLUE_BUTTON_7,升 學
RIGHT_BLUE_BUTTON_8,轉 學
RIGHT_BLUE_BUTTON_9,招 生
RIGHT_BLUE_BUTTON_10,遠 足
LV,Lv.{1}
PERSON_NAME_SHORT,您輸入的名稱太短！
PERSON_NAME_LONG,您輸入的名稱太長！
PERSON_NAME_SUCCEED,名稱修改成功！
PERSON_NAME_FAIL,名稱已存在！
GET_ITEMS,獲得物品
PUB_MISSION_REFRESH_1,刷新需要消耗{1}鑽石，是否繼續?
PUB_MISSION_REFRESH_2,沒有可刷新任務！
PUB_MISSION_REFRESH_3,鑽石不足，無法刷新！
PUB_START_MISSION_1,戰姬未滿足條件！
PUB_START_MISSION_2,需要{1}職業戰姬！
PUB_START_MISSION_3,需要{1}陣營戰姬！
PUB_START_MISSION_4,需要{1}星級戰姬！
PUB_START_MISSION_5,未滿足戰力要求！
PUB_START_MISSION_6,該戰姬已上陣！
PUB_LOCK_MISSION,已經開始的任務不能解鎖！
SKILL_UNLOCK_DESC,品階{1}解鎖
ATTR_UP,屬性提升:
TOP_LEV_UP_TO,最高等級提升:
TREASURE_NOT_OPEN,40級開啟
GET_FROM_STAGE,從關卡{1}開始掉落
HAS_NOT_EQUIP,還沒有裝備…
EQUIP_ON,穿上
NOT_ENOUGH_MANA,金幣不足！
NOT_ENOUGH_MAGIC_DUST,水晶刻刀不足！
NOT_ENOUGH_CRYSTAL,鑽石不足！
NOT_ENOUGH_GRADE_STONE,便當不足！
NOT_ENOUGH_EXP,經驗不足！
NOT_TOP_LEV,該戰姬等級尚未滿級
UNEQUIP_ALL,脫裝
GAMBLE_DOOR_TIPS,需要學長等級達到{1}級或學長VIP等級達到{2}級
GAMBLE_DOOR_TITLE,販賣機
GAMBLE_BUY_ONE,1次
GAMBLE_BUY_TEN,10次
GAMBLE_SYSTEM_REFRESH_TIME,下次強制刷新
GAMBLE_COIN_NOT_ENOUGH,摸彩券不足！
GAMBLE_VIP_NOT_ENOUGH,需要成為VIP{1}或者學長等級達到{2}級，是否購買鑽石獲得VIP積分？
CRYSTAL_NOT_ENOUGH,鑽石不足，是否到商店購買？
GAMBLE_BUY_TITLE,購買摸彩券
GAMBLE_ITEM_RATE,機率:{1}%%
GAMBLE_RECORD_ITEM,{1} 獲得 [c][{2}]{3} x{4}[-][/c]
GAMBLE_RECORD_TITLE,中獎紀錄
BUY,購 買
GAMBLE_WINDOW_HELP,1.販賣機每天24小時自動刷新一次，若手動刷新後，將重置販賣機刷新時間。|2.在販賣機可以消耗摸彩券進行抽獎，有機率獲得戰姬碎片、裝備、魂器等道具。|3.販賣機的隨機獎勵會隨學長等級提升而變化，等級越高，隨機獎勵越豐厚。|4.抽獎一次將獲得10個兌獎券，可以在兌獎商店使用兌獎券兌換戰姬碎片、裝備等道具。|5.摸彩券可以透過鑽石快速購買、在福利社使用鑽石購買、購買活動禮包、特定活動領取等方式獲得。|6.點擊獎勵圖標可以查看獲獎機率。
GAMBLE_WOMAN_TALK_1,普通遊戲機說話1
GAMBLE_WOMAN_TALK_2,普通遊戲機說話2
GAMBLE_WOMAN_TALK_3,普通遊戲機說話3
GAMBLE_WOMAN_TALK_4,普通遊戲機說話4
GAMBLE_WOMAN_TALK_5,普通遊戲機說話5
GAMBLE_UP_WOMAN_TALK_1,高級遊戲機說話1
GAMBLE_UP_WOMAN_TALK_2,高級遊戲機說話2
GAMBLE_UP_WOMAN_TALK_3,高級遊戲機說話3
GAMBLE_UP_WOMAN_TALK_4,高級遊戲機說話4
GAMBLE_UP_WOMAN_TALK_5,高級遊戲機說話5
OPEN_SLOT_TIPS,花費{1}鑽石購買{2}個戰姬攜帶數量上限？
NOT_ENOUGH,{1}不足！
LOCK_PARTNER_TIPS,戰姬已經鎖定|戰姬在校園聯賽陣容中|戰姬在巔峰聯賽陣容中|戰姬在組隊競技場陣容中|戰姬被設置為看板娘|戰姬在宿舍裡休息中|戰姬在校外遠足的大本營中|戰姬在校外遠足的收益建築中||戰姬在終極聯賽防守陣容中|戰姬在預設編隊陣容中|戰姬在星際之旅隊伍中
ALTAR_DECOMPOSE_TIP,確定要讓4星及4星以上的戰姬轉學走嗎？
ALTAR_HERO_NUM_TEXT,剩餘戰姬：
ALTAR_SMART_TEXT,快速放入
ALTAR_FILTER_TEXT,篩 選
ALTAR_DECOMPOSE_TEXT,轉 學
ALTAR_PREVIEW_TEXT,預 覽
ALTAR_DECOMPOSE_TIP2,至少保留一名戰姬
MAIL_AWAED_TEXT,獎勵
MAIL_SYSTEM_TEXT,系統信件
MAIL_PLAYER_TEXT,學長信件
PARTNER_INFO_JOB,職業
PARTNER_INFO_GRADE,品階
PROPHET_MANU1,招生處
PROPHET_MANU2,交換生
PROPHET_TIP1,點擊選擇想要交換的戰姬
PROPHET_BTN_CANCEL,取 消
PROPHET_BTN_SAVE,保 存
PROPHET_BTN_REPLACE,交 換
PROPHET_REPLACE_HELP,1.消耗檔案袋，可以將戰姬交換為同陣營，同星級的戰姬。|2.對交換結果不滿意，可以透過取消保留原戰姬。但消耗的檔案袋不會返還。|3.被鎖定以及競技場上陣的戰姬無法進行交換，只能交換4星和5星戰姬，辰星修羅陣營的戰姬無法交換。|4.5星交換可以獲得該陣營所有5星戰姬。|5.交換成功將原戰姬的等級、階級、裝備、水晶、魂器轉移至新戰姬。|6.交換出的戰姬可以查看其相關資訊，查看到的屬性為戰姬1級時的屬性，僅供參考。|7.透過交換，好感度等級無法繼承，交換後戰姬好感度為0。|8.新戰姬第一週無法透過交換生獲得。
PROPHET_SUMMON_RULE_HELP,1.印章透過活動、打工任務、以及福利社購買獲得。|2.消耗1個印章對應的進行一次指定陣營的召喚。|3.透過招生有機率獲得對應陣營的4星戰姬，5星戰姬（包含升學獲得的5星戰姬），4星戰姬碎片，5星戰姬碎片。|4.每次招生召喚將額外產生一定數量的檔案袋，該道具可用於戰姬交換。|5.新戰姬第一週無法透過招生獲得。
PROPHET_SUMMON_RATE_HELP,隱蹤招生召喚各物品獲得機率為：4星碎片7%%、隱蹤4星60%%、5星碎片24%%、隱蹤5星9%%|神威招生召喚各物品獲得機率為：4星碎片7%%、神威4星60%%、5星碎片24%%、神威5星9%%|風見招生召喚各物品獲得機率為：4星碎片7%%、風見4星60%%、5星碎片24%%、風見5星9%%|曇華招生召喚各物品獲得機率為：4星碎片7%%、曇華4星60%%、5星碎片24%%、曇華5星9%%|辰星&修羅招生召喚各物品的獲得機率為：辰星&修羅4星碎片40%%、辰星&修羅4星28%%、5星碎片28%%、辰星&修羅5星4%%
PROPHET_WOMAN_TALK_1,招生處妹子說話1
PROPHET_WOMAN_TALK_2,招生處妹子說話2
PROPHET_WOMAN_TALK_3,招生處妹子說話3
PROPHET_WOMAN_TALK_4,招生處妹子說話4
PROPHET_WOMAN_TALK_5,招生處妹子說話5
ATTR,屬性
DUNGEON_TITLE,{1} {2}
DUNGEON_HARD_1,簡 單
DUNGEON_HARD_2,普 通
DUNGEON_HARD_3,困 難
DUNGEON_HARD_4,極 限
DUNGEON_MONSTER_PREVIEW,敵人預覽
DUNGEON_FIGHT,出 戰
DUNGEON_HERO_HAS_UP,戰姬已上陣！
DUNGEON_FULL_HERO,上陣戰姬已滿！
DUNGEON_START_ERROR,上陣戰姬為空！
DUNGEON_SHOP,商 店
DUNGEON_SHOP_LEV_1,初級
DUNGEON_SHOP_LEV_2,中級
DUNGEON_SHOP_LEV_3,高級
DUNGEON_SHOP_DETAIL,{1}商人
DUNGEON_SHOP_TIPS_1,總計：
DUNGEON_SHOP_TIPS_2,沒有可購買的商品！
DUNGEON_HERO_TITLE,戰姬出戰
DUNGEON_SWEEP_CAMPAIGN,您已掃蕩副本！
DAILY_QUIZ_TITLE,日常測驗
DAILY_QUIZ_DETAIL_TITLE_1,金幣測驗
DAILY_QUIZ_DETAIL_TITLE_2,經驗測驗
DAILY_QUIZ_DETAIL_TITLE_3,戰姬測驗
DUNGEON_TIME_COUNT_END,結束倒數計時：
DUNGEON_TIME_COUNT_START,開啟倒數計時：
NO_OPEN,未開啟
RANK_WINDOW,排 名
TOWER_VIDEO_WINDOW,最近通關
DAILY_MISSION,每日任務
REFRESH_TIME,刷新時間
GO,前往
PURCHASE_SUCCESS,購買成功
GROUP_1,隱蹤
GROUP_2,神威
GROUP_3,風見
GROUP_4,曇華
GROUP_5,修羅
GROUP_6,辰星
GROUP_5_6,辰星&修羅
PROPHET_TREE_NOT_ENOUGH,招生印章不足
PROPHET_BRANCH_NOT_ENOUGH,交換生檔案不足
DAILY_QUIZ_TIME_COUNT,倒數計時：
DAILY_QUIZ_LEFT_COUNT,剩餘次數:
FIGHT,挑戰
AFTER_FREE,刷新時間
MAINWIN_RIGHT_1,福利
MAINWIN_RIGHT_2,挑戰
MAINWIN_RIGHT_3,宿舍
MAINWIN_RIGHT_4,社團
MAINWIN_RIGHT_5,教務
MAINWIN_RIGHT_6,競技
MAINWIN_TOP_1,變強
MAINWIN_TOP_2,成就
MAINWIN_TOP_3,信件
MAINWIN_TOP_4,設定
MIDAS_WINDOW,點金手
ACHIEVEMENT,成就
SUMMON_RATE,機率
NOT_MAX_GRADE,戰姬沒有到達滿階
CONFIRM_BUY,是否確認購買？
CONFIRM_REFRESH,刷新需要花費{2}{1}，是否繼續？
CHOOSE_MATERIAL_PARTNER,請選擇材料戰姬
NOT_ENOUGH_PARTNERS,沒有足夠的材料戰姬
DAILY_QUIZ_AWARD,測驗獎勵：
DAILY_QUIZ_AWARD_1,金幣
DAILY_QUIZ_AWARD_2,經驗飲料和便當
DAILY_QUIZ_AWARD_3,戰姬碎片
DAILY_QUIZ_HELP_1,1.20級開啟金幣測驗，獲勝可得到大量金幣和便當。|2.每天可免費獲得2次測驗機會，獲勝扣除次數，失敗不扣除。|3.提升學長等級可解鎖更高難度的測驗的挑戰，越高難度獲得的獎勵越多。|4.更高的VIP等級可購買更多的額外挑戰次數。|5.戰鬥獲勝有機率獲得2倍或3倍獎勵。
DAILY_QUIZ_HELP_2,1.25級開啟經驗測驗，獲勝可得到大量的經驗飲料和便當。|2.每天可免費獲得2次測驗機會，獲勝扣除次數，失敗不扣除。|3.提升學長等級可解鎖更高難度的測驗的挑戰，越高難度獲得的獎勵越多。|4.更高的VIP等級可購買更多的額外挑戰次數。|5.戰鬥獲勝有機率獲得2倍或3倍獎勵。
DAILY_QUIZ_HELP_3,1.30級開啟戰姬測驗，獲勝可得到大量的戰姬碎片。|2.每天可免費獲得2次測驗機會，獲勝扣除次數，失敗不扣除。|3.提升學長等級可解鎖更高難度的測驗的挑戰，越高難度獲得的獎勵越多。|4.更高的VIP等級可購買更多的額外挑戰次數。|5.戰鬥獲勝有機率獲得2倍獎勵。
DAILY_QUIZ_BUY_TIPS_1,VIP{1}只能購買{2}次
DAILY_QUIZ_BUY_TIPS_2,本次購買將花費{1}鑽石，是否購買？
DAILY_QUIZ_BUY_TIPS_3,購買成功！
DAILY_QUIZ_FIGHT_TIPS,當前測驗的挑戰次數已用完！
NEXT_BATTLE,下一場
BACKPACK_WINDOW,背 包
SKIP_BATTLE,確定要跳過戰鬥？
ALTAR_TITLE,戰姬轉學
ACTIVITY_WINDOW,精美禮包
TOWER_TEXT01,本關敵人
TOWER_TEXT02,獎勵
TOWER_TEXT03,關卡 {1}
TOWER_TEXT04,戰 鬥
SHOP_TEXT01,免費刷新
SHOP_TEXT02,可以免費刷新
NO_EQUIP,還沒有裝備…
NO_ITEM,還沒有物品…
NO_DEBRIS,還沒有碎片…
NO_ARTIFACT,還沒有魂器…
SMITHY_WINDOW,裝備合成
SMITHY_WINDOW_HELP,1.裝備升級需要消耗指定數量的低級裝備.|2.裝備升級需要消耗金幣。|3.穿戴中的裝備不能升級，只有在背包中的裝備才會被算在可升級的裝備數量裡。
EQUIP_NAME_1,武器
EQUIP_NAME_2,衣服
EQUIP_NAME_3,飾品
EQUIP_NAME_4,下裝
COMPOSE,合 成
CHECKIN_TEXT01,1.每日登入可領取獎勵一次\n2.領取完30次後刷新獎勵\n3.當日登入未領取時可保留獎勵
CHECKIN_TEXT02,2.領取完30次後刷新獎勵
CHECKIN_TEXT03,3.當日登入未領取時可保留獎勵
CHECKIN_TEXT04,簽 到
FIGHT_EVENT,戰鬥準備
STAGE_FIGHTED,已通過
DUNGEON_USE_DRUG,是否使用{1}？
AWAKE_UP,覺醒提升
SKILL_UP,技能提升
TOWER_WINDOW,上頂樓
PROPHET_WINDOW,招生
ALTAR_WINDOW,戰姬轉學
MAX_AWAKE,戰姬已經覺醒至滿級
SAVE_FORMATION,保存陣容
BATTLE_START,出 戰
LOGIN,登 入
MIDAS_TEXT01,刷新
MIDAS_TEXT02,購買下列任意檔次的金幣
MIDAS_TEXT03,免費領取
MIDAS_TEXT04,領取
RANK_TEXT01,通關
RANK_TEXT02,層數
FREE2,免費
FREE3,免 費
SUMMON_X_TIME,扭{1}次
SUMMON_HELP_1,"1.普通扭蛋可以抽取品質較低的戰姬（1星、2星、3星、4星、5星）,普通扭蛋需要消耗普通扭蛋幣。|2.高級扭蛋可以抽取品質高的戰姬（3星、4星、5星）,高級扭蛋需要消耗鑽石或高級扭蛋幣。|3.友情扭蛋可以抽取品質一般的戰姬（2星、3星、4星、5星），友情扭蛋需要消耗愛心，學長可獲得的愛心數量上限為1000個，超過上限後將無法再繼續累積。|4.每次高級扭蛋抽取可以獲得10點金蛋能量，積累1000點能量並且成為VIP3即可打開該金蛋。打開金蛋後，有100%%的機率從友情扭蛋的範圍中獲得一名5星戰姬。|5.學長可擁有普通扭蛋幣和高級扭蛋幣的上限都為9999。|6.高級扭蛋各星卡獲得的機率為：|   3星78.42%%、4星20%%、5星1.58%%|   抽卡活動時高級扭蛋各星卡獲得的機率為：|   3星77.84%%、4星19%%、5星3.16%%|   友情扭蛋各星卡獲得的機率為：|   2星32%%、3星54%%、4星13.2%%、5星0.8%%|   普通扭蛋各星卡獲得的機率為：|   1星56%%、2星34%%、3星8.5%%、4星1.45%%、5星0.05%% "
SUMMON_HELP_2,高級扭蛋各星卡獲得的機率為：|3星78.42%%、4星20%%、5星1.58%%||抽卡活動時高級扭蛋各星卡獲得的機率為：|3星77.84%%、4星19%%、5星3.16%%||友情扭蛋各星卡獲得的機率為：|2星32%%、3星54%%、4星13.2%%、5星0.8%%||普通扭蛋各星卡獲得的機率為：|1星56%%、2星34%%、3星8.5%%、4星1.45%%、5星0.05%%
SUMMON_HELP_3,高級扭蛋抽取可獲得金蛋能量，能量攢滿後可開啟金蛋，從友情扭蛋的範圍中隨機獲得一名5星戰姬。需要達到VIP3開啟金蛋。
NIUDANJI,扭 蛋
SURE_2,確定
LEV_UP_AWARD,獎勵
LEV_UP_CLICK_TIPS,點擊螢幕繼續
MAIL_TIPS,沒有可領取的信件
DUNGEON_AUTO_DESC_1,手動
DUNGEON_AUTO_DESC_2,自動
PARTNER_DETAIL,戰姬詳情
SHENXUE,升學
SHENXUE_WINDOW,升學
FREE_NOW,當前免費
MARKET_WINDOW,福利社
NEED_LEV,需要學長等級到達{1}級
HANG_TEAM_EMPTY,掛機隊伍不能為空
REFRESH_GAME,是否刷新介面？
TAVERN_WINDOW,打 工
GROUP_BUFF_DES,上陣戰姬均享受以下光環屬性
SETTING_UP_TAP_1,設 定
SETTING_UP_TAP_2,訊 息
SETTING_UP_TAP_3,伺服器
SETTING_UP_TAP_4,社 區
SETTING_UP_WINDOW,設 定
MODIFY_PASSWORD_WINDOW,修改密碼
CHANGE_LANGUAGE_WINDOW,語言切換
LOGIN_UP,登 入
CHANGE_ACCOUNT,切換帳號
SETTING_UP_HELP,幫助
SETTING_UP_NOTICE,公告
SETTING_UP_MUSIC,音樂
SETTING_UP_SOUND,音效
SETTING_UP_LANGUAGE,語言
SETTING_UP_ACCOUNT,帳號
SETTING_UP_USER_NAME,用戶名稱
SETTING_UP_PASSWORD,密碼
SETTING_UP_OLD_PASSWORD,舊密碼
SETTING_UP_NEW_PASSWORD,新密碼
SETTING_UP_CONFIRM_PASSWORD,確認密碼
REGISTER,註 冊
SETTING_UP_SYSTEM,系統
REGISTER_ACCOUNT,註冊帳號
SETTING_UP_FEEDBACK,聯繫我們
FEEDBACK_TEXT_NONE,輸入資訊不能為空
FEEDBACK_TEXT_OVER,輸入字元不能超過200個
FEEDBACK_TEXT_RECEIVED,您的回饋我們已收到，非常感謝您的建議
FEEDBACK_TEXT_INVALID,輸入資訊存在非法字元
INVALID_CHARACTER,存在非法字元
AWARD_ITEM,獎勵物品
NO_HANG_REWARD,暫時還沒有新的戰利品
ALREADY_IN_FORMATION,這個戰姬已經上陣
NOTICE_TIPS,更新內容
BATTLE_SPEED_ERROR,需要通關關卡1-12可開啟
BATTLE_SPEED_ERROR_TEST,通過第二章或達到VIP1後，將開啟4倍速功能！
BATTLE_SKIP_ERROR,需要學長等級達到30級
SKIP_GACHA_ERROR,需要學長等級達到50級或VIP1可開啟
HAS_NO_EQUIP,沒有可穿戴的裝備
DUNGEON_WINDOW,守護校園
GUIDE_CAMPAIGN_TIPS_1,放在[c][d76500]前排[-][/c]的戰姬通常可承受更多來自敵人的攻擊！
GUIDE_CAMPAIGN_TIPS_2,放在[c][d76500]後排[-][/c]的戰姬通常有機會給敵人造成更多傷害！
FUNC_OPEN_LEV,學長等級達到{1}級開啟！
LOADING_1,尋找最佳線路
LOADING_2,帳號驗證
POINT_TO_START,點擊開始遊戲
EDGE_OUT_NOTIFY,"此帳號已在其他裝置登入,是否刷新遊戲?"
FORGET_PASSWORD,忘記密碼
CANCEL,取 消
SHENXUE_WINDOW_HELP,1.選擇一個可升學的戰姬，再放入指定材料戰姬，滿足條件後可為指定戰姬升學。|2.升學戰姬將保留其等級、階級、裝備。|3.被消耗的材料戰姬將返還對應價值的經驗飲料和便當到背包。穿戴的裝備將放入背包。|4.升學後的戰姬將獲得更強的屬性和技能效果。|5.擁有好感度的戰姬作爲升學主戰姬時，升學所得戰姬將會繼承升學主戰姬的好感度等級。|6.可在批量升學介面設置材料戰姬，批量升學時將自動選擇勾選的戰姬作為材料。
TOWER_WINDOW_HELP,1.上頂樓戰鬥失敗會消耗通行證，勝利將不會消耗，最少需要1張通行證才能進行戰鬥。|2.通行證每30分鐘可自動獲得一張，通行證數量到達10張後不再繼續獲得。|3.每層樓的難度逐步遞增，戰勝當前樓層中的守衛可以獲得豐厚的獎勵。|4.上頂樓排行榜會根據學長的層數進行排名。
DUNGEON_WINDOW_HELP,1.守護校園開啟48小時後關閉，間隔48小時再次開啟。|2.學長需要至少選擇1位戰姬，最多選擇5位戰姬出戰，確認後本次挑戰賽將無法更改出戰的戰姬。同時本次挑戰賽出戰戰姬均為確認時的屬性及狀態（包括裝備及潛能等）。|3.每波戰鬥會隨機出敵人，點擊敵人查看敵人資訊，學長可手動選擇派出1位戰姬與該波敵人對戰。|4.學長可選擇快速戰鬥跳過每波戰鬥過程直接查看結果，或者選擇正常戰鬥在觀看每波戰鬥過程並在戰鬥結束後查看結果。|5.每波戰鬥結束後己方戰姬和敵方敵人的血量都會保存，已陣亡的戰姬無法再參加戰鬥。|6.每波戰鬥回合限定15回合，在15回合內擊敗所有敵方敵人戰鬥勝利，己方戰姬死亡或戰鬥超時戰鬥失敗。|7.戰鬥勝利總共有三種戰鬥結果：獲得貓咪寶箱、遇到商人以及獲得道具，每波戰鬥勝利會隨機出現一種戰鬥結果。|8.貓咪寶箱：貓咪寶箱開啟後可獲得金幣、鑽石等隨機獎勵。|9.商人：點擊商人購買道具，點擊螢幕下方的跳過按鈕可跳過商人繼續戰鬥。商人販賣的道具多種多樣隨機出現。|10.道具：分為文具和飯糰，選擇戰姬使用飯糰獲得對應的恢復效果，文具可獲得增益buff，每位戰姬可獲得文具有次數上限。|11.飯糰數量可以保存至本次守護校園結束，想要使用時，點擊圖示按鈕進行使用。 |12.當己方所有戰姬全部陣亡，本次挑戰賽結束。|13.守護校園分為簡單、普通、困難、極限、幻境、夢魘6個難度，每個難度100關，通過100關後下次可從下一難度開始挑戰。|14.每次開啟守護校園會自動掃蕩已通關的難度(通過該難度的50層)並獲得獎勵。
GET_WAY_EQUIP,前往 {1}-{2}
PARTNER_LIST_FULL,戰姬列表已滿，您可以提升VIP等級或購買戰姬攜帶數量，是否前往購買？
REST_TIME,剩餘時間
ARENA,競技場
SCORE,積分
RANK,排名
FIGHT2,戰 鬥
FIGHT3,戰鬥
AWARD2,獎 勵
RECORD,記 錄
DEFFORMATION,防守陣容
