id,desc,mask_icon,icon_offset,mask_icon_h5,icon_offset_h5
47,가요~ 선배님!\n계속 다음 단계로 가요!,buttoncrop_2,0|0,buttoncrop_2_h5,0|-4
48,선배~ 이 곳을 탭하여\n다음 단계로 넘어가 보아요~,buttoncrop_20,-16|0,,
49,,,,,
50,이 곳에서 자동 모드 전리품을 받을 수 있습니다! 시간에 따라 전리품도 많아집니다!,buttoncrop_21,0|2,,
51,"자, 그럼 새로운 전투를 시작해보아요~",buttoncrop_17,0|0,,
52,마음에 드는 소녀를 선택하여 소녀를 출전시켜 봅시다!,buttoncrop_3,0|0,,
53,아이콘을 [c][d76500]드래그[-][/c] 하면 위치를 바꿀 수 있어요~,buttoncrop_22,0|-62,,
54,,buttoncrop_5,0|0,,
55,,,,,
56,와! 새로운 전리품이에요~\n어서 수령해보세요~,buttoncrop_21,0|2,,
57,아싸~\n또 새로운 스테이지에 갈 수 있네요~,buttoncrop_20,-16|0,,
58,,,,,
59,"우와 선배~ 짱이에요! 앗 참, 자동 모드 전리품 잊지 말고 꼭 수령하세요. 자동 모드 전리품은 [c][d76500]10시간[-][/c] 수령 시간 제한이 있답니다!",,,,
60,"[c][d76500]메인 화면[-][/c]에 무언가 있는 것 같아요.\n선배, 어서 확인해봐요~",buttoncrop_1,0|0,,
61,[c][d76500]입학 활동[-][/c]을 클릭하여 [c][d76500]온라인 보상[-][/c]을 수령하세요~,buttoncrop_15,0|0,buttoncrop_14_h5,0|0
62,여기에서 [c][d76500]온라인 보상[-][/c]을 수령할 수 있습니다.,buttoncrop_35,0|0,,
63,,buttoncrop_1,0|0,,
64,[c][d76500]한정 이벤트[-][/c]를 탭하여 일일 [c][d76500]로그인 보상[-][/c]을 수령하세요~,buttoncrop_15,0|0,buttoncrop_15_h5,4|2
65,,buttoncrop_36,1|1,,
66,[c][d76500]메인 화면[-][/c]에 좋은 물건이 있답니다~,buttoncrop_1,0|0,,
67,[c][d76500]매점[-][/c]에 [c][d76500]뭐가[-][/c] 있는지 같이 볼까요~,buttoncrop_8,-1|-1,buttoncrop_8_h5,-1|-1
68,학원에서 제일 붐비는 [c][d76500]상점가[-][/c]에 가봅시다~,buttoncrop_16,0|1,,
69,[c][d76500]매점[-][/c]에 좋은 물건이 엄청 많아요~,buttoncrop_30,-14|-1,,
70,와~! [c][d76500]프리미엄 캡슐 코인[-][/c]을 팔고 있네요! 럭키~!\n어서 구매해보세요~,buttoncrop_24,0|60,,
71,,,,,
72,,,,,
73,어서 [c][d76500]코인[-][/c]을 사용해 캡슐 뽑기를 해봐요~,buttoncrop_1,0|0,,
74,[c][d76500]프리미엄 캡슐 코인[-][/c]으로 프리미엄 캡슐 뽑기를 한 번 할 수 있어요. 해볼까요!,buttoncrop_6,0|1,,
75,,,,,
76,아아~ 아슬아슬해요!!,buttoncrop_1,0|0,,
77,빨리 입학식에 가야해요. 늦으면 선배들한테 혼날지도 몰라요!,buttoncrop_2,0|0,buttoncrop_2_h5,0|-4
78,,buttoncrop_17,0|0,,
79,,buttoncrop_3,0|0,,
80,,,,,
81,,buttoncrop_8,-1|-1,buttoncrop_8_h5,-1|-1
82,,,,,
83,,,,,
84,,buttoncrop_26,0|0,buttoncrop_26_h5,0|0
85,,,,,
86,,buttoncrop_27,0|0,buttoncrop_27_h5,0|0
87,,,,,
88,,,,,
89,"자, [c][d76500]동아리[-][/c] 버튼을 클릭해 동아리에 가입해 봅시다. 물론 스스로 만들 수도 있어요!",,,,
90,,,,,
91,,buttoncrop_27,0|0,buttoncrop_27_h5,0|0
92,,,,,
93,,,,,
94,,buttoncrop_8,-1|-1,buttoncrop_8_h5,-1|-1
95,,,,,
96,,,,,
97,,buttoncrop_8,-1|-1,buttoncrop_8_h5,-1|-1
98,,,,,
99,,,,,
100,,buttoncrop_26,0|0,buttoncrop_26_h5,0|0
101,,,,,
102,,buttoncrop_27,-1|-1,buttoncrop_27_h5,0|0
103,,,,,
104,,,,,
105,,,,,
106,,buttoncrop_27,-1|-1,buttoncrop_27_h5,0|0
107,,,,,
108,,,,,
109,"자, [c][d76500]동아리[-][/c] 버튼을 클릭해 동아리에 가입해 봅시다. 물론 스스로 만들 수도 있어요!",,,,
110,오! 선배한테 신기한 후광이 느껴져요! 분명 전설 중의 '선택된 자'일 거에요!,buttoncrop_26,0|0,,
111,"그렇다면 이번 기회에, '선택된 자'로서 동아리를 설립해보지 않겠습니까? 첫 회는 무료랍니다!",,,,
112,"헤헷, 소녀 조각을 획득하셨군요!\n가방을 열어 소녀를\n[c][d76500]합성[-][/c]합시다!",buttoncrop_27,-1|-1,buttoncrop_27_h5,0|0
113,"선배, [c][d76500]조각 합성[-][/c] 입구는 여기에요~",buttoncrop_11,0|6,,
114,,,,,
115,,buttoncrop_27,0|0,buttoncrop_27_h5,0|0
116,,,,,
117,,old_school_guide_mask,0|0,,
119,선배님~ [c][d76500]소풍[-][/c]의 입구입니다.,buttoncrop_26,0|0,buttoncrop_26_h5,0|0
120,먼저 베이스캠프로 가볼까요?,travel_guide_1,18|32,travel_guide_1,18|32
121,캐릭터 슬롯 클릭하세요!,,,,
122,소녀를 배치 시 해당 속성이 강화돼요~,,,,
123,베이스캠프 업그레이드 진행 시 슬롯 잠금 해제 가능합니다!,,,,
125,빵집으로 가볼까요?,travel_guide_2,-3|-8,travel_guide_2,-3|-8
126,건물에 소녀를 배치하면 수익을 올릴 수 있어요~,travel_guide_3,0|0,travel_guide_3,0|0
128,빵집 업그레이드 진행 시 슬롯 잠금 해제 가능합니다!,,,,
130,다른 건물은 다양한 아이템이 드롭됩니다. [c][d76500]모두 받기[-][/c]를 클릭하여 수령하세요~,,,,
131,여기를 클릭하고 탐색하여 다양한 보상을 받으세요!,travel_guide_4,0|5,travel_guide_4,0|5
133,,buttoncrop_8,-1|-1,buttoncrop_8_h5,-1|-1
134,,,,,
135,여기는 스타일링의 입구입니다. 선배님은 이곳에서 본인의 스타일을 확인하고 수정 가능합니다~,,,,
