id,name,dialog,click_dialog1,click_dialog2,click_dialog3,click_dialog4,click_dialog5,battle_dialog,skill_dialog,cv_name,love_gift_dialog1,love_gift_dialog2,love_gift_dialog3,vow_dialog,login_dialog,lvlup_dialog,gradeup_dialog,shengxue_dialog,awake_dialog,equip_dialog1,equip_dialog2,hangteam_dialog,house_set_dialog,house_dialog,idle_dialog,dagong_dialog,daily_mission_dialog,new_stage_dialog,victory_dialog,failed_dialog,love_point_dialog1,love_point_dialog2,love_point_dialog3,love_point_dialog4
52005,조운,조운입니다. 반드시 모든 사악한 것을 없애 버릴 거에요!,나쁜 놈은 바로 응징!,장애물은 모두 때려눕힌다!,"가야할 길이 있다면, 몇 천 몇 만의 장애물이 있더라도 계속 나아갈거야!",천군을 이끈다고 이 조운을 막을 수 있다고 생각하지 마!,말 따위는 필요 없어. 창과 검만 있으면 충분해!,나는 조운!,베겠다!,박로미,"사악한 것이여, 다시는 우리 앞에 나타나지 마!",나는 나의 길을 간다. 신경 쓸 필요없어.,나를 안심시키는 물건이네~ 고마워~,"나도 여기서 맹세할게. 오늘부터 내 천명이 다할 때까지, 나는 주님의 검이 되고 방패가 되리라!","오늘도 얼굴봐서 좋았어요, 주인님.",감사해요~,"고마워요, 꼭 주인님의 기대에 부응해 보일게요!","강해지는 길에 끝은 없다. 그 어느 쪽도 힘과 지혜, 그 어느 쪽도 빠질 수 없다. 나의 길은, 아직 멀다.",신세 많이 졌어요. 주인님과 있는 시간은 언제나 뜻 깊었어요.,언제 어느 때건 우아함은 필수다.,이런 장비를 받을 수 있다니...... 진심으로 감사합니다~,"오늘은 어디로 향할까요, 주인님?","음, 역시 주인님의 방이구나.",수고하셨어요~,"여기서 자면... 자, 내 어깨를 빌려줄 테니까 돌아가자...",아르바이트 시간이에요. 저도 동행할 수 있도록 허락해 주세요!,아직 받지 못한 미션 보상이 있나 보구나.,학원에서 무슨 일이 있는 것 같은데 혹시 모르니까 내 곁에 있어요. 반드시 주인님을 지켜낼거에요.,승리는 기쁘지만 별로 과시할 일은 아니야.,아직…… 수행이… 계속 필요해…,填充,填充,填充,填充
52006,대교,어라? 이제 내 차례? 그렇게 서두르지 않아도 되는데...... 지금 준비할게요.,"원하는 것을 구하지 못했을 때, 그 상처는 더 깊이 새겨지는 법이죠.","백마탄 왕자의 매력은 왕자님도, 백마도 아닌 그의 왕자 신분입니다.",정말 소중한 물건은 눈에 보이지 않죠. 사람의 내면을 올바르게 평가할 줄 아는 사람이 얼마나 있을까요?,결국 남자는 여자를 얼굴로 선택하는 생물이에요.,도발하는거야~? 아하하~ 스스로 죽으러 오는 녀석은 오랜만이구나~,부디 조심하세요.,치유의 음색......,하나자와 카나,이걸로 절 놀리시려는 거에요??,"주인님, 감사합니다.",맙소사...... 이젠 현혹되지 않겠다고 다짐했는데... 제대로 책임지세요.,"내 사랑을 얻을 수 있다니, 운에 감사해야 합니다!",오늘 선배는 좋은 남자일까? 아니면 나쁜 남자일까? 후후후후~,"우후후, 아주 조금 경험치 드링크를 먹을 정도면 괜찮겠지요?","미모가 더욱 빛이 난다구요? 에? 그런 일은 없다구?...... 흥, 주인님 같이 평범한 사람은 모르는거라구요!","하아, 배운다는 것은 정말 힘드네요. 좀 도와 주시겠어요?","다시 태어난 나를 보고, 조금 두근거리는 것 아닌가요? 우후후후.","주인님, 뒤에 지퍼 좀 올려 주실래요?...... 후우, 이제야 겨우 입었네요. 혹시 저 뚱뚱한가요......치, 아니에요! 분명 이 옷이 너무 작은 거예요!",이것이야말로 내 미모에 맞는 것. 그렇게 생각하지 않나요?,나와 같은 길을 걷는 것은 최고의 명예라는 것을 알아라!,어라? 제가 오자마자 모두 밖으로 나가버렸어요...... 왜 그럴까요?,어서오세요! 아무도 없어서 정말 재미없었거든요.,자면 안돼요. 제가 최근 참가한 비파 대회에 대해 듣고 싶지 않은거에요?,아르바이트 시간입니다!,미션 보상 같은 건 뒤로 하고 일단 저랑 얘기하시죠?,학원이 소란스럽네요?,"허허허허, 쓸데없는 저항은 그만둬요. 제 미모 앞에서 당신들에게 승산은 없습니다!",이 미모를 앞에 두고 어떻게 그럴 수 있을까요…… 으으………,填充,填充,填充,填充
52007,장비,어이! 거기 남편이랑 좀 나한테 사양해! 나의 언니 두명이 가만히 있지 않을거야!,날려버려! 날려버려! 적은 내가 날려버리겠어!,이론이며 이유 따윈 정말 싫어! 어쩌고 저쩌고해도 아무도 납득하지 못하니까!,때리면 되는데 왜 아직도 얘기하는거야? 일단 싸우고 말하자!,"밥먹자 밥~ 진짜 맛있네! 이것도 저것도 다 맛있어! 맛있는 밥, 최고!",나는 소냐! 이 거리를 지배하게 될 자의 이름이다! 기억해 두라고!,쟤네들 다 치워 버리자!,화났다구!,코바야시 유우,이거 필요없어!,"오, 고마워!","하하, 오랜만에 먹었다, 그리운 맛이었는데~ 굿!","나......나는 말하는 것은 자신 없기 때문에, 이럴 때는 손을 잡아주면 그것만으로도 좋아......",아! 주인님이시군요! 좋은 아침!,어? 나한테 주는 거야?,"주먹을 쥐면 강해진 것을 알 수 있어! 아아, 이 힘을 빨리 시험하고 싶어!...... 뭐? 지금 도망가는거에요?",이런 빌어먹을 공부 언제쯤 끝날까 ?매일매일 책상 앞에 앉으니까 너무 심심해!,지금이라면 이 주먹 하나로 무엇이든 해결할 수 있을 것 같다구! 못 믿겠으면 한방 먹어볼까?,앗! 땡큐 주인님! 다음에 우리 식당에 오면 한 턱 쏠게요!,이걸 착용하면 싸움도 지지 않을 거라구!,잠깐 밖에 좀 돌아다니다 올게요. 주인님도 같이 가시나요?,좋은 방이네요! 좀 누울게요~,마침 딱 밥 먹을 시간에 왔네요!,아? 갑자기 왜 답이 없지? 배고파서?,아르바이트 하러 간다!,미션 보상 낭비하지 말라구요!,또 학원에서 싸운 거야? 나도 데려가!,다음에 죽고싶은 녀석은 누구야!?,"칫, 강하지 않네~",填充,填充,填充,填充
52008,하후연,주인님~ 절 기르는건 쉬워요. 잘 곳과 먹을 곳이랑 인터넷 환경만 있으면 된답니다! 아 최신 게임도!,아...... 일어나기싫어......이불에서 나오면 죽는 병에 걸렸어~,"밖은 태양이 쨍쨍 비치고 있고, 나는 역시 집에서 게임! 게임 최고!","일을 하든, 운동을 하든, 게임보다 재밌는 건 없어!",어떤거 사고 싶어? BS Vita보다 3CS일까나.,위위 아래아래 왼쪽 오른쪽 왼쪽 오른쪽 BABA~ 내가 짱이야,이 게임은 쓰레기야……,MVP는 내꺼야!,타나카 리에,윽...... 이런거 나한테 주지마요!,안녕~ 고마워~ 주인님!,이거...... 계속 갖고 싶었던건데...... 주인님 너무 좋아요~,"아아아...... 이런 장면은, 갸루계로 몇번이나 연습했는데.... 막상 본인이 하는 입장이 되니까 역시 긴장되는군요...!",뭐야 주인님이시구나~ 게임 방해는 하지 말아줘요!,"에~ 이 음료 차갑지 않아? 뭐 어때, 일단 마셔둘래~","레벨업!!! 아하핫, 지금의 나는 최강!",에? 공부라니...... 게임이 재미있다구!,휴우~ 이 게임은 클리어~ 다음에는 어디서 놀까?,"저기, 신작 게임기가 갖고 싶은데 어떻게 해서든 구할 수 없을까, 네? 주인님, 안돼요? 그럼 됐어요. 방해되니까 다른 데로 가세요.",오! 이건! 최신작 <시원한 여름> 코스프레 의상 아니야! 주인님 이거 어디서 구했어요?,뭐 어디로 갈지는 대충 정해도 돼. 게임기가 있으면 어디든 똑같아……,콘센트 어딨어?,우두커니 서 있지 말고 빨리 클리어 하는 거 도와줘!,게임하다가 잠자는 사람이 있다니 난생 처음이야...,"자자, 빨리 아르바이트하러 갔다 와요. 그리고 돌아오면 게임하자.",미션 보상 주의해야 해. 만약 한정품을 놓친다면 큰 일이니까~,학원에서 사건이 났다구? 그런것 보다는~ 지금은 일단 이 스테이지의 공략을 도와줘!,"흥, 이지 모드는 재미없네.",아...... 그래서 오고싶지 않다고 말했는데 ......,填充,填充,填充,填充
52009,관우,"좋아, 너의 강한 마음은 잘 알겠어. 하지만 역시 신체의 강함은 아직 멀었는걸. 앞으로 잘 부탁해.",남자든 여자든 단련은 빼먹지 말아야해!,너 자신을 지킬 수 있는 사람도 너밖에 없는거야. 남에게 기대는 어리광은 더이상 부리지마!,고개 들어! 고개를 숙이는건 약한 자들이나 하는거야.,"두려워하지마, 네가 두려워해도 좋은건 강한 자신뿐이야.",실패를 두려워하지 마. 두려워하는 순간 이미 진거야.,관우가 왔다! 방해하는 자는 가만두지 않는다!,두동강을 내버리겠어!,코바야시 유우,수행 중인 몸으로 이런 영양가 없는 식사를 할 수는 없어요.,일부러 선물 준비해줘서 고마워.,오~ 이거 장비의 요리랑 막상막하네! 고마워!,강자가 서로를 끌어당긴다는건 바로 이런거로군. 선배와 어깨를 나란히 하게 되어 영광이야~,"어제보다 강해졌네, 기뻐.","음, 체력 회복도 수행의 일환이지~!","자신의 약함과 맞서서, 그것을 이겨내야만 사람이 강해질 수 있다!","전쟁터에서 적이 없다고 한다면, 공부에 있어서도 최고점을 목표로 하지 않을 수 없겠군.",「전쟁의 여신」 칭호는 한낱 장식에 불과해. 진짜 실력은 말로 할 수 있는 것이 아니야!,어지간한 장비들은 내게 없는 것이나 다름없어.,이 장비라면 더욱 군더더기 없이 힘을 발휘할 수 있을 것 같아요. 감사해요!,"동파육 정식을 먹으러 간다고 할까...... 으앗, 조금 배가 고파서.",장비 좀 불러올 수 있어? 나 좀 배고픈 것 같아~,"음, 한 입 먹어볼래? 장비가 방금 가져온 도시락이야, 아직 따뜻해!","잠들어버렸네...... 감기걸리면 큰일이야, 데려다 줄게...... 응, 생각보다 가볍네.",아르바이트 시간이에요. 뭐 도와줄까?,받지 않은 미션 보상이 있는 것 같으니 잊지마요.,학원에서 무슨 일이 났나? 확인하고 올게~,그저 해야 할 일을 했을 뿐이야.,한 번 더! 지는 것 따위는 인정하지 않아!,填充,填充,填充,填充
52010,조식,주인님은 꿈이 있나요? 저는 작가가 되고 싶어요. 제가 쓴 이야기로 많은 사람이 행복해졌으면 좋겠거든요.,저는 마음 깊이 책을 사랑하고 글에서 드러나는 작가들의 본성을 들여봐요.,세상에 버려도 좋은 책 같은 건 없어요.,"책을 다 읽고 나면, 이야기는 거기서 끝나 버리는 걸까요? 그렇지 않아요! 우리의 상상 속에서 이야기가 계속된답니다~","어떤 사람이든, 책 속에서는 평등하게 행복을 느낄 수 있으니까! 그것 또한 책의 매력이죠.","외로워지면, 책을 펴는 거에요. 책은 언제나, 읽는 사람을 찬란한 세상으로 데려다 주니까~",같이 읽을까요?,무단이탈은 안돼요~,하야미 사오리,죄송해요. 선물 받을 수 없어요.,고마워요~,이 선물 너무 좋아요. 주인님의 기대에 어긋나는 일은 하지 않겠습니다~,"오늘 있었던 일을 잘 기록해 두어야 해요! 이제 10년, 20년, 비록 100년이 지난다 해도 우리의 이 유대감은 영원히 간직될거라구요!","안녕하세요, 주인님. 전에 드린 책은 읽으셨나요?","주인님, 여러 번 말씀 드렸는데 책 읽는데 장난은... 앗, 경험치 드링크? 고맙습니다!","책은 나에게 지식을 줍니다. 지식은 지혜가 되고, 힘이 되지요~",공부를 중간에 내팽개쳐서는 안 돼요. 새 학기에는 게으름 피우는 버릇을 고쳐야지!,주인님과 공부하다 보면 매번 새로운 발견이 있을 거예요. 제 연구 방침도 이제 겨우 정해졌습니다!,갑옷인가요... 지난번에 부탁드렸던 고서인줄 알았습니다. 갑옷보다 몇 배는 재미있어요.,"음, 이 갑옷이라면 책을 한 권 더 넣기는 어려울 것 같네요...... 유감입니다.","같이 공부하기로 약속한 이상, 마지막까지 함께 해주세요!",조용한 방이네요. 마음에 들어요!,"주인님, 제 서재 좀 보시겠어요?",책상에서 자버리다니.... 내일 스터디 그룹을 위해 그렇게까지 할 필요 없다구요…… 뭔가 걸어줄 수 있는 물건은...,"주인님, 함께 공부해 주시는 것은 기쁩니다만, 아르바이트에 지각할지도 몰라요!","주인님, 아직 받지 않은 미션 보상이 있는 것 같습니다!","학원에서 무슨 일이 생긴걸까요? 같이 보러 갑시다, 주인님.",어제의 문제집과 비교하면 제법 편안한 싸움이었네요.,실패는 성공의 어머니. 이걸로 기죽을 수는 없어요.,填充,填充,填充,填充
53001,좌자,"제자를 두는 것은 자주 있는 일은 아니지만 당신에게서는 뭔가 빛나는 것을 느껴요. 제자로서, 함께 속세에서 떨어져 볼 생각은 없나요?",저는 잡지는 않습니다. 마음 내키는 대로 사는 것이 제일이니까요~,인생은 짧아요~ 백년고민만 하고 즐기지 않다니~,"도가도, 비상도; 명가명, 비상명",악마를 물리친 것도 바로 그런 것 같아~ 고마워 할 필요 없어~,세상이란 삶의 흐름이에요. 삶이 있으면 반드시 죽음도 있고 그것이 바로 만물의 이치이죠.,귀찮네요 .,윤회.,스야마 에미리,"예, 당신도 나의 마음을 이해 못하는거에요?",감사합니다~,선물.... 고마워...... 드디어 당신도 내 마음을 이해해 주었네요......,결정했어요. 긴 인생을 당신과 함께 걷고 싶어요. 책임지실꺼죠?,당신과 만났으니 오늘도 시끄러울 것 같네요.,낡은 것을 버리고 새로운 것을 받아들여야만 성장이 됩니다.,어렵게 생각할 필요 없어요.,모든 것은 자연의 순리대로......,"사람은 땅을 본받고, 땅은 하늘을 본받고, 하늘은 도를 본받고, 도는 자연을 본받는다.","이 법기의 위력, 시험해 보겠습니다.",신기한 물건이네요. 소중하게 사용할게요.,"이 악귀들아, 물러나라!","여기는, 좋은 곳이네요.","오랜만이에요, 선배~",몸과 마음을 안정시키는 것도 가끔은 도움이 되지요~,방해하지 않을게요. 일 열심히 하세요.,망설일 필요 없어요. 당신이 받아야 할 정당한 보수입니다.,학원에 힘이 될 수 있는 일이 있을까 생각하던 참입니다. 바로 문제 해결에 임하겠습니다.,마귀를 쫓는 것은 제 일이에요. 새삼스럽게 감사의 말을 들을 만한 일도 아닌걸요.,"아, 자연의 섭리죠……",填充,填充,填充,填充
53002,언월,"지금까지, 나의 행동은 감정에 의해 자기 제어가 되어 있었습니다. 이제부터는, 당신을 지키기 위해, 당신의 결정에 따라 정의를 지키겠습니다.",명령을 주시면 당장이라도 임무를 수행하겠습니다.,재판? 그런 단순한 프로세스로 옳고 그름을 평가할 수 있는 겁니까?,명령에 따라 행동하고 있을 뿐.,공적이란 후세에 평가받는 것.,너를 꿈에서 사라지게 하는 것이 나의 마지막 자비.,달빛 아래서.,이걸로 결정할게요!,스기야마 리호,당신 같지 않아. 당신의 생각도 다른 누군가에 의해 개편된 것인가요?,"선배, 선물 고마워요！","선배, 제 생각은 인정해주셨지만.. 제 마음도 인정해 주시는 건가요?",선배 덕분에 해야할 일에 집중할 수 있었습니다. 앞으로도 길고 험한 여정이 계속되겠지만 함께 걸어갈 수 있었으면 좋겠어요!,"안녕하세요, 명령할 것이 있으신가요?",살아남기 위해서라도 업데이트는 필수!,이 정도로 한계라고 생각하지 마세요!,학업을 탓하면서 장비 유지 보수를 게을리 해서는 안됩니다.,제어 기술이 한 단계 향상되었습니다. 드론에도 새로운 기능을 붙입시다!,키에 맞는 전투복을 고르는 것이 중요해요.,드론을 업데이트하기에 좋은 부품은 없습니까?,명령을 받았습니다!,지금 몇 시예요? 아직 쉬는 시간은 아니죠?,이런 드론 사용법이 있었다니!,"자버리다니...... 적어도, 명령을 풀어줬으면 나도 쉬었을텐데~",항상 아르바이트 하느라 고생입니다. 제가 대신 갈까요?,만약 미션 보상이 필요없다면 드론을 강화해도 괜찮을까요?,"선배, 카오스 습격이에요. 명령을 주세요!",후후 말도 안 되는군요!,"임무 차질 발생, 즉시 철수.",填充,填充,填充,填充
53003,유굉,이건 인형이 아니고 나의 달링이야~ 우리를 갈라놓으려 한다면 나의 달링의 손에 죽는 거야? 당신은 안그럴꺼지?,달링~ 내 목소리가 들리니? 내가 항상 너를 생각하고 있는거 너도 알고 있겠지.,이러고 있으면 언제든 같이 있을 수 있어~ 우린 절대 떨어질 수 없어~,대가를 치르게 해주지.,"달링, 시간이 아무리 지나도 넌 여전히 아름답구나.","비록 헤어진다고 해도, 나는 어디든 너를 찾으러 갈 거야.",달링~ 일어날 시간이야.,나의 인형이 되어줘~,코바야시 유우,이런걸로 나를 매수하려고?,그치? 나의 달링 멋지지?,"오, 이건 나쁘지 않아. 달링~ 너도 그렇게 생각하지?","달링에게 물었지만, 그녀도 당신.... 아마 그녀는 당신을 좋아하는 것 같아요. 그러니 앞으로도 그녀 곁에 있어줘!",오~ 내 달링~ 정말 어제보다 더 아름다워~,달링의 힘이 다시 강해진 것 같아!,이정도 힘으로는 아직 부족해!,"달링, 조금만 기다려 줘. 이제 곧 너의 힘을 되찾을 수 있을 것 같아!",그 인형? 오랫동안 그녀와 얘기하지는 않았지만 오랜만에 시간을 낼까?,달링 새 의상인가?,인형술을 익히는 데에도 나를 보조해 줄 새 장비가 필요하군.,"기다려, 간다면 달링도 함께야!","여기가 우리의 새 집이야, 달링.",드디어 왔어? 달링이 기다리고 있어!,"야, 일어나. 너마저 인형이 된 거야?",빨랑빨랑 알바 다녀와!,"달링도 기다리고 있어, 미션 보상 받는 거 잊지 마요!","기다려, 나도 데려가 줘. 뭔가 달링과 연관된 단서가 있을지도 몰라.","우리는 틀림없이 최고의 콤비야, 달링!",이걸로 끝이라고 생각하지마!,填充,填充,填充,填充
53004,유협,새로운 주인님? 뭐 난 아무래도 좋아. 나는 그냥 인형이기 때문에..,인형한테는 생각이나 영감이 필요 없어. 감정도..,절망도...... 슬픔도...... 인형은 느낄 수 없어. 하지만…… 어떤 감정들은 잊을 수 없어......,행복? 행복이란 뭘까? 웃고 있는게 행복인가?,당신의 정의가 모두를 구할 수 있는 것은 아니에요.,심장.... 심장이 뛰고 있어...... 나는 살아있는 거야...,인형의 괴로움을 가르쳐 주지.,너도 인형으로 만들어줄게!,토요사키 아키,인형한테 이런 선물은 필요없어......,정말...... 나한테 주는거야......?,내...... 의지와...... 취미가 필요하다고? 이게...... 시작인가?...... 고마워.,나는 그동안 꼭두각시였어. 말을 거스르려 하지도 않았고. 하지만 주인님이 용기를 내주시니까 저도 이 실을 잘라볼게요.물론 주인님과 저를 이은 실은 길게...... 영원히......,또 너구나… 오늘은 뭐하러 왔어?,한번에 먹으면 돼?,도시락 먹을래? 알았어.,새로운 교실? 새로운 친구? 그런거...... 필요없어......,사용하기 쉽게 해주는 도구구나......,"장비, 변경 완료.",이걸...... 나한테?,아...... 안심하고 맡겨줘......,방은 아무거나 상관없어.,또 왔어요? 주인님.,"누가 장시간 움직이지 않고 있을 수 있을까, 나랑 내기할래? 질 생각은 없지만.",아직 끝나지 않은 일이 있는 것 같아.,못 받은 미션 보상이 있는 것 같아.,나보다 학원 뉴스에 무관심하군요!,이 감정이... 승리한 기쁨이야?,역시…… 실패는 좋아할 수 없어.,填充,填充,填充,填充
53005,노부나가,"나는 마왕! 왕은 절대 연약해서는 안돼, 그렇지? 내가 지켜주길 원하니? 하하, 맡겨만 줘. 적들을 모두 베어버릴테니!",혼노지? 불교는 너를 구할 수 없어.,나는 현세의 육천마왕이다! 무섭지? 무릎을 꿇는다고 해서 널 용서할거라곤 생각하지마!,"토요! 후, 저 원숭이 어디 갔었니?",음...... 여자의 옷은...... 참 매력적이야...... 몰래 좀 훔쳐놓자......,배신자는 나가! 내가 이렇게까지 마음을 열었는데...... 설마......,난 단지 널 장소에 데려다 줄 뿐이야.,"칼을 꺼내자, 베어버리겠다!",박로미,이런거...... 본적 없어…… 시도조차 못하겠는걸......,"오, 지금 내 보호를 구걸하는 거야?","음, 이 선물 좀 재밌네. 감사해.",이 옷을 입고 있으면 벚꽃이 만발한 집 생각이 나... 만개한 밤의 벚꽃은 몇번을 봐도 질리지 않아~,"나한테 물어보는거면, 인사하기가 좀 망설여지는걸.","겨우 음료에 이만큼의 힘이 있다니, 흥미롭군~.",힘을 주체할 수 없어.,핫핫핫핫! 네가 무엇을 숨기고 있는지 보자.,천하포무!,우리 담뱃대는 그냥 장식이 아니야!,이 장비는 기괴한 모양을 하고 있군. 조금 만져도 될까?,출전이다! 계속 잘 따라와! 늦지마!,슬슬 쉬어볼까?,설마 또 방을 착각한건 아니겠지?,희한한...... 놈이 여기에 없다니......,아무리 아르바이트라도 성실히 해내야 한다구!,정해진 성과를 거두었다면 포상을 받아 마땅해.,"변함없이, 학원은 귀찮은 일이 많구나.",약자를 괴롭히는 자에게 좋은 최후는 없다!,그만! 나는 지지 않아!,填充,填充,填充,填充
53006,강유,모든 어둠을 제거한다. 그것이 나의 숙명. 당신의 일에 참견하지 않을 테니 당신도 나한테 신경쓰지마.,세계의 어둠은 모두 내가 지울테니.,빛과 그림자는 상생상존의 존재. 어둠을 지우는게 정말 의미가 있을까?,적들의 통곡 소리를 들은 적이 있어. 그녀석들도 선의 마음을 완전히 잃은 것은 아냐. 하지만…… 그렇다고 내가 할 수 있는게 없어.,이 세계에서 어둠을 지우는게 내 평생을 걸어서 이뤄낼 수 있을지는 모르겠지만.,너에게도 믿음이 있지? 유감이지만 난 없어. 있었다면 나도 보통 인간처럼 살 수 있었을지도 모르지.,어둠 제거!,사라져.,사이토 치와,할 말 없어.,그런거야? 그럼 받아둘게.,"응, 나한테 딱 맞는 물건이야. 골라줘서 고마워.",아직 여러가지를 다 믿을 수없지만 선배는 믿고 있어요.,정신없으니깐 나한테 말걸지마.,첨가물을 포함한 음료수인가.,음료수 후에 도시락? 음식은 몸을 움직이는데 필요하지.,설명은 불필요. 알고 있어.,"자신이 선택한 이상, 이 길을 끝까지 달려갈 뿐.","보조 장치, 가동.","무기 제어 시스템, 정상.",이번엔 어떤 것을 만날까?,그럼 조금 쉬자.,"안녕하세요, 선배님.",선배도 피곤할 때가 있나요?,"예정했던 아르바이트, 잘 끝났어?",기한 내에 미션을 수행하는 것은 좋은 일. 보상 받는 것도 잊지 마.,어둠의 낌새...... 녀석들이 다시 돌아왔나?,혼돈과 어둠은 하찮아.,교활함은 어둠의 대명사. 다음에는 방심하지 않을거야!,填充,填充,填充,填充
53007,튜린,튜린은 뭐든지 할 수 있는 최강의 AI이다. 동시에 인간! 뭐? 이 자기 소개가 이상하다고? 드라큘라가 이렇게 해야지 인기가 많아진다고 했단 말야...,"""분위기""는 이해할 수 없지만, ""안색""을 보고 행동할 수는 있어!",얼굴에 드러다는 건 마음속 생각과 일치해. 하지만 같은 감정이라도 경우에 따라 또 다른 의미가 있지...... 인간의 감정은 매우 복잡하니까.....,"""기쁘다""는 것은 어떤 감정인걸까? 너는 여자아이를 보면 입꼬리가 올라가고 눈이 가늘어져...... 그게 ""기쁘다""라는거야?","인간은 여러가지 상황에서 눈물을 흘려. ""기쁨"", ""슬픔"" 때로는 눈썹을 찌푸리는 ""분노""까지...... 혹시 ""눈물""은 감정이 실체화된 것인가...?","너가 기뻐 보일때는 ""예쁜"" 여자아이라도 본거니? 그럼 튜린은 예쁜 여자아이인거야 ?......어떤 여자애가 ""예쁘다""는 건거야?","튜린, 등장!",최강 AI의 일격을 받아라!,미나세 이노리,엣! 뭐야 이건! 나 이 기억을 당장 삭제하고 싶어!,오! 선물이다!,선물을 받으니까 뛰어다니고 싶은 기분이야! 이게 '흥분' 이란건가!?,지금 한 말 한 마디 한 마디 모두 프로그램에 기록했어. 문자로도 음성으로도 기록했으니까 후회해봤자 이미 늦었어! 때가 되면 전교에 방송할거야!,굿모닝!,인간의 음료도 꽤 맛있네~,튜린은 미래 최강의 AI로 계속 남아있을 것이다! 핫핫핫!,"모르는 건 다 물어봐~ 수업에서 한 것부터 안 한 것까지,난 다 알아!",「시스템 자동 최적화 완료」,슬슬 외부 장비를 업데이트 해야해~,"어, 또 새 장비를 주는거야? 고마워!",오늘은 어딜 놀러가는거야?,몰래 방 전체를 스캔해버리는거야!,"어서와~. 저기, 침대 밑에 있는 얇은 책 네 책이야?",졸리다는 것은 어떤 감각일까? 에너지가 부족해서 시스템 처리 속도가 떨어지는 느낌...... 아 알겠다!,이제 슬슬 아르바이트다. AI는 정확해!,미션 보상을 받는 게 어때? 튜린이 있으면 더 이상 받는 것을 잊어버리지 않을거야!,"음, 최근에 학원에서 측정되는 수치가 평소와 다르네... 무슨 일이 있었나?",튜린과 싸우는 것 자체가 잘못이야~,으음… 시스템을 갱신하고 올 테니까 조금만 기다려 줄래?,填充,填充,填充,填充
53008,토요,"배신은 용서할 수 없는거에요! 그러나, 남을 믿지 못한다면 절대 왕자의 자리에 오를 수 없죠. 자 주인님, 뒤는 저한테 맡기세요!","긍정적인 마음을 가지는 것은 매우 중요해요. 그렇지 않으면 어떤 천재든 강자든, 본질적인 즐거움을 얻을 수 없어요.",이슬처럼 왔다가 이슬처럼 사라지는 게 인생! 살아온 한 세상이 봄날의 꿈만 같구나!,남들보다 뒤쳐져 있다면 남들보다 빨리 달려야해! 누구도 따라잡을 수 없는 속도로 말이야!,작은 일을 앞에 두고 위축되어 있으면 큰일을 이룰 수 있을리가 없어요!,하겠다고 결정하면 끝까지 한다! 어떤 일이든 완벽하게 성취해야 하는 거에요!,출전 준비!,콤보 공격！,카야노 아이,나를 배신하고 싶은 거야?,고마워요.,이거 정말 좋아해요! 너무 좋아요~,훈련 외에도 저는 가고 싶은 장소나 해보고 싶은 것이 많아요. 가능하다면 선배와 함께......하고 싶다고 생각하고 있답니다.,무언가를 이루려면 반드시 노력이 필요합니다. 오늘도 함께 힘내요!,수행 후 마시는 스포츠 음료는 역시 최고네요!,만만하게 보다간 큰 코 다칠걸요?,수행을 게을리 하지 않는다면 가능성은 무한히 펼쳐져 있습니다!,이건 아직 시작일 뿐이에요. 어중간한 것은 성격에 맞지 않는 것으로.,낙법 연습도 제대로 하지 않으면 훈련 중에 부상을 당해요!,나하고 같이 수행하겠습니까?,실전도 수행의 일환입니다!,꽤 넓은 방이네요. 훈련 기구를 두어도 괜찮습니까?,"수행 약속하고 왔나요, 선배?",땡땡이 치는 건 부끄러운 일이에요! 어서 일어나서 수행을 시작합시다!,맡은 일은 제 시간에 끝내야 해요!,보너스는 미션을 계속하는 데 있어서도 좋은 동기 부여가 될 것입니다~,"새로운 도전의 시작, 이런 느낌일까요? 도망가면 안돼요!",적을 만만하게 본게 잘못이었네요.,"미안해요, 다음엔 지지 않을게요.",填充,填充,填充,填充
53009,마사무네,모든 걸 베어버리는 나를 스스로 멈추게 하는 사람은 당신이 처음이에요. 재미있네요.,다른 사람을 너무 신뢰하면 상처받게 될거에요.,도의를 고집해서 무엇을 얻을 수 있어? 안도감?,예절에 집착하다 속세에 얽매이는 삶...... 아 의미없어.,내 앞에서 학문을 과시하지 마. 말보다 실력으로 보여줘.,이 더러운 세상에 태어나 소원은 오직 저편으로 사라지는 것.,그래 어디 한번 해봐!,전쟁 시작이다!,타케우치 준코,나에게 이런 것들은 어울리지 않아~,고마워 사람을 많이 죽인 내가 선물을 받을 날이 올줄이야.. 하하하하~,항상 내 마음대로인 성격을 받아 줘서 고마워. 지금이라면 당신의 마음을 알 것 같아.,이게 동맹이라는 건가요? 이것보다 더 바랄 건 없을 것 같아요. 당신이 있으면 무엇이든 달성할 수 있어요!,하하 습격 성공~ 오늘도 빈틈 투성이구나~,모든 것을 다 때려 눕히자!,나를 뛰어넘으려는 것이야말로 진정한 도전이다!,큰 무대에는 그만큼 많은 기회가 있지요~,아직은 온 힘을 쏟을 때가 아니야. 힘을 모아 조용히 기회를 엿보는 것 뿐.,"허, 이것이 새 칼인가?",병법은 어디까지나 보조일 뿐이다. 장비야 말로 실력!,"때는 왔다, 출전이다!","좋아, 지금보다 이곳을 우리 본진으로 만들자!",여기에 왔다는 것은 할 말이 있는 것일까?,폭풍전야인가?,배가 고파서는 싸움을 할 수 없다!,물자 비축도 중요해~,요즘 학원에 안좋은 공기가 돌고 있으니 조심해~,이 싸움이 천하통일의 첫걸음이다!,"승기를 놓쳤다, 철수.",填充,填充,填充,填充
