id,desc,mask_icon,icon_offset,mask_icon_h5,icon_offset_h5
44,그리고 소녀에게 [c][d76500]장비[-][/c]를 장착해 봅시다~,buttoncrop_11,0|0,,
45,무기 버튼을 탭하여 무기를 고르세요.,buttoncrop_12,0|0,,
46,,,,,
47,,,,,
48,와~ 대단해요!\n소녀가 매우 강해졌어요!,,,,
49,,buttoncrop_13,0|0,,
50,,buttoncrop_1,0|0,,
51,강아지가 선배님의 도움이 필요한 것 같아요. 어서 강아지를 도와주세요~,buttoncrop_2,0|0,buttoncrop_2_h5,0|-4
52,,buttoncrop_26_h5,0|0,,
53,,buttoncrop_6,0|0,,
54,,buttoncrop_5,0|0,,
55,자~ 그럼 다시 모험하러 가요. 선배님~ 여기클릭하시면 다음 스테이지로 넘어갈 수 있답니다~,buttoncrop_20,-16|0,,
56,,,,,
57,이 곳에서 자동 모드 전리품을 받을 수 있습니다! 시간에 따라 전리품도 많아집니다!,buttoncrop_21,0|2,,
58,"자, 그럼 새로운 전투를 시작해보아요~",buttoncrop_17,0|0,,
59,마음에 드는 소녀를 선택하여 소녀를 출전시켜 봅시다!,buttoncrop_3,0|0,,
60,아이콘을 [c][d76500]드래그[-][/c] 하면 위치를 바꿀 수 있어요~,buttoncrop_22,0|-62,,
61,,buttoncrop_5,0|0,,
62,,,,,
63,와! 새로운 전리품이에요~\n어서 수령해보세요~,buttoncrop_21,0|2,,
64,아싸~\n또 새로운 스테이지에 갈 수 있네요~,buttoncrop_20,-16|0,,
65,,,,,
66,"우와 선배~ 짱이에요! 앗 참, 자동모드 전리품은 잊지말고 꼭 수령하세요. 자동 모드 전리품은 [c][d76500]12시간[-][/c] 수령 시간 제한이 있답니다!",,,,
67,"[c][d76500]메인 화면[-][/c]에 무언가 있는 것 같아요.\n선배, 어서 확인해봐요~",buttoncrop_1,0|0,,
68,[c][d76500]입학 활동[-][/c]을 클릭하여 [c][d76500]온라인 보상[-][/c]을 수령하세요~,buttoncrop_15,0|0,buttoncrop_14_h5,0|0
69,여기에서 [c][d76500]온라인 보상[-][/c]을 수령할 수 있습니다.,buttoncrop_35,0|0,,
70,,buttoncrop_1,0|0,,
71,[c][d76500]한정 이벤트[-][/c]를 탭하여 일일 [c][d76500]로그인 보상[-][/c]을 수령하세요~,buttoncrop_15,0|0,buttoncrop_15_h5,4|2
72,,buttoncrop_36,1|1,,
73,[c][d76500]메인 화면[-][/c]에 좋은 물건이 있답니다~,buttoncrop_1,0|0,,
74,[c][d76500]매점[-][/c]에 [c][d76500]뭐가[-][/c] 있는지 같이 볼까요~,buttoncrop_8,-1|-1,buttoncrop_8_h5,-1|-1
75,학원에서 제일 붐비는 [c][d76500]상점가[-][/c]에 가봅시다~,buttoncrop_16,0|1,,
76,[c][d76500]매점[-][/c]에 좋은 물건이 엄청 많아요~,buttoncrop_30,-14|-1,,
77,와~! [c][d76500]프리미엄 캡슐 코인[-][/c]을 팔고 있네요! 럭키~!\n어서 구매해보세요~,buttoncrop_24,0|60,,
78,,,,,
79,,,,,
80,어서 [c][d76500]코인[-][/c]을 사용해 캡슐 뽑기를 해봐요~,buttoncrop_1,0|0,,
81,[c][d76500]프리미엄 캡슐 코인[-][/c]으로 프리미엄 캡슐 뽑기를 한 번 할 수 있어요. 해볼까요!,buttoncrop_6,0|1,,
82,,,,,
83,아아~ 아슬아슬해요!!,buttoncrop_1,0|0,,
84,"선배님, 강아기의 울음소리가 들리세요?\n도움이 엄청 필요한 것 같아요!",buttoncrop_2,0|0,buttoncrop_2_h5,0|-4
85,어서 강아지를 도와주세요!,buttoncrop_26_h5,0|0,,
86,,buttoncrop_6,0|0,,
87,,buttoncrop_5,0|0,,
88,,buttoncrop_17,0|0,,
89,,buttoncrop_3,0|0,,
90,,,,,
91,,buttoncrop_8,-1|-1,buttoncrop_8_h5,-1|-1
92,,,,,
93,,,,,
94,,buttoncrop_26,0|0,buttoncrop_26_h5,0|0
95,,,,,
96,,buttoncrop_27,0|0,buttoncrop_27_h5,0|0
97,,,,,
98,,,,,
99,자~ [c][d76500]동아리[-][/c]를 클릭해 동아리에 가입해 봅시다. 물론 스스로 만들 수도 있어요!,,,,
100,,,,,
101,,buttoncrop_27,0|0,buttoncrop_27_h5,0|0
102,,,,,
103,,,,,
104,,buttoncrop_8,-1|-1,buttoncrop_8_h5,-1|-1
105,,,,,
106,,,,,
107,,buttoncrop_8,-1|-1,buttoncrop_8_h5,-1|-1
108,,,,,
109,,,,,
110,,buttoncrop_26,0|0,buttoncrop_26_h5,0|0
111,,,,,
112,,buttoncrop_27,-1|-1,buttoncrop_27_h5,0|0
113,,,,,
114,,,,,
115,,,,,
116,,buttoncrop_27,-1|-1,buttoncrop_27_h5,0|0
117,,,,,
118,,,,,
119,자~ [c][d76500]동아리[-][/c]를 클릭해 동아리에 가입해 봅시다. 물론 스스로 만들 수도 있어요!,,,,
120,오! 선배한테 신기한 후광이 느껴져요! 분명 전설 중의 '선택된 자'일 거에요!,buttoncrop_26,0|0,,
121,"그렇다면 이번 기회에, '선택된 자'로서 동아리를 설립해보지 않겠습니까? 첫 회는 무료랍니다!",,,,
122,"헤헷, 소녀 조각을 획득하셨군요!\n소녀 페이지에서 소녀를\n[c][d76500]합성[-][/c]합시다!",buttoncrop_27,-1|-1,buttoncrop_27_h5,0|0
123,"선배, [c][d76500]조각 합성[-][/c] 입구는 여기에요~",buttoncrop_38,0|6,,
124,,,,,
125,,buttoncrop_27,0|0,buttoncrop_27_h5,0|0
126,,,,,
127,,old_school_guide_mask,0|0,,
129,선배님~ [c][d76500]소풍[-][/c]의 입구입니다.,buttoncrop_26,0|0,buttoncrop_26_h5,0|0
130,먼저 베이스캠프로 가볼까요?,travel_guide_1,18|32,travel_guide_1,18|32
131,캐릭터 슬롯 클릭하세요!,,,,
132,소녀를 배치 시 해당 속성이 강화돼요~,,,,
133,베이스캠프 업그레이드 진행 시 슬롯 잠금 해제 가능합니다!,,,,
135,빵집으로 가볼까요?,travel_guide_2,-3|-8,travel_guide_2,-3|-8
136,건물에 소녀를 배치하면 수익을 올릴 수 있어요~,travel_guide_3,0|0,travel_guide_3,0|0
138,빵집 업그레이드 진행 시 슬롯 잠금 해제 가능합니다!,,,,
140,다른 건물은 다양한 아이템이 드롭됩니다. [c][d76500]모두 받기[-][/c]를 클릭하여 수령하세요~,,,,
141,여기를 클릭하고 탐색하여 다양한 보상을 받으세요!,travel_guide_4,0|5,travel_guide_4,0|5
143,,buttoncrop_8,-1|-1,buttoncrop_8_h5,-1|-1
144,,,,,
145,여기는 스타일링의 입구입니다. 선배님은 이곳에서 본인의 스타일을 확인하고 수정 가능합니다~,,,,
146,,,,,
147,,buttoncrop_27,0|0,buttoncrop_27_h5,0|0
148,,,,,
149,,,,,
150,,buttoncrop_8,-1|-1,buttoncrop_8_h5,-1|-1
151,,,,,
152,,,,,
153,,,,,
154,,buttoncrop_27,0|0,buttoncrop_27_h5,0|0
155,,,,,
157,,buttoncrop_37,0|0,buttoncrop_37,0|0
158,,,,,
159,,buttoncrop_26,0|0,buttoncrop_26_h5,0|0
160,,,,,
161,,buttoncrop_8,-1|-1,buttoncrop_8_h5,-1|-1
162,교외 실습을 선택하여 스테이지 전투 시작하세요~,,,,
163,,,,,
164,,buttoncrop_27,0|0,buttoncrop_27_h5,0|0
165,,,,,
166,여기는 팀 미리 배치의 입구입니다. 여기서 팀을 미리 배치할 수 있습니다~,,,,
167,,,,,
168,,buttoncrop_26,0|0,buttoncrop_26_h5,
169,,,,,
170,,buttoncrop_26,0|0,buttoncrop_26_h5,0|0
171,여기는 별빛 여정의 입구입니다~,,,,
172,,,,,
173,,buttoncrop_15,0|0,buttoncrop_15_h5,4|2
174,여기를 클릭하여 월간 과제를 시작하세요~,,,,
175,교외 실습을 선택하여 스테이지 전투 시작하세요~,,,,
176,,,,,
177,,buttoncrop_27,0|0,buttoncrop_27_h5,0|0
