id,map_id,cell_type,name,desc,num
27,5,2,저택09,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 한명의 적이 구속될 경우(기절, 동결, 석화), 랜덤으로 두명의 아군 소녀는 최대 HP 10%의 대미지를 받습니다.",09
28,5,3,저택10,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘양자 장미 혹은 벚꽃 부채를 좋아하는 소녀’를 선택하여 챌린지를 참여하면, 더 많은 보상을 획득 할 수 있습니다!",10
29,5,2,저택11,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 적이 4번의 대미지를 받을 때마다, 다음에 받을 대미지가 무효화됩니다.",11
30,5,0,,,
31,5,0,,,
32,5,3,저택12,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘새총 혹은 검우산을 좋아하는 소녀’를 선택하여 챌린지를 참여하면, 더 많은 보상을 획득 할 수 있습니다!",12
33,5,0,,,
34,5,4,저택13,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.\n메인 스토리: 이 칸의 챌린지를 하면, 획득할 수 있는 아이템 보상이 증가됩니다!",13
35,5,4,저택14,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.",14
36,5,2,저택15,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 없음",15
37,5,3,저택16,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘머리 색깔은 은색 혹은 하얀색의 소녀’를 선택하여 챌린지를 참여하면, 더 많은 보상을 획득 할 수 있습니다!",16
38,5,4,저택17,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.",17
39,5,0,,,
40,5,3,저택18,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘신위 학부의 소녀’를 선택하여 챌린지에 참가하면, 더 많은 보상을 받을 수 있습니다!",18
41,5,4,저택19,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.",19
42,5,2,저택20,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 아군 소녀 가진 이득 버프가 한개마다 자신의 공격력이 10% 감소합니다.",20
43,5,2,저택21,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 라운드 종료 시, 아군 HP 가장 높은 소녀가 최대 HP 20%의 대미지를 받습니다.\n메인 스토리: 이 칸의 챌린지를 하면, 획득할 수 있는 아이템 보상이 증가됩니다!",21
44,5,0,,,
45,5,0,,,
46,5,0,,,
47,5,0,,,
48,5,3,저택22,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘은신 학부의 소녀’를 선택하여 챌린지에 참가하면, 더 많은 보상을 받을 수 있습니다!",22
49,5,4,저택23,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.",23
50,5,2,저택24,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 없음",24
51,5,0,,,
52,5,0,,,
53,5,3,저택25,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘풍견 학부의 소녀’를 선택하여 챌린지에 참가하면, 더 많은 보상을 받을 수 있습니다!\n메인 스토리: 이 칸의 챌린지를 하면, 획득할 수 있는 아이템 보상이 증가됩니다!",25
54,5,4,저택26,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.",26
55,5,2,저택27,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 아군이 적에게 가한 지속 대미지는 80% 낮아집니다.",27
56,5,3,저택28,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘담화 학부의 소녀’를 선택하여 챌린지를 참여하면, 더 많은 보상을 획득 할 수 있습니다!",28
57,5,2,저택29,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 아군 소녀가 치명타 공격 시, 해당 공격의 대미지는 80% 낮아집니다.",29
58,5,4,저택30,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.",30
59,5,3,저택31,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘외모 나이 16세의 소녀’를 선택하여 챌린지를 참여하면, 더 많은 보상을 획득 할 수 있습니다!",31
60,5,0,,,
61,5,0,,,
62,5,2,저택32,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 없음\n메인 스토리: 이 칸의 챌린지를 하면, 획득할 수 있는 아이템 보상이 증가됩니다!",32
63,5,0,,,
64,5,0,,,
65,5,0,,,
66,5,0,,,
67,5,0,,,
68,5,0,,,
69,5,0,,,
70,5,0,,,
71,5,0,,,
72,5,3,저택33,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘생일은 8월 혹은 9월의 소녀’를 선택하여 챌린지를 참여하면, 더 많은 보상을 획득 할 수 있습니다!",33
73,5,4,저택34,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.\n메인 스토리: 이 칸의 챌린지를 하면, 획득할 수 있는 아이템 보상이 증가됩니다!",34
74,5,4,저택35,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.",35
75,5,2,저택36,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 한명의 적이 구속될 경우(기절, 동결, 석화), 랜덤으로 두명의 아군 소녀는 최대 HP 10%의 대미지를 받습니다.",36
76,5,3,저택37,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘풍견 학부의 소녀’를 선택하여 챌린지에 참가하면, 더 많은 보상을 받을 수 있습니다!",37
77,5,3,저택38,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘외모 나이 16세의 소녀’를 선택하여 챌린지를 참여하면, 더 많은 보상을 획득 할 수 있습니다!",38
78,5,4,저택39,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.",39
79,5,2,저택40,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 적이 4번의 대미지를 받을 때마다, 다음에 받을 대미지가 무효화됩니다.",40
80,5,4,저택41,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.",41
81,5,4,저택42,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.",42
82,5,2,저택43,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 없음",43
83,5,2,저택44,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 아군 소녀 가진 이득 버프가 한개마다 자신의 공격력이 10% 감소합니다.\n메인 스토리: 이 칸의 챌린지를 하면, 획득할 수 있는 아이템 보상이 증가됩니다!",44
84,5,3,저택45,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘생일은 8월 혹은 9월의 소녀’를 선택하여 챌린지를 참여하면, 더 많은 보상을 획득 할 수 있습니다!\n메인 스토리: 이 칸의 챌린지를 하면, 획득할 수 있는 아이템 보상이 증가됩니다!",45
85,5,2,저택46,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 라운드 종료 시, 아군 HP 가장 높은 소녀가 최대 HP 20%의 대미지를 받습니다.\n메인 스토리: 이 칸의 챌린지를 하면, 획득할 수 있는 아이템 보상이 증가됩니다!",46
86,5,4,저택47,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.\n메인 스토리: 이 칸의 챌린지를 하면, 획득할 수 있는 아이템 보상이 증가됩니다!",47
87,5,2,저택48,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 없음\n메인 스토리: 이 칸의 챌린지를 하면, 획득할 수 있는 아이템 보상이 증가됩니다!",48
88,5,3,저택49,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘담화 학부의 소녀’를 선택하여 챌린지를 참여하면, 더 많은 보상을 획득 할 수 있습니다!\n메인 스토리: 이 칸의 챌린지를 하면, 획득할 수 있는 아이템 보상이 증가됩니다!",49
89,5,2,저택50,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 아군이 적에게 가한 지속 대미지는 80% 낮아집니다.\n메인 스토리: 이 칸의 챌린지를 하면, 획득할 수 있는 아이템 보상이 증가됩니다!",50
90,5,4,저택51,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.",51
91,5,0,,,
92,5,2,저택52,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 아군 소녀가 치명타 공격 시, 해당 공격의 대미지는 80% 낮아집니다.",52
93,5,3,저택53,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘새총 혹은 검우산을 좋아하는 소녀’를 선택하여 챌린지를 참여하면, 더 많은 보상을 획득 할 수 있습니다!",53
94,5,4,저택54,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.",54
95,5,4,저택55,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.",55
96,5,2,저택56,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 없음",56
97,5,3,저택57,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘머리 색깔은 은색 혹은 하얀색의 소녀’를 선택하여 챌린지를 참여하면, 더 많은 보상을 획득 할 수 있습니다!",57
98,5,2,저택58,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 한명의 적이 구속될 경우(기절, 동결, 석화), 랜덤으로 두명의 아군 소녀는 최대 HP 10%의 대미지를 받습니다.",58
99,5,3,저택59,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘은신 학부의 소녀’를 선택하여 챌린지에 참가하면, 더 많은 보상을 받을 수 있습니다!",59
100,5,1,저택60,初始格,60
101,1,0,,,
102,1,0,,,
103,1,0,,,
104,1,0,,,
105,1,5,숲01,"미로의 숲 보스의 도전, 최선을 다해 적을 물리치고, 환상 동화을 깨자!\n메인 스토리: 이 칸의 챌린지를 하면, 획득할 수 있는 아이템 보상이 증가됩니다!",01
106,1,0,,,
107,1,0,,,
108,1,0,,,
109,1,0,,,
110,1,0,,,
111,1,0,,,
112,1,0,,,
113,1,2,숲02,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 적이 4번의 대미지를 받을 때마다, 다음에 받을 대미지가 무효화됩니다.",02
114,1,3,숲03,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘여우 귀를 가진 소녀’를 선택하여 챌린지에 참가하면, 더 많은 보상을 받을 수 있습니다!",03
115,1,2,숲04,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 없음\n메인 스토리: 이 칸의 챌린지를 하면, 획득할 수 있는 아이템 보상이 증가됩니다!",04
116,1,0,,,
117,1,4,숲05,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.",05
118,1,2,숲06,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 아군 소녀 가진 이득 버프가 한개마다 자신의 공격력이 10% 감소합니다.",06
119,1,0,,,
120,1,0,,,
121,1,0,,,
122,1,4,숲07,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.",07
123,1,2,숲08,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 라운드 종료 시, 아군 HP 가장 높은 소녀가 최대 HP 20%의 대미지를 받습니다.",08
124,1,4,숲09,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.",09
125,1,3,숲10,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘신위 학부의 소녀’를 선택하여 챌린지에 참가하면, 더 많은 보상을 받을 수 있습니다!\n메인 스토리: 이 칸의 챌린지를 하면, 획득할 수 있는 아이템 보상이 증가됩니다!",10
126,1,2,숲11,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 없음\n메인 스토리: 이 칸의 챌린지를 하면, 획득할 수 있는 아이템 보상이 증가됩니다!",11
127,1,4,숲12,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.\n메인 스토리: 이 칸의 챌린지를 하면, 획득할 수 있는 아이템 보상이 증가됩니다!",12
128,1,3,숲13,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘양자 장미 혹은 벚꽃 부채를 좋아하는 소녀’를 선택하여 챌린지를 참여하면, 더 많은 보상을 획득 할 수 있습니다!",13
129,1,0,,,
130,1,0,,,
131,1,0,,,
132,1,2,숲14,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 아군이 적에게 가한 지속 대미지는 80% 낮아집니다.",14
133,1,3,숲15,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘풍견 학부의 소녀’를 선택하여 챌린지에 참가하면, 더 많은 보상을 받을 수 있습니다!",15
134,1,0,,,
135,1,0,,,
136,1,0,,,
137,1,0,,,
138,1,2,숲16,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 아군 소녀가 치명타 공격 시, 해당 공격의 대미지는 80% 낮아집니다.\n메인 스토리: 이 칸의 챌린지를 하면, 획득할 수 있는 아이템 보상이 증가됩니다!",16
139,1,4,숲17,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.",17
140,1,0,,,
141,1,4,숲18,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.",18
142,1,2,숲19,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 없음",19
143,1,4,숲20,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.",20
144,1,4,숲21,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.",21
145,1,3,숲22,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘외모 나이 16세의 소녀’를 선택하여 챌린지를 참여하면, 더 많은 보상을 획득 할 수 있습니다!",22
146,1,4,숲23,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.",23
147,1,0,,,
148,1,3,숲24,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘생일은 8월 혹은 9월의 소녀’를 선택하여 챌린지를 참여하면, 더 많은 보상을 획득 할 수 있습니다!\n메인 스토리: 이 칸의 챌린지를 하면, 획득할 수 있는 아이템 보상이 증가됩니다!",24
149,1,2,숲25,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 한명의 적이 구속될 경우(기절, 동결, 석화), 랜덤으로 두명의 아군 소녀는 최대 HP 10%의 대미지를 받습니다.",25
150,1,0,,,
151,1,3,숲26,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘담화 학부의 소녀’를 선택하여 챌린지를 참여하면, 더 많은 보상을 획득 할 수 있습니다!",26
152,1,0,,,
153,1,0,,,
154,1,0,,,
155,1,4,숲27,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.",27
156,1,2,숲28,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 적이 4번의 대미지를 받을 때마다, 다음에 받을 대미지가 무효화됩니다.\n메인 스토리: 이 칸의 챌린지를 하면, 획득할 수 있는 아이템 보상이 증가됩니다!",28
157,1,4,숲29,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.\n메인 스토리: 이 칸의 챌린지를 하면, 획득할 수 있는 아이템 보상이 증가됩니다!",29
158,1,2,숲30,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 없음\n메인 스토리: 이 칸의 챌린지를 하면, 획득할 수 있는 아이템 보상이 증가됩니다!",30
159,1,0,,,
160,1,3,숲31,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘새총 혹은 검우산을 좋아하는 소녀’를 선택하여 챌린지를 참여하면, 더 많은 보상을 획득 할 수 있습니다!",31
161,1,2,숲32,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 아군 소녀 가진 이득 버프가 한개마다 자신의 공격력이 10% 감소합니다.",32
162,1,4,숲33,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.",33
163,1,3,숲34,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘머리 색깔은 은색 혹은 하얀색의 소녀’를 선택하여 챌린지를 참여하면, 더 많은 보상을 획득 할 수 있습니다!",34
164,1,4,숲35,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.",35
165,1,3,숲36,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘은신 학부의 소녀’를 선택하여 챌린지에 참가하면, 더 많은 보상을 받을 수 있습니다!\n메인 스토리: 이 칸의 챌린지를 하면, 획득할 수 있는 아이템 보상이 증가됩니다!",36
166,1,4,숲37,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.",37
167,1,3,숲38,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘여우 귀를 가진 소녀’를 선택하여 챌린지에 참가하면, 더 많은 보상을 받을 수 있습니다!",38
168,1,4,숲39,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.",39
169,1,2,숲40,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 라운드 종료 시, 아군 HP 가장 높은 소녀가 최대 HP 20%의 대미지를 받습니다.",40
170,1,0,,,
171,1,0,,,
172,1,0,,,
173,1,2,숲41,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 없음",41
174,1,3,숲42,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘신위 학부의 소녀’를 선택하여 챌린지에 참가하면, 더 많은 보상을 받을 수 있습니다!",42
175,1,2,숲43,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 아군이 적에게 가한 지속 대미지는 80% 낮아집니다.\n메인 스토리: 이 칸의 챌린지를 하면, 획득할 수 있는 아이템 보상이 증가됩니다!",43
176,1,3,숲44,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘양자 장미 혹은 벚꽃 부채를 좋아하는 소녀’를 선택하여 챌린지를 참여하면, 더 많은 보상을 획득 할 수 있습니다!",44
177,1,2,숲45,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 아군 소녀가 치명타 공격 시, 해당 공격의 대미지는 80% 낮아집니다.",45
178,1,2,숲46,"자신의 소녀 또는 협력NPC로 적들과 싸우면, 아이템 보상을 획득할 수 있고, 가하는 대미지가 높을 수록, 보상이 더욱 푸짐해집니다.\n특별 챌린지: 없음",46
179,1,0,,,
180,1,0,,,
181,1,0,,,
182,1,0,,,
183,1,4,숲47,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.",47
184,1,4,숲48,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.\n메인 스토리: 이 칸의 챌린지를 하면, 획득할 수 있는 아이템 보상이 증가됩니다!",48
185,1,3,숲49,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘풍견 학부의 소녀’를 선택하여 챌린지에 참가하면, 더 많은 보상을 받을 수 있습니다!",49
186,1,3,숲50,"소녀를 선택해 지원 챌린지에 참여하여, 아이템 보상을 받을 수 있습니다. ‘외모 나이 16세의 소녀’를 선택하여 챌린지를 참여하면, 더 많은 보상을 획득 할 수 있습니다!",50
187,1,4,숲51,"서로 다른 사건을 촉발하고, 선택을 하세요~ 사건과 선택 결과에 따라 아이템을 획득할 수 있습니다.",51
188,1,0,,,
189,1,0,,,
190,1,0,,,
191,1,1,숲52,初始格,52
