id,event_name,desc
55,일일 사건·회상|일일 사건·축복,"지도칸 '숲26'의 챌린지 진도 리셋|전투 챌린지 중, 아군 담화 학부 소녀의 공격 18% 증가"
56,일일 사건·회상|일일 사건·축복,"지도칸 '성60'의 챌린지 진도 리셋|전투 챌린지 중, 아군 담화 학부 소녀의 공격 18% 증가"
57,일일 사건·회상|일일 사건·축복,"지도칸 '마을04'의 챌린지 진도 리셋|전투 챌린지 중, 아군 담화 학부 소녀의 공격 18% 증가"
58,일일 사건·회상|일일 사건·축복,"지도칸 '호수40'의 챌린지 진도 리셋|전투 챌린지 중, 아군 담화 학부 소녀의 공격 18% 증가"
59,일일 사건·회상|일일 사건·축복,"지도칸 '저택16'의 챌린지 진도 리셋|전투 챌린지 중, 아군 담화 학부 소녀의 공격 18% 증가"
60,일일 사건·축복,"전투 챌린지 중, 아군 신위 학부 소녀의 공격 18% 증가"
61,일일 사건·회상|일일 사건·축복,"지도칸 '숲32'의 챌린지 진도 리셋|전투 챌린지 중, 아군 은신 학부 소녀의 공격 18% 증가"
62,일일 사건·회상|일일 사건·축복,"지도칸 '성39'의 챌린지 진도 리셋|전투 챌린지 중, 아군 은신 학부 소녀의 공격 18% 증가"
63,일일 사건·회상|일일 사건·축복,"지도칸 '마을08'의 챌린지 진도 리셋|전투 챌린지 중, 아군 은신 학부 소녀의 공격 18% 증가"
64,일일 사건·회상|일일 사건·축복,"지도칸 '호수30'의 챌린지 진도 리셋|전투 챌린지 중, 아군 은신 학부 소녀의 공격 18% 증가"
65,일일 사건·회상|일일 사건·축복,"지도칸 '저택29'의 챌린지 진도 리셋|전투 챌린지 중, 아군 은신 학부 소녀의 공격 18% 증가"
66,일일 사건·축복,"전투 챌린지 중, 아군 풍견 학부 소녀의 공격 18% 증가"
67,일일 사건·회상|일일 사건·축복,"지도칸 '숲12'의 챌린지 진도 리셋|전투 챌린지 중, 아군 신위 학부 소녀의 공격 18% 증가"
68,일일 사건·회상|일일 사건·축복,"지도칸 '성09'의 챌린지 진도 리셋|전투 챌린지 중, 아군 신위 학부 소녀의 공격 18% 증가"
69,일일 사건·회상|일일 사건·축복,"지도칸 '마을31'의 챌린지 진도 리셋|전투 챌린지 중, 아군 신위 학부 소녀의 공격 18% 증가"
70,일일 사건·회상|일일 사건·축복,"지도칸 '호수46'의 챌린지 진도 리셋|전투 챌린지 중, 아군 신위 학부 소녀의 공격 18% 증가"
71,일일 사건·회상|일일 사건·축복,"지도칸 '저택13'의 챌린지 진도 리셋|전투 챌린지 중, 아군 신위 학부 소녀의 공격 18% 증가"
72,일일 사건·축복|일일 사건·천이,"전투 챌린지 중, 아군 담화 학부 소녀의 공격 18% 증가|지도칸 '소용돌이47' 챌린지 자동 완료"
73,일일 사건·회상|일일 사건·축복,"지도칸 '숲24'의 챌린지 진도 리셋|전투 챌린지 중, 아군 풍견 학부 소녀의 공격 18% 증가"
74,일일 사건·회상|일일 사건·축복,"지도칸 '성22'의 챌린지 진도 리셋|전투 챌린지 중, 아군 풍견 학부 소녀의 공격 18% 증가"
75,일일 사건·회상|일일 사건·축복,"지도칸 '마을18'의 챌린지 진도 리셋|전투 챌린지 중, 아군 풍견 학부 소녀의 공격 18% 증가"
76,일일 사건·회상|일일 사건·축복,"지도칸 '호수52'의 챌린지 진도 리셋|전투 챌린지 중, 아군 풍견 학부 소녀의 공격 18% 증가"
77,일일 사건·회상|일일 사건·축복,"지도칸 '저택25'의 챌린지 진도 리셋|전투 챌린지 중, 아군 풍견 학부 소녀의 공격 18% 증가"
78,일일 사건·축복,"전투 챌린지 중, 아군 소녀의 공격 18% 증가"
79,일일 사건·회상|일일 사건·축복,"지도칸 '숲16'의 챌린지 진도 리셋|전투 챌린지 중, 아군 담화 학부 소녀의 공격 18% 증가"
80,일일 사건·회상|일일 사건·축복,"지도칸 '성15'의 챌린지 진도 리셋|전투 챌린지 중, 아군 담화 학부 소녀의 공격 18% 증가"
81,일일 사건·회상|일일 사건·축복,"지도칸 '마을15'의 챌린지 진도 리셋|전투 챌린지 중, 아군 담화 학부 소녀의 공격 18% 증가"
82,일일 사건·회상|일일 사건·축복,"지도칸 '호수42'의 챌린지 진도 리셋|전투 챌린지 중, 아군 담화 학부 소녀의 공격 18% 증가"
83,일일 사건·회상|일일 사건·축복,"지도칸 '저택44'의 챌린지 진도 리셋|전투 챌린지 중, 아군 담화 학부 소녀의 공격 18% 증가"
84,일일 사건·축복,"전투 챌린지 중, 아군 소녀의 공격 18% 증가"
