id,fort_id,name,tips_dialog
48,5,선행 테스트,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
49,5,고양이와 쥐,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
50,5,괴력 소녀,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
51,5,최종 테스트,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
52,5,의외의 진실,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
53,6,발단,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
54,6,중화요리,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
55,6,마법에 걸린 방,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
56,6,두 번째 점괘,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
57,6,검은 안개,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
58,6,학원 포위,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
59,6,야영 급습,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
60,6,몰락한 선도위원회,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
61,6,노부나가,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
62,6,밤에 피는 꽃,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
63,7,충돌,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
64,7,흑석,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
65,7,박쥐의 웃음,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
66,7,진실의 이면,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
67,7,폭도,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
68,7,인페르노,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
69,7,노부나가,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
70,7,심판의 눈,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
71,7,흑과 백,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
72,7,패배,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
73,8,DEF의 조건,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
74,8,협상의 조건,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
75,8,협상 종결,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
76,8,붕괴,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
77,8,들에 타는 불,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
78,8,지혜의 싸움,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
79,8,탈퇴,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
80,8,반역의 소리,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
81,8,새의 지저귐,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
82,8,이면의 음모,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
83,9,희미한 광선,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
84,9,파편,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
85,9,카오스의 침입,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
86,9,불굴의 전사,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
87,9,유몽,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
88,9,세계의 이,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
89,9,대화,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
90,9,쌍둥이,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
91,9,사인,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
92,9,봉인 해제,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
93,10,카오스의 습격,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
94,10,악몽 재현,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
95,10,카오스 군단,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
96,10,연합,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
97,10,기회 0%,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
98,10,뿔피리 소리,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
99,10,절지의 반격,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
100,10,심판의 날,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
101,10,등불의 별,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
102,10,존재,"학원 안에 무슨 일이 있었던 것 같아요, 선배 우리도 가 봅시다!"
103,11,복귀 환영,
104,11,성장,
105,11,파티,
106,11,에피소드,
107,11,앙코르,
108,11,새로운 친구,
109,11,전설의 귀환,
110,11,초대,
111,11,공포 형해,
112,11,결심,
113,12,일상 연습,
114,12,은월의 도전,
115,12,우로보로스 대도서관,
116,12,미궁,
117,12,전설의 왈큐레,
118,12,팔란티르,
119,12,시험 공략,
120,12,두 번째 방어선,
121,12,전설의 마법사,
122,12,'그녀' 이야기,
123,13,의외의 습격자,
124,13,독벌 군단,
125,13,방위 개시,
126,13,일망타진,
127,13,사역마 리스트,
128,13,상대,
129,13,마녀의 지혜,
130,13,재추격,
131,13,적진 공략,
132,13,「그녀」,
133,14,진실의 눈,
134,14,공포 형해?,
135,14,모방의 형해,
136,14,달의 그림자,
137,14,협력,
138,14,부러진 검,
139,14,지옥에서의 귀환,
140,14,복수의 화염,
141,14,선택,
142,14,분기점,
143,15,재추격,
144,15,납치,
145,15,믿음의 길,
146,15,연성술진,
147,15,홍련,
148,15,만가,
149,15,집행자,
150,15,환생,
151,15,희생,
152,15,쌍둥이,
153,16,아주 오랜 옛날,
154,16,진실,
155,16,꼭두각시 인형,
156,16,'사랑',
157,16,절망의 인과,
158,16,튜린,
159,16,야곱?,
160,16,그녀의 꿈,
161,16,구제,
162,16,다음날,
163,17,,
164,17,,
165,17,,
166,17,,
167,17,,
168,17,,
169,17,,
170,17,,
171,17,,
172,17,,
173,18,,
174,18,,
175,18,,
176,18,,
177,18,,
178,18,,
179,18,,
180,18,,
181,18,,
182,18,,
183,19,,
184,19,,
185,19,,
186,19,,
187,19,,
188,19,,
189,19,,
190,19,,
191,19,,
192,19,,
193,20,,
194,20,,
195,20,,
196,20,,
197,20,,
198,20,,
199,20,,
200,20,,
201,20,,
202,20,,
203,21,,
204,21,,
205,21,,
206,21,,
207,21,,
208,21,,
209,21,,
210,21,,
211,21,,
212,21,,
213,22,,
214,22,,
215,22,,
216,22,,
217,22,,
218,22,,
219,22,,
220,22,,
221,22,,
222,22,,
223,23,,
224,23,,
225,23,,
226,23,,
227,23,,
228,23,,
229,23,,
230,23,,
231,23,,
232,23,,
233,24,,
234,24,,
235,24,,
236,24,,
237,24,,
238,24,,
239,24,,
240,24,,
241,24,,
242,24,,
243,25,,
244,25,,
245,25,,
246,25,,
247,25,,
248,25,,
249,25,,
250,25,,
251,25,,
252,25,,
253,26,,
254,26,,
255,26,,
256,26,,
257,26,,
258,26,,
259,26,,
260,26,,
261,26,,
262,26,,
263,27,,
264,27,,
265,27,,
266,27,,
267,27,,
268,27,,
269,27,,
270,27,,
271,27,,
272,27,,
273,28,,
274,28,,
275,28,,
276,28,,
277,28,,
278,28,,
279,28,,
280,28,,
281,28,,
282,28,,
283,29,,
284,29,,
285,29,,
286,29,,
287,29,,
288,29,,
289,29,,
290,29,,
291,29,,
292,29,,
293,30,,
294,30,,
295,30,,
296,30,,
297,30,,
298,30,,
299,30,,
300,30,,
301,30,,
302,30,,
303,31,,
304,31,,
305,31,,
306,31,,
307,31,,
308,31,,
309,31,,
310,31,,
311,31,,
312,31,,
313,32,,
314,32,,
315,32,,
316,32,,
317,32,,
318,32,,
319,32,,
320,32,,
321,32,,
322,32,,
323,33,,
324,33,,
325,33,,
326,33,,
327,33,,
328,33,,
329,33,,
330,33,,
331,33,,
332,33,,
333,34,,
334,34,,
335,34,,
336,34,,
337,34,,
338,34,,
339,34,,
340,34,,
341,34,,
342,34,,
343,35,,
344,35,,
345,35,,
346,35,,
347,35,,
348,35,,
349,35,,
350,35,,
351,35,,
352,35,,
353,36,,
354,36,,
355,36,,
356,36,,
357,36,,
358,36,,
359,36,,
360,36,,
361,36,,
362,36,,
363,37,,
364,37,,
365,37,,
366,37,,
367,37,,
368,37,,
369,37,,
370,37,,
371,37,,
372,37,,
373,38,,
374,38,,
375,38,,
376,38,,
377,38,,
378,38,,
379,38,,
380,38,,
381,38,,
382,38,,
383,39,,
384,39,,
385,39,,
386,39,,
387,39,,
388,39,,
389,39,,
390,39,,
391,39,,
392,39,,
393,39,,
394,39,,
395,39,,
396,39,,
397,40,,
398,40,,
399,40,,
400,40,,
401,40,,
402,40,,
403,40,,
404,40,,
405,40,,
406,40,,
407,40,,
408,40,,
409,40,,
410,40,,
411,41,,
412,41,,
413,41,,
414,41,,
415,41,,
416,41,,
417,41,,
418,41,,
419,41,,
420,41,,
421,42,,
422,42,,
423,42,,
424,42,,
425,42,,
426,42,,
427,42,,
428,42,,
429,42,,
430,42,,
431,43,,
432,43,,
433,43,,
434,43,,
435,43,,
436,43,,
437,43,,
438,43,,
439,43,,
440,43,,
441,44,,
442,44,,
443,44,,
444,44,,
445,44,,
446,44,,
447,44,,
448,44,,
449,44,,
450,44,,
451,45,,
452,45,,
453,45,,
454,45,,
455,45,,
456,45,,
457,45,,
458,45,,
459,45,,
460,45,,
461,46,,
462,46,,
463,46,,
464,46,,
465,46,,
466,46,,
467,46,,
468,46,,
469,46,,
470,46,,
471,47,,
472,47,,
473,47,,
474,47,,
475,47,,
476,47,,
477,47,,
478,47,,
479,47,,
480,47,,
481,47,,
482,47,,
483,47,,
484,47,,
485,47,,
486,48,,
487,48,,
488,48,,
489,48,,
490,48,,
491,48,,
492,48,,
493,48,,
494,48,,
495,48,,
496,48,,
497,48,,
498,48,,
499,48,,
500,48,,
501,49,,
502,49,,
503,49,,
504,49,,
505,49,,
506,49,,
507,49,,
508,49,,
509,49,,
510,49,,
511,49,,
512,49,,
513,49,,
514,49,,
515,49,,
516,50,,
517,50,,
518,50,,
519,50,,
520,50,,
521,50,,
522,50,,
523,50,,
524,50,,
525,50,,
526,50,,
527,50,,
528,50,,
529,50,,
530,50,,
