id,name,charge,currency,show_name,charge_ios,charge_ios_new
53,주간 구독,1200,₩,주간 구독,1200,1200
54,월간 구독,4900,₩,월간 구독,4900,4900
55,3개월 구독,12500,₩,3개월 구독,12500,12500
56,스페셜 팩 1,5900,₩,스페셜 팩,7500,7500
57,스페셜 팩 1,5900,₩,스페셜 팩,7500,7500
65,스페셜 팩 2,65000,₩,스페셜 팩,79000,79000
58,7일 무료,0,₩,7일 무료 구독,0,0
59,7일 무료,0,₩,7일 무료 구독,0,0
60,7일 무료,0,₩,7일 무료 구독,0,0
61,7일 무료,0,₩,7일 무료 구독,0,0
62,7일 무료,0,₩,7일 무료 구독,0,0
63,7일 무료,0,₩,7일 무료 구독,0,0
64,스테이지 팩,12000,₩,스테이지 팩,15000,15000
66,서약 반지,25000,₩,서약 반지,30000,30000
67,육성 팩,12000,₩,육성 팩,15000,15000
68,슈퍼 팩 6,5900,₩,슈퍼 팩,7500,7500
70,활성화 특별 보상,25000,₩,특별 보상 서비스,30000,30000
71,스페셜 스킨 팩 2,65000,₩,스페셜 팩,79000,79000
72,4주년 기념 패스,25000,₩,4주년 기념 패스,30000,30000
73,크리스마스 한정 팩,65000,₩,크리스마스 한정 팩,79000,79000
74,스터디 프로그램,12000,₩,스터디 프로그램,15000,15000
75,서약 팩,37000,₩,서약 팩,45000,45000
76,과제 구입,12000,₩,과제 구입,15000,15000
1010101,레벨 24 팩,2500,₩,레벨 24 팩,3000,3000
1010201,레벨 32 팩,5900,₩,레벨 32 팩,7500,7500
1010301,레벨 48 팩,12000,₩,레벨 48 팩,15000,15000
1010401,레벨 58 팩,12000,₩,레벨 58 팩,15000,15000
1010402,레벨 58 팩,37000,₩,레벨 58 팩,45000,45000
1010403,레벨 58 팩,65000,₩,레벨 58 팩,79000,79000
1010404,레벨 58 팩,89000,₩,레벨 58 팩,109000,109000
1010501,레벨 78 팩,12000,₩,레벨 78 팩,15000,15000
1010502,레벨 78 팩,37000,₩,레벨 78 팩,45000,45000
1010503,레벨 78 팩,65000,₩,레벨 78 팩,79000,79000
1010504,레벨 78 팩,89000,₩,레벨 78 팩,109000,109000
1010601,레벨 100 팩,12000,₩,레벨 100 팩,15000,15000
1010602,레벨 100 팩,37000,₩,레벨 100 팩,45000,45000
1010603,레벨 100 팩,65000,₩,레벨 100 팩,79000,79000
1010604,레벨 100 팩,89000,₩,레벨 100 팩,109000,109000
1030101,소녀 육성 팩,5900,₩,소녀 육성 팩,7500,7500
1030102,소녀 육성 팩,12000,₩,소녀 육성 팩,15000,15000
1030103,소녀 육성 팩,25000,₩,소녀 육성 팩,30000,30000
1040101,소녀 육성 팩,12000,₩,소녀 육성 팩,15000,15000
1040102,소녀 육성 팩,25000,₩,소녀 육성 팩,30000,30000
1040103,소녀 육성 팩,37000,₩,소녀 육성 팩,45000,45000
1050101,경험치 드링크 팩,5900,₩,경험치 드링크 팩,7500,7500
1050102,경험치 드링크 팩,12000,₩,경험치 드링크 팩,15000,15000
1050103,경험치 드링크 팩,25000,₩,경험치 드링크 팩,30000,30000
1060101,골드 구급 팩,5900,₩,골드 구급 팩,7500,7500
1060102,골드 구급 팩,12000,₩,골드 구급 팩,15000,15000
1060103,골드 구급 팩,25000,₩,골드 구급 팩,30000,30000
1070101,스테이지 팩-3-10,12000,₩,스테이지 팩,15000,15000
1070102,스테이지 팩-3-10,25000,₩,스테이지 팩,30000,30000
1070103,스테이지 팩-3-10,37000,₩,스테이지 팩,45000,45000
1070201,스테이지 팩-7-10,12000,₩,스테이지 팩,15000,15000
1070202,스테이지 팩-7-10,25000,₩,스테이지 팩,30000,30000
1070203,스테이지 팩-7-10,37000,₩,스테이지 팩,45000,45000
1070301,스테이지 팩-10-10,12000,₩,스테이지 팩,15000,15000
1070302,스테이지 팩-10-10,25000,₩,스테이지 팩,30000,30000
1070303,스테이지 팩-10-10,65000,₩,스테이지 팩,79000,79000
1070401,스테이지 팩-15-10,12000,₩,스테이지 팩,15000,15000
1070402,스테이지 팩-15-10,25000,₩,스테이지 팩,30000,30000
1070403,스테이지 팩-15-10,37000,₩,스테이지 팩,45000,45000
1070501,스테이지 팩-20-10,12000,₩,스테이지 팩,15000,15000
1070502,스테이지 팩-20-10,25000,₩,스테이지 팩,30000,30000
1070503,스테이지 팩-20-10,37000,₩,스테이지 팩,45000,45000
1070601,스테이지 팩-25-10,12000,₩,스테이지 팩,15000,15000
1070602,스테이지 팩-25-10,25000,₩,스테이지 팩,30000,30000
1070603,스테이지 팩-25-10,65000,₩,스테이지 팩,79000,79000
1070701,스테이지 팩-28-10,12000,₩,스테이지 팩,15000,15000
1070702,스테이지 팩-28-10,25000,₩,스테이지 팩,30000,30000
1070703,스테이지 팩-28-10,37000,₩,스테이지 팩,45000,45000
1070801,스테이지 팩-30-10,12000,₩,스테이지 팩,15000,15000
1070802,스테이지 팩-30-10,25000,₩,스테이지 팩,30000,30000
1070803,스테이지 팩-30-10,37000,₩,스테이지 팩,45000,45000
1080101,옥상 정복 부스터 팩-15,12000,₩,옥상 정복 혜택 팩,15000,15000
1080102,옥상 정복 부스터 팩-15,25000,₩,옥상 정복 혜택 팩,30000,30000
1080103,옥상 정복 부스터 팩-15,37000,₩,옥상 정복 혜택 팩,45000,45000
1080201,옥상 정복 부스터 팩-30,12000,₩,옥상 정복 혜택 팩,15000,15000
1080202,옥상 정복 부스터 팩-30,25000,₩,옥상 정복 혜택 팩,30000,30000
1080203,옥상 정복 부스터 팩-30,37000,₩,옥상 정복 혜택 팩,45000,45000
1080301,옥상 정복 부스터 팩-100,12000,₩,옥상 정복 혜택 팩,15000,15000
1080302,옥상 정복 부스터 팩-100,25000,₩,옥상 정복 혜택 팩,30000,30000
1080303,옥상 정복 부스터 팩-100,65000,₩,옥상 정복 혜택 팩,79000,79000
1080401,옥상 정복 부스터 팩-150,12000,₩,옥상 정복 혜택 팩,15000,15000
1080402,옥상 정복 부스터 팩-150,25000,₩,옥상 정복 혜택 팩,30000,30000
1080403,옥상 정복 부스터 팩-150,37000,₩,옥상 정복 혜택 팩,45000,45000
1080501,옥상 정복 부스터 팩-200,12000,₩,옥상 정복 혜택 팩,15000,15000
1080502,옥상 정복 부스터 팩-200,25000,₩,옥상 정복 혜택 팩,30000,30000
1080503,옥상 정복 부스터 팩-200,65000,₩,옥상 정복 혜택 팩,79000,79000
1080601,옥상 정복 부스터 팩-250,12000,₩,옥상 정복 혜택 팩,15000,15000
1080602,옥상 정복 부스터 팩-250,25000,₩,옥상 정복 혜택 팩,30000,30000
1080603,옥상 정복 부스터 팩-250,65000,₩,옥상 정복 혜택 팩,79000,79000
1080701,옥상 정복 부스터 팩-300,12000,₩,옥상 정복 혜택 팩,15000,15000
1080702,옥상 정복 부스터 팩-300,25000,₩,테스트 특별 팩,30000,30000
1080703,테스트 부스터 팩-300,37000,₩,옥상 정복 혜택 팩,45000,45000
1080801,옥상 정복 부스터 팩-350,12000,₩,옥상 정복 혜택 팩,15000,15000
1080802,옥상 정복 부스터 팩-350,25000,₩,옥상 정복 혜택 팩,30000,30000
1080803,옥상 정복 부스터 팩-350,65000,₩,옥상 정복 혜택 팩,79000,79000
1080901,옥상 정복 부스터 팩-400,12000,₩,옥상 정복 혜택 팩,15000,15000
1080902,옥상 정복 부스터 팩-400,25000,₩,옥상 정복 혜택 팩,30000,30000
1080903,옥상 정복 부스터 팩-400,65000,₩,옥상 정복 혜택 팩,79000,79000
77,크리스마스 한정 팩,119000,₩,크리스마스 한정 팩,149000,149000
1010701,레벨 125 팩,12000,₩,레벨 125 팩,15000,15000
1010702,레벨 125 팩,37000,₩,레벨 125 팩,45000,45000
1010703,레벨 125 팩,65000,₩,레벨 125 팩,79000,79000
1010704,레벨 125 팩,89000,₩,레벨 125 팩,109000,109000
1010801,레벨 150 팩,12000,₩,레벨 150 팩,15000,15000
1010802,레벨 150 팩,37000,₩,레벨 150 팩,45000,45000
1010803,레벨 150 팩,65000,₩,레벨 150 팩,79000,79000
1010804,레벨 150 팩,89000,₩,레벨 150 팩,109000,109000
1010901,레벨 175 팩,12000,₩,레벨 175 팩,15000,15000
1010902,레벨 175 팩,37000,₩,레벨 175 팩,45000,45000
1010903,레벨 175 팩,65000,₩,레벨 175 팩,79000,79000
1010904,레벨 175 팩,89000,₩,레벨 175 팩,109000,109000
1011001,레벨 200 팩,12000,₩,레벨 200 팩,15000,15000
1011002,레벨 200 팩,37000,₩,레벨 200 팩,45000,45000
1011003,레벨 200 팩,65000,₩,레벨 200 팩,79000,79000
1011004,레벨 200 팩,89000,₩,레벨 200 팩,109000,109000
1050104,경험치 드링크 팩,37000,₩,경험치 드링크 팩,45000,45000
1050105,경험치 드링크 팩,65000,₩,경험치 드링크 팩,79000,79000
1060104,골드 구급 팩,37000,₩,골드 구급 팩,45000,45000
1060105,골드 구급 팩,65000,₩,골드 구급 팩,79000,79000
1081001,옥상 정복 부스터 팩-450,12000,₩,옥상 정복 혜택 팩,15000,15000
1081002,옥상 정복 부스터 팩-450,25000,₩,옥상 정복 혜택 팩,30000,30000
1081003,옥상 정복 부스터 팩-450,65000,₩,옥상 정복 혜택 팩,79000,79000
1081101,옥상 정복 부스터 팩-500,12000,₩,옥상 정복 혜택 팩,15000,15000
1081102,옥상 정복 부스터 팩-500,25000,₩,옥상 정복 혜택 팩,30000,30000
1081103,옥상 정복 부스터 팩-500,65000,₩,옥상 정복 혜택 팩,79000,79000
1081201,옥상 정복 부스터 팩-550,12000,₩,옥상 정복 혜택 팩,15000,15000
1081202,옥상 정복 부스터 팩-550,25000,₩,옥상 정복 혜택 팩,30000,30000
1081203,옥상 정복 부스터 팩-550,65000,₩,옥상 정복 혜택 팩,79000,79000
1081301,옥상 정복 부스터 팩-600,12000,₩,옥상 정복 혜택 팩,15000,15000
1081302,옥상 정복 부스터 팩-600,25000,₩,옥상 정복 혜택 팩,30000,30000
1081303,옥상 정복 부스터 팩-600,65000,₩,옥상 정복 혜택 팩,79000,79000
78,슈퍼 팩 1,119000,₩,슈퍼 팩,149000,149000
79,슈퍼 팩 2,89000,₩,슈퍼 팩,109000,109000
80,슈퍼 팩 3,37000,₩,슈퍼 팩,45000,45000
81,슈퍼 팩 4,12000,₩,슈퍼 팩,15000,15000
82,슈퍼 팩 5,5900,₩,슈퍼 팩,7500,7500
83,슈퍼 팩 6,5900,₩,슈퍼 팩,7500,7500
84,스페셜 팩 1,5900,₩,스페셜 팩,7500,7500
85,스페셜 팩 2,89000,₩,스페셜 팩,109000,109000
86,무료 구입 커스텀 팩,2500,₩,무료 구입 커스텀 팩,3000,3000
1090101,캡슐 코인 보너스 팩1,37000,₩,캡슐 뽑기 보너스 팩,45000,45000
1090102,캡슐 코인 보너스 팩1,65000,₩,캡슐 뽑기 보너스 팩,79000,79000
1090103,캡슐 코인 보너스 팩1,119000,₩,캡슐 뽑기 보너스 팩,149000,149000
1090201,캡슐 코인 보너스 팩2,37000,₩,캡슐 뽑기 보너스 팩,45000,45000
1090202,캡슐 코인 보너스 팩2,65000,₩,캡슐 뽑기 보너스 팩,79000,79000
1090203,캡슐 코인 보너스 팩2,119000,₩,캡슐 뽑기 보너스 팩,149000,149000
1090301,캡슐 코인 보너스 팩3,37000,₩,캡슐 뽑기 보너스 팩,45000,45000
1090302,캡슐 코인 보너스 팩3,65000,₩,캡슐 뽑기 보너스 팩,79000,79000
1090303,캡슐 코인 보너스 팩3,119000,₩,캡슐 뽑기 보너스 팩,149000,149000
90,주간 팩6,119000,₩,주간 팩,149000,149000
88,4000 다이아,99000,₩,다이아 팩,119000,119000
21,월간 팩 6,99000,₩,월간 팩,119000,119000
87,주간 팩5,99000,₩,주간 팩,119000,119000
105,입학 세트,25000,₩,입학 세트,30000,30000
92,데일리 특가 팩1,1200,₩,데일리 특가 팩,1500,1500
93,데일리 특가 팩2,2500,₩,데일리 특가 팩,3000,3000
94,데일리 특가 팩3,5900,₩,데일리 특가 팩,7500,7500
95,데일리 특가 팩4,5900,₩,데일리 특가 팩,7500,7500
96,데일리 특가 팩5,5900,₩,데일리 특가 팩,7500,7500
97,데일리 특가 팩6,5900,₩,데일리 특가 팩,7500,7500
99,데일리 특가 팩1,1200,₩,데일리 특가 팩,1500,1500
100,데일리 특가 팩2,2500,₩,데일리 특가 팩,3000,3000
101,데일리 특가 팩3,5900,₩,데일리 특가 팩,7500,7500
102,데일리 특가 팩4,5900,₩,데일리 특가 팩,7500,7500
103,데일리 특가 팩5,5900,₩,데일리 특가 팩,7500,7500
104,데일리 특가 팩6,5900,₩,데일리 특가 팩,7500,7500
1100101,7성 소녀 육성 팩,65000,₩,소녀 육성 팩,79000,79000
1100102,7성 소녀 육성 팩,65000,₩,소녀 육성 팩,79000,79000
1100103,7성 소녀 육성 팩,65000,₩,소녀 육성 팩,79000,79000
1100104,7성 소녀 육성 팩,65000,₩,소녀 육성 팩,79000,79000
1100201,7성 소녀 육성 팩,89000,₩,소녀 육성 팩,109000,109000
1100202,7성 소녀 육성 팩,89000,₩,소녀 육성 팩,109000,109000
1100203,7성 소녀 육성 팩,89000,₩,소녀 육성 팩,109000,109000
1100204,7성 소녀 육성 팩,89000,₩,소녀 육성 팩,109000,109000
106,엘리트 수첩,19000,₩,엘리트 수첩,23000,23000
107,소장 수첩2,25000,₩,소장 수첩2,30000,30000
108,소장 수첩1,37000,₩,소장 수첩1,45000,45000
1100301,9성 소녀 육성 팩2,89000,₩,9성 소녀 육성 팩,109000,109000
1100302,9성 소녀 육성 팩2,89000,₩,9성 소녀 육성 팩,109000,109000
1100303,9성 소녀 육성 팩2,89000,₩,9성 소녀 육성 팩,109000,109000
1100304,9성 소녀 육성 팩2,89000,₩,9성 소녀 육성 팩,109000,109000
1100305,9성 소녀 육성 팩2,89000,₩,9성 소녀 육성 팩,109000,109000
1100306,9성 소녀 육성 팩2,89000,₩,9성 소녀 육성 팩,109000,109000
1100401,9성 소녀 육성 팩1,119000,₩,9성 소녀 육성 팩,149000,149000
1100402,9성 소녀 육성 팩1,119000,₩,9성 소녀 육성 팩,149000,149000
1100403,9성 소녀 육성 팩1,119000,₩,9성 소녀 육성 팩,149000,149000
1100404,9성 소녀 육성 팩1,119000,₩,9성 소녀 육성 팩,149000,149000
1100405,9성 소녀 육성 팩1,119000,₩,9성 소녀 육성 팩,149000,149000
1100406,9성 소녀 육성 팩1,119000,₩,9성 소녀 육성 팩,149000,149000
109,1250 다이아 팩,31000,₩,다이아 팩,39000,39000
110,두근두근 크리스탈 팩,25000,₩,두근두근 크리스탈 팩,30000,30000
10116,백작의 비밀 선물1,12000,₩,백작의 비밀 선물1,15000,15000
10117,백작의 비밀 선물2,37000,₩,백작의 비밀 선물2,45000,45000
10118,백작의 비밀 선물3,65000,₩,백작의 비밀 선물3,79000,79000
10119,백작의 비밀 선물4,89000,₩,백작의 비밀 선물4,109000,109000
120,캡슐 뽑기 에너지 카드,19000,₩,캡슐 뽑기 에너지 카드,23000,23000
121,엘리트 수첩,19000,₩,엘리트 수첩,23000,23000
122,소장 수첩2,25000,₩,소장 수첩2,30000,30000
123,소장 수첩1,37000,₩,소장 수첩1,45000,45000
125,스페셜 팩 1,5900,₩,스페셜 팩,7500,7500
126,스페셜 팩 2,89000,₩,스페셜 팩,109000,109000
127,특권 패스-책의 정령 성역,5900,₩,특권 패스-책의 정령 성역,7500,7500
128,특권 패스-학원 순찰,5900,₩,특권 패스-학원 순찰,7500,7500
129,사이다 팩,12000,₩,사이다 팩,15000,15000
130,매직 팩1,119000,₩,매직 팩1,149000,149000
131,매직 팩2,65000,₩,매직 팩2,79000,79000
132,매직 팩3,25000,₩,매직 팩3,30000,30000
133,매직 팩4,5900,₩,매직 팩4,7500,7500
134,매직 팩5,1200,₩,매직 팩5,1500,1500
135,핫이슈 소녀 팩1,65000,₩,핫이슈 소녀 팩1,79000,79000
136,핫이슈 소녀 팩2,89000,₩,핫이슈 소녀 팩2,109000,109000
137,월간 패스 할인,5900,₩,월간 패스 할인,7500,7500
138,빨간 모자의 선물,25000,₩,빨간 모자의 선물,30000,30000
139,밸런타인데이 한정 팩1,12000,₩,밸런타인데이 한정 팩1,15000,15000
140,크리스의 마음1,12000,₩,크리스의 마음1,15000,15000
141,옥상 정복 펀드,12000,₩,옥상 정복 펀드,15000,15000
142,옥상 정복 펀드2,25000,₩,옥상 정복 펀드2,30000,30000
143,옥상 정복 펀드3,37000,₩,옥상 정복 펀드3,45000,45000
144,스페셜 스킨 팩1,5900,₩,스페셜 스킨 팩,7500,7500
145,스페셜 스킨 팩2,65000,₩,스페셜 스킨 팩,79000,79000
146,스페셜 팩 1,5900,₩,스페셜 팩,7500,7500
147,스페셜 팩 2,89000,₩,스페셜 팩,109000,109000
10148,백작의 비밀 선물5,119000,₩,백작의 비밀 선물5,149000,149000
1200101,크리스탈 검 보급 팩,5900,₩,크리스탈 검 보급 팩,7500,7500
1200102,크리스탈 검 보급 팩,12000,₩,크리스탈 검 보급 팩,15000,15000
1200103,크리스탈 검 보급 팩,25000,₩,크리스탈 검 보급 팩,30000,30000
1200104,크리스탈 검 보급 팩,37000,₩,크리스탈 검 보급 팩,45000,45000
1200105,크리스탈 검 보급 팩,65000,₩,크리스탈 검 보급 팩,79000,79000
1300101,도시락 보급 팩,5900,₩,도시락 보급 팩,7500,7500
1300102,도시락 보급 팩,12000,₩,도시락 보급 팩,15000,15000
1300103,도시락 보급 팩,25000,₩,도시락 보급 팩,30000,30000
1300104,도시락 보급 팩,37000,₩,도시락 보급 팩,45000,45000
1300105,도시락 보급 팩,65000,₩,도시락 보급 팩,79000,79000
1400101,비스킷 보급,5900,₩,비스킷 보급,7500,7500
1400102,비스킷 보급,12000,₩,비스킷 보급,15000,15000
1400103,비스킷 보급,37000,₩,비스킷 보급,45000,45000
1400104,비스킷 보급,65000,₩,비스킷 보급,79000,79000
1400201,비스킷 보급,5900,₩,비스킷 보급,7500,7500
1400202,비스킷 보급,12000,₩,비스킷 보급,15000,15000
1400203,비스킷 보급,37000,₩,비스킷 보급,45000,45000
1400204,비스킷 보급,65000,₩,비스킷 보급,79000,79000
1400301,비스킷 보급,5900,₩,비스킷 보급,7500,7500
1400302,비스킷 보급,12000,₩,비스킷 보급,15000,15000
1400303,비스킷 보급,37000,₩,비스킷 보급,45000,45000
1400304,비스킷 보급,65000,₩,비스킷 보급,79000,79000
1500101,은신 학부 보급,25000,₩,은신 학부 보급,30000,30000
1500102,은신 학부 보급,37000,₩,은신 학부 보급,45000,45000
1500103,은신 학부 보급,65000,₩,은신 학부 보급,79000,79000
1500104,은신 학부 보급,89000,₩,은신 학부 보급,109000,109000
1500201,신위 학부 보급,25000,₩,신위 학부 보급,30000,30000
1500202,신위 학부 보급,37000,₩,신위 학부 보급,45000,45000
1500203,신위 학부 보급,65000,₩,신위 학부 보급,79000,79000
1500204,신위 학부 보급,89000,₩,신위 학부 보급,109000,109000
1500301,풍견 학부 보급,25000,₩,풍견 학부 보급,30000,30000
1500302,풍견 학부 보급,37000,₩,풍견 학부 보급,45000,45000
1500303,풍견 학부 보급,65000,₩,풍견 학부 보급,79000,79000
1500304,풍견 학부 보급,89000,₩,풍견 학부 보급,109000,109000
1500401,담화 학부 보급,25000,₩,담화 학부 보급,30000,30000
1500402,담화 학부 보급,37000,₩,담화 학부 보급,45000,45000
1500403,담화 학부 보급,65000,₩,담화 학부 보급,79000,79000
1500404,담화 학부 보급,89000,₩,담화 학부 보급,109000,109000
1500501,수라 학부 보급,25000,₩,수라 학부 보급,30000,30000
1500502,수라 학부 보급,37000,₩,수라 학부 보급,45000,45000
1500503,수라 학부 보급,65000,₩,수라 학부 보급,79000,79000
1500504,수라 학부 보급,89000,₩,수라 학부 보급,109000,109000
1500601,진성 학부 보급,25000,₩,진성 학부 보급,30000,30000
1500602,진성 학부 보급,37000,₩,진성 학부 보급,45000,45000
1500603,진성 학부 보급,65000,₩,진성 학부 보급,79000,79000
1500604,진성 학부 보급,89000,₩,진성 학부 보급,109000,109000
1050106,경험치 드링크 팩,89000,₩,경험치 드링크 팩,109000,109000
1050107,경험치 드링크 팩,119000,₩,경험치 드링크 팩,149000,149000
1060106,골드 구급 팩,89000,₩,골드 구급 팩,109000,109000
1060107,골드 구급 팩,119000,₩,골드 구급 팩,149000,149000
148,초보자 특가 팩1,1200,₩,초보자 특가 팩1,1500,1500
149,초보자 특가 팩2,2500,₩,초보자 특가 팩2,3000,3000
150,초보자 특가 팩3,12000,₩,초보자 특가 팩3,15000,15000
151,초보자 특가 팩1,1200,₩,초보자 특가 팩1,1500,1500
152,초보자 특가 팩2,5900,₩,초보자 특가 팩2,7500,7500
153,초보자 특가 팩3,12000,₩,초보자 특가 팩3,15000,15000
154,초보자 특가 팩1,1200,₩,초보자 특가 팩1,1500,1500
155,초보자 특가 팩2,5900,₩,초보자 특가 팩2,7500,7500
156,초보자 특가 팩3,25000,₩,초보자 특가 팩3,30000,30000
157,초보자 특가 팩1,1200,₩,초보자 특가 팩1,1500,1500
158,초보자 특가 팩2,5900,₩,초보자 특가 팩2,7500,7500
159,초보자 특가 팩3,25000,₩,초보자 특가 팩3,30000,30000
160,초보자 특가 팩1,1200,₩,초보자 특가 팩1,1500,1500
161,초보자 특가 팩2,5900,₩,초보자 특가 팩2,7500,7500
162,초보자 특가 팩3,25000,₩,초보자 특가 팩3,30000,30000
163,초보자 특가 팩1,1200,₩,초보자 특가 팩1,1500,1500
164,초보자 특가 팩2,12000,₩,초보자 특가 팩2,15000,15000
165,초보자 특가 팩3,37000,₩,초보자 특가 팩3,45000,45000
166,초보자 특가 팩1,1200,₩,초보자 특가 팩1,1500,1500
167,초보자 특가 팩2,25000,₩,초보자 특가 팩2,30000,30000
168,초보자 특가 팩3,37000,₩,초보자 특가 팩3,45000,45000
177,블랙 프라이데이 파격 세일1,65000,₩,블랙 프라이데이 파격 세일1,79000,79000
178,블랙 프라이데이 파격 세일2,119000,₩,블랙 프라이데이 파격 세일2,149000,149000
180,월초 선물2,37000,₩,월초 선물2,45000,45000
181,월초 선물3,65000,₩,월초 선물3,79000,79000
182,월초 선물4,89000,₩,월초 선물4,109000,109000
183,월초 선물5,119000,₩,월초 선물5,149000,149000
1071001,스테이지 팩-1-12,1200,₩,스테이지 팩,1500,1500
1071002,스테이지 팩-1-12,5900,₩,스테이지 팩,7500,7500
1071101,스테이지 팩-2-10,2500,₩,스테이지 팩,3000,3000
1071102,스테이지 팩-2-10,5900,₩,스테이지 팩,7500,7500
184,초보자 슈퍼 팩,1200,₩,초보자 슈퍼 팩,1500,1500
185,표류기 보급,65000,₩,표류기 보급,79000,79000
186,새해 보너스,25000,₩,새해 보너스,30000,30000
187,튜린 스킨&육성,5900,₩,튜린 스킨&육성,7500,7500
188,튜린 스킨&육성,12000,₩,튜린 스킨&육성,15000,15000
189,혼기 축제,37000,₩,혼기 축제,45000,45000
190,초보자 펀드,25000,₩,초보자 펀드,30000,30000
191,초보자 캡슐 뽑기,5900,₩,초보자 캡슐 뽑기,7500,7500
192,초보자 캡슐 뽑기,12000,₩,초보자 캡슐 뽑기,15000,15000
193,초보자 캡슐 뽑기,19000,₩,초보자 캡슐 뽑기,23000,23000
194,럭키 보너스,37000,₩,럭키 보너스,45000,45000
179,월초 선물1,12000,₩,월초 선물1,15000,15000
195,초보자 한정 캡슐 뽑기 팩,12000,₩,초보자 한정 캡슐 뽑기 팩,15000,15000
196,초보자 한정 캡슐 뽑기 팩,37000,₩,초보자 한정 캡슐 뽑기 팩,45000,45000
197,초보자 한정 캡슐 뽑기 팩,65000,₩,초보자 한정 캡슐 뽑기 팩,79000,79000
198,데일리 특가 팩7,5900,₩,데일리 특가 팩,7500,7500
199,월간 팩 9,119000,₩,월간 팩,149000,149000
200,주간 팩5,99000,₩,주간 팩,119000,119000
201,주간 팩6,119000,₩,주간 팩,149000,149000
202,크리스의 마음2,37000,₩,크리스의 마음2,45000,45000
203,크리스의 마음3,119000,₩,크리스의 마음3,149000,149000
204,사역마 육성 팩1,5900,₩,사역마 육성 팩1,7500,7500
205,사역마 육성 팩2,12000,₩,사역마 육성 팩2,15000,15000
206,사역마 육성 팩3,37000,₩,사역마 육성 팩3,45000,45000
207,사역마 육성 팩4,65000,₩,사역마 육성 팩4,79000,79000
208,사역마 육성 팩5,119000,₩,사역마 육성 팩5,149000,149000
209,부활절 팩 1,37000,₩,부활절 팩 1,45000,45000
210,부활절 팩 2,119000,₩,부활절 팩 2,149000,149000
