id,text,option1,option2,option3
10010025,"데이트를 하던 중 선배에게 선물 상자가 배달됐다. 선배님, 선물 상자의 사용 방법을 알고 계신가요?",랜덤으로 한 개의 장비를 획득할 수 있다.,선물 상자를 판매하여 골드로 교환할 수 있다.,랜덤으로 1개의 선물과 선물 조각을 획득할 수 있고 데이트할 때 소녀에게 선물할 수 있다.
10010026,캡슐 뽑기에서 소녀를 뽑으려다 갑자기 한도가 모자란 것을 발견하였다. 다음 중 문제의 해결 방법에 속하지 않는 것은?,학원-전학에서 불필요한 소녀를 전학시킨다.,다이아를 사용하거나 VIP 레벨을 올려 소녀 한도를 늘릴 수 있다.,"방법이 없으니, 운명을 하늘에 맡길 수밖에 없다."
10010027,학원에서 다이아를 획득할 수 있는 방법이 많은데요. 다음 중 다이아를 획득할 수 없는 것은?,월간 패스를 구매한 후 한 달 동안 매일 다이아를 수령한다.,상점가-매점에서 다이아를 구매한다.,"일일 미션, 이벤트 등을 참가하여 다이아를 획득한다."
10010028,위연 학생은 학원에서 많은 이벤트가 정기적으로 오픈되고 보상을 받을 수 있다는 말을 들었다고 한다. 선배는 이벤트를 찾을 수 있는 곳을 알고 계신가요?,메인 화면-'한정 이벤트'를 클릭하여 이벤트 내용을 확인한다.,메인 스토리에서 이벤트를 확인한다.,채팅 채널에서 이벤트를 참여한다.
10010029,기숙사의 쾌적도가 높을 수록 기숙사의 수익도 높아집니다. 쾌적도를 높일 수 있는 방법을 알고 계신가요?,가구 상점에서 가구를 구입한다.,기숙사에서 소녀와 교감하여 쾌적도를 높일 수 있다.,자동 모드로 획득한다.
10010030,전투에서 소녀의 위치를 합리적으로 배치하는 것은 소녀의 능력을 더 잘 발휘할 수 있게 해준다. 선배는 다음 중 어떤 방법이 더 합리적이라고 생각합니까?,소녀의 스킬이 무엇이든지 상관하지 않고 레벨이 높은 소녀를 앞줄에 배치한다.,일부 소녀들은 자발적으로 적에게 대미지를 입힐 수 있는 동시에 대미지를 잘 감당하지 못한다. 이 소녀들을 적의 공격을 받기 쉬운 위치에 배치할 수 있다.,일부 소녀들은 대미지를 입었을 때 적에게 반격할 수 있다. 이 소녀들을 적의 공격을 받기 쉬운 위치에 배치할 수 있다.
10010031,VIP 레벨은 선배들에게 여러 방면의 편의를 제공한다. 하지만 다음 중 VIP의 특권이 아닌 것은?,자동 모드의 수익을 증가한다.,직접 소녀 레벨을 제고할 수 있다.,선배님의 소녀 소유 한도를 증가할 수 있다.
10010032,VIP 레벨은 선배들에게 여러 방면의 편의를 제공한다. 하지만 다음 중 VIP 레벨을 제고할 수 없는 것은?,마이다스의 손으로 골드를 획득한다.,한정 스킨이 있는 팩을 구입한다.,월간 패스를 구매한다.
10020001,학원 리그 랭킹 중 전투력은 무엇을 뜻하는 건가요?,플레이어가 소지하고 있는 전투력이 강한 5명 소녀의 최고 전투력을 뜻한다.,플레이어 공격 진영의 총 전투력을 뜻한다.,플레이어 수비 진영의 총 전투력을 뜻한다.
10020002,톱 리그 전투 중 매회 입장권이 몇장씩 소모됩니까?,1장,3장,5장
10020003,조조는 팀 리그에서 자신의 팀을 만들었다. 자신의 친구를 팀에 초대 할 수 있는 방법이 무엇인가요?,"만약 이 친구가 이미 팀 리그에 들어갔지만 아직 팀이 없다면, 팀 집결에서 친구를 초대할 수 있다.",친구 화면에서 직접 친구를 초대 할 수 있다.,채팅 채널에서 직접 친구를 팀에 초대할 수 있다.
10020004,팀 리그에서 다른 팀에 가입하려면 어디에서 신청해야 합니까?,채팅 채널에서 직접 신청할 수 있다.,수비 진영을 설정하고 전투력 요구 사항에 도달하면 팀에 가입 신청할 수 있다.,수비 진영을 설정한 후 자동으로 팀에 합류할 때까지 기다려야 한다.
10020005,인피니트 리그는 전 서버의 플레이어가 참가하는 가장 높은 리그입니다. 인피니트 리그의 참가 조건은 무엇입니까?,학원 리그에서 톱10 안에 들면 다음 시즌 인피니트 리그에 참가할 수 있다.,메인 스토리 14-10스테이지 클리어,팀 리그에서 톱10 안에 들면 다음 시즌 인피니트 리그에 참가할 수 있다.
10020006,"용마는 종종 인피니트에서 코인을 얻기 위해 배팅을 합니다. 선배님, 배팅 방법을 알고 있나요?",불가능해! 인피니트 리그에는 그런 방법이 없어.,인피니트 리그 중 플레이어의 섬네일을 클릭하여 배팅할 수 있다.(예측 성공 시 골드의 2배에 해당하는 골드 획득),인피니트 리그의 토너먼트 및 결승전에서 배팅 아이콘을 찾아 자신이 응원하고 싶은 선수에게 배팅을 한다.(예측 성공 시 골드의 2배에 해당하는 골드 획득)
10020007,"조조는 채팅할 때 자신의 태도를 이모티콘으로 보여주는 것을 좋아하는데, 다음 중 어떤 방법으로 한정 이모티콘을 획득할 수 있을까요?",동아리 체육관에서 보스를 처치하여 패배 한 보스 이모티콘을 획득할 수 있다.,일부 캐릭터 챌린지에서 마지막 스테이지를 클리어하면 해당 캐릭터의 한정 이모티콘을 획득할 수 있다.,채팅을 많이 할수록 더 많은 한정 이모티콘을 획득할 수 있다.
10020008,사역마 레벨업에는 사역마 비스킷이 소모됩니다. 사역마 비스킷을 어디서 많이 구할 수 있을까요?,월간 과제의 교외 실습에서 사역마 비스킷을 획득할 수 있다.,상점가-매점에서 구매할 수 있다.,일반 캡슐 뽑기에서 뽑을 수 있다.
10020009,좋아하는 소녀를 위해 새로운 스킨을 구매하는 방법은 여러 가지가 있지만 다음 중 새로운 스킨을 획득하는데 사용할 수 없는 방법은?,스킨 교환권을 모아 스킨 가게에서 스킨을 교환할 수 있다.,한정 팩에서 희귀 스킨이 출시된다.,자동 모드에서 가끔 새로운 스킨이 드롭된다.
12020008,용마가 치명타 공격 시 적에게 큰 대미지를 입힙니다. 다음 중 용마에게 가장 적합한 혼기는 무엇입니까?,"이매진 블레이드(공격력, 속도, 구속 강화율 증가)","가시 돋친 마음(공격력, 치명타, 치명타 대미지 증가)","탐지 회중시계(HP, 가드 증가)"
12020009,용의 후손·조조는 적을 불태워 엄청난 대미지를 입힐 수 있습니다. 다음 중 어느 소녀의 스킬이 용의 후손·조조와 어울리나요?,은월,제갈량,적련
12020010,가드 발동 후 은월은 액티브 스킬을 발동하여 적을 추격할 수 있습니다. 다음 중 은월에게 가장 적합한 혼기는 무엇입니까?,"스위스 군용 나이프(공격, 치명타 증가)","운명의 가이드(HP, 스킬 대미지 증가)","달빛의 은장도(공격, 돌파력, 가드 증가)"
12020011,HP가 절반으로 줄어들면 일부 소녀는 팀의 전투 능력을 높일 수 있습니다. 다음 중 이 능력을 가지고 있는 소녀는 누구입니까?,조조,초선,은월
12020012,앞줄 소녀는 적의 공격을 더 많이 받습니다. 다음 중 앞줄 배치에 가장 적합한 소녀는?,"용의 후손·조조(공격, 지원)","조식(보조, 공격)","장비(방어, 반격)"
10020015,유몽학원에는 특별한 풍경이 많이 있습니다. 이 풍경을 배경 화면으로 설정하는 방법을 알고 계신가요?,메뉴-배경에서 학원 풍경을 찾을 수 있다.,상점가-매점에서 찾을 수 있다.,방법이 없다.
10020016,"많은 소녀들은 자신 만의 비밀을 가지고 있으며, 가까운 사람들에게만 알려줍니다. 그녀들의 비밀을 어디서 알 수 있을까요?",데이트에서 일정한 호감도를 달성하면 소녀의 비밀 자료를 해제할 수 있다.,아르바이트 일정 횟수에 도달하면 비밀 자료를 해제할 수 있다.,자동 모드로 기다리면 자동으로 비밀 자료가 해제된다.
11020001,학원 입학식에서 신위 학부의 시험관은 누구인가요?,장비,제갈량,조조
11020002,다음 중 선도위원회 위원은 누구입니까?,위연,조조,루시퍼
11020003,조조가 비밀리에 가입했던 조직은?,은월 후원회,DEF,문예부
11020004,학생 중 한 명의 취미는 요리를 만드는 것이기 때문에 학교 주방을 자주 사용합니다. 그녀는 누구인가요?,조조,은월,장비
11020005,신위 학부 중 졸업 후 선생님이 된 소녀는 누구인가요?,용마,초선,육손
11020006,"신위 학부의 초대 부장으로, 전투에서 부대를 이끈 소녀는 누구인가요?",은월,조조,장비
11020007,"신위 학부 소속으로 도박을 아주 좋아하고, 항상 사기 치는 소녀는 누구인가요?",관우,용마,은월
11020008,신위 학부 소속으로 항상 집에 틀어박혀 게임을 하고 있는 소녀는 누구인가요?,관우,조조,하후연
11020009,신위 학부 소속으로 책을 진심으로 좋아하는 소녀는 누구인가요?,조식,용마,장비
11020010,"길에서 카오스 생물에게 공격당한 약한 소녀를 만났어요. 만약 메인 스토리에서의 조조였다면, 그녀는......",말로는 약한 소녀라고 비웃겠지만 그래도 소녀를 도와 카오스 생물을 물리칠 것이다.,자기 일이 아니니 그냥 간다.,즉시 돌진하여 카오스 생물을 처치 한 다음 뒤돌아 보지 않고 떠나간다.
11020011,"길에서 카오스 생물에게 공격당한 약한 소녀를 만났어요. 만약 은월이 있었다면, 그녀는......",못 본 척하고 떠나간다.,망설임 없이 카오스 생물을 물리치고 멋있게 떠나간다.,먼저 약한 소녀를 비웃은 다음 카오스 생물을 물리친다.
11020012,"길에서 카오스 생물에게 공격당한 약한 소녀를 만났어요. 만약 용마가 있었다면, 그녀는......",멀리서 공격하고 카오스 생물을 물리 치고 조용히 떠나간다.,자기가 이기지 못할까 봐 슬그머니 도망친다.,"한방에 카오스 생물을 물리치고, 뻔뻔스럽게도 소녀에게 포상을 요구한다."
11020013,육손 애완동물의 이름은?,야생 고양이,러블리,브루노
10010009,게임 내 이상한 오류 발생 시 게임에 대해 건의할 수 있습니다. 다음 중 어떤 방법이 가장 빨리 GM 손인짱에게 반영할 수 있을까요?,통합 서버 채팅에서 손인짱을 찾는다.,메뉴-GM기능에서 손인짱과 연락한다.,개인정보에서 댓글을 남긴다.
10020017,"전투 중, 출혈, 연소, 독 상태는 소녀에게 어떤 작용이 있을까요?","해당 상태를 가할 때 소녀는 한 번의 대미지를 받는다. 이후 효과가 발생하는 동안, 매 라운드 시작 시 소녀는 한 번의 대미지를 받는다.","해당 상태를 가할 때, 소녀의 특성 수치는 감소된다.",해당 상태에 처한 소녀는 높은 대미지를 받은 후 상태가 사라진다.
10020018,"전투 중, 침묵 상태는 소녀에게 어떤 작용이 있을까요?",해당 상태에 처한 소녀는 잠시 모든 패시브 스킬 무효.,해당 상태에 처한 소녀는 에너지 획득 불가.,해당 상태에 처한 소녀는 액티브 스킬  공격 불가.
10020019,"전투 중 기절, 석화, 동결 상태의 영향을 받은 소녀는 어떻게 될까요?",해당 상태에 처한 소녀는 공격을 받을 수 없다.,"해당 상태를 가할 때, 액티브 스킬, 일반 공격, 재추격, 반격 불가.","해당 상태를 가할 때, 소녀의 특성 수치는 감소된다."
10020010,전투 중 에너지는 소녀에게 큰 도움을 준다. 아래 설명 중 명확하지 않은 문제는?,"에너지 100 달성 시, 소녀 액티브 스킬 발동된다.","에너지 100 달성 시, 1포인트 초과될 때마다 1%의 스킬대미지로 반영 후 해당 스킬 대미지 증가.","소녀 일반 공격 시, 에너지 획득 가능. 소녀 공격 당할 시 에너지 50 감소."
10020011,전투 중 속도는 소녀에게 큰 도움을 준다. 아래 설명 중 명확하지 않은 문제는?,속도는 매 라운드 소녀의 행동 순서를 결정한다. 속도가 빠를수록 행동이 빠르다.,"같은 팀 내, 두 소녀 속도가 동일할 때, 앞줄(진영 배치 순서에 따라)에 배치되어 있는 소녀가 먼저 움직인다.","만약 전투의 쌍방, 두 소녀 속도가 동일할 때, 방어 쪽의 소녀가 먼저 움직인다."
10020012,"기숙사 탐구 과정 중, 선배는 여러 가지 탐구 플랜을 선택할 수 있다. 아래 설명 중 명확하지 않은 문제는?",탐구 플랜은 탐색과정의 난이도를 높인다. 플랜 도전 성공 시 많은 포인트를 얻을 수 있다.,"일부 탐구 플랜은  비교적 특별하기 때문에, 일정한 포인트를 획득한 후에야 해제가 가능하다.",탐색 플랜을 선택 후 1단계 통과 시 재 도전할 수 없으며 다른 탐구 플랜을 선택할 수도 없다.
10020013,"소녀 10성 각성 후, 소녀 스킬 업그레이드 가능합니다. 엘리트 스킬 업그레이드 방법을 알고 계십니까?","소녀 10성 달성 시, 소녀 세부정보 보기에서 엘리트 스킬 업그레이드.","상점가 매점에서, 다이아를 소비해 엘리트 스킬 업그레이드.","소녀와 서약 진행 시, 해당 소녀 엘리트 스킬 업그레이드."
10020014,기숙사 탐구 이벤트 참여 시 희귀한 재료를 획득할 수 있습니다. 기숙사 탐구 방법을 알고 계십니까?,상점가에서 기숙사 탐구 입구를 찾을 수 있다.,옥상 정복 기능에서 기숙사 탐구 입구를 찾을수 있다.,캡슐 화면에서 기숙사 탐구 입구를 찾을수 있다.
11050001,학원 입학식에서 수라 학부의 시험관은 누구인가요?,여포,루시퍼,곽가
11050002,"수라 학부의 한 학생은 외모는 차갑고, 평소에는 미카엘이 이불을 들쳐야 일어날 정도로 집에 있는 것을 좋아한다. 그녀가 누구일까요?",이자나미,여포,루시퍼
11050003,"수라 학부 중, 수많은 전쟁과 배신을 겪었고 왈큐레로 존경을 받는 학생이 있어요. 그녀는 누구일까요?",이자나미,곽가,여포
11050004,"수라 학부 중, 한쌍의 빛과 어둠처럼 서로 의지하는 특별한 쌍둥이 자매가 있는데요. 누구일까요?",이사우&야곱,루시퍼&미카엘,여포&이자나미
11050005,"수라 학부 중, 최고의 아이돌이 되고 싶어 하는 악마가 있는데요. 그녀의 노랫소리는 신기한 마력이 있어 사람의 마음을 조종할 수 있습니다. 그녀는 누구일까요?",여포,아파테,곽가
11050006,"수라 학부 중, 죽음의 신으로 불리며 카오스의 침식으로 얼굴에 보라색의 결정체를 남긴 소녀가 있어요. 그녀는 누구일까요?",이자나미,아파테,여포
11050007,수많은 재난과 배신을 겪은 지금의 여포는 무척 외롭다. 하지만 여포가 어떻게 대하던 곁에 남아 여포를 주인으로 삼은 소녀가 있는데요. 그녀는 누구일까요?,제갈량,여령기,조조
11050008,여포 학생은 학원에서 이성을 잃은 펜리르를 만나게 된다면 어떤 행동을 취했을까요?,펜리르 마음을 가라앉을 수 있도록 설득해본다. 하지만 결국에 억지스러운 녀석 때문에 벌벌 떨며 도망간다.,강한 살의를 보여주면서 펜리르를 진정시킨다. 또는 한판 대결을 벌어 그녀의 모든 에너지를 소모한다.,잠시 망설이다가 펜리르를 도전해 냉정을 찾아주기로 한다.
11050009,이사우&야곱 학생은 메인 스토리에서 이성을 잃은 펜리르를 만나게 된다면 어떤 행동을 취했을까요?,언니 이사우는 동생 야곱을 앞으로 밀어붙여 펜리르의 관심을 끌고 도망간다.,언니 이사우는 동생 야곱의 눈을 가리고 무서운 놈을 못 본 체하며 길을 돌아서 간다.,"이사우&야곱은 길을 돌아가려고 했지만, 펜리르가 무고한 학생을 다치게 할 수도 있다는 생각에 펜리르 처치하기로 했다."
11050010,학원 내 수많은 동아리는 소녀들의 흥미를 끌고 있다. 루시퍼 학생은 어떤 동아리에 관심이 있을까요?,아침 독서 동아리. 시간을 소중히 여기면서 책을 읽자!,축구 동아리. 청춘을 위해 뜨거운 피를 뿌리자!,낮잠 동아리. 이불 속에서 인생을 즐기자!
11050011,학원 내 수많은 동아리는 소녀들의 흥미를 끌고 있다. 이자나미 학생은 어떤 동아리에 관심이 있을까요?,건강 회복 동아리. 카오스 사건에 피해자들을 위한 재활훈련. 잃었던 것을 되찾을 수 있을지도 모른다.,연예 동아리. 무대 위에서 매력을 발산한다!,녹생 생활 동아리. 금주 금연 육류금지.
11050012,학원 내 수많은 동아리는 소녀들의 흥미를 끌고 있다. 아파테 학생은 어떤 동아리에 관심이 있을까요?,야구 동아리. 친구들과 함께 죽도록 달려보자!,아이돌 동아리. 최고의 아이돌로 성공해서 세계를 구하자!,문학 동아리. 온화하고 사람을 진심으로 대하자.
11050013,소녀 비밀: 아파테에게 에페라는 신비로운 뱀 한 마리가 있다. 그녀가 에페랑 처음 만난 곳은?,사람 마음을 처음으로 흔들리는 무대.,아파테의 거짓말을 견디지 못한 사람들이 만든 지하실.,아파테 숙소 침대 밑.
11050014,소녀 비밀: 시크하고 도도한 그녀는 유일하게 여포를 만났을 때 부드러운 미소를 짓는다. 그녀가 누구인지 맞춰보세요!,"상처를 주고, 멀리하고, 경고해도 여전히 곁에서 여포를 따르는 사람--여령기","집념을 품고 곤경에 빠졌을 때, 여포는 그녀에게 도움의 손길을 내밀었다--이자나미","백년 전 카오스전쟁, 과거의 맹우를 떠나 눈앞의 전투를 포기하더라고 여포가 꼭 구해야 할 사람--튜린"
12050001,이자나미 학생의 액티브 스킬은 아군 전체에게 실드를 부착한다. 이자나미에게 가장 적합한 혼기는?,"운명의 크리스탈(초기 에너지, 공격, HP 증가)","가시 돋친 마음(공격력, 치명타, 치명타 대미지 증가)","이매진 블레이드(공격력, 속도, 구속 강화율 증가)"
12050002,아파테는 부활 능력이 있다. 소녀 쓰러진 후 아파테는 부활하는 시간을 앞당길 수 있다. 다음 중 어떤 소녀의 능력이 아파테와 가장 어울리며 가장 빨리 아파테를 부활시킬 수 있을까?,제갈량(HP회복 가능),미카엘(2개의 목숨을 가지고 있다),사마소(공격 대상 에너지 감소 효과)
12050003,전투 중 임의의 소녀가 사망할 때마다 이사우&야곱은 적군 전체에게 큰 대미지를 입힌다. 다음 중 어떤 소녀의 능력은 이사우&야곱랑 어울리며 도움을 주는 동시에 높은 대미지 효과를 가져올 수 있는가?,펜리르(가드를 통해서 높은 대미지 피해를 줄 수 있다),화타(쓰러진 후 아군 HP 회복 능력이 있다),아파테(부활 능력이 있다)
12050004,일부 소녀는 특별한 능력을 갖추고 있으며 적의 HP 비율에 따라 대미지를 입힌다. 다음 중 어떤 소녀가 이런 능력을 갖추고 있을까요?,이사우&야곱,루시퍼,곽가
12050005,전투 중 에너지 100 달성 시 소녀 액티브 스킬을 발동시킬 수 있다. 일부 소녀는 적군 에너지 떨어뜨리는 동시에 적군 액티비 스킬 발동 할 수 없게 만드는 특별한 능력을 갖추고 있다. 다음 중 어떤 소녀가 이런 능력을 갖추고 있을까요?,이자나미,아파테,여포
10010033,채팅에서 광고 혹은 거짓 정보 발견 시 다음 중 올바른 대처 방법은?,발신자에게 개인 메일을 보낸다. 한번 조롱해 보는 것도 나쁘지 않은 선택이다.,채팅 메시지를 클릭하여 '신고' 버튼을 선택하거나 GM에게 신고한다.,뭔가 좋은 일이 있을지도 모르기 때문에 시도해 본다.
10010034,메뉴의 '컬렉션'에서 허저 스킨 등 스페셜 아이템을 볼 수 있다. 다음 중 컬렉션에서 찾을 수 없는 것은?,소녀의 스킨,혼기,전투 기록
10020020,다음 중 디버프가 아닌 것은?,"대미지 감소 증가, 치명타 증가...","출혈, 연소, 독......","기절, 석화, 결정..."
10020021,전투 중 소녀의 '정밀' 속성은 어떤 역할을 합니까?,목표의 방어력을 감소시킨다. 수치가 높을수록 감소 효과가 커진다.,목표가 공격을 회피할 수 있는 확률을 감소한다.,정밀은 상대방의 가드 확률을 감소시킨다. 정밀이 1% 증가할 때마다 대미지가 0.3% 증가한다.(최대 45%까지 증가할 수 있다. 대미지 증가 효과는 소녀 본인의 공격력을 바탕으로 계산된다.)
10020022,전투 중 소녀의 '면역력' 속성은 어떤 역할을 합니까?,면역력이 높을수록 출혈 등 지속 대미지를 부여받을 확률이 낮아진다.,면역력이 높을수록 구속 효과를 부여받을 확률이 낮아진다.,면역력이 높을수록 표식을 부여받을 확률이 낮아진다.
10020023,전투 중 소녀의 '가드' 속성은 어떤 역할을 합니까?,"적의 공격을 막을 확률, 가드가 발동 시 받는 대미지가 감소된다.",자신이 치명타를 입을 확률 감소한다.,자신이 스킬 대미지를 입을 확률 감소한다.
10020024,"소녀 10성으로 각성시킨 후, 한계 돌파로 레벨을 업그레이드를 할 수 있고, 돌파 후 소녀는 새로운 잠재능력을 획득할 수 있다. 다음 중 잠재능력에 속하는 것은?","소녀의 가드, 치명타, 면역력을 증가시킨다.",치명적인 대미지를 입을 경우 대미지를 무효화하는 실드를 획득한다.,전투 첫 번째 라운드에 추가로 에너지 50 포인트 획득한다.
10020025,"소녀 10성으로 각성시킨 후, 한계 돌파로 레벨을 업그레이드를 할 수 있고, 돌파 후 소녀는 새로운 잠재능력을 획득할 수 있다. 다음 중 잠재능력에 속하는 것은?",직업이 전사인 적에게 추가 대미지를 입힌다.,"기절, 석화 등 구속 효과 무효화한다.",라운드 끝날 때마다 랜덤으로 디버프 1가지를 해제한다.
10020026,"소풍 중의 '소원 나무', '마켓'에서 매일 소중한 자원을 획득할 수 있다. 다음 중 '소원 나무'와 '마켓'에서 생산하는 자원은 각각 무엇인가요?",선물 상자와 가구 코인,다이아와 골드,도시락과 경험치 드링크
10020027,"소풍의 '베이스캠프'에서 HP, 공격력 증가 등의 버프를 획득할 수 있다. 다음 중 베이스캠프에서 획득 가능한 버프는?","치명타 저항, 자신이 치명타 받을 확률을 감소한다.","돌파력, 공격 목표의 방어력을 무시한다.","대미지 감소, 받은 대미지를 감소시킨다."
10020028,소풍 중 탐험 레벨이 높을수록 높은 레벨의 보물 상자를 획득할 수 있는 확률이 높아진다. 다음 중 탐험 레벨에 관한 설명 중 틀린 것은?,탐험 레벨이 올라가면서 탐험할 때 만나는 적의 실력도 강해질 것이다.,탐험 레벨이 올라가면서 보물 상자 슬롯 수가 늘어난다.,탐험 레벨이 올라가면서 탐험 시 소모되는 빵의 수량도 많아진다.
10020029,"환상의 책에서 깨진 페이지를 수집하여 레벨을 증가시켜 풍부한 보상을 획득할 수 있다. 깨진 페이지는 다양한 수집 방법이 있는데, 다음 중 수집 방법에 속하지 않은 것은?","환상의 책 일일, 주간 미션을 완성한다.",'상점가'-'매점'에서 대량의 깨진 페이지를 구매한다.,환상의 책에서 다이아를 사용하여 책의 레벨을 업그레이드한다.
