id,buff_id,plus_minus,name,sec
38,dotBlood,,Saignement,Dégâts sur la Durée : la cible affectée par cet effet subira des dégâts correspondants au début de chaque tour jusqu'à la fin de cet effet.
39,dotFire,,Brûlure,Dégâts sur la Durée : la cible affectée par cet effet subira des dégâts correspondants au début de chaque tour jusqu'à la fin de cet effet.
40,rImpress,,Retardement,Marque : infligera des dégâts après 1 tour.
41,cImpress,,Coup Critique,Marque : la cible marquée subira des dégâts lorsqu'elle reçoit un Coup Critique.
42,fImpress,,Yin Yang,Marque : augmente les dégâts infligés par Prêtresse à la cible marquée.
43,oImpress,,Frelon,Marque : augmente les dégâts infligés à la cible marquée (cumulable jusqu'à 300%).
44,dotTwins,,Porteuses de Destinée,La cible sous cet effet subit immédiatement des dégâts et subira encore une fois ces dégâts au début du tour suivant.
45,aggression,,Charge,"Effet de Compétence : lorsque la cible marquée lance sa Compétence Active, elle consomme toutes les couches de Charge, et chaque couche inflige des dégâts à l'ennemi ayant le moins de PV et lui inflige également des dégâts de Saignement."
47,frighten,,Effrayer,Effet de Contrôle : la cible sera temporairement incapable de lancer son Attaque Basique.
48,decDmgShieldLimit5,,Bouclier de l'Enfer,"Effet de Compétence : augmente l'Immunité et la Résistance aux Dégâts de Kratos, 5 couches au maximum."
49,balanceImpressLimit30,,Marque d'équilibre,"Marque : lorsque la cible marquée lance sa Compétence Active, elle subit des dégâts (3000% de la valeur de l'Attaque de Lucifael au maximum)."
50,tearLimit2,,Désintégration,Marque : réduit le Blocage de la cible marquée et augmente les Dégâts sur la Durée infligés à cette cible marquée.
51,getImmenu,,Manque de Respect,Effet de Compétence : utilisé pour neutraliser l'Effet de Contrôle.
52,getReflect,,Audace,"Marque : lorsque Rina subit une Compétence Active ou une Attaque Basique, 1 couche d'Audace sera utilisée pour neutraliser une partie des dégâts et les renvoyer à l'attaquant."
53,moonShadow,,Silhouette Lunaire,"Effet de Compétence : lorsqu'une alliée de Viviane subit une Attaque Basique ou Compétence Active, Viviane a des chance de neutraliser 2 Effets Négatifs sur cette alliée.\nL'alliée de Viviane ayant le moins de PV récupèrera des PV à la fin du tour.\nSi Viviane est vaincue avant la fin de la durée de Silhouette Lunaire, celle-ci disparaîtra avec elle."
54,starMoon,,Marque Étoilée,"Effet de Compétence : lorsque Viviane est attaquée, la cible marquée avec ses Marques Étoilées subira une partie des dégâts que Viviane subit. Lorsque Viviane reçoit des Effets Négatifs, elle a de la chance de donner ces Effets Négatifs aux cibles marquées avec ses Marques Étoilées."
55,fragranceGet,,Effluves de Pêcher,Effet de Compétence : chaque charge d'Effluves de Pêcher augmente supplémentairement la Résistance aux Dégâts de la cible marquée.
56,getAbsorbShield,,Bouclier Floral,"Absorbe les dégâts de la prochaine Compétence Active ou Attaque Basique subie et convertit une partie de ces dégâts en Soins (N'absorbe pas les dégâts infligés par le Serviteur, les Compétences Passives et les Marques)."
57,getHealCurse,,Bénédiction Maudite,Effet de Compétence : neutralise le prochain effet de Soin et convertit une partie des Soins que la cible devait recevoir en dégâts (N'inclut pas les Soins des Serviteurs).
59,getLeaf,,Rapetissage,"Effet de Compétence : augmente les dégâts subis par la cible marquée et réduit ses dégâts infligés. Lorsque la cible marquée lancent sa Compétence Active ou son Attaque Basique, elle subira des dégâts (1500% de la valeur de l'Attaque de Vera au maximum)."
60,getThorns,,Berceuse,"Effet de Compétence : si la cible marquée subit une Compétence Active ou une Attaque Basique, elle infligera 100% d'Attaque à l'attaquant en ignorant son Armure et récupérera des PV."
62,apateRevive,,Ébi,"Effet de Compétence : à la fin du tour, inflige des dégâts à l'ennemi ayant le moins de PV."
63,ReduceSpd,,Anoxie,"Marque : chaque couche d'Anoxie réduit la Vitesse de la cible marquée, 5 couches au maximum."
64,absorbDamage,,Bouclier de Vent,Effet de Compétence : absorbe des dégâts pendant 3 tours (ne se déclenche qu'une seule fois).
65,xifengSpd,,Bonus de Vitesse,Effet de Compétence : augmente la Vitesse de la cible marquée (Bonus perdu lorsque Shina est vaincu).
67,ridicule,,Provoquer,Effet de Contrôle : l'Attaque Basique et les Compétences de la cible marquée seront ciblés sur Ambre.
68,outBreak,,Vocation,Effet de Compétence : la Compétence Active et l'Attaque Basique d'Ambre ont 100% de chance de donner un Coup Critique et ne peuvent pas être bloqués.
69,atkImpressBonus,,Malédiction Sanguinaire,"Marque : à chaque couche de Malédiction Sanguinaire, les dégâts de la cible subis par Vanessa seront augmentés.\nAprès que la cible marquée soit vaincue, chaque couche de Malédiction Sanguinaire infligera des dégâts à l'ennemi ayant l'Attaque la plus élevée."
70,suckRealBloodGet,,Soif de Sang,"Effet de Compétence : lorsque Vanessa lance sa Compétence Active, inflige des dégâts aux ennemis et récupère des PV."
71,trueVampire,,Traque Sanguinaire,"Effet de Compétence : augmente les Critiques, l'Immunité, la Précision de Vanessa, et s'immunise contre Saignement."
72,sameAtk,,Poussière Lunaire,"Effet de Compétence : lorsque Éléanor lance sa Compétence Active ou son Attaque Basique, la cible marquée avec Poussière Lunaire subira 2 fois les dégâts, et Éléanor récupèrera des PV."
73,mistletoe,,Parasite,Effet de Compétence : réduit l'Attaque et les Soins Reçus de la cible marquée (3 couches au maximum).
74,teleishaRecoverCost,,Marque Divine,Effet de Compétence : utilisé pour déclencher la Compétence Passive - Protection du Seigneur de Térèsa.
75,sunArrow,,Flèche Dorée,"Effet de Compétence : lorsque Angélina lance sa Compétence Active ou son Attaque Basique, chaque Flèche Dorée infligera des dégâts à l'ennemi ayant le moins de PV."
76,feisinaExplode,,Étoile Obscure,"Marque : explose à la fin du tour, infligeant des dégâts aux cibles marquées (une partie du total de leurs dégâts subis respectifs par Compétence Active et Attaque Basique pendant l'effectivité de cette marque). Si la cible a été marquée avec Étoile Obscure, elle subira des dégâts en fonction de ses PV Max."
77,feisinaWeak,,Prison Infernale,"Effet de Compétence : réduit l'Armure, la Résistance aux Dégâts, la Résistance Totale, le Blocage et l'Esquive de la cible marquée."
78,feisinaMiss,,Bénédiction du Démon,Effet de Compétence : augmente l'Esquive de la cible marquée.
79,kaixiHurtDmg,,Œil-de-chat,"Effet de Compétence : après que la cible marquée ait lancé sa Compétence Active ou son Attaque Basique, elle infligera des dégâts aux ennemis et récupérera des PV."
80,mistletoeNew,,Parasite,Effet de Compétence : réduit l'Attaque et les Soins Reçus de la cible marquée (3 couches au maximum).
81,naturalLaw,,Grondement de la Nature,"Effet de Compétence : lorsque la cible marquée lance sa Compétence Active, effectue son Attaque Basique ou déclenche ses Compétences Passives qui affectent l'ennemi, si la cible est sélectionnée aléatoirement, Lys sera la première cible. Si Lys subit des dégâts venant de la cible marquée avec Parasite, elle récupérera des PV."
82,futureObserve,,Prédiction Dynamique,Effet de Compétence : utilisé pour déclencher la Compétence Passive - Voyage Temporel de Monica.
83,fateWheel,,Roue de la Fortune,"Effet de Compétence : lorsque Monica marque une cible avec Roue de la Fortune, la limite de déclenchement de la Compétence - Voyage Temporel sera réinitialisée pour cette cible.\nAugmente l'Attaque et les Chances de Contrôle de la cible marquée.\nLorsque Monica se soigne, la cible marquée avec Roue de la Fortune par cette Monica récupère des PV équivalent à ceux de cette Monica."
84,timeRule,,Loi du Temps,"Effet de Compétence : réduit les Soins Reçus, l'Immunité de la cible marquée."
85,magicShoot,,Blessure Mortelle,Effet de Compétence : réduit les Soins Reçus et la Résistance Totale de la cible marquée.
86,dianaDie,,Cauchemar,"Effet de Compétence : à la fin du tour, la cible marquée subira des dégâts.\nAprès la mort de la cible marquée, tous les ennemis subiront des dégâts."
87,lubanHurtB,,Fuite d'Éther,Effet de Compétence : augmente les Dégâts Directs reçus de la cible marquée.
88,lubanHurtC,,Épuisement d'Éther,Effet de Compétence : augmente les Dégâts Directs reçus et réduit les Soins Reçus de la cible marquée.
89,deathSpd,,Ralentissement,Effet de Compétence : réduit la Vitesse de la cible marquée.
90,luobiMark,,Charge Laser,Effet de Compétence : chaque couche de Charge Laser augmente de 20% la Résistance à la réduction d'Énergie de Robbie et aussi lui permet de réitérer une seconde fois la même attaque à 1 ennemi aléatoire de la ligne arrière.
91,kawenMark,,Papillon Venimeux,"Effet de Compétence : pour chaque couche de Papillon Venimeux, augmente les chances d'un Coup Critique et les Dégâts Critiques au marqueur (valable uniquement sur la cible marquée).\nSi la marquée avec Papillon Venimeux attaque son marqueur, les alliées de la ligne avant du marqueur l'aideront à subir des dégâts infligés."
92,mayaBuffResist,,Malédiction Infâme,"Marque : lorsque la cible marquée reçoit un Bonus d'Attribut, 1 couche de Malédiction Infâme sera consommée pour neutraliser 1 couche de Bonus d'Attribut et lui infligera des dégâts."
93,mayaHpLoseSeal,,Cicatrice du Chaos,Effet de Compétence : chaque couche de Cicatrice du Chaos consomme une partie des PV Max de la cible marquée et réduit ses Soins Reçus (les PV perdus dû à la Cicatrice du Chaos ne peuvent pas être soignés).
94,snowWindMix,,Pouvoir de Givre,"Effet de Compétence : augmente les Soins Reçus, la Résistance Totale et la récupération d'Énergie de la cible marquée."
95,hpShield,,Barrière,Effet de Compétence : absorbe les dégâts infligés par les ennemis. La valeur d'une Barrière ne peut pas dépasser 100% des PV Max de la Fille étant sous la protection de cette Barrière. Celle-ci se désintégrera lorsque sa valeur sera à 0.
96,degulaDebuff,,Veine Pourpre,"Dégâts sur la Durée : lorsqu'un ennemi est marqué avec Veine Pourpre, Lord Dracula lui infligera immédiatement des dégâts et lui infligera encore une fois ces dégâts à la fin de chaque tour jusqu'à ce que toutes les couches de Veine Pourpre disparaissent. Lord Dracula récupèrera ensuite des PV en fonction de tous les dégâts infligés par Veine Pourpre."
97,degulaCount,,Pur-Sang,Effet de Compétence : utilisé pour augmenter les dégâts infligés de Veine Pourpre.
98,hpShieldFromHeal,,Cube Défensif,"Effet de Compétence : chaque fois que Stigma récupère des PV, 1 couche de Cube Défensif sera consommée et convertira une partie de ses PV récupérés en Barrière."
99,xigemaPower,,Amplification Matricielle,Effet de Compétence : augmente l'Immunité la Précision de la cible marquée.
100,hpShieldRecover,,Bénédiction du Vent,Effet de Compétence : la cible récupérera des PV à la fin de chaque tour et obtiendra également une Barrière de la même valeur (l'effet de la Barrière absorbant les dégâts sera augmenté).
101,getLight|addGetLight,,Lumière Céleste,Effet de Compétence : utilisé pour déclencher la Compétence - Sceau de Lumière d'Uriel.
102,wulieerSeal,,Sceau de Lumière,"Effet de Contrôle : la cible marquée ne peut déclencher aucune Compétence Passive. Lorsque la cible marquée se débarrasse de ce contrôle, elle subira des dégâts."
103,fullEnergyHurt,,Mélodie Mélancolique,"Marque : lorsque la cible marquée obtient 100 d'Énergie ou plus, elle subit des dégâts pour chaque point d'Énergie possédé. Suite à cela, toute l'Énergie de cette cible sera consommée et Mélodie Mélancolique disparaîtra."
104,qianheziHeal,,Plume de Grue,"Effet de Compétence : augmente les dégâts subis de la cible marquée et réduit son Attaque. Lorsque la cible marquée est soignée, son alliée ayant le moins de PV subira des dégâts équivalent à la valeur de ses Soins reçus et son ennemi ayant le moins de PV récupèrera des PV de cette même valeur (déclenchable 10 fois au maximum par tour)."
105,qianheziDec,,Protection Céleste,"Effet de Compétence : la cible marquée sera immunisée contre les 2 prochaines attaques (la Protection Céleste disparaîtra lorsque la cible marquée aura été immunisée contre 2 attaques). Si la cible marquée reçoit à nouveau une Protection Céleste ou que la Protection Céleste disparaît, la cible marquée obtiendra une Barrière équivalent à la valeur des dégâts immunisés."
106,spzglHitted,,Vent Contraire,"Marque : lorsque la cible marquée subit une Attaque Basique ou une Compétence Active, cette Marque sera consommée pour lui infliger des dégâts et aura des chances de l'étourdir (si la cible marquée est vaincue lorsque cette Marque est déclenchée, elle ne pourra pas être étourdie)."
107,spzglAllHarm,,Vent Arrière,Marque : augmente les dégâts infligés en fonction de l'Attaque de la cible marquée.
