id,name,charge,currency,show_name,charge_ios,charge_ios_new
44,Pack Mensuel 2,10.99,€,Pack Mensuel,11.99,11.99
45,Pack Mensuel 3,32.99,€,Pack Mensuel,35.99,35.99
46,Pack Mensuel 4,54.99,€,Pack Mensuel,59.99,59.99
47,Pack Mensuel 5,74.99,€,Pack Mensuel,84.99,84.99
48,Pack Mensuel 6,89.99,€,Pack Mensuel,94.99,94.99
49,Pack Hebdomadaire 1,10.99,€,Pack Hebdomadaire,11.99,11.99
50,Pack Hebdomadaire 2,21.99,€,Pack Hebdomadaire,23.99,23.99
51,Pack Hebdomadaire 3,54.99,€,Pack Hebdomadaire,59.99,59.99
52,Pack Hebdomadaire 4,74.99,€,Pack Hebdomadaire,84.99,84.99
53,Abonnement Hebdomadaire,0.99,€,Abonnement Hebdomadaire,0.99,0.99
54,Mensuel,4.49,€,Mensuel,3.99,3.99
55,Trimestriel,10.49,€,Trimestriel,10.49,10.49
56,Pack Surprise de Skin 1,5.49,€,Pack Surprise,5.99,5.99
57,Pack Surprise 1,5.49,€,Pack Surprise,5.99,5.99
65,Pack Surprise 2,54.99,€,Pack Surprise,59.99,59.99
58,7 jours Gratuit,0,€,7 jours Gratuit,0,0
59,7 jours Gratuit,0,€,7 jours Gratuit,0,0
60,7 jours Gratuit,0,€,7 jours Gratuit,0,0
61,7 jours Gratuit,0,€,7 jours Gratuit,0,0
62,7 jours Gratuit,0,€,7 jours Gratuit,0,0
63,7 jours Gratuit,0,€,7 jours Gratuit,0,0
64,Pack d'Etape,10.99,€,Pack d'Etape,11.99,11.99
66,Bague de Serment,21.99,€,Bague de Serment,23.99,23.99
67,Pack de Croissance,10.99,€,Pack de Croissance,11.99,11.99
68,Pack de Grande Valeur 6,5.49,€,Pack de Grande Valeur,5.99,5.99
70,Débloquer Récompenses Spéciales,21.99,€,Débloquer des Récompenses Spéciales,23.99,23.99
71,Pack Surprise de Skin 2,54.99,€,Pack Surprise,59.99,59.99
72,Carte du 4ème Anniversaire,21.99,€,Carte du 4ème Anniversaire,23.99,23.99
73,Pack Exclusif de Noël,54.99,€,Pack Exclusif de Noël,59.99,59.99
74,Programme de Motivation,10.99,€,Programme de Motivation,11.99,11.99
75,Pack de Serment,32.99,€,Pack de Serment,35.99,35.99
76,Pass de Luxe,10.99,€,Pass de Luxe,11.99,11.99
1010101,Pack de Niv.24,2.29,€,Pack de Niv.24,2.49,2.49
1010201,Pack de Niv.32,5.49,€,Pack de Niv.32,5.99,5.99
1010301,Pack de Niv.48,10.99,€,Pack de Niv.48,11.99,11.99
1010401,Pack de Niv.58,10.99,€,Pack de Niv.58,11.99,11.99
1010402,Pack de Niv.58,32.99,€,Pack de Niv.58,35.99,35.99
1010403,Pack de Niv.58,54.99,€,Pack de Niv.58,59.99,59.99
1010404,Pack de Niv.58,74.99,€,Pack de Niv.58,84.99,84.99
1010501,Pack de Niv.78,10.99,€,Pack de Niv.78,11.99,11.99
1010502,Pack de Niv.78,32.99,€,Pack de Niv.78,35.99,35.99
1010503,Pack de Niv.78,54.99,€,Pack de Niv.78,59.99,59.99
1010504,Pack de Niv.78,74.99,€,Pack de Niv.78,84.99,84.99
1010601,Pack de Niv.100,10.99,€,Pack de Niv.100,11.99,11.99
1010602,Pack de Niv.100,32.99,€,Pack de Niv.100,35.99,35.99
1010603,Pack de Niv.100,54.99,€,Pack de Niv.100,59.99,59.99
1010604,Pack de Niv.100,74.99,€,Pack de Niv.100,84.99,84.99
1030101,Pack d'Entraînement de Filles,5.49,€,Pack d'Entraînement de Filles,5.99,5.99
1030102,Pack d'Entraînement de Filles,10.99,€,Pack d'Entraînement de Filles,11.99,11.99
1030103,Pack d'Entraînement de Filles,21.99,€,Pack d'Entraînement de Filles,23.99,23.99
1040101,Pack d'Entraînement de Filles,10.99,€,Pack d'Entraînement de Filles,11.99,11.99
1040102,Pack d'Entraînement de Filles,21.99,€,Pack d'Entraînement de Filles,23.99,23.99
1040103,Pack d'Entraînement de Filles,32.99,€,Pack d'Entraînement de Filles,35.99,35.99
1050101,Booster d'EXP,5.49,€,Booster d'EXP,5.99,5.99
1050102,Booster d'EXP,10.99,€,Booster d'EXP,11.99,11.99
1050103,Booster d'EXP,21.99,€,Booster d'EXP,23.99,23.99
1060101,Booster de Pièces,5.49,€,Booster de Pièces,5.99,5.99
1060102,Booster de Pièces,10.99,€,Booster de Pièces,11.99,11.99
1060103,Booster de Pièces,21.99,€,Booster de Pièces,23.99,23.99
1070101,Pack d'Etape,10.99,€,Pack d'Etape,11.99,11.99
1070102,Pack d'Etape,21.99,€,Pack d'Etape,23.99,23.99
1070103,Pack d'Etape,32.99,€,Pack d'Etape,35.99,35.99
1070201,Pack d'Etape,10.99,€,Pack d'Etape,11.99,11.99
1070202,Pack d'Etape,21.99,€,Pack d'Etape,23.99,23.99
1070203,Pack d'Etape,32.99,€,Pack d'Etape,35.99,35.99
1070301,Pack d'Etape,10.99,€,Pack d'Etape,11.99,11.99
1070302,Pack d'Etape,21.99,€,Pack d'Etape,23.99,23.99
1070303,Pack d'Etape,54.99,€,Pack d'Etape,59.99,59.99
1070401,Pack d'Etape,10.99,€,Pack d'Etape,11.99,11.99
1070402,Pack d'Etape,21.99,€,Pack d'Etape,23.99,23.99
1070403,Pack d'Etape,32.99,€,Pack d'Etape,35.99,35.99
1070501,Pack d'Etape,10.99,€,Pack d'Etape,11.99,11.99
1070502,Pack d'Etape,21.99,€,Pack d'Etape,23.99,23.99
1070503,Pack d'Etape,32.99,€,Pack d'Etape,35.99,35.99
1070601,Pack d'Etape,10.99,€,Pack d'Etape,11.99,11.99
1070602,Pack d'Etape,21.99,€,Pack d'Etape,23.99,23.99
1070603,Pack d'Etape,54.99,€,Pack d'Etape,59.99,59.99
1070701,Pack d'Etape,10.99,€,Pack d'Etape,11.99,11.99
1070702,Pack d'Etape,21.99,€,Pack d'Etape,23.99,23.99
1070703,Pack d'Etape,32.99,€,Pack d'Etape,35.99,35.99
1070801,Pack d'Etape,10.99,€,Pack d'Etape,11.99,11.99
1070802,Pack d'Etape,21.99,€,Pack d'Etape,23.99,23.99
1070803,Pack d'Etape,32.99,€,Pack d'Etape,35.99,35.99
1080101,Pack de Test-15,10.99,€,Booster de Test,11.99,11.99
1080102,Pack de Test-15,21.99,€,Booster de Test,23.99,23.99
1080103,Pack de Test-15,32.99,€,Booster de Test,35.99,35.99
1080201,Pack de Test-30,10.99,€,Booster de Test,11.99,11.99
1080202,Pack de Test-30,21.99,€,Booster de Test,23.99,23.99
1080203,Pack de Test-30,32.99,€,Booster de Test,35.99,35.99
1080301,Pack de Test-100,10.99,€,Booster de Test,11.99,11.99
1080302,Pack de Test-100,21.99,€,Booster de Test,23.99,23.99
1080303,Pack de Test-100,54.99,€,Booster de Test,59.99,59.99
1080401,Pack de Test-150,10.99,€,Booster de Test,11.99,11.99
1080402,Pack de Test-150,21.99,€,Booster de Test,23.99,23.99
1080403,Pack de Test-150,32.99,€,Booster de Test,35.99,35.99
1080501,Pack de Test-200,10.99,€,Booster de Test,11.99,11.99
1080502,Pack de Test-200,21.99,€,Booster de Test,23.99,23.99
1080503,Pack de Test-200,54.99,€,Booster de Test,59.99,59.99
1080601,Pack de Test-250,10.99,€,Booster de Test,11.99,11.99
1080602,Pack de Test-250,21.99,€,Booster de Test,23.99,23.99
1080603,Pack de Test-250,54.99,€,Booster de Test,59.99,59.99
1080701,Pack de Test-300,10.99,€,Booster de Test,11.99,11.99
1080702,Pack de Test-300,21.99,€,Booster de Test,23.99,23.99
1080703,Pack de Test-300,32.99,€,Booster de Test,35.99,35.99
1080801,Pack de Test-350,10.99,€,Booster de Test,11.99,11.99
1080802,Pack de Test-350,21.99,€,Booster de Test,23.99,23.99
1080803,Pack de Test-350,54.99,€,Booster de Test,59.99,59.99
1080901,Pack de Test-400,10.99,€,Booster de Test,11.99,11.99
1080902,Pack de Test-400,21.99,€,Booster de Test,23.99,23.99
1080903,Pack de Test-400,54.99,€,Booster de Test,59.99,59.99
77,Pack Exclusif de Noël,109.99,€,Pack Exclusif de Noël,119.99,119.99
1010701,Pack de Niv.125,10.99,€,Pack de Niv.125,11.99,11.99
1010702,Pack de Niv.125,32.99,€,Pack de Niv.125,35.99,35.99
1010703,Pack de Niv.125,54.99,€,Pack de Niv.125,59.99,59.99
1010704,Pack de Niv.125,74.99,€,Pack de Niv.125,84.99,84.99
1010801,Pack de Niv.150,10.99,€,Pack de Niv.150,11.99,11.99
1010802,Pack de Niv.150,32.99,€,Pack de Niv.150,35.99,35.99
1010803,Pack de Niv.150,54.99,€,Pack de Niv.150,59.99,59.99
1010804,Pack de Niv.150,74.99,€,Pack de Niv.150,84.99,84.99
1010901,Pack de Niv.175,10.99,€,Pack de Niv.175,11.99,11.99
1010902,Pack de Niv.175,32.99,€,Pack de Niv.175,35.99,35.99
1010903,Pack de Niv.175,54.99,€,Pack de Niv.175,59.99,59.99
1010904,Pack de Niv.175,74.99,€,Pack de Niv.175,84.99,84.99
1011001,Pack de Niv.200,10.99,€,Pack de Niv.200,11.99,11.99
1011002,Pack de Niv.200,32.99,€,Pack de Niv.200,35.99,35.99
1011003,Pack de Niv.200,54.99,€,Pack de Niv.200,59.99,59.99
1011004,Pack de Niv.200,74.99,€,Pack de Niv.200,84.99,84.99
1050104,Booster d'EXP,32.99,€,Booster d'EXP,35.99,35.99
1050105,Booster d'EXP,54.99,€,Booster d'EXP,59.99,59.99
1060104,Booster de Pièces,32.99,€,Booster de Pièces,35.99,35.99
1060105,Booster de Pièces,54.99,€,Booster de Pièces,59.99,59.99
1081001,Pack de Test-450,10.99,€,Booster de Test,11.99,11.99
1081002,Pack de Test-450,21.99,€,Booster de Test,23.99,23.99
1081003,Pack de Test-450,54.99,€,Booster de Test,59.99,59.99
1081101,Pack de Test-500,10.99,€,Booster de Test,11.99,11.99
1081102,Pack de Test-500,21.99,€,Booster de Test,23.99,23.99
1081103,Pack de Test-500,54.99,€,Booster de Test,59.99,59.99
1081201,Pack de Test-550,10.99,€,Booster de Test,11.99,11.99
1081202,Pack de Test-550,21.99,€,Booster de Test,23.99,23.99
1081203,Pack de Test-550,54.99,€,Booster de Test,59.99,59.99
1081301,Pack de Test-600,10.99,€,Booster de Test,11.99,11.99
1081302,Pack de Test-600,21.99,€,Booster de Test,23.99,23.99
1081303,Pack de Test-600,54.99,€,Booster de Test,59.99,59.99
78,Pack de Grande Valeur 1,109.99,€,Pack de Grande Valeur,119.99,119.99
79,Pack de Grande Valeur 2,74.99,€,Pack de Grande Valeur,84.99,84.99
80,Pack de Grande Valeur 3,32.99,€,Pack de Grande Valeur,35.99,35.99
81,Pack de Grande Valeur 4,10.99,€,Pack de Grande Valeur,11.99,11.99
82,Pack de Grande Valeur 5,5.49,€,Pack de Grande Valeur,5.99,5.99
83,Pack de Grande Valeur 6,5.49,€,Pack de Grande Valeur,5.99,5.99
84,Pack Surprise 1,5.49,€,Pack Surprise,5.99,5.99
85,Pack Surprise 2,74.99,€,Pack Surprise,84.99,84.99
86,Pack de Recharge Gratuit,2.29,€,Pack de Recharge Gratuit,2.49,2.49
1090101,Pack Surprise de Capsules,32.99,€,Pack Bonus de Capsules,35.99,35.99
1090102,Pack Surprise de Capsules,54.99,€,Pack Bonus de Capsules,59.99,59.99
1090103,Pack Surprise de Capsules,109.99,€,Pack Bonus de Capsules,119.99,119.99
1090201,Pack Surprise de Capsules,32.99,€,Pack Bonus de Capsules,35.99,35.99
1090202,Pack Surprise de Capsules,54.99,€,Pack Bonus de Capsules,59.99,59.99
1090203,Pack Surprise de Capsules,109.99,€,Pack Bonus de Capsules,119.99,119.99
1090301,Pack Surprise de Capsules,32.99,€,Pack Bonus de Capsules,35.99,35.99
1090302,Pack Surprise de Capsules,54.99,€,Pack Bonus de Capsules,59.99,59.99
1090303,Pack Surprise de Capsules,109.99,€,Pack Bonus de Capsules,119.99,119.99
90,Pack Hebdomadaire 6,109.99,€,Pack Hebdomadaire,119.99,119.99
88,4000 Diamants,89.99,€,Pack de Gemmes,94.99,94.99
21,Pack Mensuel 6,89.99,€,Pack Mensuel,94.99,94.99
87,Pack Hebdomadaire 5,89.99,€,Pack Hebdomadaire,94.99,94.99
105,Avis d'Admission,21.99,€,Avis d'Admission,23.99,23.99
92,Pack Quotidien 1,1.09,€,Pack Quotidien,1.19,1.19
93,Pack Quotidien 2,2.29,€,Pack Quotidien,2.49,2.49
94,Pack Quotidien 3,5.49,€,Pack Quotidien,5.99,5.99
95,Pack Quotidien 4,5.49,€,Pack Quotidien,5.99,5.99
96,Pack Quotidien 5,5.49,€,Pack Quotidien,5.99,5.99
97,Pack Quotidien 6,5.49,€,Pack Quotidien,5.99,5.99
99,Pack Quotidien 1,1.09,€,Pack Quotidien,1.19,1.19
100,Pack Quotidien 2,2.29,€,Pack Quotidien,2.49,2.49
101,Pack Quotidien 3,5.49,€,Pack Quotidien,5.99,5.99
102,Pack Quotidien 4,5.49,€,Pack Quotidien,5.99,5.99
103,Pack Quotidien 5,5.49,€,Pack Quotidien,5.99,5.99
104,Pack Quotidien 6,5.49,€,Pack Quotidien,5.99,5.99
1100101,Pack d'Entraînement de Filles 7 étoiles,54.99,€,Pack d'Entraînement de Filles,59.99,59.99
1100102,Pack d'Entraînement de Filles 7 étoiles,54.99,€,Pack d'Entraînement de Filles,59.99,59.99
1100103,Pack d'Entraînement de Filles 7 étoiles,54.99,€,Pack d'Entraînement de Filles,59.99,59.99
1100104,Pack d'Entraînement de Filles 7 étoiles,54.99,€,Pack d'Entraînement de Filles,59.99,59.99
1100201,Pack d'Entraînement de Filles 7 étoiles,74.99,€,Pack d'Entraînement de Filles,84.99,84.99
1100202,Pack d'Entraînement de Filles 7 étoiles,74.99,€,Pack d'Entraînement de Filles,84.99,84.99
1100203,Pack d'Entraînement de Filles 7 étoiles,74.99,€,Pack d'Entraînement de Filles,84.99,84.99
1100204,Pack d'Entraînement de Filles 7 étoiles,74.99,€,Pack d'Entraînement de Filles,84.99,84.99
106,Livre Rare,16.99,€,Livre Rare,17.99,17.99
107,Livre Collector 2,21.99,€,Livre Collector 2,23.99,23.99
108,Livre Collector 1,32.99,€,Livre Collector 1,35.99,35.99
1100301,Pack 2 d'Entraînement de Filles 9 étoiles,74.99,€,Pack de Développement,84.99,84.99
1100302,Pack 2 d'Entraînement de Filles 9 étoiles,74.99,€,Pack de Développement,84.99,84.99
1100303,Pack 2 d'Entraînement de Filles 9 étoiles,74.99,€,Pack de Développement,84.99,84.99
1100304,Pack 2 d'Entraînement de Filles 9 étoiles,74.99,€,Pack de Développement,84.99,84.99
1100305,Pack 2 d'Entraînement de Filles 9 étoiles,74.99,€,Pack de Développement,84.99,84.99
1100306,Pack 2 d'Entraînement de Filles 9 étoiles,74.99,€,Pack de Développement,84.99,84.99
1100401,Pack 1 d'Entraînement de Filles 9 étoiles,109.99,€,Pack de Développement,119.99,119.99
1100402,Pack 1 d'Entraînement de Filles 9 étoiles,109.99,€,Pack de Développement,119.99,119.99
1100403,Pack 1 d'Entraînement de Filles 9 étoiles,109.99,€,Pack de Développement,119.99,119.99
1100404,Pack 1 d'Entraînement de Filles 9 étoiles,109.99,€,Pack de Développement,119.99,119.99
1100405,Pack 1 d'Entraînement de Filles 9 étoiles,109.99,€,Pack de Développement,119.99,119.99
1100406,Pack 1 d'Entraînement de Filles 9 étoiles,109.99,€,Pack de Développement,119.99,119.99
109,Pack de 1250 Gemmes,27.99,€,Pack de Gemmes,29.99,29.99
110,Pack d'Amour,21.99,€,Pack d'Amour,23.99,23.99
10116,Cadeaux Mystères 1,10.99,€,Cadeaux Mystères 1,11.99,11.99
10117,Cadeaux Mystères 2,32.99,€,Cadeaux Mystères 2,35.99,35.99
10118,Cadeaux Mystères 3,54.99,€,Cadeaux Mystères 3,59.99,59.99
10119,Cadeaux Mystères 4,74.99,€,Cadeaux Mystères 4,84.99,84.99
120,Carte d'Énergie SP,16.99,€,Carte d'Énergie SP,17.99,17.99
121,Livre Rare,16.99,€,Livre Rare,17.99,17.99
122,Livre Collector 2,21.99,€,Livre Collector 2,23.99,23.99
123,Livre Collector 1,32.99,€,Livre Collector 1,35.99,35.99
125,Pack Surprise 1,5.49,€,Pack Surprise,5.99,5.99
126,Pack Surprise 2,74.99,€,Pack Surprise,84.99,84.99
127,Parchemin de Sanctuaire,5.49,€,Parchemin de Sanctuaire,5.99,5.99
128,Permis de Patrouille,5.49,€,Permis de Patrouille,5.99,5.99
129,Pack de Soda,10.99,€,Pack de Soda,11.99,11.99
130,Boîte Magique 1,109.99,€,Boîte Magique 1,119.99,119.99
131,Boîte Magique 2,54.99,€,Boîte Magique 2,59.99,59.99
132,Boîte Magique 3,21.99,€,Boîte Magique 3,23.99,23.99
133,Boîte Magique 4,5.49,€,Boîte Magique 4,5.99,5.99
134,Boîte Magique 5,1.09,€,Boîte Magique 5,1.19,1.19
135,Packs de Boîte 1,54.99,€,Packs de Boîte 1,59.99,59.99
136,Packs de Boîte 2,74.99,€,Packs de Boîte 2,84.99,84.99
137,Rabais sur\nCarte Mensuelle,5.49,€,Rabais sur\nCarte Mensuelle,5.99,5.99
138,Panier du Chaperon Rouge,21.99,€,Panier du Chaperon Rouge,23.99,23.99
139,Cadeaux de la Saint-Valentin 1,10.99,€,Cadeaux de la Saint-Valentin 1,Valentin 1,11.99
140,Miracle de Chris I,10.99,€,Miracle de Chris I,11.99,11.99
141,Investissement de Test,10.99,€,Investissement de Test,11.99,11.99
142,Investissement de Test 2,21.99,€,Investissement de Test 2,23.99,23.99
143,Investissement de Test 3,32.99,€,Investissement de Test 3,35.99,35.99
144,Pack Surprise de Skin 1,5.49,€,Pack Surprise de Skin,5.99,5.99
145,Pack Surprise de Skin 2,54.99,€,Pack Surprise de Skin,59.99,59.99
146,Pack Surprise 1,5.49,€,Pack Surprise,5.99,5.99
147,Pack Surprise 2,74.99,€,Pack Surprise,84.99,84.99
10148,Cadeaux Mystères 5,109.99,€,Cadeaux Mystères 5,119.99,119.99
1200101,Pack de Ciseau de Cristal,5.49,€,Pack de Ciseau de Cristal,5.99,5.99
1200102,Pack de Ciseau de Cristal,10.99,€,Pack de Ciseau de Cristal,11.99,11.99
1200103,Pack de Ciseau de Cristal,21.99,€,Pack de Ciseau de Cristal,23.99,23.99
1200104,Pack de Ciseau de Cristal,32.99,€,Pack de Ciseau de Cristal,35.99,35.99
1200105,Pack de Ciseau de Cristal,54.99,€,Pack de Ciseau de Cristal,59.99,59.99
1300101,Pack de Restauration,5.49,€,Pack de Restauration,5.99,5.99
1300102,Pack de Restauration,10.99,€,Pack de Restauration,11.99,11.99
1300103,Pack de Restauration,21.99,€,Pack de Restauration,23.99,23.99
1300104,Pack de Restauration,32.99,€,Pack de Restauration,35.99,35.99
1300105,Pack de Restauration,54.99,€,Pack de Restauration,59.99,59.99
1400101,Pack de Biscuits,5.49,€,Pack de Biscuits,5.99,5.99
1400102,Pack de Biscuits,10.99,€,Pack de Biscuits,11.99,11.99
1400103,Pack de Biscuits,32.99,€,Pack de Biscuits,35.99,35.99
1400104,Pack de Biscuits,54.99,€,Pack de Biscuits,59.99,59.99
1400201,Pack de Biscuits,5.49,€,Pack de Biscuits,5.99,5.99
1400202,Pack de Biscuits,10.99,€,Pack de Biscuits,11.99,11.99
1400203,Pack de Biscuits,32.99,€,Pack de Biscuits,35.99,35.99
1400204,Pack de Biscuits,54.99,€,Pack de Biscuits,59.99,59.99
1400301,Pack de Biscuits,5.49,€,Pack de Biscuits,5.99,5.99
1400302,Pack de Biscuits,10.99,€,Pack de Biscuits,11.99,11.99
1400303,Pack de Biscuits,32.99,€,Pack de Biscuits,35.99,35.99
1400304,Pack de Biscuits,54.99,€,Pack de Biscuits,59.99,59.99
1500101,Approvisionnement Fantôme,21.99,€,Approvisionnement Fantôme,23.99,23.99
1500102,Approvisionnement Fantôme,32.99,€,Approvisionnement Fantôme,35.99,35.99
1500103,Approvisionnement Fantôme,54.99,€,Approvisionnement Fantôme,59.99,59.99
1500104,Approvisionnement Fantôme,74.99,€,Approvisionnement Fantôme,84.99,84.99
1500201,Approvisionnement Humain,21.99,€,Approvisionnement Humain,23.99,23.99
1500202,Approvisionnement Humain,32.99,€,Approvisionnement Humain,35.99,35.99
1500203,Approvisionnement Humain,54.99,€,Approvisionnement Humain,59.99,59.99
1500204,Approvisionnement Humain,74.99,€,Approvisionnement Humain,84.99,84.99
1500301,Approvisionnement Monstre,21.99,€,Approvisionnement Monstre,23.99,23.99
1500302,Approvisionnement Monstre,32.99,€,Approvisionnement Monstre,35.99,35.99
1500303,Approvisionnement Monstre,54.99,€,Approvisionnement Monstre,59.99,59.99
1500304,Approvisionnement Monstre,74.99,€,Approvisionnement Monstre,84.99,84.99
1500401,Approvisionnement Fée,21.99,€,Approvisionnement Fée,23.99,23.99
1500402,Approvisionnement Fée,32.99,€,Approvisionnement Fée,35.99,35.99
1500403,Approvisionnement Fée,54.99,€,Approvisionnement Fée,59.99,59.99
1500404,Approvisionnement Fée,74.99,€,Approvisionnement Fée,84.99,84.99
1500501,Approvisionnement Démon,21.99,€,Approvisionnement Démon,23.99,23.99
1500502,Approvisionnement Démon,32.99,€,Approvisionnement Démon,35.99,35.99
1500503,Approvisionnement Démon,54.99,€,Approvisionnement Démon,59.99,59.99
1500504,Approvisionnement Démon,74.99,€,Approvisionnement Démon,84.99,84.99
1500601,Approvisionnement Ange,21.99,€,Approvisionnement Ange,23.99,23.99
1500602,Approvisionnement Ange,32.99,€,Approvisionnement Ange,35.99,35.99
1500603,Approvisionnement Ange,54.99,€,Approvisionnement Ange,59.99,59.99
1500604,Approvisionnement Ange,74.99,€,Approvisionnement Ange,84.99,84.99
1050106,Booster d'EXP,74.99,€,Booster d'EXP,84.99,84.99
1050107,Booster d'EXP,109.99,€,Booster d'EXP,119.99,119.99
1060106,Booster de Pièces,74.99,€,Booster de Pièces,84.99,84.99
1060107,Booster de Pièces,109.99,€,Booster de Pièces,119.99,119.99
148,Pack Quotidien de Débutant 1,1.09,€,Pack Quotidien de Débutant 1,1.19,1.19
149,Pack Quotidien de Débutant 2,2.29,€,Pack Quotidien de Débutant 2,2.49,2.49
150,Pack Quotidien de Débutant 3,10.99,€,Pack Quotidien de Débutant 3,11.99,11.99
151,Pack Quotidien de Débutant 1,1.09,€,Pack Quotidien de Débutant 1,1.19,1.19
152,Pack Quotidien de Débutant 2,5.49,€,Pack Quotidien de Débutant 2,5.99,5.99
153,Pack Quotidien de Débutant 3,10.99,€,Pack Quotidien de Débutant 3,11.99,11.99
154,Pack Quotidien de Débutant 1,1.09,€,Pack Quotidien de Débutant 1,1.19,1.19
155,Pack Quotidien de Débutant 2,5.49,€,Pack Quotidien de Débutant 2,5.99,5.99
156,Pack Quotidien de Débutant 3,21.99,€,Pack Quotidien de Débutant 3,23.99,23.99
157,Pack Quotidien de Débutant 1,1.09,€,Pack Quotidien de Débutant 1,1.19,1.19
158,Pack Quotidien de Débutant 2,5.49,€,Pack Quotidien de Débutant 2,5.99,5.99
159,Pack Quotidien de Débutant 3,21.99,€,Pack Quotidien de Débutant 3,23.99,23.99
160,Pack Quotidien de Débutant 1,1.09,€,Pack Quotidien de Débutant 1,1.19,1.19
161,Pack Quotidien de Débutant 2,5.49,€,Pack Quotidien de Débutant 2,5.99,5.99
162,Pack Quotidien de Débutant 3,21.99,€,Pack Quotidien de Débutant 3,23.99,23.99
163,Pack Quotidien de Débutant 1,1.09,€,Pack Quotidien de Débutant 1,1.19,1.19
164,Pack Quotidien de Débutant 2,10.99,€,Pack Quotidien de Débutant 2,11.99,11.99
165,Pack Quotidien de Débutant 3,32.99,€,Pack Quotidien de Débutant 3,35.99,35.99
166,Pack Quotidien de Débutant 1,1.09,€,Pack Quotidien de Débutant 1,1.19,1.19
167,Pack Quotidien de Débutant 2,21.99,€,Pack Quotidien de Débutant 2,23.99,23.99
168,Pack Quotidien de Débutant 3,32.99,€,Pack Quotidien de Débutant 3,35.99,35.99
177,Offres Uniques du Black Friday 1,54.99,€,Offres Uniques du Black Friday 1,59.99,59.99
178,Offres Uniques du Black Friday 2,109.99,€,Offres Uniques du Black Friday 2,119.99,119.99
