id,text,option1,option2,option3
10010024,Saint a reçu beaucoup de Cœurs de la part de ses amis. Est-ce que vous savez à quoi servent les Cœurs ?,Peut être échangé contre des Pièce d'Or.,Peut être échangé contre des Capsules d'Amitié qui permettent d'obtenir des Filles.,"Les Cœurs ne sont qu'une preuve d'amitié, ils n'ont aucune utilité."
10010025,"Lors d'un Rendez-vous, vous recevez un Paquet Cadeau. Savez-vous ce que vous pouvez en faire ?",L'utiliser pour obtenir des équipements.,L'utiliser pour obtenir des Pièce d'Or.,Utiliser le Paquet Cadeau permet d'obtenir un cadeau aléatoire qui peut ensuite être offert à une Fille lors d'un Rendez-vous.
10010026,"Vous souhaitez tirer des Capsules Avancées pour obtenir de nouvelles Filles, cependant vous n'avez plus assez de place. Parmi les méthodes suivantes, laquelle ne permet pas de résoudre votre problème ?",Transférer les Filles en excès,Utiliser des Gemmes ou augmenter le niveau de VIP pour augmenter la Capacité Max de Fille.,Attendre que le destin en décide autrement.
10010027,"Parmi les méthodes suivantes, laquelle ne permet pas d'obtenir de Gemmes ?",Collecter les récompenses après avoir acheté les Cartes Mensuelles.,Dans le Marché (sous le Café),Accomplir les quêtes quotidiennes et participer à divers événements.
10010028,Iron Fist a entendu dire qu'on pouvait obtenir beaucoup de récompenses grâce aux événements. Savez-vous où se trouvent les événements ?,Dans Activités,Dans la Campagne,Sur le Tchat
10010029,"Plus le niveau de confort du Dortoir est élevé, plus les récompenses sont élevées. Savez-vous comment améliorer le confort du Dortoir ?",Acheter des meubles dans la Boutique de meuble.,Jouer avec les Filles dans le Dortoir.,Butin d'Auto-Bataille
10010030,"Dans un combat, le placement d'une Fille dans la formation de l'équipe peut permettre d'exploiter au mieux ses compétences. Parmi les propositions suivantes, laquelle semble pour vous la plus raisonnable ?","Quelle que soit les compétences d'une Fille, tant que son niveau est élevé, elle peut être placé sur la ligne avant.",Certaines Filles peuvent causer beaucoup de dégâts mais ne peuvent pas en subir beaucoup. Il faut mettre ces Filles dans une position qui est facile à attaquer par l'ennemi.,Certaines Filles peuvent contre-attaquer l'ennemi lorsqu'elles sont attaquées. Vous pouvez mettre ces Filles dans une position qui est facile à attaquer par l'ennemi.
10010031,"Parmi les éléments suivants, lequel ne fait pas partie des privilèges VIP ?","Bonus de Pièces, d'EXP, de Jus en Auto-Bataille",Améliorer le niveau d'une Fille directement à un certain niveau.,Augmenter la Capacité Max de Fille.
10010032,"Parmi les méthodes suivantes, laquelle ne permet pas d'augmenter le niveau de VIP ?",Obtenir des Pièces dans l'Alchimie.,Acheter un Pack Surprise de Skin Exclusif dans la Foire.,Acheter les Cartes Mensuelles.
10020001,Que représente la statistique de puissance affichée DANS le classement de l'Arène ?,C'est la puissance totale des 5 Filles les plus fortes du joueur.,C'est la puissance totale d'équipe du Combat du joueur.,C'est la puissance totale d'équipe de la Défense du joueur.
10020002,Combien de Ticket d'Arène devez-vous consommer dans une bataille de l'Arène d'Elite ?,1 ticket,3 tickets,5 tickets
10020003,Saint a créé une équipe dans l'Arène 3v3. Comment peut-elle inviter un ami à rejoindre son équipe ?,"Si l'ami a enregistré une formation dans l'Arène 3v3 mais n'a pas encore d'équipe, elle peut l'inviter à rejoindre l'équipe depuis l'interface d'équipe.","Elle peut l'inviter depuis l'interface ""Ami"".",Elle peut l'inviter depuis le tchat.
10020004,Comment postuler pour rejoindre les équipes d'autres joueurs dans l'Arène 3v3 ?,Depuis le tchat,"Après avoir préparé votre formation défensive, tant que les exigences de puissance de combat sont remplies, vous pouvez postuler pour rejoindre les équipes d'autres joueurs.","Après avoir choisi votre formation défensive, il suffit d'attendre un moment et vous rejoindrez automatiquement l'équipe d'un autre joueur."
10020005,Quelle est la condition pour participer à l'Arène Ultime ?,Terminer dans le Top 10 de l'Arène.,Terminer dans le Top 10 de l'Arène Élite.,Terminer dans le Top 10 de l'Arène 3v3.
10020006,Rina gagne souvent des Pièce d'Or grâce à l'Arène Ultime. Savez-vous comment fait-elle ?,"Impossible, il n'y a aucun moyen de gagner des Pièce d'Or dans l'Arène Ultime.","Dans l'Arène Ultime, en appuyant sur l'avatar du joueur pour parier sur lui. S'il gagne, on peut remporter le double de la somme misée.","Sur l'interface de pari de l'Arène Ultime: en pariant sur le bon joueur, vous pouvez gagner le double de la mise initiale; en perdant vous perdez votre mise."
10020007,"Parmi les méthodes suivantes, laquelle permet d'obtenir des émojis spéciaux ?",Obtenir des émojis dans les récompenses de Guilde - Gymnase.,Dans les récompenses de certains Défis du Personnage.,Enregistrer les émojis des autres joueurs.
10020008,"Parmi les méthodes suivantes, laquelle vous permet d'obtenir des Biscuits de Serviteur ?",Dans la Pratique Extra-Scolaire d'Événement Mensuel.,Dans le Marché (sous le Café),Dans les Capsules Normales
10020009,"Parmi les propositions suivantes, laquelle ne permet pas d'obtenir de nouveaux Skins ?",Dans la Boutique de Skin,Dans le Pack Surprise de Skin,Dans le Butin d'Auto-Bataille
12020008,Rina peut infliger beaucoup de dégâts à tous les ennemis lors d'un coup critique. Laquelle des Antiquités suivantes serait la plus appropriée pour elle ?,"Lame d'Imagination (Augmente l'Attaque, la Vitesse et les Chances de Contrôle)","Cœur d'Épine (Augmente l'Attaque, les Critiques et les Dégâts Critiques)",Montre de Perception (Augmente les PV et le Blocage)
12020009,"Grâce à un de ses compétences, Saint Majesté peut consommer les marques de Brûlures des ennemis pour leur infliger énormément de dégâts. Parmi les Filles suivantes, laquelle lui permettrait d'exploiter au mieux cette compétence ?",Ithil,Kong Ming,Kira
12020010,"En bloquant des attaques, Ithil peut infliger des attaques supplémentaires à l'ennemi lors de l'utilisation de sa compétence active. Laquelle des Antiquités suivantes serait la plus appropriée pour elle ?",Couteau Suisse (Augmente l'Attaque et les Critiques),Guide du Destin (Augmente l'Énergie et les Dégâts Capacités),"Mirage d'Argent (Augmente l'Attaque, la Péné. d'Armure et le Blocage)"
12020011,Certaines Filles peuvent considérablement améliorer leurs capacités de combat lorsque leur vie est réduite de moitié. Laquelle des Filles suivantes a cette capacité ?,Saint,Hottie,Ithil
12020012,Les Filles placées sur la ligne avant subissent généralement plus d'attaques ennemies. Laquelle des Filles suivantes convient le mieux sur la ligne avant ?,Saint Majesté (Mage),Libraria (Mage),Sonya (Guerrier)
10020015,Il existe de nombreux fonds de décor spéciaux de l'académie. Savez-vous comment les mettre sur votre interface principale ?,Dans Menu - Fond,Dans le Marché (sous le Café),Cette fonction n'existe pas
10020016,De nombreuses Filles ont des secrets qu'elles ne révèlent qu'aux personnes avec qui elles sont proches. Où pouvez-vous en apprendre plus sur elles ?,"Sur l'interface de Rendez-vous, vous pouvez déverrouiller les informations spéciales des Filles après avoir atteint un certain degré d'Intimité.",Faire participer des Filles un certain nombre de fois à des Jobs permet d'en savoir plus sur elles.,Il est possible d'obtenir des informations sur les Filles dans le Butin d'Auto-Bataille.
11020001,Laquelle des Filles suivantes est l'examinatrice de l'Examen de la Maison Humain：,Sonya,Kong Ming,Saint
11020002,Laquelle des Filles suivantes fait partie du Comité de Discipline ?,Iron Fist,Saint,Lucifer
11020003,Quelle organisation Saint a-t-elle rejoint secrètement ?,Fan Club d'Ithil,DEF,Club de Littérature
11020004,Qui occupe souvent la cuisine de l'école et aime préparer divers plats ?,Saint,Ithil,Sonya
11020005,"Dans la Maison Humain, qui est enseignante et prend soin des étudiantes ?",Rina,Hottie,Capsula
11020006,"Qui a été la première doyenne de la Maison Humain, conduisant tout le monde à protéger l'Académie Yume de l'ennemi ?",Ithil,Saint,Sonya
11020007,"Dans la Maison Humain, qui traîne souvent les casinos pour gagner de l'argent ?",Guan Yin,Rina,Ithil
11020008,"Dans la Maison Humain, qui aime passer son temps libre à jouer aux jeux vidéos ?",Guan Yin,Saint,Caitlyn
11020009,"Dans la Maison Humain, qui adore lire des livres ?",Libraria,Rina,Sonya
11020010,"Sur la route, vous voyez une Créature du Chaos en train d'attaquer une étudiante. Si Saint était là, elle…","... mépriserait verbalement cette faible étudiante, mais à la fin, elle vaincrait la Créature du Chaos et encouragerait cette étudiante à devenir plus forte.",... ne ferait rien et partirait.,... se précipiterait immédiatement pour vaincre la Créature du Chaos et partirait comme si de rien n'était.
11020011,"Sur la route, vous voyez une Créature du Chaos en train d'attaquer une étudiante. Si Ithil était là, elle…",... ferait semblant de ne pas voir et partirait.,... vaincrait la Créature du Chaos sans hésitation et s'en irait sans attendre de remerciements.,... rirait de la faiblesse de l'étudiante avant de vaincre la Créature du Chaos.
11020012,"Sur la route, vous voyez une Créature du Chaos en train d'attaquer une étudiante. Si Rina était là, elle…",... abattrait la Créature du Chaos à distance et partirait en silence sans se faire remarquer.,.. s'enfuirait.,... vaincrait la Créature du Chaos d'un seul coup et demanderait sans gêne une récompense à l'étudiante.
11020013,Lequel est l'animal de Capsula ?,Chasseur,Lavli,Bruno
10010009,"Si vous rencontrez des problèmes dans le jeu ou avez des suggestions pour le jeu, laquelle des solutions suivantes peut être la plus rapide pour contacter le GM ?",Tchat - Serveurs,Menu - GM,Tchat - Privé
10020017,"Pendant la bataille, qu'arrive-t-il aux Filles affectées par les effets de Saignement, Brûlure et Empoisonnement ?",La Fille affectée par ces effets subira des dégâts correspondants au début de chaque tour jusqu'à la fin de cet effet.,Les attributs de la Fille affectée par ces effets seront diminués.,"La Fille affectée par ces effets reçoit instantanément des dégâts conséquents. Après cela, cet effet disparaît immédiatement."
10020018,Que se passe-t-il après qu'une Fille soit mis sous l'effet de Silence ?,Elle sera temporairement incapable d'utiliser ses Compétences Passives.,Elle n'obtiendra aucun point d'Énergie.,Elle sera temporairement incapable d'utiliser sa Compétence Active.
10020019,"Que se passe-t-il après qu'une Fille soit mis sous l'effet d'Étourdissement, de Pétrification et de Gel ?",Elle ne pourra pas être attaquée.,Elle sera temporairement incapable d'utiliser sa Compétence Active ou d'attaquer les ennemis.,Les attributs de la Fille seront diminués.
10020010,L'Énergie est très importante dans la bataille. Laquelle de ces descriptions n'est pas correcte ?,"Lorsqu'une Fille atteint 100 d'Énergie, elle peut utiliser sa Compétence Active.","Si une Fille a plus de 100 d'énergie en lançant sa compétence, chaque point supplémentaire d'Énergie sera converti en 1% de Dégâts de Compétences.","Lorsqu'une Fille attaque un ennemi, elle obtient de l'Énergie. Cependant, elle perd 50 d'Énergie si elle est attaquée."
10020011,"La Vitesse est importante dans la bataille, laquelle de ces descriptions n'est pas correcte ?",La Vitesse détermine l'ordre d'attaque des Filles dans la Bataille. Une Vitesse plus élevée permet aux Filles d'attaquer en premier à chaque tour.,"Si la vitesse de deux Filles de la même équipe est identique, celle étant positionnée à un emplacement avancé sera celle qui frappera en premier.","Si la Vitesse de deux Filles dans les deux équipes est identique, celle étant positionnée dans l'équipe de défenseur sera celle qui frappera en premier."
10020012,"Parmi les descriptions suivantes concernant les Bonus de l'Exploration du Vieux Campus, laquelle n'est pas correcte ?","Les Bonus permettent de renforcer les ennemis, ce qui augmente la difficulté de combat. Après avoir gagné le combat, vous recevrez plus de Scores de Défi.",Il vous faut tout d'abord obtenir certains Scores de Défi pour débloquer les Bonus.,"Après avoir choisi les bonus et gagné le combat, vous ne pourrez plus participer aux défis d'Étage actuel et ne pourrez plus resélectionner les bonus."
10020013,"Après avoir éveillé une Fille à 10 étoiles, les Compétences d'Élite seront disponibles. Où peut-on améliorer les Compétences d'Élite ?",Dans l'interface de cette Fille à condition qu'elle soit 10 étoiles.,Utiliser des Gemmes dans le marché pour améliorer les Compétences d'Élite.,Lui faire un serment pour améliorer les Compétences d'Élite.
10020014,Où peut-on participer à l'Exploration du Vieux Campus ?,Marché,Test,Capsule
11050001,Laquelle des Filles suivantes est l'examinatrice de l'Examen de la Maison Démon :,Kratos,Lucifer,Wraith
11050002,Une des ces Filles de la Maison Démon semble être une personne froide mais apprécie rester chez elle et a même besoin que Michael vienne la tirer du lit. Qui est-elle ?,Izanami,Kratos,Lucifer
11050003,Une de ces Filles de la Maison Démon est mystérieuse et solitaire. Elle a connu de nombreuses guerres et trahisons. Elle est connue comme la première des Valkyrie et est respectée de tous. Qui est-elle ?,Izanami,Wraith,Kratos
11050004,"Il y a des jumelles dans la Maison Démon. L'une d'elle est un ange tandis que l'autre est un démon, l'une représente la lumière tandis que l'autre représente les ténèbres. Qui sont-elles ?",Ésaü & Jacob,Lucifer&Michael,Kratos&Izanami
11050005,Il y a une Fille dans la Maison Démon qui souhaite devenir une célébrité de renommée mondiale. Ses musiques sont fascinantes et capables de manipuler les cœurs. Qui est-elle ?,Kratos,Azumi,Wraith
11050006,Une des Filles de la Maison Démon possède des cicatrices laissées par le Chaos. Elle est également considérée comme la déesse de la mort. Qui est-elle ?,Izanami,Azumi,Kratos
11050007,"Ayant connu d'innombrables catastrophes et trahisons, Kratos semble maintenant extrêmement seule. Mais il y a une Fille qui reste toujours avec elle peu importe la façon dont elle la traite. C'est...",Kong Ming,Linky,Saint
11050008,"Vous rencontrez Fenrir, rugissant, qui a perdu la tête. Si Kratos était là, elle…","... essaierait de la persuader de se calmer, mais s'enfuirait tout de suite au moindre danger.",... resterait immobile en relâchant une puissante intention meurtrière à destination de Fenrir afin de la calmer tout en se préparant à se battre pour l'épuiser.,... hésiterait un peu mais déciderait tout de même de défier Fenrir de toutes ses forces afin d'essayer de la calmer.
11050009,"Fenrir est entrée dans une folie meurtrière, elle a complètement perdu la tête. Si Ésaü & Jacob étaient là, que feraient-elles ?",... Ésaü pousserait Jacob vers l'avant pour qu'elle puisse distraire Fenrir le temps qu'elle s'échappe.,"Ésaü couvrirait les yeux de Jacob, prétendrait ne pas avoir vu Fenrir et prendrait un détour.",Elles voudraient faire un détour mais seraient effrayées que Fenrir blesse des étudiantes innoncentes. Elles feraient donc équipe pour battre Fenrir.
11050010,"Il existe de nombreux clubs et activités à l'Académie qui attirent de nombreuses étudiantes. Si c'était Lucifer, de quel genre de club serait-elle intéressée ?",Le Club de Lecture - Lire est essentiel !,Le Club de Football - Le sport est essentiel pour la santé !,Le Club de Sieste - Profitez de la vie sur un matelas !
11050011,"Il existe de nombreux clubs et activités à l'Académie qui attirent de nombreuses étudiantes. Si c'était Izanami, de quel genre de club serait-elle intéressée ?",Club de Réhabilitation - Les victimes du Chaos peuvent suivre des programmes de réhabilitation afin de pouvoir se remettre de leurs pertes.,Club de Théâtre - Montrez votre talent sur scène et impressionnez la foule !,"Club Environnemental - Interdiction de fumer, de boire de l'alcool et de manger de la viande."
11050012,"Il existe de nombreux clubs et activités à l'Académie qui attirent de nombreuses étudiantes. Si c'était Azumi, de quel genre de club serait-elle intéressée ?",Club de Baseball - Entraînez-vous et amusez-vous avec vos amis !,Club d'Idole - Devenez une célébrité et sauvez le monde !,"Club Littéraire - Gentil, aimable et facile à vivre."
11050013,Azumi a un mystérieux petit serpent qui s'appelle Ébi. Où Azumi a-t-elle rencontré ce petit serpent pour la première fois ?,Sur la scène où Azumi a fasciné tout le monde pour la première fois.,Dans le souterrain froid où Azumi a été enfermé par les gens qui ne pouvaient plus supporter d'écouter ses mensonges.,Sous le lit d'Azumi.
11050014,"Secrets de Filles: on voit souvent Kratos avec un sourire gentil mais elle reste toutefois distante. Une Fille en particulier a une place important dans le cœur de Kratos, qui est-ce ?","Linky - peu importe combien Kratos l'a fait souffrir, l'a réprimandé ou lui a parlé froidemment, Linky lui restera toujours loyale.","Izanami - Dans ses moments les plus difficiles, Kratos lui a tendu la main.","Turin - Lors du dernier siècle de guerre contre le Chaos, Turin est la seule Fille que Kratos voulait sauver à n'importe quel prix."
12050001,"Izanami peut octroyer à ses alliées ""Bouclier Floral"" avec sa Compétence Active. Laquelle des Antiquités suivantes convient le mieux à Izanami ?","Cristal du Destin (Augmente l'Énergie, l'Attaque et les PV)","Cœur d'Épine (Augmente l'Attaque, les Critiques et les Dégâts Critiques)","Lame d'Imagination (Augmente l'Attaque, la Vitesse et les Chances de Contrôle)"
12050002,"Azumi a la capacité de ressusciter. Lorsqu'une Fille meurt, cela réduira également le délai de résurrection d'Azumi. Laquelle des Filles suivantes possèdent des compétences permettant de faire ressusciter Azumi plus tôt ?",Kong Ming (qui peut soigner les alliées),Michael (qui peut ressuciter une fois),Amelia (qui peut diminuer l'énergie de la cible)
12050003,"Quand une alliée est vaincue, Ésaü & Jacob inflige des dégâts à tous les ennemis. Laquelle des Filles suivantes possèdent des compétences permettant à Ésaü & Jacob de causer plus de dégâts ?",Fenrir (qui peut infliger des dégâts par Blocage),Isabelle (qui peut soigner les alliées après avoir été vaincue),Azumi (qui peut ressuciter)
12050004,Certaines Filles peuvent causer des dégâts en fonction du pourcentage des PV de l'ennemi. Laquelle des Filles suivantes possède ce genre de capacité ?,Ésaü & Jacob,Lucifer,Wraith
12050005,Certaines Filles peuvent réduire l'Énergie de l'ennemi pour qu'il ne puisse pas déclencher sa Compétence Active. Laquelle des Filles suivantes possède ce genre de capacité ?,Izanami,Azumi,Kratos
10010033,"Si vous voyez que des joueurs divulguent de fausses informations dans le tchat, que devriez-vous faire ?","Discuter en privé avec ce joueur en question, et essayer de le duper.",Signaler le message ou le joueur auprès du GM.,Croire à ses propos et faire comme il/elle dit.
10010034,Quels sont les objets que vous ne trouvez pas dans la Collection de Yume ?,Skins,Antiquité,Historique de Bataille
10020020,Lequel d'entre eux n'est pas un effet négatif ?,Augmentation de Réduction des Dégâts,"Saignement, Brûlure, Empoisonnement....","Étourdissement, Pétrification, Cristallisation..."
10020021,"Quelle est l'utilité de l'Attribut de ""Précision"" ?",Réduire l'effet de l'Armure de la Fille ciblée.,Réduire la probabilité que la cible puisse esquiver l'Attaque.,"Réduire la probabilité que la cible puisse bloquer l'Attaque d'une Fille. Chaque 1% octroiera les dégâts de 0,3%. (peut octroyer jusque 45% de dégâts au maximum, seuls les dégâts de l'Attaque de l'attaquant augmenteront)"
10020022,"Quelle est l'utilité de l'Attribut ""Immunité"" ?","Plus l'Immunité d'une Fille est élevé, plus elle aura de chance d'être immunisée contre les Dégâts sur la Durée tel que Saignement.","Plus l'Immunité d'une Fille est élevée, plus elle aura de chance d'être immunisée par les Effets de Contrôles.","Plus l'Immunité d'une Fille est élevée, plus elle aura de chance d'être immunisée par les Effets de Marques."
10020023,"Quelle est l'utilité de l'Attribut de ""Blocage"" ?",Peut réduire les dégâts en bloquant l'Attaque de l'ennemi.,Réduit les chances de subir une Critique.,Réduit les dégâts subis par les Compétences Actives.
10020024,"Après avoir Gradué une Fille 10 étoiles, vous pouvez la libérer. Lorsque vous libérez une Fille, cette dernière peut acquérir des Potentiels. Lequel de ces Boosts est un Potentiel ?","Augmente le Blocage, les Crits et l'Immunité de la Fille.","Après avoir reçu un coup mortel, obtient un bouclier immunisant contre les dégâts.",Obtient 50 d'Énergies supplémentaires au début de la Bataille.
10020025,"Après avoir Gradué une Fille 10 étoiles, vous pouvez la libérer. Lorsque vous libérez une Fille, cette dernière peut acquérir des Potentiels. Lequel de ces Boosts est un Potentiel ?",Augmente les dégâts contre les Guerriers.,Obtient une Immunité contre les Effets de Contrôle tels que Étourdissement et Pétrification.,"À la fin de chaque tour, peut s'enlever 1 Effet Négatif aléatoirement."
10020026,"Dans l'Excursion, vous pouvez collecter des ressources grâce à l'Arbre à Souhait et au Marché. Quelles sont les ressources que vous pouvez collecter ?",Paquet Cadeau et Pièce de Meuble,Gemmes et Pièce d'or,Plateau Repas et Jus d'EXP
10020027,"Dans l'Excursion Scolaire, le Gîte permet d'augmenter les Attributs tels que les PV et l'Attaque. Quels sont les autres Attributs qui peuvent être Améliorer ?","Résistance aux Critiques, peut réduire les chances de subir une Critique.","Péné. d'Armure, peut réduire l'effet de l'Armure de la Fille ciblée.","Réduction des Dégâts, peut réduire les dégâts reçus."
10020028,"Dans l'Excursion Scolaire, plus votre niveau d'Aventure est élevé, plus le niveau maximum de vos coffres sera élevé. Concernant le niveau d'Aventure, laquelle des réponses ci-dessous est incorrecte ?","Plus votre niveau d'Aventure est élevé, plus les ennemis rencontrés seront puissants.","Plus votre niveau d'Aventure est élevé, plus le nombre d'emplacement de Coffre augmentera.","Plus votre niveau d'Aventure est élevé, plus le nombre de Pain Délicieux nécessaire pour une Aventure augmentera."
10020029,"Dans la Reconstitution du Livre, vous pouvez collecter des pages pour monter le niveau du Livre. Parmi les méthodes suivantes, laquelle ne permet pas de collecter les pages ou monter le niveau du Livre ?",Compléter les quêtes journalières/hebdo.,Acheter des pages au Marché.,Utiliser des Gemmes pour monter le niveau du Livre immédiatement.
11030001,Laquelle des Filles suivantes est l'examinatrice de l'Examen de la Maison Monstre：,Turin,Nobunaga,Psychic
11030002,Quel est le nom du chien de Psychic ?,Bruno,Rumpy,Bello
11030003,"Dans la Maison Monstre, il y a une Fille qui porte un uniforme de combat et qui tient un fusil magique. Elle semble toujours un peu endormie. Qui est-ce ?",Iron Fist,Shina,Sino
11030004,"Dans la Maison Monstre, Iron Fist a été trahie par un de ses compagnons et a perdu un bras. Deux élèves de l'Académie l'ont aidé à remplacer son bras par un faux. Qui sont ces deux élèves ?",Fenrir et Rina,Kong Ming et Isabelle,Joan et Saint
11030005,Iron Fist appartient à la Maison Monstre. Qui sont les deux Filles qui l'ont accompagné à passer l'Examen ?,Aquaris et Senpai,Nobunaga et Saint,Kong Ming et Elfe Bourgeon
11030006,"Turin était une IA sans émotions. Dans l'Histoire de Campagne, quelle est la Fille qui l'a aidé à retrouver ses émotions ?",Kong Ming,Kratos,Rina
11030007,"Auparavant, Shina ne savait pas comment maîtriser le vent. Un jour, alors qu'elle était sur le point de mourir, une personne l'a aidé à revenir à la vie ainsi qu'à maitrîser le vent. Qui est-ce ?",Ruben,Kratos,Chris
11030008,Qui a fabriqué le fusil magique de Sino ?,Rina,Ruben,Kong Ming
11030009,"Le chien de Psychic a discrètement mangé les biscuits des Serviteurs. Si Estelle était là, qu'aurait-elle fait ?",Elle serait très en colère et priverait le chien d'os pendant un mois.,Elle réprimanderait le chien jusqu'à ce qu'il comprenne sa bêtise.,"Elle caresserait le chien, et l'encouragerait en lui donnant plus de choses délicieuses à manger."
11030010,"Le chien de Psychic a discrètement mangé les biscuits des Serviteurs. Si Turin était là, qu'aurait-elle fait ?",Elle expliquerait au chien que l'on ne peut pas manger tout et n'importe quoi.,Elle punirait le chien avec un marteau en os d'ours afin qu'il ne reproduise plus la même bêtise.,Elle serait furieuse et crierait sur le chien jusqu'à ce qu'elle libère toute sa colère.
11030011,"Le chien de Psychic a discrètement mangé les biscuits des Serviteurs. Si Iron Fist était là, qu'aurait-elle fait ?","Elle prendrait le chien de force, lui faire recracher les biscuits pas encore avalés et les donner à Senpai.","Elle serait très inquiète concernant Senpai, mais comprendrait tout de même pourquoi le chien avait tant envie de manger ces biscuits. Sa seule solution serait de demander à Kong Ming comment avoir plus de biscuits.","Elle mettrait du piment sur les biscuits qui restent de façon à ce que si le chien refait sa bêtise, qu'elle puisse lui donner une bonne leçon !"
11030012,"Le chien de Psychic a discrètement mangé les biscuits des Serviteurs. Si Psychic était là, qu'aurait-elle fait ?","Elle se débarasserait de son chien, car il ne devrait pas faire de telles bêtises.","Elle serait en colère contre le chien, mais supplierait Senpai de le pardonner.",Elle priverait le chien de ses en cas préférés.
