id,fort_id,name,tips_dialog
49,5,Attrape moi si tu peux,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
50,5,Fille Surpuissante,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
51,5,Test Final,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
52,5,Vérité Inattendue,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
53,6,Le Début,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
54,6,Nourriture Chinoise,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
55,6,Chalet Enchanté,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
56,6,Une Autre Divination,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
57,6,Brouillard Noir,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
58,6,Piégé,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
59,6,Un Raid Eloigné,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
60,6,Le Comité est tombé,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
61,6,Nobunaga,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
62,6,Fleur de Nuit,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
63,7,Conflit,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
64,7,Pierre Noire,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
65,7,Le Rire de la Chauve Souris,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
66,7,Derrière la Réalité,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
67,7,Hors de Contrôle,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
68,7,Enfer,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
69,7,Nobunaga,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
70,7,L'Œil du Jugement,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
71,7,Blanc ou Noir,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
72,7,Perdre,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
73,8,Négociation du DEF,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
74,8,Négociation Forcée,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
75,8,Négociation Suspendue,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
76,8,Effondrer,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
77,8,Prendre Feu,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
78,8,Bataille de l'Esprit,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
79,8,S'Éloigner,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
80,8,Voix de la Résistance,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
81,8,Air,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
82,8,Conspiration,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
83,9,Lueur,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
84,9,Fragment,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
85,9,Invasion du Chaos,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
86,9,L'Inébranlable,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
87,9,Yume,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
88,9,Li,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
89,9,Conversation,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
90,9,Jumeaux,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
91,9,Impasse,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
92,9,Sceau Brisé,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
93,10,Invasion du Chaos,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
94,10,Le Cauchemar est de Retour,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
95,10,Légion du Chaos,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
96,10,Unifier,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
97,10,Contre toute attente,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
98,10,Appel aux armes,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
99,10,Contre Attaque,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
100,10,Jour du Jugement,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
101,10,Un Petit Espoir,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
102,10,Exister,"Il semblerait que quelque chose s'est produit sur le Campus, Senpai viens vite voir !"
103,11,Retour à la maison,
104,11,Croissance,
105,11,Célébration,
106,11,Interlude,
107,11,Encore,
108,11,Nouveaux Visages,
109,11,Retour des Légendes,
110,11,Invitation,
111,11,Figure de Terreur,
112,11,Détermination,
113,12,Entraînement Quotidien,
114,12,Le défi d'Ithil,
115,12,Grande Bibliothèque d'Ulbricht,
116,12,Labyrinthe,
117,12,La Déesse de la Guerre,
118,12,Pierre Philosophale,
119,12,Départ de la Ligne d'Arrivée,
120,12,La Deuxième Ligne de Défense,
121,12,L'élémentaliste légendaire,
122,12,"""Son"" Histoire",
123,13,Invasion Soudaine,
124,13,Les Abeilles,
125,13,Défense Activée,
126,13,Fermeture du Filet,
127,13,Le Frelon,
128,13,Opposition,
129,13,Une Idée de Génie,
130,13,Poursuite,
131,13,En Terrain Ennemi,
132,13,「Elle」,
133,14,Le Vrai Œil,
134,14,Figure de Terreur ?,
135,14,Les Mimiques,
136,14,Chant du Temps,
137,14,Coopération,
138,14,L'Épée Brisée,
139,14,Retour d'Enfer,
140,14,Flamme de la Vengeance,
141,14,Choix,
142,14,Divergence,
143,15,Poursuite,
144,15,Les Otages,
145,15,Croyance,
146,15,Rituel Mystérieux,
147,15,Flammes Sans Fin,
148,15,Requiem,
149,15,Celui Qui Tient la Lame,
150,15,Renaissance,
151,15,Le Sacrifice,
152,15,Les Jumelles,
153,16,Il Était Une Fois,
154,16,Vérité Racontée,
155,16,Les Pièces sur le Plateau,
156,16,「Amour」,
157,16,Désespoir,
158,16,Turin,
159,16,Jacob ?,
160,16,Son Rêve,
161,16,Rédemption,
162,16,Le Jour d'Après,
163,17,,
164,17,,
165,17,,
166,17,,
167,17,,
168,17,,
169,17,,
170,17,,
171,17,,
172,17,,
173,18,,
174,18,,
175,18,,
176,18,,
177,18,,
178,18,,
179,18,,
180,18,,
181,18,,
182,18,,
183,19,,
184,19,,
185,19,,
186,19,,
187,19,,
188,19,,
189,19,,
190,19,,
191,19,,
192,19,,
193,20,,
194,20,,
195,20,,
196,20,,
197,20,,
198,20,,
199,20,,
200,20,,
201,20,,
202,20,,
203,21,,
204,21,,
205,21,,
206,21,,
207,21,,
208,21,,
209,21,,
210,21,,
211,21,,
212,21,,
213,22,,
214,22,,
215,22,,
216,22,,
217,22,,
218,22,,
219,22,,
220,22,,
221,22,,
222,22,,
223,23,,
224,23,,
225,23,,
226,23,,
227,23,,
228,23,,
229,23,,
230,23,,
231,23,,
232,23,,
233,24,,
234,24,,
235,24,,
236,24,,
237,24,,
238,24,,
239,24,,
240,24,,
241,24,,
242,24,,
243,25,,
244,25,,
245,25,,
246,25,,
247,25,,
248,25,,
249,25,,
250,25,,
251,25,,
252,25,,
253,26,,
254,26,,
255,26,,
256,26,,
257,26,,
258,26,,
259,26,,
260,26,,
261,26,,
262,26,,
263,27,,
264,27,,
265,27,,
266,27,,
267,27,,
268,27,,
269,27,,
270,27,,
271,27,,
272,27,,
273,28,,
274,28,,
275,28,,
276,28,,
277,28,,
278,28,,
279,28,,
280,28,,
281,28,,
282,28,,
283,29,,
284,29,,
285,29,,
286,29,,
287,29,,
288,29,,
289,29,,
290,29,,
291,29,,
292,29,,
293,30,,
294,30,,
295,30,,
296,30,,
297,30,,
298,30,,
299,30,,
300,30,,
301,30,,
302,30,,
303,31,,
304,31,,
305,31,,
306,31,,
307,31,,
308,31,,
309,31,,
310,31,,
311,31,,
312,31,,
313,32,,
314,32,,
315,32,,
316,32,,
317,32,,
318,32,,
319,32,,
320,32,,
321,32,,
322,32,,
323,33,,
324,33,,
325,33,,
326,33,,
327,33,,
328,33,,
329,33,,
330,33,,
331,33,,
332,33,,
333,34,,
334,34,,
335,34,,
336,34,,
337,34,,
338,34,,
339,34,,
340,34,,
341,34,,
342,34,,
343,35,,
344,35,,
345,35,,
346,35,,
347,35,,
348,35,,
349,35,,
350,35,,
351,35,,
352,35,,
353,36,,
354,36,,
355,36,,
356,36,,
357,36,,
358,36,,
359,36,,
360,36,,
361,36,,
362,36,,
363,37,,
364,37,,
365,37,,
366,37,,
367,37,,
368,37,,
369,37,,
370,37,,
371,37,,
372,37,,
373,38,,
374,38,,
375,38,,
376,38,,
377,38,,
378,38,,
379,38,,
380,38,,
381,38,,
382,38,,
383,39,,
384,39,,
385,39,,
386,39,,
387,39,,
388,39,,
389,39,,
390,39,,
391,39,,
392,39,,
393,39,,
394,39,,
395,39,,
396,39,,
397,40,,
398,40,,
399,40,,
400,40,,
401,40,,
402,40,,
403,40,,
404,40,,
405,40,,
406,40,,
407,40,,
408,40,,
409,40,,
410,40,,
411,41,,
412,41,,
413,41,,
414,41,,
415,41,,
416,41,,
417,41,,
418,41,,
419,41,,
420,41,,
421,42,,
422,42,,
423,42,,
424,42,,
425,42,,
426,42,,
427,42,,
428,42,,
429,42,,
430,42,,
431,43,,
432,43,,
433,43,,
434,43,,
435,43,,
436,43,,
437,43,,
438,43,,
439,43,,
440,43,,
441,44,,
442,44,,
443,44,,
444,44,,
445,44,,
446,44,,
447,44,,
448,44,,
449,44,,
450,44,,
451,45,,
452,45,,
453,45,,
454,45,,
455,45,,
456,45,,
457,45,,
458,45,,
459,45,,
460,45,,
461,46,,
462,46,,
463,46,,
464,46,,
465,46,,
466,46,,
467,46,,
468,46,,
469,46,,
470,46,,
471,47,,
472,47,,
473,47,,
474,47,,
475,47,,
476,47,,
477,47,,
478,47,,
479,47,,
480,47,,
481,47,,
482,47,,
483,47,,
484,47,,
485,47,,
486,48,,
487,48,,
488,48,,
489,48,,
490,48,,
491,48,,
492,48,,
493,48,,
494,48,,
495,48,,
496,48,,
497,48,,
498,48,,
499,48,,
500,48,,
501,49,,
502,49,,
503,49,,
504,49,,
505,49,,
506,49,,
507,49,,
508,49,,
509,49,,
510,49,,
511,49,,
512,49,,
513,49,,
514,49,,
515,49,,
516,50,,
517,50,,
518,50,,
519,50,,
520,50,,
521,50,,
522,50,,
523,50,,
524,50,,
525,50,,
526,50,,
527,50,,
528,50,,
529,50,,
530,50,,
