id,event_name,desc
61,Journal Quotidien - Réinitialisation|Journal Quotidien - Bénédiction,"La progression du défi de la carte ""Forêt 32"" a été réinitialisée.|Dans le défi de combat, les alliées appartenant à la Maison Fantôme obtiennent un bonus de 18% d'Attaque."
62,Journal Quotidien - Réinitialisation|Journal Quotidien - Bénédiction,"La progression du défi de la carte ""Château 39"" a été réinitialisée.|Dans le défi de combat, les alliées appartenant à la Maison Fantôme obtiennent un bonus de 18% d'Attaque."
63,Journal Quotidien - Réinitialisation|Journal Quotidien - Bénédiction,"La progression du défi de la carte ""Village 08"" a été réinitialisée.|Dans le défi de combat, les alliées appartenant à la Maison Fantôme obtiennent un bonus de 18% d'Attaque."
64,Journal Quotidien - Réinitialisation|Journal Quotidien - Bénédiction,"La progression du défi de la carte ""Lac 30"" a été réinitialisée.|Dans le défi de combat, les alliées appartenant à la Maison Fantôme obtiennent un bonus de 18% d'Attaque."
65,Journal Quotidien - Réinitialisation|Journal Quotidien - Bénédiction,"La progression du défi de la carte ""Manoir 29"" a été réinitialisée.|Dans le défi de combat, les alliées appartenant à la Maison Fantôme obtiennent un bonus de 18% d'Attaque."
66,Journal Quotidien - Bénédiction,"Dans le défi de combat, les alliées appartenant à la Maison Monstre obtiennent un bonus de 18% d'Attaque."
67,Journal Quotidien - Réinitialisation|Journal Quotidien - Bénédiction,"La progression du défi de la carte ""Forêt 12"" a été réinitialisée.|Dans le défi de combat, les alliées appartenant à la Maison Humain obtiennent un bonus de 18% d'Attaque."
68,Journal Quotidien - Réinitialisation|Journal Quotidien - Bénédiction,"La progression du défi de la carte ""Château 09"" a été réinitialisée.|Dans le défi de combat, les alliées appartenant à la Maison Humain obtiennent un bonus de 18% d'Attaque."
69,Journal Quotidien - Réinitialisation|Journal Quotidien - Bénédiction,"La progression du défi de la carte ""Village 31"" a été réinitialisée.|Dans le défi de combat, les alliées appartenant à la Maison Humain obtiennent un bonus de 18% d'Attaque."
70,Journal Quotidien - Réinitialisation|Journal Quotidien - Bénédiction,"La progression du défi de la carte ""Lac 46"" a été réinitialisée.|Dans le défi de combat, les alliées appartenant à la Maison Humain obtiennent un bonus de 18% d'Attaque."
71,Journal Quotidien - Réinitialisation|Journal Quotidien - Bénédiction,"La progression du défi de la carte ""Manoir 13"" a été réinitialisée.|Dans le défi de combat, les alliées appartenant à la Maison Humain obtiennent un bonus de 18% d'Attaque."
72,Journal Quotidien - Bénédiction|Journal Quotidien - Complétion,"Dans le défi de combat, les alliées appartenant à la Maison Fée obtiennent un bonus de 18% d'Attaque.|Le défi de la carte ""Tourbillon 47"" a été automatiquement terminé"
73,Journal Quotidien - Réinitialisation|Journal Quotidien - Bénédiction,"La progression du défi de la carte ""Forêt 24"" a été réinitialisée.|Dans le défi de combat, les alliées appartenant à la Maison Monstre obtiennent un bonus de 18% d'Attaque."
74,Journal Quotidien - Réinitialisation|Journal Quotidien - Bénédiction,"La progression du défi de la carte ""Château 22"" a été réinitialisée.|Dans le défi de combat, les alliées appartenant à la Maison Monstre obtiennent un bonus de 18% d'Attaque."
75,Journal Quotidien - Réinitialisation|Journal Quotidien - Bénédiction,"La progression du défi de la carte ""Village 18"" a été réinitialisée.|Dans le défi de combat, les alliées appartenant à la Maison Monstre obtiennent un bonus de 18% d'Attaque."
76,Journal Quotidien - Réinitialisation|Journal Quotidien - Bénédiction,"La progression du défi de la carte ""Lac 52"" a été réinitialisée.|Dans le défi de combat, les alliées appartenant à la Maison Monstre obtiennent un bonus de 18% d'Attaque."
77,Journal Quotidien - Réinitialisation|Journal Quotidien - Bénédiction,"La progression du défi de la carte ""Manoir 25"" a été réinitialisée.|Dans le défi de combat, les alliées appartenant à la Maison Monstre obtiennent un bonus de 18% d'Attaque."
78,Journal Quotidien - Bénédiction,"Dans le défi de combat, les alliées obtiennent un bonus de 18% d'Attaque."
79,Journal Quotidien - Réinitialisation|Journal Quotidien - Bénédiction,"La progression du défi de la carte ""Forêt 16"" a été réinitialisée.|Dans le défi de combat, les alliées appartenant à la Maison Fée obtiennent un bonus de 18% d'Attaque."
80,Journal Quotidien - Réinitialisation|Journal Quotidien - Bénédiction,"La progression du défi de la carte ""Château 15"" a été réinitialisée.|Dans le défi de combat, les alliées appartenant à la Maison Fée obtiennent un bonus de 18% d'Attaque."
81,Journal Quotidien - Réinitialisation|Journal Quotidien - Bénédiction,"La progression du défi de la carte ""Village 25"" a été réinitialisée.|Dans le défi de combat, les alliées appartenant à la Maison Fée obtiennent un bonus de 18% d'Attaque."
82,Journal Quotidien - Réinitialisation|Journal Quotidien - Bénédiction,"La progression du défi de la carte ""Lac 42"" a été réinitialisée.|Dans le défi de combat, les alliées appartenant à la Maison Fée obtiennent un bonus de 18% d'Attaque."
83,Journal Quotidien - Réinitialisation|Journal Quotidien - Bénédiction,"La progression du défi de la carte ""Manoir 44"" a été réinitialisée.|Dans le défi de combat, les alliées appartenant à la Maison Fée obtiennent un bonus de 18% d'Attaque."
84,Journal Quotidien - Bénédiction,"Dans le défi de combat, les alliées obtiennent un bonus de 18% d'Attaque."
